session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2024/2025,Female,ALL,WAEC,3-5-year,Polytechnic,state,Borno,North East,Borno,,,,0,1632,1087,462,425,26,0,810.935759,725.558721,29.778351,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,Polytechnic,state,Gombe,North East,Gombe,,,,0,871,580,246,227,5,0,483.357433,432.468537,17.749356,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,Polytechnic,state,Taraba,North East,Taraba,,,,0,938,624,265,244,5,0,190.30878,170.272668,6.988324,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,Polytechnic,state,Yobe,North East,Yobe,,,,0,1030,686,291,268,8,0,603.142373,539.642264,22.147975,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,Polytechnic,state,Kaduna,North West,Kaduna,,,,0,1111,740,314,289,58,0,682.972229,611.067464,25.079406,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,Polytechnic,state,Kano,North West,Kano,,,,0,3272,2178,926,852,116,0,2470.297384,2210.219234,90.711726,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,Polytechnic,state,Katsina,North West,Katsina,,,,0,2020,1345,572,526,0,0,569.618616,509.64796,20.91695,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,Polytechnic,state,Kebbi,North West,Kebbi,,,,0,904,602,256,235,0,0,555.292999,496.830574,20.3909,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,Polytechnic,state,Sokoto,North West,Sokoto,,,,0,851,567,241,222,0,0,345.546719,309.166828,12.688812,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,Polytechnic,state,Zamfara,North West,Zamfara,,,,0,725,483,205,189,0,0,450.446958,403.022946,16.540851,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,Polytechnic,state,Abia,South East,Abia,,,,0,0,0,0,0,12,0,0,0,0,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,Polytechnic,state,Anambra,South East,Anambra,,,,0,0,0,0,0,7,0,0,0,0,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,Polytechnic,state,Ebonyi,South East,Ebonyi,,,,0,752,501,213,196,10,0,277.961086,248.696753,10.207002,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,Polytechnic,state,Imo,South East,Imo,,,,0,1584,1055,448,412,21,0,1212.174112,1084.553849,44.512214,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,Polytechnic,state,Akwa Ibom,South South,Akwa Ibom,,,,0,1360,905,385,354,5,0,633.768718,567.044203,23.272605,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,Polytechnic,state,Bayelsa,South South,Bayelsa,,,,0,706,470,200,184,5,0,630.287266,563.929286,23.144762,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,Polytechnic,state,Cross River,South South,Cross River,,,,0,0,0,0,0,5,0,0,0,0,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,Polytechnic,state,Delta,South South,Delta,,,,0,2041,1359,578,531,15,0,199.861681,178.819819,7.339116,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,Polytechnic,state,Edo,South South,Edo,,,,0,890,593,252,232,12,0,325.681508,291.393068,11.959342,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,Polytechnic,state,Rivers,South South,Rivers,,,,0,2195,1461,621,571,8,0,816.93914,730.930054,29.998801,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,Polytechnic,state,Ekiti,South West,Ekiti,,,,0,557,371,158,145,9,0,474.137044,424.21889,17.410774,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,Polytechnic,state,Lagos,South West,Lagos,,,,0,4717,3141,1335,1228,32,0,2638.903041,2361.07373,96.90309,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,Polytechnic,state,Ogun,South West,Ogun,,,,0,1367,910,387,356,13,0,1128.639606,1009.814034,41.444746,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,Polytechnic,state,Ondo,South West,Ondo,,,,0,1459,971,413,380,16,0,375.458569,335.929494,13.787204,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,Polytechnic,state,Osun,South West,Osun,,,,0,1426,949,404,371,24,0,107.734812,96.392262,3.956127,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,Polytechnic,state,Oyo,South West,Oyo,,,,0,1182,787,334,308,16,0,870.340308,778.709034,31.959744,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,University,state,Benue,North Central,Benue,,,,0,1465,975,415,381,87,0,428.506054,383.392028,15.73516,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,University,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,632,421,179,165,0,0,323.025302,289.016513,11.861804,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,University,state,Kogi,North Central,Kogi,,,,0,1290,859,365,336,65,0,314.974979,281.813745,11.566188,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,University,state,Kwara,North Central,Kwara,,,,0,936,623,265,244,53,0,766.014373,685.366754,28.128794,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,University,state,Nasarawa,North Central,Nasarawa,,,,0,735,489,208,191,51,0,151.680855,135.711572,5.569869,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,University,state,Niger,North Central,Niger,,,,0,1245,829,352,324,63,0,370.020653,331.064094,13.587519,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,University,state,Plateau,North Central,Plateau,,,,0,1411,939,399,367,53,0,401.317209,359.065682,14.736759,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,University,state,Adamawa,North East,Adamawa,,,,0,1199,798,339,312,63,0,1479.283055,1323.540996,54.320715,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,University,state,Borno,North East,Borno,,,,0,1632,1087,462,425,112,0,810.935759,725.558721,29.778351,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,University,state,Gombe,North East,Gombe,,,,0,562,374,159,146,30,0,311.783993,278.958712,11.449012,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,University,state,Taraba,North East,Taraba,,,,0,524,349,148,136,0,0,106.276332,95.087334,3.90257,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,University,state,Yobe,North East,Yobe,,,,0,776,517,220,202,24,0,454.648354,406.782011,16.69513,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,University,state,Kaduna,North West,Kaduna,,,,0,3286,2188,930,856,39,0,2020.319328,1807.615822,74.188094,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,University,state,Kano,North West,Kano,,,,0,4242,2824,1200,1104,129,0,3202.66403,2865.480766,117.604943,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,University,state,Katsina,North West,Katsina,,,,0,1835,1222,519,478,57,0,517.508396,463.024014,19.003412,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,University,state,Kebbi,North West,Kebbi,,,,0,1289,859,365,336,71,0,792.26517,708.853812,29.092749,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,University,state,Sokoto,North West,Sokoto,,,,0,1599,1065,453,416,68,0,649.042779,580.710178,23.833483,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,University,state,Zamfara,North West,Zamfara,,,,0,625,416,177,163,119,0,388.377495,347.488288,14.2616,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,University,state,Abia,South East,Abia,,,,0,0,0,0,0,28,0,0,0,0,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,University,state,Anambra,South East,Anambra,,,,0,0,0,0,0,97,0,0,0,0,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,University,state,Ebonyi,South East,Ebonyi,,,,0,1505,1002,426,392,82,0,555.922171,497.393505,20.414004,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,University,state,Imo,South East,Imo,,,,0,1406,936,398,366,134,0,1075.591113,962.350599,39.496753,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,University,state,Akwa Ibom,South South,Akwa Ibom,,,,0,1799,1198,509,468,86,0,838.497377,750.218595,30.790441,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,University,state,Bayelsa,South South,Bayelsa,,,,0,289,192,82,75,34,0,257.927354,230.772215,9.471344,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,University,state,Cross River,South South,Cross River,,,,0,0,0,0,0,63,0,0,0,0,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,University,state,Delta,South South,Delta,,,,0,1438,957,407,374,156,0,140.747662,125.92945,5.168391,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,University,state,Edo,South South,Edo,,,,0,1496,996,423,389,55,0,547.220673,489.608119,20.094476,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,University,state,Rivers,South South,Rivers,,,,0,1892,1260,535,493,23,0,704.25788,630.112116,25.861035,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,University,state,Ekiti,South West,Ekiti,,,,0,914,608,259,238,33,0,778.30043,696.35931,28.57995,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,University,state,Lagos,South West,Lagos,,,,0,4195,2792,1187,1092,96,0,2346.43016,2099.393014,86.163201,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,University,state,Ogun,South West,Ogun,,,,0,1075,715,304,280,91,0,887.521145,794.081036,32.590641,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,University,state,Ondo,South West,Ondo,,,,0,1154,769,327,301,32,0,297.154376,265.869332,10.911798,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,University,state,Osun,South West,Osun,,,,0,1426,949,404,371,95,0,107.734812,96.392262,3.956127,2.0837819280417467
2024/2025,Female,ALL,WAEC,3-5-year,University,state,Oyo,South West,Oyo,,,,0,2287,1522,647,595,89,0,1683.554031,1506.305891,61.821744,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,University,state,Bauchi,North East,Bauchi,,,,0,46844,31188,13257,12196,1236,0,17615.352145,15760.770497,646.852891,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,University,state,Jigawa,North West,Jigawa,,,,0,44827,29843,12686,11670,932,0,19531.937675,17475.573837,717.231779,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,University,state,Enugu,South East,Enugu,,,,0,31738,21132,8983,8262,759,0,16565.177397,14821.160375,608.289451,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,College of Education,state,Benue,North Central,Benue,,,,0,897,597,254,233,6,0,262.275257,234.662362,9.631003,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,College of Education,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,583,388,165,152,0,0,297.87962,266.518222,10.93843,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,College of Education,state,Kogi,North Central,Kogi,,,,0,526,350,149,137,0,0,128.561216,115.026018,4.720893,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,College of Education,state,Kwara,North Central,Kwara,,,,0,439,292,124,114,3,0,359.343127,321.51072,13.19543,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,College of Education,state,Nasarawa,North Central,Nasarawa,,,,0,477,318,135,124,15,0,98.459502,88.093477,3.615529,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,College of Education,state,Niger,North Central,Niger,,,,0,881,587,249,229,0,0,261.86077,234.291513,9.615783,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,College of Education,state,Plateau,North Central,Plateau,,,,0,611,407,173,159,38,0,173.704464,155.416489,6.378597,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,College of Education,state,Adamawa,North East,Adamawa,,,,0,578,385,163,150,7,0,712.560831,637.540915,26.165928,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,College of Education,state,Borno,North East,Borno,,,,0,782,521,221,204,0,0,388.756622,347.8275,14.275522,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,College of Education,state,Gombe,North East,Gombe,,,,0,562,374,159,146,20,0,311.783993,278.958712,11.449012,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,College of Education,state,Taraba,North East,Taraba,,,,0,560,373,158,146,0,0,113.690959,101.721334,4.174843,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,College of Education,state,Yobe,North East,Yobe,,,,0,504,336,143,131,16,0,295.154778,264.080257,10.838371,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,College of Education,state,Kaduna,North West,Kaduna,,,,0,1494,995,423,389,6,0,918.479894,821.780382,33.727476,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,College of Education,state,Kano,North West,Kano,,,,0,2363,1573,669,615,39,0,1784.012235,1596.187642,65.510667,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,College of Education,state,Katsina,North West,Katsina,,,,0,1179,785,334,307,14,0,332.427268,297.42862,12.207053,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,College of Education,state,Kebbi,North West,Kebbi,,,,0,429,286,121,112,0,0,263.498907,235.757183,9.675937,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,College of Education,state,Sokoto,North West,Sokoto,,,,0,631,420,179,164,0,0,255.960533,229.012465,9.39912,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,College of Education,state,Zamfara,North West,Zamfara,,,,0,556,370,157,145,0,0,345.815578,309.40738,12.698685,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,College of Education,state,Abia,South East,Abia,,,,0,0,0,0,0,0,0,0,0,0,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,College of Education,state,Anambra,South East,Anambra,,,,0,0,0,0,0,0,0,0,0,0,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,College of Education,state,Ebonyi,South East,Ebonyi,,,,0,280,186,79,73,0,0,103.474564,92.580543,3.799687,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,College of Education,state,Imo,South East,Imo,,,,0,779,518,220,203,6,0,595.843331,533.111681,21.879948,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,College of Education,state,Akwa Ibom,South South,Akwa Ibom,,,,0,852,567,241,222,0,0,396.995574,355.199037,14.578064,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,College of Education,state,Bayelsa,South South,Bayelsa,,,,0,545,363,154,142,0,0,486.792471,435.541927,17.875494,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,College of Education,state,Cross River,South South,Cross River,,,,0,0,0,0,0,5,0,0,0,0,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,College of Education,state,Delta,South South,Delta,,,,0,690,459,195,180,4,0,67.558878,60.446136,2.480828,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,College of Education,state,Edo,South South,Edo,,,,0,839,558,237,218,0,0,306.746536,274.45161,11.264032,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,College of Education,state,Rivers,South South,Rivers,,,,0,1098,731,311,286,8,0,408.46957,365.465027,14.999401,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,College of Education,state,Ekiti,South West,Ekiti,,,,0,691,460,196,180,3,0,588.645613,526.671754,21.61564,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,College of Education,state,Lagos,South West,Lagos,,,,0,1364,908,386,355,0,0,762.75598,682.451412,28.009143,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,College of Education,state,Ogun,South West,Ogun,,,,0,1048,698,296,273,3,0,865.290365,774.190759,31.774305,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,College of Education,state,Ondo,South West,Ondo,,,,0,632,421,179,164,0,0,162.631787,145.509567,5.971998,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,College of Education,state,Osun,South West,Osun,,,,0,570,380,161,148,7,0,43.093925,38.556905,1.582451,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,College of Education,state,Oyo,South West,Oyo,,,,0,1577,1050,446,410,10,0,1161.013808,1038.779811,42.633558,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,Polytechnic,state,Benue,North Central,Benue,,,,0,897,597,254,233,6,0,262.275257,234.662362,9.631003,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,Polytechnic,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,481,320,136,125,0,0,245.653972,219.791001,9.020653,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,Polytechnic,state,Kogi,North Central,Kogi,,,,0,544,362,154,142,20,0,132.84659,118.860219,4.878256,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,Polytechnic,state,Kwara,North Central,Kwara,,,,0,593,395,168,154,14,0,485.551444,434.431558,17.829922,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,Polytechnic,state,Nasarawa,North Central,Nasarawa,,,,0,439,292,124,114,5,0,90.476299,80.950763,3.322378,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,Polytechnic,state,Niger,North Central,Niger,,,,0,651,434,184,170,0,0,193.549265,173.171988,7.107318,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,Polytechnic,state,Plateau,North Central,Plateau,,,,0,611,407,173,159,23,0,173.704464,155.416489,6.378597,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,Polytechnic,state,Adamawa,North East,Adamawa,,,,0,535,356,151,139,21,0,660.091981,590.596097,24.239221,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,Polytechnic,state,Borno,North East,Borno,,,,0,924,615,261,241,0,0,459.119811,410.782703,16.859327,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,Polytechnic,state,Gombe,North East,Gombe,,,,0,445,296,126,116,10,0,247.213343,221.186198,9.077915,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,Polytechnic,state,Taraba,North East,Taraba,,,,0,499,332,141,130,5,0,101.333246,90.664667,3.721056,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,Polytechnic,state,Yobe,North East,Yobe,,,,0,595,396,168,155,0,0,348.319303,311.647508,12.790624,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,Polytechnic,state,Kaduna,North West,Kaduna,,,,0,684,455,194,178,45,0,420.549402,376.273069,15.442984,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,Polytechnic,state,Kano,North West,Kano,,,,0,1816,1209,514,473,39,0,1370.924531,1226.590688,50.341684,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,Polytechnic,state,Katsina,North West,Katsina,,,,0,1102,734,312,287,14,0,310.864418,278.135953,11.415244,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,Polytechnic,state,Kebbi,North West,Kebbi,,,,0,515,343,146,134,0,0,316.552378,283.225072,11.624112,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,Polytechnic,state,Sokoto,North West,Sokoto,,,,0,487,324,138,127,0,0,197.455268,176.666759,7.25075,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,Polytechnic,state,Zamfara,North West,Zamfara,,,,0,405,270,115,105,0,0,251.824677,225.312041,9.247247,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,Polytechnic,state,Abia,South East,Abia,,,,0,0,0,0,0,4,0,0,0,0,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,Polytechnic,state,Anambra,South East,Anambra,,,,0,0,0,0,0,0,0,0,0,0,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,Polytechnic,state,Ebonyi,South East,Ebonyi,,,,0,423,282,120,110,0,0,156.226304,139.778467,5.736782,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,Polytechnic,state,Imo,South East,Imo,,,,0,868,578,246,226,3,0,664.13483,594.213306,24.387678,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,Polytechnic,state,Akwa Ibom,South South,Akwa Ibom,,,,0,783,521,222,204,5,0,364.951088,326.528263,13.401359,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,Polytechnic,state,Bayelsa,South South,Bayelsa,,,,0,384,256,109,100,0,0,343.297676,307.154568,12.606225,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,Polytechnic,state,Cross River,South South,Cross River,,,,0,0,0,0,0,0,0,0,0,0,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,Polytechnic,state,Delta,South South,Delta,,,,0,1093,727,309,284,7,0,106.968223,95.706382,3.927977,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,Polytechnic,state,Edo,South South,Edo,,,,0,497,331,141,129,0,0,181.775725,162.637991,6.674982,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,Polytechnic,state,Rivers,South South,Rivers,,,,0,1287,857,364,335,0,0,478.895358,428.476239,17.585504,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,Polytechnic,state,Ekiti,South West,Ekiti,,,,0,311,207,88,81,15,0,264.801066,236.922248,9.723753,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,Polytechnic,state,Lagos,South West,Lagos,,,,0,2620,1744,741,682,0,0,1465.687961,1311.377223,53.82149,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,Polytechnic,state,Ogun,South West,Ogun,,,,0,816,543,231,212,5,0,673.763644,602.828378,24.741257,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,Polytechnic,state,Ondo,South West,Ondo,,,,0,772,514,218,201,12,0,198.772184,177.845026,7.299108,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,Polytechnic,state,Osun,South West,Osun,,,,0,855,569,242,223,24,0,64.640887,57.835357,2.373676,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,Polytechnic,state,Oyo,South West,Oyo,,,,0,632,421,179,165,35,0,465.413639,416.413904,17.090442,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,University,state,Benue,North Central,Benue,,,,0,796,530,225,207,0,0,232.723116,208.221532,8.54582,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,University,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,344,229,97,90,24,0,176.019775,157.48804,6.463618,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,University,state,Kogi,North Central,Kogi,,,,0,719,479,204,187,25,0,175.700328,157.202225,6.451887,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,University,state,Kwara,North Central,Kwara,,,,0,535,356,151,139,31,0,438.223325,392.086244,16.091987,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,University,state,Nasarawa,North Central,Nasarawa,,,,0,439,292,124,114,20,0,90.476299,80.950763,3.322378,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,University,state,Niger,North Central,Niger,,,,0,702,468,199,183,0,0,208.729599,186.754104,7.664754,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,University,state,Plateau,North Central,Plateau,,,,0,800,533,227,208,15,0,227.612745,203.649192,8.358162,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,University,state,Adamawa,North East,Adamawa,,,,0,664,442,188,173,28,0,819.191074,732.9449,30.081494,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,University,state,Borno,North East,Borno,,,,0,924,615,261,241,0,0,459.119811,410.782703,16.859327,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,University,state,Gombe,North East,Gombe,,,,0,309,206,87,80,0,0,171.57344,153.509824,6.300344,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,University,state,Taraba,North East,Taraba,,,,0,268,178,76,70,44,0,54.373937,48.649334,1.996664,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,University,state,Yobe,North East,Yobe,,,,0,479,319,136,125,0,0,280.488702,250.958256,10.299818,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,University,state,Kaduna,North West,Kaduna,,,,0,1751,1166,496,456,19,0,1076.606469,963.259056,39.534038,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,University,state,Kano,North West,Kano,,,,0,2544,1694,720,662,39,0,1920.610958,1718.404961,70.526705,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,University,state,Katsina,North West,Katsina,,,,0,1032,687,292,269,14,0,291.098473,260.451008,10.689419,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,University,state,Kebbi,North West,Kebbi,,,,0,711,473,201,185,43,0,436.806913,390.818954,16.039975,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,University,state,Sokoto,North West,Sokoto,,,,0,897,597,254,233,85,0,363.829614,325.524861,13.360178,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,University,state,Zamfara,North West,Zamfara,,,,0,337,224,95,88,30,0,209.26276,187.231133,7.684332,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,University,state,Abia,South East,Abia,,,,0,0,0,0,0,39,0,0,0,0,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,University,state,Anambra,South East,Anambra,,,,0,0,0,0,0,18,0,0,0,0,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,University,state,Ebonyi,South East,Ebonyi,,,,0,824,548,233,214,5,0,304.336955,272.295715,11.175549,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,University,state,Imo,South East,Imo,,,,0,839,558,237,218,33,0,641.940093,574.355278,23.572666,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,University,state,Akwa Ibom,South South,Akwa Ibom,,,,0,917,610,259,239,67,0,427.25981,382.276991,15.689396,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,University,state,Bayelsa,South South,Bayelsa,,,,0,175,116,50,46,5,0,156.209524,139.763454,5.736166,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,University,state,Cross River,South South,Cross River,,,,0,0,0,0,0,68,0,0,0,0,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,University,state,Delta,South South,Delta,,,,0,776,517,220,202,47,0,76.003738,68.001903,2.790931,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,University,state,Edo,South South,Edo,,,,0,839,558,237,218,39,0,306.746536,274.45161,11.264032,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,University,state,Rivers,South South,Rivers,,,,0,1098,731,311,286,31,0,408.46957,365.465027,14.999401,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,University,state,Ekiti,South West,Ekiti,,,,0,489,326,139,127,30,0,416.882759,372.992458,15.308341,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,University,state,Lagos,South West,Lagos,,,,0,2412,1606,683,628,0,0,1349.36352,1207.299666,49.549943,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,University,state,Ogun,South West,Ogun,,,,0,582,387,165,151,0,0,480.526862,429.935975,17.645415,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,University,state,Ondo,South West,Ondo,,,,0,686,457,194,179,28,0,176.686385,158.084468,6.488096,2.0837819280417467
