session,zone,state,lga,institution_type,tertiary_institution,gender,disability_scope,programme_cluster,discipline_group,programme,admitted_count,matriculated_count
2024/2025,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 4,Male,all,STEMM,Medicine / Health Sciences,Pharmacy,257,236
2024/2025,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 4,Male,all,STEMM,Physical Sciences,Chemistry,115,105
2024/2025,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 4,Male,disabled,STEMM,Computing / ICT,Computer Science,161,138
2024/2025,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 4,Male,disabled,STEMM,Mathematics / Statistics,Data Science,42,36
2024/2025,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 4,Male,disabled,STEMM,Medicine / Health Sciences,Pharmacy,20,17
2024/2025,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 4,Male,disabled,STEMM,Physical Sciences,Chemistry,9,8
2024/2025,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 5,Female,all,STEMM,Computing / ICT,Computer Science,1427,1308
2024/2025,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 5,Female,all,STEMM,Mathematics / Statistics,Data Science,411,377
2024/2025,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 5,Female,all,STEMM,Medicine / Health Sciences,Anatomy,10,9
2024/2025,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 5,Female,all,STEMM,Medicine / Health Sciences,Pharmacy,354,324
2024/2025,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 5,Female,all,STEMM,Physical Sciences,Chemistry,91,83
2024/2025,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 5,Female,disabled,STEMM,Computing / ICT,Computer Science,115,99
2024/2025,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 5,Female,disabled,STEMM,Mathematics / Statistics,Data Science,33,28
2024/2025,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 5,Female,disabled,STEMM,Medicine / Health Sciences,Pharmacy,28,24
2024/2025,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 5,Female,disabled,STEMM,Physical Sciences,Chemistry,7,6
2024/2025,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 5,Male,all,STEMM,Computing / ICT,Computer Science,1971,1806
2024/2025,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 5,Male,all,STEMM,Mathematics / Statistics,Data Science,523,479
2024/2025,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 5,Male,all,STEMM,Medicine / Health Sciences,Anatomy,8,7
2024/2025,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 5,Male,all,STEMM,Medicine / Health Sciences,Pharmacy,256,235
2024/2025,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 5,Male,all,STEMM,Physical Sciences,Chemistry,116,106
2024/2025,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 5,Male,disabled,STEMM,Computing / ICT,Computer Science,160,138
2024/2025,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 5,Male,disabled,STEMM,Mathematics / Statistics,Data Science,42,36
2024/2025,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 5,Male,disabled,STEMM,Medicine / Health Sciences,Pharmacy,20,17
2024/2025,South West,Ogun,Abeokuta North,University,Other University Admissions - Ogun 5,Male,disabled,STEMM,Physical Sciences,Chemistry,9,8
2024/2025,South West,Ogun,Abeokuta South,Polytechnic,Other Polytechnic Admissions - Ogun 1,Female,all,Non-STEMM,ART,Religious Studies,408,374
2024/2025,South West,Ogun,Abeokuta South,Polytechnic,Other Polytechnic Admissions - Ogun 1,Female,all,STEMM,Engineering,Mechanical Engineering,1120,1026
2024/2025,South West,Ogun,Abeokuta South,Polytechnic,Other Polytechnic Admissions - Ogun 1,Female,all,STEMM,Medicine / Health Sciences,Anatomy,103,94
2024/2025,South West,Ogun,Abeokuta South,Polytechnic,Other Polytechnic Admissions - Ogun 1,Female,disabled,Non-STEMM,ART,Religious Studies,33,28
2024/2025,South West,Ogun,Abeokuta South,Polytechnic,Other Polytechnic Admissions - Ogun 1,Female,disabled,STEMM,Engineering,Mechanical Engineering,90,77
2024/2025,South West,Ogun,Abeokuta South,Polytechnic,Other Polytechnic Admissions - Ogun 1,Female,disabled,STEMM,Medicine / Health Sciences,Anatomy,8,7
2024/2025,South West,Ogun,Abeokuta South,Polytechnic,Other Polytechnic Admissions - Ogun 1,Male,all,Non-STEMM,ART,Religious Studies,361,331
2024/2025,South West,Ogun,Abeokuta South,Polytechnic,Other Polytechnic Admissions - Ogun 1,Male,all,STEMM,Engineering,Mechanical Engineering,1547,1418
2024/2025,South West,Ogun,Abeokuta South,Polytechnic,Other Polytechnic Admissions - Ogun 1,Male,all,STEMM,Medicine / Health Sciences,Anatomy,75,69
2024/2025,South West,Ogun,Abeokuta South,Polytechnic,Other Polytechnic Admissions - Ogun 1,Male,disabled,Non-STEMM,ART,Religious Studies,29,25
2024/2025,South West,Ogun,Abeokuta South,Polytechnic,Other Polytechnic Admissions - Ogun 1,Male,disabled,STEMM,Engineering,Mechanical Engineering,125,107
2024/2025,South West,Ogun,Abeokuta South,Polytechnic,Other Polytechnic Admissions - Ogun 1,Male,disabled,STEMM,Medicine / Health Sciences,Anatomy,6,5
2024/2025,South West,Ogun,Abeokuta South,Polytechnic,Other Polytechnic Admissions - Ogun 2,Female,all,Non-STEMM,ART,Religious Studies,408,374
2024/2025,South West,Ogun,Abeokuta South,Polytechnic,Other Polytechnic Admissions - Ogun 2,Female,all,STEMM,Engineering,Mechanical Engineering,1120,1026
2024/2025,South West,Ogun,Abeokuta South,Polytechnic,Other Polytechnic Admissions - Ogun 2,Female,all,STEMM,Medicine / Health Sciences,Anatomy,103,94
2024/2025,South West,Ogun,Abeokuta South,Polytechnic,Other Polytechnic Admissions - Ogun 2,Female,disabled,Non-STEMM,ART,Religious Studies,32,27
2024/2025,South West,Ogun,Abeokuta South,Polytechnic,Other Polytechnic Admissions - Ogun 2,Female,disabled,STEMM,Engineering,Mechanical Engineering,90,77
2024/2025,South West,Ogun,Abeokuta South,Polytechnic,Other Polytechnic Admissions - Ogun 2,Female,disabled,STEMM,Medicine / Health Sciences,Anatomy,8,7
2024/2025,South West,Ogun,Abeokuta South,Polytechnic,Other Polytechnic Admissions - Ogun 2,Male,all,Non-STEMM,ART,Religious Studies,361,331
2024/2025,South West,Ogun,Abeokuta South,Polytechnic,Other Polytechnic Admissions - Ogun 2,Male,all,STEMM,Engineering,Mechanical Engineering,1547,1418
2024/2025,South West,Ogun,Abeokuta South,Polytechnic,Other Polytechnic Admissions - Ogun 2,Male,all,STEMM,Medicine / Health Sciences,Anatomy,74,68
2024/2025,South West,Ogun,Abeokuta South,Polytechnic,Other Polytechnic Admissions - Ogun 2,Male,disabled,Non-STEMM,ART,Religious Studies,28,24
2024/2025,South West,Ogun,Abeokuta South,Polytechnic,Other Polytechnic Admissions - Ogun 2,Male,disabled,STEMM,Engineering,Mechanical Engineering,125,107
2024/2025,South West,Ogun,Abeokuta South,Polytechnic,Other Polytechnic Admissions - Ogun 2,Male,disabled,STEMM,Medicine / Health Sciences,Anatomy,5,4
2024/2025,South West,Ogun,Abeokuta South,School of Health,Other School of Health Admissions,Female,all,Non-STEMM,ART,Theology,8,7
2024/2025,South West,Ogun,Abeokuta South,School of Health,Other School of Health Admissions,Male,all,Non-STEMM,ART,Theology,6,6
2024/2025,South West,Ogun,Ijebu Ode,College of Education,Other College of Education Admissions - Ogun 1,Female,all,Non-STEMM,Education,Primary Education Studies,1475,1352
2024/2025,South West,Ogun,Ijebu Ode,College of Education,Other College of Education Admissions - Ogun 1,Female,all,STEMM,Physical Sciences,Physics,520,477
2024/2025,South West,Ogun,Ijebu Ode,College of Education,Other College of Education Admissions - Ogun 1,Female,disabled,Non-STEMM,Education,Primary Education Studies,118,101
2024/2025,South West,Ogun,Ijebu Ode,College of Education,Other College of Education Admissions - Ogun 1,Female,disabled,STEMM,Physical Sciences,Physics,41,35
2024/2025,South West,Ogun,Ijebu Ode,College of Education,Other College of Education Admissions - Ogun 1,Male,all,Non-STEMM,Education,Primary Education Studies,1205,1104
2024/2025,South West,Ogun,Ijebu Ode,College of Education,Other College of Education Admissions - Ogun 1,Male,all,STEMM,Physical Sciences,Physics,662,607
2024/2025,South West,Ogun,Ijebu Ode,College of Education,Other College of Education Admissions - Ogun 1,Male,disabled,Non-STEMM,Education,Primary Education Studies,96,83
2024/2025,South West,Ogun,Ijebu Ode,College of Education,Other College of Education Admissions - Ogun 1,Male,disabled,STEMM,Physical Sciences,Physics,52,45
2024/2025,South West,Ogun,Ijebu Ode,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Female,all,Non-STEMM,ART,Theology,50,46
2024/2025,South West,Ogun,Ijebu Ode,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Female,disabled,Non-STEMM,ART,Theology,4,3
2024/2025,South West,Ogun,Ijebu Ode,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Male,all,Non-STEMM,ART,Theology,44,40
2024/2025,South West,Ogun,Ijebu Ode,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Male,disabled,Non-STEMM,ART,Theology,3,3
2024/2025,South West,Ogun,Ijebu Ode,Seminary/Theological College,Other Seminary/Theological College Admissions,Female,all,Non-STEMM,ART,Theology,20,18
2024/2025,South West,Ogun,Ijebu Ode,Seminary/Theological College,Other Seminary/Theological College Admissions,Female,disabled,Non-STEMM,ART,Theology,1,1
2024/2025,South West,Ogun,Ijebu Ode,Seminary/Theological College,Other Seminary/Theological College Admissions,Male,all,Non-STEMM,ART,Theology,16,15
2024/2025,South West,Ogun,Ijebu Ode,Seminary/Theological College,Other Seminary/Theological College Admissions,Male,disabled,Non-STEMM,ART,Theology,1,1
2024/2025,South West,Ogun,Remo North,School of Health,"School of Nursing, University of Benin, Edo State",Female,all,Non-STEMM,ART,Theology,22,20
2024/2025,South West,Ogun,Remo North,School of Health,"School of Nursing, University of Benin, Edo State",Female,disabled,Non-STEMM,ART,Theology,1,1
2024/2025,South West,Ogun,Remo North,School of Health,"School of Nursing, University of Benin, Edo State",Male,all,Non-STEMM,ART,Theology,18,17
2024/2025,South West,Ogun,Remo North,School of Health,"School of Nursing, University of Benin, Edo State",Male,disabled,Non-STEMM,ART,Theology,1,1
2024/2025,South West,Ogun,Shagamu,University,"Hallmark University, Ijebu-Ittele, Ogun State",Female,all,STEMM,Medicine / Health Sciences,Physiology,71,65
2024/2025,South West,Ogun,Shagamu,University,"Hallmark University, Ijebu-Ittele, Ogun State",Female,disabled,STEMM,Medicine / Health Sciences,Physiology,5,4
2024/2025,South West,Ogun,Shagamu,University,"Hallmark University, Ijebu-Ittele, Ogun State",Male,all,STEMM,Medicine / Health Sciences,Physiology,50,46
2024/2025,South West,Ogun,Shagamu,University,"Hallmark University, Ijebu-Ittele, Ogun State",Male,disabled,STEMM,Medicine / Health Sciences,Physiology,4,3
2024/2025,South West,Ondo,Akure North,Seminary/Theological College,Other Seminary/Theological College Admissions,Female,all,Non-STEMM,ART,Theology,13,12
2024/2025,South West,Ondo,Akure North,Seminary/Theological College,Other Seminary/Theological College Admissions,Female,disabled,Non-STEMM,ART,Theology,1,1
2024/2025,South West,Ondo,Akure North,Seminary/Theological College,Other Seminary/Theological College Admissions,Male,all,Non-STEMM,ART,Theology,10,9
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 1,Female,all,Non-STEMM,Social Sciences,Political Science,1489,1365
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 1,Female,all,STEMM,Health Sciences,Medical Laboratory Science,690,632
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 1,Female,all,STEMM,Physical Sciences,Industrial Chemistry,29,27
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 1,Female,disabled,Non-STEMM,Social Sciences,Political Science,121,104
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 1,Female,disabled,STEMM,Health Sciences,Medical Laboratory Science,56,48
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 1,Female,disabled,STEMM,Physical Sciences,Industrial Chemistry,3,3
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 1,Male,all,Non-STEMM,Social Sciences,Political Science,1430,1310
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 1,Male,all,STEMM,Health Sciences,Medical Laboratory Science,500,458
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 1,Male,all,STEMM,Physical Sciences,Industrial Chemistry,36,33
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 1,Male,disabled,Non-STEMM,Social Sciences,Political Science,116,100
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 1,Male,disabled,STEMM,Health Sciences,Medical Laboratory Science,40,34
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 1,Male,disabled,STEMM,Physical Sciences,Industrial Chemistry,3,3
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 2,Female,all,Non-STEMM,Social Sciences,Political Science,1489,1365
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 2,Female,all,STEMM,Health Sciences,Medical Laboratory Science,690,632
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 2,Female,all,STEMM,Physical Sciences,Industrial Chemistry,28,26
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 2,Female,disabled,Non-STEMM,Social Sciences,Political Science,121,104
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 2,Female,disabled,STEMM,Health Sciences,Medical Laboratory Science,56,48
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 2,Female,disabled,STEMM,Physical Sciences,Industrial Chemistry,2,2
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 2,Male,all,Non-STEMM,Social Sciences,Political Science,1430,1310
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 2,Male,all,STEMM,Health Sciences,Medical Laboratory Science,499,457
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 2,Male,all,STEMM,Physical Sciences,Industrial Chemistry,37,34
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 2,Male,disabled,Non-STEMM,Social Sciences,Political Science,116,100
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 2,Male,disabled,STEMM,Health Sciences,Medical Laboratory Science,40,34
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 2,Male,disabled,STEMM,Physical Sciences,Industrial Chemistry,3,3
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 3,Female,all,Non-STEMM,Social Sciences,Political Science,1488,1364
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 3,Female,all,STEMM,Health Sciences,Medical Laboratory Science,690,632
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 3,Female,all,STEMM,Physical Sciences,Industrial Chemistry,29,27
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 3,Female,disabled,Non-STEMM,Social Sciences,Political Science,120,103
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 3,Female,disabled,STEMM,Health Sciences,Medical Laboratory Science,55,47
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 3,Female,disabled,STEMM,Physical Sciences,Industrial Chemistry,2,2
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 3,Male,all,Non-STEMM,Social Sciences,Political Science,1430,1310
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 3,Male,all,STEMM,Health Sciences,Medical Laboratory Science,499,457
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 3,Male,all,STEMM,Physical Sciences,Industrial Chemistry,37,34
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 3,Male,disabled,Non-STEMM,Social Sciences,Political Science,116,100
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 3,Male,disabled,STEMM,Health Sciences,Medical Laboratory Science,40,34
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 3,Male,disabled,STEMM,Physical Sciences,Industrial Chemistry,3,3
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 4,Female,all,Non-STEMM,Social Sciences,Political Science,1488,1364
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 4,Female,all,STEMM,Health Sciences,Medical Laboratory Science,690,632
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 4,Female,all,STEMM,Physical Sciences,Industrial Chemistry,29,27
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 4,Female,disabled,Non-STEMM,Social Sciences,Political Science,120,103
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 4,Female,disabled,STEMM,Health Sciences,Medical Laboratory Science,55,47
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 4,Female,disabled,STEMM,Physical Sciences,Industrial Chemistry,2,2
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 4,Male,all,Non-STEMM,Social Sciences,Political Science,1429,1310
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 4,Male,all,STEMM,Health Sciences,Medical Laboratory Science,500,458
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 4,Male,all,STEMM,Physical Sciences,Industrial Chemistry,37,34
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 4,Male,disabled,Non-STEMM,Social Sciences,Political Science,115,99
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 4,Male,disabled,STEMM,Health Sciences,Medical Laboratory Science,40,34
2024/2025,South West,Ondo,Akure North,University,Other University Admissions - Ondo 4,Male,disabled,STEMM,Physical Sciences,Industrial Chemistry,2,2
2024/2025,South West,Ondo,Akure South,Polytechnic,Other Polytechnic Admissions - Ondo 1,Female,all,STEMM,Computing / ICT,Software Engineering,1342,1230
2024/2025,South West,Ondo,Akure South,Polytechnic,Other Polytechnic Admissions - Ondo 1,Female,all,STEMM,Medicine / Health Sciences,Radiography,470,431
2024/2025,South West,Ondo,Akure South,Polytechnic,Other Polytechnic Admissions - Ondo 1,Female,disabled,STEMM,Computing / ICT,Software Engineering,107,92
2024/2025,South West,Ondo,Akure South,Polytechnic,Other Polytechnic Admissions - Ondo 1,Female,disabled,STEMM,Medicine / Health Sciences,Radiography,37,32
2024/2025,South West,Ondo,Akure South,Polytechnic,Other Polytechnic Admissions - Ondo 1,Male,all,STEMM,Computing / ICT,Software Engineering,1854,1699
2024/2025,South West,Ondo,Akure South,Polytechnic,Other Polytechnic Admissions - Ondo 1,Male,all,STEMM,Medicine / Health Sciences,Radiography,340,312
2024/2025,South West,Ondo,Akure South,Polytechnic,Other Polytechnic Admissions - Ondo 1,Male,disabled,STEMM,Computing / ICT,Software Engineering,149,128
2024/2025,South West,Ondo,Akure South,Polytechnic,Other Polytechnic Admissions - Ondo 1,Male,disabled,STEMM,Medicine / Health Sciences,Radiography,27,23
2024/2025,South West,Ondo,Akure South,School of Health,Other School of Health Admissions,Female,all,Non-STEMM,ART,Theology,18,17
2024/2025,South West,Ondo,Akure South,School of Health,Other School of Health Admissions,Female,disabled,Non-STEMM,ART,Theology,1,1
2024/2025,South West,Ondo,Akure South,School of Health,Other School of Health Admissions,Male,all,Non-STEMM,ART,Theology,15,14
2024/2025,South West,Ondo,Akure South,School of Health,Other School of Health Admissions,Male,disabled,Non-STEMM,ART,Theology,1,1
2024/2025,South West,Ondo,Odigbo,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Female,all,Non-STEMM,ART,Theology,32,29
2024/2025,South West,Ondo,Odigbo,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Female,disabled,Non-STEMM,ART,Theology,2,2
2024/2025,South West,Ondo,Odigbo,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Male,all,Non-STEMM,ART,Theology,27,25
2024/2025,South West,Ondo,Odigbo,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Male,disabled,Non-STEMM,ART,Theology,2,2
2024/2025,South West,Ondo,Ondo East,College of Education,Other College of Education Admissions - Ondo 1,Female,all,Non-STEMM,ART,Theology,13,12
2024/2025,South West,Ondo,Ondo East,College of Education,Other College of Education Admissions - Ondo 1,Female,all,Non-STEMM,Education,Mathematics Education,1132,1037
2024/2025,South West,Ondo,Ondo East,College of Education,Other College of Education Admissions - Ondo 1,Female,all,STEMM,Environmental Sciences,Estate Management,90,82
2024/2025,South West,Ondo,Ondo East,College of Education,Other College of Education Admissions - Ondo 1,Female,disabled,Non-STEMM,ART,Theology,1,1
2024/2025,South West,Ondo,Ondo East,College of Education,Other College of Education Admissions - Ondo 1,Female,disabled,Non-STEMM,Education,Mathematics Education,90,77
2024/2025,South West,Ondo,Ondo East,College of Education,Other College of Education Admissions - Ondo 1,Female,disabled,STEMM,Environmental Sciences,Estate Management,7,6
2024/2025,South West,Ondo,Ondo East,College of Education,Other College of Education Admissions - Ondo 1,Male,all,Non-STEMM,ART,Theology,10,9
2024/2025,South West,Ondo,Ondo East,College of Education,Other College of Education Admissions - Ondo 1,Male,all,Non-STEMM,Education,Mathematics Education,925,848
2024/2025,South West,Ondo,Ondo East,College of Education,Other College of Education Admissions - Ondo 1,Male,all,STEMM,Environmental Sciences,Estate Management,115,105
2024/2025,South West,Ondo,Ondo East,College of Education,Other College of Education Admissions - Ondo 1,Male,disabled,Non-STEMM,Education,Mathematics Education,74,64
2024/2025,South West,Ondo,Ondo East,College of Education,Other College of Education Admissions - Ondo 1,Male,disabled,STEMM,Environmental Sciences,Estate Management,9,8
2024/2025,South West,Ondo,Ondo East,Monotechnic,Other Monotechnic Admissions 1,Female,all,Non-STEMM,ART,Theology,5,5
2024/2025,South West,Ondo,Ondo East,Monotechnic,Other Monotechnic Admissions 1,Female,all,STEMM,Environmental Sciences,Quantity Surveying,80,73
2024/2025,South West,Ondo,Ondo East,Monotechnic,Other Monotechnic Admissions 1,Female,disabled,STEMM,Environmental Sciences,Quantity Surveying,6,5
2024/2025,South West,Ondo,Ondo East,Monotechnic,Other Monotechnic Admissions 1,Male,all,Non-STEMM,ART,Theology,4,4
2024/2025,South West,Ondo,Ondo East,Monotechnic,Other Monotechnic Admissions 1,Male,all,STEMM,Environmental Sciences,Quantity Surveying,102,93
2024/2025,South West,Ondo,Ondo East,Monotechnic,Other Monotechnic Admissions 1,Male,disabled,STEMM,Environmental Sciences,Quantity Surveying,8,7
2024/2025,South West,Ondo,Ondo East,Monotechnic,Other Monotechnic Admissions 2,Female,all,Non-STEMM,ART,Theology,4,4
2024/2025,South West,Ondo,Ondo East,Monotechnic,Other Monotechnic Admissions 2,Female,all,STEMM,Environmental Sciences,Quantity Surveying,81,74
2024/2025,South West,Ondo,Ondo East,Monotechnic,Other Monotechnic Admissions 2,Female,disabled,STEMM,Environmental Sciences,Quantity Surveying,6,5
2024/2025,South West,Ondo,Ondo East,Monotechnic,Other Monotechnic Admissions 2,Male,all,Non-STEMM,ART,Theology,3,3
2024/2025,South West,Ondo,Ondo East,Monotechnic,Other Monotechnic Admissions 2,Male,all,STEMM,Environmental Sciences,Quantity Surveying,103,94
2024/2025,South West,Ondo,Ondo East,Monotechnic,Other Monotechnic Admissions 2,Male,disabled,STEMM,Environmental Sciences,Quantity Surveying,8,7
2024/2025,South West,Ondo,Ondo West,University,"Wesley University, Ondo, Ondo State",Female,all,STEMM,Medicine / Health Sciences,Radiography,76,70
2024/2025,South West,Ondo,Ondo West,University,"Wesley University, Ondo, Ondo State",Female,disabled,STEMM,Medicine / Health Sciences,Radiography,6,5
2024/2025,South West,Ondo,Ondo West,University,"Wesley University, Ondo, Ondo State",Male,all,STEMM,Medicine / Health Sciences,Radiography,54,49
2024/2025,South West,Ondo,Ondo West,University,"Wesley University, Ondo, Ondo State",Male,disabled,STEMM,Medicine / Health Sciences,Radiography,4,3
2024/2025,South West,Osun,Ede North,School of Health,Other School of Health Admissions,Female,all,STEMM,Medicine / Health Sciences,Anatomy,31,28
2024/2025,South West,Osun,Ede North,School of Health,Other School of Health Admissions,Female,disabled,STEMM,Medicine / Health Sciences,Anatomy,2,2
2024/2025,South West,Osun,Ede North,School of Health,Other School of Health Admissions,Male,all,STEMM,Medicine / Health Sciences,Anatomy,22,20
2024/2025,South West,Osun,Ede North,School of Health,Other School of Health Admissions,Male,disabled,STEMM,Medicine / Health Sciences,Anatomy,1,1
2024/2025,South West,Osun,Ede North,University,"Westland University, Iwo, Osun State",Female,all,STEMM,Medicine / Health Sciences,Physiology,69,63
2024/2025,South West,Osun,Ede North,University,"Westland University, Iwo, Osun State",Female,disabled,STEMM,Medicine / Health Sciences,Physiology,5,4
2024/2025,South West,Osun,Ede North,University,"Westland University, Iwo, Osun State",Male,all,STEMM,Medicine / Health Sciences,Physiology,49,45
2024/2025,South West,Osun,Ede North,University,"Westland University, Iwo, Osun State",Male,disabled,STEMM,Medicine / Health Sciences,Physiology,3,3
2024/2025,South West,Osun,Ife Central,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Female,all,Non-STEMM,ART,Theology,49,45
2024/2025,South West,Osun,Ife Central,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Female,disabled,Non-STEMM,ART,Theology,3,3
2024/2025,South West,Osun,Ife Central,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Male,all,Non-STEMM,ART,Theology,43,39
2024/2025,South West,Osun,Ife Central,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Male,disabled,Non-STEMM,ART,Theology,3,3
2024/2025,South West,Osun,Ife Central,Monotechnic,Other Monotechnic Admissions 1,Female,all,STEMM,Medicine / Health Sciences,Physiology,175,160
2024/2025,South West,Osun,Ife Central,Monotechnic,Other Monotechnic Admissions 1,Female,disabled,STEMM,Medicine / Health Sciences,Physiology,14,12
2024/2025,South West,Osun,Ife Central,Monotechnic,Other Monotechnic Admissions 1,Male,all,STEMM,Medicine / Health Sciences,Physiology,126,115
2024/2025,South West,Osun,Ife Central,Monotechnic,Other Monotechnic Admissions 1,Male,disabled,STEMM,Medicine / Health Sciences,Physiology,10,9
2024/2025,South West,Osun,Ife Central,Monotechnic,Other Monotechnic Admissions 2,Female,all,STEMM,Medicine / Health Sciences,Physiology,174,159
2024/2025,South West,Osun,Ife Central,Monotechnic,Other Monotechnic Admissions 2,Female,disabled,STEMM,Medicine / Health Sciences,Physiology,13,11
2024/2025,South West,Osun,Ife Central,Monotechnic,Other Monotechnic Admissions 2,Male,all,STEMM,Medicine / Health Sciences,Physiology,126,115
2024/2025,South West,Osun,Ife Central,Monotechnic,Other Monotechnic Admissions 2,Male,disabled,STEMM,Medicine / Health Sciences,Physiology,10,9
2024/2025,South West,Osun,Ife Central,Polytechnic,Other Polytechnic Admissions - Osun 1,Female,all,Non-STEMM,Social Sciences,Marketing,1239,1135
2024/2025,South West,Osun,Ife Central,Polytechnic,Other Polytechnic Admissions - Osun 1,Female,all,STEMM,Engineering,Chemical Engineering,433,397
2024/2025,South West,Osun,Ife Central,Polytechnic,Other Polytechnic Admissions - Osun 1,Female,disabled,Non-STEMM,Social Sciences,Marketing,100,86
2024/2025,South West,Osun,Ife Central,Polytechnic,Other Polytechnic Admissions - Osun 1,Female,disabled,STEMM,Engineering,Chemical Engineering,35,30
2024/2025,South West,Osun,Ife Central,Polytechnic,Other Polytechnic Admissions - Osun 1,Male,all,Non-STEMM,Social Sciences,Marketing,1190,1091
