session,zone,state,lga,institution_type,tertiary_institution,gender,disability_scope,programme_cluster,discipline_group,programme,loan_applications,loan_approved,loan_disbursed
2024/2025,South South,Akwa Ibom,Eket,Polytechnic,Akwa Ibom State Polytechnic,Male,all,STEMM,Science,Geology,38,31,28
2024/2025,South South,Akwa Ibom,Eket,Polytechnic,Akwa Ibom State Polytechnic,Male,all,STEMM,Science,Physics,31,25,23
2024/2025,South South,Akwa Ibom,Eket,Polytechnic,Akwa Ibom State Polytechnic,Male,all,STEMM,Science,Plant Science,53,41,41
2024/2025,South South,Akwa Ibom,Eket,Polytechnic,Akwa Ibom State Polytechnic,Male,all,STEMM,Technology / ICT,Data Science,43,36,31
2024/2025,South South,Akwa Ibom,Eket,Polytechnic,Akwa Ibom State Polytechnic,Male,all,STEMM,Technology / ICT,Information Systems,46,41,41
2024/2025,South South,Akwa Ibom,Eket,Polytechnic,Akwa Ibom State Polytechnic,Male,all,STEMM,Technology / ICT,Information Technology,41,31,28
2024/2025,South South,Akwa Ibom,Eket,Polytechnic,Akwa Ibom State Polytechnic,Male,disabled,Non-STEMM,Arts,Law,3,3,3
2024/2025,South South,Akwa Ibom,Eket,Polytechnic,Akwa Ibom State Polytechnic,Male,disabled,Non-STEMM,Business / Administration / Law,Insurance,3,3,3
2024/2025,South South,Akwa Ibom,Eket,Polytechnic,Akwa Ibom State Polytechnic,Male,disabled,Non-STEMM,Business / Administration / Law,Marketing,3,3,3
2024/2025,South South,Akwa Ibom,Eket,Polytechnic,Akwa Ibom State Polytechnic,Male,disabled,Non-STEMM,Communication / Media,Broadcasting,3,3,3
2024/2025,South South,Akwa Ibom,Eket,Polytechnic,Akwa Ibom State Polytechnic,Male,disabled,Non-STEMM,Communication / Media,Development Communication,3,3,3
2024/2025,South South,Akwa Ibom,Eket,Polytechnic,Akwa Ibom State Polytechnic,Male,disabled,Non-STEMM,Communication / Media,Journalism and Media Studies,3,3,3
2024/2025,South South,Akwa Ibom,Eket,Polytechnic,Akwa Ibom State Polytechnic,Male,disabled,Non-STEMM,Communication / Media,Public Relations,3,3,3
2024/2025,South South,Akwa Ibom,Eket,Polytechnic,Akwa Ibom State Polytechnic,Male,disabled,Non-STEMM,Social Sciences,Accounting,3,3,3
2024/2025,South South,Akwa Ibom,Eket,Polytechnic,Akwa Ibom State Polytechnic,Male,disabled,Non-STEMM,Social Sciences,Mass Communication,3,3,3
2024/2025,South South,Akwa Ibom,Eket,Polytechnic,Akwa Ibom State Polytechnic,Male,disabled,Non-STEMM,Social Sciences,Public Administration,3,3,3
2024/2025,South South,Akwa Ibom,Eket,Polytechnic,Akwa Ibom State Polytechnic,Male,disabled,STEMM,Biological Sciences,Biochemistry,3,3,3
2024/2025,South South,Akwa Ibom,Eket,Polytechnic,Akwa Ibom State Polytechnic,Male,disabled,STEMM,Engineering,Chemical Engineering,3,3,3
2024/2025,South South,Akwa Ibom,Eket,Polytechnic,Akwa Ibom State Polytechnic,Male,disabled,STEMM,Engineering,Mechanical Engineering,3,3,3
2024/2025,South South,Akwa Ibom,Eket,Polytechnic,Akwa Ibom State Polytechnic,Male,disabled,STEMM,Engineering,Petroleum Engineering,3,3,3
2024/2025,South South,Akwa Ibom,Eket,Polytechnic,Akwa Ibom State Polytechnic,Male,disabled,STEMM,Mathematics / Statistics,Actuarial Science,3,3,3
2024/2025,South South,Akwa Ibom,Eket,Polytechnic,Akwa Ibom State Polytechnic,Male,disabled,STEMM,Mathematics / Statistics,Applied Mathematics,3,3,3
2024/2025,South South,Akwa Ibom,Eket,Polytechnic,Akwa Ibom State Polytechnic,Male,disabled,STEMM,Mathematics / Statistics,Operations Research,3,3,3
2024/2025,South South,Akwa Ibom,Eket,Polytechnic,Akwa Ibom State Polytechnic,Male,disabled,STEMM,Mathematics / Statistics,Statistics,3,3,3
2024/2025,South South,Akwa Ibom,Eket,Polytechnic,Akwa Ibom State Polytechnic,Male,disabled,STEMM,Science,Geology,3,3,3
2024/2025,South South,Akwa Ibom,Eket,Polytechnic,Akwa Ibom State Polytechnic,Male,disabled,STEMM,Science,Physics,3,3,3
2024/2025,South South,Akwa Ibom,Eket,Polytechnic,Akwa Ibom State Polytechnic,Male,disabled,STEMM,Science,Plant Science,3,3,3
2024/2025,South South,Akwa Ibom,Eket,Polytechnic,Akwa Ibom State Polytechnic,Male,disabled,STEMM,Technology / ICT,Data Science,3,3,3
2024/2025,South South,Akwa Ibom,Eket,Polytechnic,Akwa Ibom State Polytechnic,Male,disabled,STEMM,Technology / ICT,Information Systems,3,3,3
2024/2025,South South,Akwa Ibom,Eket,Polytechnic,Akwa Ibom State Polytechnic,Male,disabled,STEMM,Technology / ICT,Information Technology,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,all,Non-STEMM,Arts,Law,33,25,23
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,all,Non-STEMM,Arts / Humanities,Fine and Applied Arts,23,20,18
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,all,Non-STEMM,Arts / Humanities,History and International Studies,25,23,20
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,all,Non-STEMM,Arts / Humanities,Philosophy,25,23,20
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,all,Non-STEMM,Arts / Humanities,Religious Studies,25,20,18
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,all,Non-STEMM,Arts / Humanities,Theatre Arts,28,23,20
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,all,Non-STEMM,Business / Administration / Law,Marketing,28,23,20
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,all,Non-STEMM,Communication / Media,Development Communication,28,25,23
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,all,Non-STEMM,Communication / Media,Journalism and Media Studies,18,15,13
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,all,Non-STEMM,Communication / Media,Public Relations,23,20,20
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,all,Non-STEMM,Education,Educational Management,25,20,20
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,all,Non-STEMM,Education,Educational Technology,36,28,25
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,all,Non-STEMM,Education,Primary Education Studies,38,33,31
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,all,Non-STEMM,Languages,Arabic Studies,20,18,18
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,all,Non-STEMM,Languages,English Language,18,15,13
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,all,Non-STEMM,Languages,Linguistics,20,18,15
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,all,Non-STEMM,Languages,Yoruba,23,18,18
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,all,Non-STEMM,Social Sciences,Accounting,25,20,18
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,all,Non-STEMM,Social Sciences,Business Administration,25,23,23
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,all,Non-STEMM,Social Sciences,Criminology,33,28,25
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,all,Non-STEMM,Social Sciences,Economics,20,18,15
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,all,Non-STEMM,Social Sciences,Geography,25,23,23
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,all,Non-STEMM,Social Sciences,Mass Communication,18,15,13
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,all,Non-STEMM,Social Sciences,Psychology,20,18,15
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,disabled,Non-STEMM,Arts,Law,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,disabled,Non-STEMM,Arts / Humanities,Fine and Applied Arts,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,disabled,Non-STEMM,Arts / Humanities,History and International Studies,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,disabled,Non-STEMM,Arts / Humanities,Philosophy,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,disabled,Non-STEMM,Arts / Humanities,Religious Studies,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,disabled,Non-STEMM,Arts / Humanities,Theatre Arts,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,disabled,Non-STEMM,Business / Administration / Law,Marketing,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,disabled,Non-STEMM,Communication / Media,Development Communication,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,disabled,Non-STEMM,Communication / Media,Journalism and Media Studies,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,disabled,Non-STEMM,Communication / Media,Public Relations,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,disabled,Non-STEMM,Education,Educational Management,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,disabled,Non-STEMM,Education,Educational Technology,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,disabled,Non-STEMM,Education,Primary Education Studies,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,disabled,Non-STEMM,Languages,Arabic Studies,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,disabled,Non-STEMM,Languages,English Language,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,disabled,Non-STEMM,Languages,Linguistics,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,disabled,Non-STEMM,Languages,Yoruba,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,disabled,Non-STEMM,Social Sciences,Accounting,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,disabled,Non-STEMM,Social Sciences,Business Administration,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,disabled,Non-STEMM,Social Sciences,Criminology,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,disabled,Non-STEMM,Social Sciences,Economics,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,disabled,Non-STEMM,Social Sciences,Geography,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,disabled,Non-STEMM,Social Sciences,Mass Communication,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,disabled,Non-STEMM,Social Sciences,Psychology,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,all,Non-STEMM,Arts,Law,31,23,23
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,all,Non-STEMM,Arts / Humanities,Fine and Applied Arts,31,28,25
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,all,Non-STEMM,Arts / Humanities,History and International Studies,25,20,20
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,all,Non-STEMM,Arts / Humanities,Philosophy,28,23,20
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,all,Non-STEMM,Arts / Humanities,Religious Studies,28,20,18
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,all,Non-STEMM,Arts / Humanities,Theatre Arts,25,23,20
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,all,Non-STEMM,Business / Administration / Law,Marketing,31,25,23
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,all,Non-STEMM,Communication / Media,Development Communication,33,28,25
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,all,Non-STEMM,Communication / Media,Journalism and Media Studies,20,18,15
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,all,Non-STEMM,Communication / Media,Public Relations,28,25,25
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,all,Non-STEMM,Education,Educational Management,25,20,20
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,all,Non-STEMM,Education,Educational Technology,28,23,23
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,all,Non-STEMM,Education,Primary Education Studies,41,33,28
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,all,Non-STEMM,Languages,Arabic Studies,20,18,15
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,all,Non-STEMM,Languages,English Language,20,18,15
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,all,Non-STEMM,Languages,Linguistics,20,18,15
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,all,Non-STEMM,Languages,Yoruba,18,15,15
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,all,Non-STEMM,Social Sciences,Accounting,23,18,15
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,all,Non-STEMM,Social Sciences,Business Administration,28,25,23
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,all,Non-STEMM,Social Sciences,Criminology,33,28,25
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,all,Non-STEMM,Social Sciences,Economics,18,15,15
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,all,Non-STEMM,Social Sciences,Geography,31,28,25
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,all,Non-STEMM,Social Sciences,Mass Communication,18,15,13
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,all,Non-STEMM,Social Sciences,Psychology,25,20,18
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,disabled,Non-STEMM,Arts,Law,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,disabled,Non-STEMM,Arts / Humanities,Fine and Applied Arts,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,disabled,Non-STEMM,Arts / Humanities,History and International Studies,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,disabled,Non-STEMM,Arts / Humanities,Philosophy,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,disabled,Non-STEMM,Arts / Humanities,Religious Studies,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,disabled,Non-STEMM,Arts / Humanities,Theatre Arts,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,disabled,Non-STEMM,Business / Administration / Law,Marketing,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,disabled,Non-STEMM,Communication / Media,Development Communication,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,disabled,Non-STEMM,Communication / Media,Journalism and Media Studies,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,disabled,Non-STEMM,Communication / Media,Public Relations,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,disabled,Non-STEMM,Education,Educational Management,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,disabled,Non-STEMM,Education,Educational Technology,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,disabled,Non-STEMM,Education,Primary Education Studies,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,disabled,Non-STEMM,Languages,Arabic Studies,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,disabled,Non-STEMM,Languages,English Language,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,disabled,Non-STEMM,Languages,Linguistics,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,disabled,Non-STEMM,Languages,Yoruba,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,disabled,Non-STEMM,Social Sciences,Accounting,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,disabled,Non-STEMM,Social Sciences,Business Administration,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,disabled,Non-STEMM,Social Sciences,Criminology,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,disabled,Non-STEMM,Social Sciences,Economics,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,disabled,Non-STEMM,Social Sciences,Geography,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,disabled,Non-STEMM,Social Sciences,Mass Communication,3,3,3
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,disabled,Non-STEMM,Social Sciences,Psychology,3,3,3
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Arts,English and Literary Studies,41,31,31
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Arts,Law,69,58,53
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Arts / Humanities,History and International Studies,41,33,31
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Arts / Humanities,Philosophy,48,41,36
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Arts / Humanities,Religious Studies,74,64,56
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Arts / Humanities,Theatre Arts,48,38,36
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Business / Administration / Law,Marketing,66,53,48
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Communication / Media,Broadcasting,46,41,38
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Communication / Media,Development Communication,56,43,41
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Communication / Media,Public Relations,51,41,38
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Education,Curriculum Studies,48,36,36
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Education,Educational Technology,48,38,36
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Education,Guidance and Counselling,41,33,31
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Education,Primary Education Studies,58,48,43
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Languages,Arabic Studies,38,28,28
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Languages,English Language,38,31,28
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Languages,Igbo,53,48,43
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Languages,Linguistics,56,46,43
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Languages,Yoruba,51,41,41
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Social Sciences,Accounting,53,41,36
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Social Sciences,Banking and Finance,61,48,48
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Social Sciences,Business Administration,51,41,36
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Social Sciences,Economics,41,33,31
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Social Sciences,Geography,61,51,46
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Social Sciences,International Relations,66,48,43
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Social Sciences,Mass Communication,46,36,33
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Social Sciences,Political Science,53,43,38
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Social Sciences,Psychology,56,46,41
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Social Sciences,Public Administration,43,36,33
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Social Sciences,Sociology,51,46,41
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,STEMM,Computing / ICT,Computer Science,46,38,33
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,STEMM,Engineering,Chemical Engineering,64,51,48
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,STEMM,Engineering,Civil Engineering,46,38,36
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,STEMM,Engineering,Electrical Engineering,41,33,33
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,STEMM,Engineering,Petroleum Engineering,56,43,38
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,STEMM,Mathematics / Statistics,Actuarial Science,58,46,41
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,STEMM,Mathematics / Statistics,Mathematics,43,36,33
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,STEMM,Mathematics / Statistics,Operations Research,61,51,48
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,STEMM,Mathematics / Statistics,Statistics,53,41,38
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,STEMM,Medicine / Health Sciences,Anatomy,46,36,31
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,STEMM,Medicine / Health Sciences,Medicine and Surgery,38,31,25
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,STEMM,Medicine / Health Sciences,Nursing Science,48,41,38
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,STEMM,Medicine / Health Sciences,Public Health,51,43,41
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,STEMM,Science,Chemistry,46,36,33
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,STEMM,Science,Geology,69,53,51
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,STEMM,Science,Physics,43,36,33
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,STEMM,Science,Plant Science,79,64,56
2024/2025,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,STEMM,Technology / ICT,Cybersecurity,46,38,36
