session,zone,state,lga,ward,school,gender,disability,exam_body,institution_type,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years
2024/2025,South East,Enugu,Awgu,Mgbidi/Mmaku,PRODIGY CHILDREN NURSERY AND PRIMARY SCHOOL IFITE,Male,ALL,WAEC,University,1,1,1,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Mgbidi/Mmaku,PRODIGY CHILDREN NURSERY AND PRIMARY SCHOOL IFITE,Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbidi/Mmaku,PRODIGY CHILDREN NURSERY AND PRIMARY SCHOOL IFITE,Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbidi/Mmaku,Queen of Angel Nursery &amp; Primary School,Male,ALL,WAEC,University,1,1,1,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Mgbidi/Mmaku,Queen of Angel Nursery &amp; Primary School,Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbidi/Mmaku,Queen of Angel Nursery &amp; Primary School,Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbidi/Mmaku,ST THERSAS NURSERY AND PRIMARY SCHOOL MMAKU,Male,ALL,WAEC,University,1,1,1,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Mgbidi/Mmaku,ST THERSAS NURSERY AND PRIMARY SCHOOL MMAKU,Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbidi/Mmaku,ST THERSAS NURSERY AND PRIMARY SCHOOL MMAKU,Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbidi/Mmaku,"TECHNICAL COLLEGE, MGBIDI",Male,ALL,WAEC,University,1,1,1,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Mgbidi/Mmaku,"TECHNICAL COLLEGE, MGBIDI",Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbidi/Mmaku,"TECHNICAL COLLEGE, MGBIDI",Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbidi/Mmaku,"UDECHUKWU MEMORIAL SCHOOL, MMAKU",Male,ALL,WAEC,University,1,1,1,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Mgbidi/Mmaku,"UDECHUKWU MEMORIAL SCHOOL, MMAKU",Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbidi/Mmaku,"UDECHUKWU MEMORIAL SCHOOL, MMAKU",Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbidi/Mmaku,URBAN NURSERY AND PRIMARY SCHOOL  MBGIDI,Male,ALL,WAEC,University,1,1,1,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Mgbidi/Mmaku,URBAN NURSERY AND PRIMARY SCHOOL  MBGIDI,Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbidi/Mmaku,URBAN NURSERY AND PRIMARY SCHOOL  MBGIDI,Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"ALACHARA COMMUNITY SCHOOL, MGBOWO",Male,ALL,WAEC,University,1,1,1,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"ALACHARA COMMUNITY SCHOOL, MGBOWO",Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"ALACHARA COMMUNITY SCHOOL, MGBOWO",Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"BEST CARE PRIMARY SCHOOL, MGBOWO",Male,ALL,WAEC,University,1,1,1,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"BEST CARE PRIMARY SCHOOL, MGBOWO",Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"BEST CARE PRIMARY SCHOOL, MGBOWO",Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,BOYS SECONDARY SCHOOL MGBOWO,Male,ALL,WAEC,University,1,1,1,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,BOYS SECONDARY SCHOOL MGBOWO,Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,BOYS SECONDARY SCHOOL MGBOWO,Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"CENTRAL SCHOOL, MGBOWO",Male,ALL,WAEC,University,1,1,1,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"CENTRAL SCHOOL, MGBOWO",Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"CENTRAL SCHOOL, MGBOWO",Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"COMMUNITY PRIMARY SCHOOL, AMAIYI MGBOWO",Male,ALL,WAEC,University,1,1,1,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"COMMUNITY PRIMARY SCHOOL, AMAIYI MGBOWO",Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"COMMUNITY PRIMARY SCHOOL, AMAIYI MGBOWO",Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,COMMUNITY SCHOOL INYI MGBOWO,Male,ALL,WAEC,University,1,1,1,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,COMMUNITY SCHOOL INYI MGBOWO,Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,COMMUNITY SCHOOL INYI MGBOWO,Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"COMMUNITY SCHOOL, AMATA MGBOWO",Male,ALL,WAEC,University,1,1,1,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"COMMUNITY SCHOOL, AMATA MGBOWO",Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"COMMUNITY SCHOOL, AMATA MGBOWO",Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"COMMUNITY SCHOOL, EZIOBODO MGBOWO",Male,ALL,WAEC,University,1,1,1,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"COMMUNITY SCHOOL, EZIOBODO MGBOWO",Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"COMMUNITY SCHOOL, EZIOBODO MGBOWO",Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"COMMUNITY SCHOOL, EZIOHA MGBOWO",Male,ALL,WAEC,University,1,1,1,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"COMMUNITY SCHOOL, EZIOHA MGBOWO",Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"COMMUNITY SCHOOL, EZIOHA MGBOWO",Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"DIVINE FUTURE HOPE NURSERY AND PRIMARY, MGBOWO",Male,ALL,WAEC,University,1,1,1,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"DIVINE FUTURE HOPE NURSERY AND PRIMARY, MGBOWO",Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"DIVINE FUTURE HOPE NURSERY AND PRIMARY, MGBOWO",Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,DIVINE PRESENCE SCHOOL MGBOWO,Male,ALL,WAEC,University,1,1,1,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,DIVINE PRESENCE SCHOOL MGBOWO,Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,DIVINE PRESENCE SCHOOL MGBOWO,Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,EXCELLENT FOUNDATION  SECONDARY SCHOOL,Male,ALL,WAEC,University,1,1,1,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,EXCELLENT FOUNDATION  SECONDARY SCHOOL,Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,EXCELLENT FOUNDATION  SECONDARY SCHOOL,Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"EXCELLENT FOUNDATION PRIMARY SCHOOL, MGBOWO",Male,ALL,WAEC,University,1,1,1,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"EXCELLENT FOUNDATION PRIMARY SCHOOL, MGBOWO",Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"EXCELLENT FOUNDATION PRIMARY SCHOOL, MGBOWO",Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"GOVERNMENT HIGH SCHOOL, MGBOWO",Male,ALL,WAEC,University,1,1,1,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"GOVERNMENT HIGH SCHOOL, MGBOWO",Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"GOVERNMENT HIGH SCHOOL, MGBOWO",Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"GOVERNMENT SECONDARY SCHOOL, MGBOWO",Male,ALL,WAEC,University,1,1,1,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"GOVERNMENT SECONDARY SCHOOL, MGBOWO",Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"GOVERNMENT SECONDARY SCHOOL, MGBOWO",Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"ROYAL PRIMARY SCHOOL, MGBOWO",Male,ALL,WAEC,University,1,1,1,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"ROYAL PRIMARY SCHOOL, MGBOWO",Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"ROYAL PRIMARY SCHOOL, MGBOWO",Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,SAINT ANTHONYS NURSERY AND PRIMARY SCHOOL MGBOWO,Male,ALL,WAEC,University,1,1,2,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,SAINT ANTHONYS NURSERY AND PRIMARY SCHOOL MGBOWO,Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,SAINT ANTHONYS NURSERY AND PRIMARY SCHOOL MGBOWO,Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"SAINT AUGUSTINE NERSARY PRIMARY, SECONDARY SCHOOL",Male,ALL,WAEC,University,1,1,2,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"SAINT AUGUSTINE NERSARY PRIMARY, SECONDARY SCHOOL",Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"SAINT AUGUSTINE NERSARY PRIMARY, SECONDARY SCHOOL",Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,SAINT NORBERT INTERNATIONAL SCHOOL MGBOWO,Male,ALL,WAEC,University,1,1,2,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,SAINT NORBERT INTERNATIONAL SCHOOL MGBOWO,Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,SAINT NORBERT INTERNATIONAL SCHOOL MGBOWO,Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,SHAMMAH ACADEMY INTERNATIONAL NURSEY AND PRIMARY SCHOOL MGBOWO,Male,ALL,WAEC,University,1,1,2,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,SHAMMAH ACADEMY INTERNATIONAL NURSEY AND PRIMARY SCHOOL MGBOWO,Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,SHAMMAH ACADEMY INTERNATIONAL NURSEY AND PRIMARY SCHOOL MGBOWO,Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,TECHNICAL AND VOCATIONAL COLLEGE MGBOWO,Male,ALL,WAEC,University,1,1,2,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,TECHNICAL AND VOCATIONAL COLLEGE MGBOWO,Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,TECHNICAL AND VOCATIONAL COLLEGE MGBOWO,Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"TOWN SCHOOL, MGBOWO",Male,ALL,WAEC,University,1,1,2,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"TOWN SCHOOL, MGBOWO",Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"TOWN SCHOOL, MGBOWO",Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"WINNERS,S NURSERY AND PRIMARY SCHOOL, MGBOWO",Male,ALL,WAEC,University,1,1,2,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"WINNERS,S NURSERY AND PRIMARY SCHOOL, MGBOWO",Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Mgbowo,"WINNERS,S NURSERY AND PRIMARY SCHOOL, MGBOWO",Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Obeagu,"CENTRAL SCHOOL, ISU-AWA",Male,ALL,WAEC,University,1,1,2,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Obeagu,"CENTRAL SCHOOL, ISU-AWA",Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Obeagu,"CENTRAL SCHOOL, ISU-AWA",Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Obeagu,"CENTRAL SCHOOL, OBEAGU",Male,ALL,WAEC,University,1,1,2,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Obeagu,"CENTRAL SCHOOL, OBEAGU",Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Obeagu,"CENTRAL SCHOOL, OBEAGU",Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Obeagu,"DESTINED CHILD MODEL PRIMARY SCHOOL, ORIE",Male,ALL,WAEC,University,1,1,2,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Obeagu,"DESTINED CHILD MODEL PRIMARY SCHOOL, ORIE",Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Obeagu,"DESTINED CHILD MODEL PRIMARY SCHOOL, ORIE",Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Obeagu,EMMANUEL NUR /PRY  SCHOOL,Male,ALL,WAEC,University,1,1,2,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Obeagu,EMMANUEL NUR /PRY  SCHOOL,Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Obeagu,EMMANUEL NUR /PRY  SCHOOL,Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Obeagu,"IGWEBUIKE PRIMARY SCHOOL, OBEAGU",Male,ALL,WAEC,University,1,1,2,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Obeagu,"IGWEBUIKE PRIMARY SCHOOL, OBEAGU",Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Obeagu,"IGWEBUIKE PRIMARY SCHOOL, OBEAGU",Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Obeagu,IJIME HILL-TOP PRIMARY SCHOOL I OBEAGU,Male,ALL,WAEC,University,1,1,2,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Obeagu,IJIME HILL-TOP PRIMARY SCHOOL I OBEAGU,Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Obeagu,IJIME HILL-TOP PRIMARY SCHOOL I OBEAGU,Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Obeagu,"LATENT VALUE PRIMARY SCHOOL, UMUOME INYI",Male,ALL,WAEC,University,1,1,2,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Obeagu,"LATENT VALUE PRIMARY SCHOOL, UMUOME INYI",Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Obeagu,"LATENT VALUE PRIMARY SCHOOL, UMUOME INYI",Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Obeagu,URBAN GIRLS SECONDARY SCHOOL UGWULISHI,Male,ALL,WAEC,University,1,1,2,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Obeagu,URBAN GIRLS SECONDARY SCHOOL UGWULISHI,Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Obeagu,URBAN GIRLS SECONDARY SCHOOL UGWULISHI,Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Ogbaku,"ANGELS NURSERY AND PRIMARY SCHOOL, OGBAKU",Male,ALL,WAEC,University,1,1,2,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Ogbaku,"ANGELS NURSERY AND PRIMARY SCHOOL, OGBAKU",Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Ogbaku,"ANGELS NURSERY AND PRIMARY SCHOOL, OGBAKU",Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Ogbaku,"CENTRAL SCHOOL, NKWE",Male,ALL,WAEC,University,1,1,2,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Ogbaku,"CENTRAL SCHOOL, NKWE",Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Ogbaku,"CENTRAL SCHOOL, NKWE",Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Ogbaku,"CENTRAL SCHOOL, OGBAKU",Male,ALL,WAEC,University,1,1,2,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Ogbaku,"CENTRAL SCHOOL, OGBAKU",Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Ogbaku,"CENTRAL SCHOOL, OGBAKU",Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Ogbaku,"COMMUNITY UNITY PRIMARY SCHOOL, EZIAMA OGBAKU",Male,ALL,WAEC,University,1,1,2,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Ogbaku,"COMMUNITY UNITY PRIMARY SCHOOL, EZIAMA OGBAKU",Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Ogbaku,"COMMUNITY UNITY PRIMARY SCHOOL, EZIAMA OGBAKU",Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Ogbaku,"DE ROCK FOUNDATION SECONDARY SCHOOL, OGBAKU",Male,ALL,WAEC,University,1,1,2,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Ogbaku,"DE ROCK FOUNDATION SECONDARY SCHOOL, OGBAKU",Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Ogbaku,"DE ROCK FOUNDATION SECONDARY SCHOOL, OGBAKU",Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Ogbaku,"MBIO PRIMARY SCHOOL, OGBAKU",Male,ALL,WAEC,University,2,1,2,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Ogbaku,"MBIO PRIMARY SCHOOL, OGBAKU",Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Ogbaku,"MBIO PRIMARY SCHOOL, OGBAKU",Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Ogbaku,TRUTH IS LIFE CHILDREN SCHOOL EZIAMA OGBAKU,Male,ALL,WAEC,University,2,1,2,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Ogbaku,TRUTH IS LIFE CHILDREN SCHOOL EZIAMA OGBAKU,Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Ogbaku,TRUTH IS LIFE CHILDREN SCHOOL EZIAMA OGBAKU,Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Ogbaku,WISDOM NURSERY AND PRIMARY SCHOOL,Male,ALL,WAEC,University,2,1,2,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Ogbaku,WISDOM NURSERY AND PRIMARY SCHOOL,Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Ogbaku,WISDOM NURSERY AND PRIMARY SCHOOL,Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Owelli/Amoli/Ugbo/Ogugu,ALPHA GROUP OF SCHOOLS INTERNATIONAL,Male,ALL,WAEC,University,2,1,2,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Owelli/Amoli/Ugbo/Ogugu,ALPHA GROUP OF SCHOOLS INTERNATIONAL,Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Owelli/Amoli/Ugbo/Ogugu,ALPHA GROUP OF SCHOOLS INTERNATIONAL,Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Owelli/Amoli/Ugbo/Ogugu,"AMOLI PRIMARY SCHOOL, AMOLI",Male,ALL,WAEC,University,2,1,2,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Owelli/Amoli/Ugbo/Ogugu,"AMOLI PRIMARY SCHOOL, AMOLI",Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Owelli/Amoli/Ugbo/Ogugu,"AMOLI PRIMARY SCHOOL, AMOLI",Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Owelli/Amoli/Ugbo/Ogugu,"CENTRAL SCHOOL, AMOLI",Male,ALL,WAEC,University,2,1,2,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Owelli/Amoli/Ugbo/Ogugu,"CENTRAL SCHOOL, AMOLI",Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Owelli/Amoli/Ugbo/Ogugu,"CENTRAL SCHOOL, AMOLI",Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Owelli/Amoli/Ugbo/Ogugu,"CENTRAL SCHOOL, OGUGU",Male,ALL,WAEC,University,2,1,2,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Owelli/Amoli/Ugbo/Ogugu,"CENTRAL SCHOOL, OGUGU",Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Owelli/Amoli/Ugbo/Ogugu,"CENTRAL SCHOOL, OGUGU",Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Owelli/Amoli/Ugbo/Ogugu,"CENTRAL SCHOOL, OWELLI",Male,ALL,WAEC,University,2,1,2,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Owelli/Amoli/Ugbo/Ogugu,"CENTRAL SCHOOL, OWELLI",Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Owelli/Amoli/Ugbo/Ogugu,"CENTRAL SCHOOL, OWELLI",Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Owelli/Amoli/Ugbo/Ogugu,"COMMUNITY SCHOOL, UGBO OKPALA",Male,ALL,WAEC,University,2,1,2,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Owelli/Amoli/Ugbo/Ogugu,"COMMUNITY SCHOOL, UGBO OKPALA",Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
2024/2025,South East,Enugu,Awgu,Owelli/Amoli/Ugbo/Ogugu,"COMMUNITY SCHOOL, UGBO OKPALA",Male,ALL,NABTEB,College of Education,2,2,1,0,0,0,2.1
2024/2025,South East,Enugu,Awgu,Owelli/Amoli/Ugbo/Ogugu,"COMMUNITY SECONDARY SCHOOL, UGBO-OKPALA",Male,ALL,WAEC,University,2,1,2,1,1,1,2.1
2024/2025,South East,Enugu,Awgu,Owelli/Amoli/Ugbo/Ogugu,"COMMUNITY SECONDARY SCHOOL, UGBO-OKPALA",Female,ALL,NECO,Polytechnic,2,2,1,1,0,0,2.1
