session,zone,state,lga,ward,gender,disability,school_type,school_level,class_grade,student_count,school_count,classroom_count,computer_count,infrastructure_score,key_entry_level,is_o_level_student,school
2023/2024,South East,Ebonyi,Abakaliki,Abakpa,Female,Disabled,Private,Pre-Primary/Primary,Primary 3,12,2,1,0,82.4,,0,"Government Secondary School, Abakpa | Community Secondary School, Abakpa | Unity College, Abakaliki | Comprehensive High School, Abakpa"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Female,Disabled,Private,SSS,SSS1,2,2,1,0,65.6,SSS1,0,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Female,Non-Disabled,Private,SSS,SSS1,232,2,5,2,65.6,SSS1,1,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Male,Disabled,Private,SSS,SSS1,2,2,1,0,65.6,SSS1,0,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Male,Non-Disabled,Private,SSS,SSS1,214,2,4,2,65.6,SSS1,1,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Female,Disabled,Public,SSS,SSS1,9,4,1,0,65.6,SSS1,0,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Female,Non-Disabled,Public,SSS,SSS1,447,4,9,3,65.6,SSS1,1,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Male,Disabled,Public,SSS,SSS1,8,4,1,0,65.6,SSS1,0,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Male,Non-Disabled,Public,SSS,SSS1,443,4,9,3,65.6,SSS1,1,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Female,Disabled,Private,SSS,SSS2,2,2,1,0,65.6,,0,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Female,Non-Disabled,Private,SSS,SSS2,187,2,4,2,65.6,,1,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Male,Disabled,Private,SSS,SSS2,3,2,1,0,65.6,,0,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Male,Non-Disabled,Private,SSS,SSS2,172,2,4,2,65.6,,1,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Female,Disabled,Public,SSS,SSS2,7,4,1,0,65.6,,0,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Female,Non-Disabled,Public,SSS,SSS2,360,4,7,3,65.6,,1,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Male,Disabled,Public,SSS,SSS2,6,4,1,0,65.6,,0,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Male,Non-Disabled,Public,SSS,SSS2,356,4,7,3,65.6,,1,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Female,Disabled,Private,SSS,SSS3,1,2,1,0,65.6,,0,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Female,Non-Disabled,Private,SSS,SSS3,145,2,3,1,65.6,,1,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Male,Disabled,Private,SSS,SSS3,0,2,1,0,65.6,,0,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Male,Non-Disabled,Private,SSS,SSS3,135,2,3,1,65.6,,1,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Female,Disabled,Public,SSS,SSS3,5,4,1,0,65.6,,0,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Female,Non-Disabled,Public,SSS,SSS3,280,4,6,2,65.6,,1,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Male,Disabled,Public,SSS,SSS3,5,4,1,0,65.6,,0,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Male,Non-Disabled,Public,SSS,SSS3,276,4,6,2,65.6,,1,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Female,Disabled,Private,Vocational,Vocational Year 1,0,1,1,0,62.6,,0,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Female,Non-Disabled,Private,Vocational,Vocational Year 1,14,1,1,0,62.6,,0,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Male,Disabled,Private,Vocational,Vocational Year 1,0,1,1,0,62.6,,0,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Male,Non-Disabled,Private,Vocational,Vocational Year 1,26,1,1,0,62.6,,0,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Female,Disabled,Public,Vocational,Vocational Year 1,0,1,1,0,62.6,,0,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Female,Non-Disabled,Public,Vocational,Vocational Year 1,12,1,1,0,62.6,,0,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Male,Disabled,Public,Vocational,Vocational Year 1,0,1,1,0,62.6,,0,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Male,Non-Disabled,Public,Vocational,Vocational Year 1,22,1,1,0,62.6,,0,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Female,Disabled,Private,Vocational,Vocational Year 2,0,1,1,0,62.6,,0,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Female,Non-Disabled,Private,Vocational,Vocational Year 2,12,1,1,0,62.6,,0,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Male,Disabled,Private,Vocational,Vocational Year 2,0,1,1,0,62.6,,0,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Male,Non-Disabled,Private,Vocational,Vocational Year 2,21,1,1,0,62.6,,0,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Female,Disabled,Public,Vocational,Vocational Year 2,0,1,1,0,62.6,,0,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Female,Non-Disabled,Public,Vocational,Vocational Year 2,10,1,1,0,62.6,,0,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Male,Disabled,Public,Vocational,Vocational Year 2,0,1,1,0,62.6,,0,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Male,Non-Disabled,Public,Vocational,Vocational Year 2,18,1,1,0,62.6,,0,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Female,Disabled,Private,Vocational,Vocational Year 3,0,1,1,0,62.6,,0,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Female,Non-Disabled,Private,Vocational,Vocational Year 3,8,1,1,0,62.6,,0,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Male,Disabled,Private,Vocational,Vocational Year 3,0,1,1,0,62.6,,0,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Male,Non-Disabled,Private,Vocational,Vocational Year 3,15,1,1,0,62.6,,0,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Female,Disabled,Public,Vocational,Vocational Year 3,0,1,1,0,62.6,,0,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Female,Non-Disabled,Public,Vocational,Vocational Year 3,7,1,1,0,62.6,,0,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Male,Disabled,Public,Vocational,Vocational Year 3,0,1,1,0,62.6,,0,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Alkalawa,Male,Non-Disabled,Public,Vocational,Vocational Year 3,13,1,1,0,62.6,,0,"Government Secondary School, Alkalawa | Community Secondary School, Alkalawa | Unity College, Yola North | Comprehensive High School, Alkalawa | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,2,1,1,0,57.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,133,1,5,2,57.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,4,1,1,0,57.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,184,1,7,3,57.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,4,2,1,0,57.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,223,2,8,3,57.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,6,2,1,0,57.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,311,2,11,4,57.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,1,1,1,0,57.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,103,1,4,2,57.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,3,1,1,0,57.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,143,1,5,2,57.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,3,3,1,0,57.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,174,3,6,2,57.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,5,3,1,0,57.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,242,3,9,3,57.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,0,2,1,0,57.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,56,2,2,1,57.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,1,2,1,0,57.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,79,2,3,1,57.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,1,3,1,0,57.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,95,3,3,1,57.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,2,3,1,0,57.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,133,3,5,2,57.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Disabled,Private,JSS,JSS1,10,4,1,0,63.6,JSS1,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Non-Disabled,Private,JSS,JSS1,578,4,11,4,63.6,JSS1,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Disabled,Private,JSS,JSS1,9,4,1,0,63.6,JSS1,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Non-Disabled,Private,JSS,JSS1,484,4,9,3,63.6,JSS1,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Disabled,Public,JSS,JSS1,34,9,1,0,63.6,JSS1,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Non-Disabled,Public,JSS,JSS1,1284,9,24,9,63.6,JSS1,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Disabled,Public,JSS,JSS1,29,9,1,0,63.6,JSS1,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Non-Disabled,Public,JSS,JSS1,1119,9,21,8,63.6,JSS1,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Disabled,Private,JSS,JSS2,8,4,1,0,63.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Non-Disabled,Private,JSS,JSS2,475,4,9,3,63.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Disabled,Private,JSS,JSS2,7,4,1,0,63.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Non-Disabled,Private,JSS,JSS2,396,4,8,3,63.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Disabled,Public,JSS,JSS2,27,9,1,0,63.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Non-Disabled,Public,JSS,JSS2,1054,9,20,8,63.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Disabled,Public,JSS,JSS2,25,9,1,0,63.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Non-Disabled,Public,JSS,JSS2,918,9,17,6,63.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Disabled,Private,JSS,JSS3,6,4,1,0,63.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Non-Disabled,Private,JSS,JSS3,379,4,7,3,63.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Disabled,Private,JSS,JSS3,5,4,1,0,63.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Non-Disabled,Private,JSS,JSS3,316,4,6,2,63.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Disabled,Public,JSS,JSS3,22,10,1,0,63.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Non-Disabled,Public,JSS,JSS3,840,10,16,6,63.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Disabled,Public,JSS,JSS3,18,10,1,0,63.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Non-Disabled,Public,JSS,JSS3,732,10,14,5,63.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Disabled,Private,Pre-Primary/Primary,Primary 1,36,5,1,0,61.6,Primary 1,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,1044,5,23,9,61.6,Primary 1,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Disabled,Private,Pre-Primary/Primary,Primary 1,37,5,1,0,61.6,Primary 1,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,1050,5,23,9,61.6,Primary 1,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
