session,zone,state,lga,institution_type,tertiary_institution,gender,disability,programme_cluster,discipline_group,programme,admitted_count,matriculated_count
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Computing / ICT,Computer Science,67,58
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Computing / ICT,Computer Science,8,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Technology / ICT,Information Technology,82,85
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Technology / ICT,Information Technology,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Technology / ICT,Information Technology,78,78
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Technology / ICT,Information Technology,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Mathematics / Statistics,Data Science,108,107
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Mathematics / Statistics,Data Science,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Mathematics / Statistics,Data Science,111,111
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Mathematics / Statistics,Data Science,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Computing / ICT,Software Engineering,118,103
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Computing / ICT,Software Engineering,10,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Computing / ICT,Software Engineering,119,97
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Computing / ICT,Software Engineering,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Technology / ICT,Information Technology,91,93
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Technology / ICT,Information Technology,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Technology / ICT,Information Technology,89,73
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Technology / ICT,Information Technology,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Mathematics / Statistics,Data Science,92,94
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Mathematics / Statistics,Data Science,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Mathematics / Statistics,Data Science,86,71
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Mathematics / Statistics,Data Science,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Engineering,Civil Engineering,87,83
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Engineering,Civil Engineering,8,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Engineering,Civil Engineering,81,69
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Engineering,Civil Engineering,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Engineering,Mechanical Engineering,88,79
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Engineering,Mechanical Engineering,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Engineering,Mechanical Engineering,79,80
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Engineering,Mechanical Engineering,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Engineering,Mechanical Engineering,93,97
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Engineering,Mechanical Engineering,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Engineering,Mechanical Engineering,91,86
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Engineering,Mechanical Engineering,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Engineering,Electrical and Electronics Engineering,88,78
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Engineering,Electrical and Electronics Engineering,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Engineering,Electrical and Electronics Engineering,88,89
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Engineering,Electrical and Electronics Engineering,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Engineering,Electrical and Electronics Engineering,68,68
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Engineering,Electrical and Electronics Engineering,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Engineering,Electrical and Electronics Engineering,67,60
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Engineering,Electrical and Electronics Engineering,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Engineering,Civil Engineering,68,57
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Engineering,Civil Engineering,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Engineering,Civil Engineering,62,57
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Engineering,Civil Engineering,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Computing / ICT,Computer Science,74,61
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Computing / ICT,Computer Science,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Computing / ICT,Computer Science,73,68
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Computing / ICT,Computer Science,8,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Computing / ICT,Computer Science,75,72
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Computing / ICT,Computer Science,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Computing / ICT,Computer Science,70,61
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Computing / ICT,Computer Science,8,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Technology / ICT,Information Technology,66,58
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Technology / ICT,Information Technology,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Technology / ICT,Information Technology,65,60
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Technology / ICT,Information Technology,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Mathematics / Statistics,Data Science,97,82
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Mathematics / Statistics,Data Science,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Mathematics / Statistics,Data Science,90,75
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Mathematics / Statistics,Data Science,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Mathematics / Statistics,Data Science,105,104
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Mathematics / Statistics,Data Science,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Mathematics / Statistics,Data Science,97,93
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Mathematics / Statistics,Data Science,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Health Sciences,Medical Laboratory Science,70,71
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Health Sciences,Medical Laboratory Science,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Health Sciences,Medical Laboratory Science,69,71
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Health Sciences,Medical Laboratory Science,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Medicine / Health Sciences,Nursing Science,70,67
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Medicine / Health Sciences,Nursing Science,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Medicine / Health Sciences,Nursing Science,70,64
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Medicine / Health Sciences,Nursing Science,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Health Sciences,Medical Laboratory Science,60,55
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Health Sciences,Medical Laboratory Science,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Health Sciences,Medical Laboratory Science,55,50
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Health Sciences,Medical Laboratory Science,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Medicine / Health Sciences,Medicine and Surgery,87,75
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Medicine / Health Sciences,Medicine and Surgery,8,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Medicine / Health Sciences,Medicine and Surgery,78,69
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Medicine / Health Sciences,Medicine and Surgery,8,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,Non-STEMM,ART,Philosophy,86,89
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,Non-STEMM,ART,Philosophy,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,Non-STEMM,ART,Philosophy,82,80
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,Non-STEMM,ART,Philosophy,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,Non-STEMM,ART,Religious Studies,97,85
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,Non-STEMM,ART,Religious Studies,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,Non-STEMM,ART,Religious Studies,93,85
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,Non-STEMM,ART,Religious Studies,8,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,Non-STEMM,ART,History and International Studies,73,69
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,Non-STEMM,ART,History and International Studies,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,Non-STEMM,ART,History and International Studies,68,69
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,Non-STEMM,ART,History and International Studies,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,Non-STEMM,ART,Theatre Arts,91,80
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,Non-STEMM,ART,Theatre Arts,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,Non-STEMM,ART,Theatre Arts,91,76
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,Non-STEMM,ART,Theatre Arts,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,Non-STEMM,Social Sciences,International Relations,104,101
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,Non-STEMM,Social Sciences,International Relations,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,Non-STEMM,Social Sciences,International Relations,97,86
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,Non-STEMM,Social Sciences,International Relations,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,Non-STEMM,Social Sciences,Economics,65,68
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,Non-STEMM,Social Sciences,Economics,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,Non-STEMM,Social Sciences,Economics,62,54
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,Non-STEMM,Social Sciences,Economics,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,Non-STEMM,Social Sciences,Psychology,74,67
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,Non-STEMM,Social Sciences,Psychology,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,Non-STEMM,Social Sciences,Psychology,77,76
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,Non-STEMM,Social Sciences,Psychology,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,Non-STEMM,Social Sciences,Sociology,76,73
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,Non-STEMM,Social Sciences,Sociology,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,Non-STEMM,Social Sciences,Sociology,75,72
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,Non-STEMM,Social Sciences,Sociology,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,Non-STEMM,Social Sciences,Geography,91,83
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,Non-STEMM,Social Sciences,Geography,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,Non-STEMM,Social Sciences,Geography,89,91
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,Non-STEMM,Social Sciences,Geography,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,Non-STEMM,Social Sciences,Accounting,79,82
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,Non-STEMM,Social Sciences,Accounting,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,Non-STEMM,Social Sciences,Accounting,79,76
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,Non-STEMM,Social Sciences,Accounting,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,Non-STEMM,Social Sciences,Marketing,107,89
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,Non-STEMM,Social Sciences,Marketing,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,Non-STEMM,Social Sciences,Marketing,99,93
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,Non-STEMM,Social Sciences,Marketing,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,Non-STEMM,Social Sciences,Public Administration,80,80
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,Non-STEMM,Social Sciences,Public Administration,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,Non-STEMM,Social Sciences,Public Administration,73,61
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,Non-STEMM,Social Sciences,Public Administration,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,Non-STEMM,ART,Law,110,97
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,Non-STEMM,ART,Law,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,Non-STEMM,ART,Law,101,97
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,Non-STEMM,ART,Law,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,Non-STEMM,Social Sciences,Insurance,99,89
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,Non-STEMM,Social Sciences,Insurance,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,Non-STEMM,Social Sciences,Insurance,102,100
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,Non-STEMM,Social Sciences,Insurance,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,Non-STEMM,Education,Educational Management,67,55
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,Non-STEMM,Education,Educational Management,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,Non-STEMM,Education,Educational Management,63,57
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,Non-STEMM,Education,Educational Management,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,Non-STEMM,Education,Curriculum Studies,88,80
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,Non-STEMM,Education,Curriculum Studies,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,Non-STEMM,Education,Curriculum Studies,87,79
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,Non-STEMM,Education,Curriculum Studies,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,Non-STEMM,Education,Educational Technology,97,100
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,Non-STEMM,Education,Educational Technology,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,Non-STEMM,Education,Educational Technology,90,79
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,Non-STEMM,Education,Educational Technology,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,Non-STEMM,Education,Adult Education,74,61
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,Non-STEMM,Education,Adult Education,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,Non-STEMM,Education,Adult Education,74,72
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,Non-STEMM,Education,Adult Education,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,Non-STEMM,Social Sciences,Mass Communication,58,60
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,Non-STEMM,Social Sciences,Mass Communication,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,Non-STEMM,Social Sciences,Mass Communication,58,48
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,Non-STEMM,Social Sciences,Mass Communication,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,Non-STEMM,Social Sciences,Public Relations,82,71
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,Non-STEMM,Social Sciences,Public Relations,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,Non-STEMM,Social Sciences,Public Relations,79,73
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,Non-STEMM,Social Sciences,Public Relations,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies,64,62
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies,57,55
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,Non-STEMM,Social Sciences,Development Communication,79,80
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,Non-STEMM,Social Sciences,Development Communication,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,Non-STEMM,Social Sciences,Development Communication,79,65
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,Non-STEMM,Social Sciences,Development Communication,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,Non-STEMM,Social Sciences,Broadcasting,92,94
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,Non-STEMM,Social Sciences,Broadcasting,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,Non-STEMM,Social Sciences,Broadcasting,83,72
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,Non-STEMM,Social Sciences,Broadcasting,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,Non-STEMM,ART,Yoruba,67,58
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,Non-STEMM,ART,Yoruba,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,Non-STEMM,ART,Yoruba,66,67
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,Non-STEMM,ART,Yoruba,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,Non-STEMM,ART,Hausa,88,80
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,Non-STEMM,ART,Hausa,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,Non-STEMM,ART,Hausa,88,85
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,Non-STEMM,ART,Hausa,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,Non-STEMM,ART,Arabic Studies,69,55
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,Non-STEMM,ART,Arabic Studies,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,Non-STEMM,ART,Arabic Studies,66,64
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,Non-STEMM,ART,Arabic Studies,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,Non-STEMM,ART,English Language,53,50
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,Non-STEMM,ART,English Language,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,Non-STEMM,ART,English Language,52,44
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,Non-STEMM,ART,English Language,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,Non-STEMM,ART,Linguistics,69,67
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,Non-STEMM,ART,Linguistics,9,7
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,Non-STEMM,ART,Linguistics,65,60
2021/2022,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,Non-STEMM,ART,Linguistics,9,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Engineering,Electrical and Electronics Engineering,89,72
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Engineering,Electrical and Electronics Engineering,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Engineering,Electrical and Electronics Engineering,85,70
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Engineering,Electrical and Electronics Engineering,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Health Sciences,Medical Laboratory Science,87,82
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Health Sciences,Medical Laboratory Science,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Health Sciences,Medical Laboratory Science,86,86
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Health Sciences,Medical Laboratory Science,8,6
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Health Sciences,Medical Laboratory Science,84,74
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Health Sciences,Medical Laboratory Science,8,6
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Health Sciences,Medical Laboratory Science,80,70
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Health Sciences,Medical Laboratory Science,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Mathematics / Statistics,Data Science,110,91
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Mathematics / Statistics,Data Science,10,8
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Mathematics / Statistics,Data Science,106,106
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Mathematics / Statistics,Data Science,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Mathematics / Statistics,Data Science,92,82
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Mathematics / Statistics,Data Science,8,7
