session,zone,state,lga,institution_type,tertiary_institution,gender,disability,programme_cluster,discipline_group,programme,loan_applications,loan_approved,loan_disbursed
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Disabled,Non-STEMM,Education,Primary Education Studies,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Non-Disabled,Non-STEMM,Education,Educational Management,9,7,7
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Disabled,Non-STEMM,Education,Educational Management,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Non-Disabled,Non-STEMM,Education,Educational Management,9,7,7
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Disabled,Non-STEMM,Education,Educational Management,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Non-Disabled,Non-STEMM,Education,Educational Technology,10,8,8
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Disabled,Non-STEMM,Education,Educational Technology,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Non-Disabled,Non-STEMM,Education,Educational Technology,13,10,9
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Disabled,Non-STEMM,Education,Educational Technology,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Non-Disabled,Non-STEMM,Languages,Linguistics,7,6,5
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Disabled,Non-STEMM,Languages,Linguistics,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Non-Disabled,Non-STEMM,Languages,Linguistics,7,6,5
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Disabled,Non-STEMM,Languages,Linguistics,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Non-Disabled,Non-STEMM,Languages,English Language,7,6,5
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Disabled,Non-STEMM,Languages,English Language,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Non-Disabled,Non-STEMM,Languages,English Language,6,5,4
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Disabled,Non-STEMM,Languages,English Language,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Non-Disabled,Non-STEMM,Languages,Yoruba,6,5,5
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Disabled,Non-STEMM,Languages,Yoruba,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Non-Disabled,Non-STEMM,Languages,Yoruba,8,6,6
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Disabled,Non-STEMM,Languages,Yoruba,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Non-Disabled,Non-STEMM,Languages,Arabic Studies,7,6,5
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Disabled,Non-STEMM,Languages,Arabic Studies,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Non-Disabled,Non-STEMM,Languages,Arabic Studies,7,6,6
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Disabled,Non-STEMM,Languages,Arabic Studies,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Non-Disabled,Non-STEMM,Arts / Humanities,Philosophy,10,8,7
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Disabled,Non-STEMM,Arts / Humanities,Philosophy,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Non-Disabled,Non-STEMM,Arts / Humanities,Philosophy,9,8,7
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Disabled,Non-STEMM,Arts / Humanities,Philosophy,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Non-Disabled,Non-STEMM,Arts / Humanities,Religious Studies,10,7,6
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Disabled,Non-STEMM,Arts / Humanities,Religious Studies,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Non-Disabled,Non-STEMM,Arts / Humanities,Religious Studies,9,7,6
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Disabled,Non-STEMM,Arts / Humanities,Religious Studies,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Non-Disabled,Non-STEMM,Arts / Humanities,Theatre Arts,9,8,7
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Disabled,Non-STEMM,Arts / Humanities,Theatre Arts,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Non-Disabled,Non-STEMM,Arts / Humanities,Theatre Arts,10,8,7
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Disabled,Non-STEMM,Arts / Humanities,Theatre Arts,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Non-Disabled,Non-STEMM,Arts / Humanities,Fine and Applied Arts,11,10,9
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Disabled,Non-STEMM,Arts / Humanities,Fine and Applied Arts,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Non-Disabled,Non-STEMM,Arts / Humanities,Fine and Applied Arts,8,7,6
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Disabled,Non-STEMM,Arts / Humanities,Fine and Applied Arts,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Non-Disabled,Non-STEMM,Arts / Humanities,History and International Studies,9,7,7
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Disabled,Non-STEMM,Arts / Humanities,History and International Studies,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Non-Disabled,Non-STEMM,Arts / Humanities,History and International Studies,9,8,7
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Disabled,Non-STEMM,Arts / Humanities,History and International Studies,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Non-Disabled,Non-STEMM,Social Sciences,Psychology,9,7,6
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Disabled,Non-STEMM,Social Sciences,Psychology,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Non-Disabled,Non-STEMM,Social Sciences,Psychology,7,6,5
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Disabled,Non-STEMM,Social Sciences,Psychology,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Non-Disabled,Non-STEMM,Social Sciences,Geography,11,10,9
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Disabled,Non-STEMM,Social Sciences,Geography,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Non-Disabled,Non-STEMM,Social Sciences,Geography,9,8,8
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Disabled,Non-STEMM,Social Sciences,Geography,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Non-Disabled,Non-STEMM,Social Sciences,Criminology,12,10,9
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Disabled,Non-STEMM,Social Sciences,Criminology,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Non-Disabled,Non-STEMM,Social Sciences,Criminology,12,10,9
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Disabled,Non-STEMM,Social Sciences,Criminology,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Non-Disabled,Non-STEMM,Social Sciences,Economics,6,5,5
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Disabled,Non-STEMM,Social Sciences,Economics,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Non-Disabled,Non-STEMM,Social Sciences,Economics,7,6,5
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Disabled,Non-STEMM,Social Sciences,Economics,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Non-Disabled,Non-STEMM,Communication / Media,Public Relations,10,9,9
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Disabled,Non-STEMM,Communication / Media,Public Relations,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Non-Disabled,Non-STEMM,Communication / Media,Public Relations,8,7,7
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Disabled,Non-STEMM,Communication / Media,Public Relations,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Non-Disabled,Non-STEMM,Communication / Media,Development Communication,12,10,9
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Disabled,Non-STEMM,Communication / Media,Development Communication,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Non-Disabled,Non-STEMM,Communication / Media,Development Communication,10,9,8
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Disabled,Non-STEMM,Communication / Media,Development Communication,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Non-Disabled,Non-STEMM,Communication / Media,Journalism and Media Studies,7,6,5
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Disabled,Non-STEMM,Communication / Media,Journalism and Media Studies,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Non-Disabled,Non-STEMM,Communication / Media,Journalism and Media Studies,6,5,4
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Disabled,Non-STEMM,Communication / Media,Journalism and Media Studies,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Non-Disabled,Non-STEMM,Social Sciences,Mass Communication,6,5,4
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Disabled,Non-STEMM,Social Sciences,Mass Communication,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Non-Disabled,Non-STEMM,Social Sciences,Mass Communication,6,5,4
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Disabled,Non-STEMM,Social Sciences,Mass Communication,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Non-Disabled,Non-STEMM,Social Sciences,Business Administration,10,9,8
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Disabled,Non-STEMM,Social Sciences,Business Administration,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Non-Disabled,Non-STEMM,Social Sciences,Business Administration,9,8,8
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Disabled,Non-STEMM,Social Sciences,Business Administration,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Non-Disabled,Non-STEMM,Arts,Law,11,8,8
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Disabled,Non-STEMM,Arts,Law,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Non-Disabled,Non-STEMM,Arts,Law,12,9,8
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Disabled,Non-STEMM,Arts,Law,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Non-Disabled,Non-STEMM,Social Sciences,Accounting,8,6,5
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Disabled,Non-STEMM,Social Sciences,Accounting,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Non-Disabled,Non-STEMM,Social Sciences,Accounting,9,7,6
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Disabled,Non-STEMM,Social Sciences,Accounting,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Non-Disabled,Non-STEMM,Business / Administration / Law,Marketing,11,9,8
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Male,Disabled,Non-STEMM,Business / Administration / Law,Marketing,1,1,1
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Non-Disabled,Non-STEMM,Business / Administration / Law,Marketing,10,8,7
2024/2025,South South,Akwa Ibom,Ikot Ekpene,College of Education,"College of Education, Ikot Ekpene",Female,Disabled,Non-STEMM,Business / Administration / Law,Marketing,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,STEMM,Science,Physics,10,8,8
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,STEMM,Science,Physics,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,STEMM,Science,Physics,11,9,8
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,STEMM,Science,Physics,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,STEMM,Biological Sciences,Biochemistry,12,9,8
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,STEMM,Biological Sciences,Biochemistry,1,1,0
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,STEMM,Biological Sciences,Biochemistry,12,9,8
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,STEMM,Biological Sciences,Biochemistry,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,STEMM,Science,Industrial Chemistry,13,10,9
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,STEMM,Science,Industrial Chemistry,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,STEMM,Science,Industrial Chemistry,13,10,9
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,STEMM,Science,Industrial Chemistry,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,STEMM,Science,Plant Science,13,10,8
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,STEMM,Science,Plant Science,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,STEMM,Science,Plant Science,10,8,7
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,STEMM,Science,Plant Science,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,STEMM,Science,Chemistry,9,6,6
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,STEMM,Science,Chemistry,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,STEMM,Science,Chemistry,11,8,7
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,STEMM,Science,Chemistry,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,STEMM,Technology / ICT,Cybersecurity,12,9,8
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,STEMM,Technology / ICT,Cybersecurity,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,STEMM,Technology / ICT,Cybersecurity,10,8,7
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,STEMM,Technology / ICT,Cybersecurity,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,STEMM,Technology / ICT,Information Systems,20,16,15
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,STEMM,Technology / ICT,Information Systems,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,STEMM,Technology / ICT,Information Systems,15,12,10
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,STEMM,Technology / ICT,Information Systems,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,STEMM,Technology / ICT,Software Engineering,16,13,12
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,STEMM,Technology / ICT,Software Engineering,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,STEMM,Technology / ICT,Software Engineering,15,12,11
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,STEMM,Technology / ICT,Software Engineering,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,STEMM,Technology / ICT,Information Technology,11,9,8
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,STEMM,Technology / ICT,Information Technology,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,STEMM,Technology / ICT,Information Technology,10,8,7
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,STEMM,Technology / ICT,Information Technology,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,STEMM,Technology / ICT,Data Science,13,11,10
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,STEMM,Technology / ICT,Data Science,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,STEMM,Technology / ICT,Data Science,17,14,12
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,STEMM,Technology / ICT,Data Science,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,STEMM,Computing / ICT,Computer Science,9,7,7
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,STEMM,Computing / ICT,Computer Science,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,STEMM,Computing / ICT,Computer Science,8,6,5
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,STEMM,Computing / ICT,Computer Science,1,1,0
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,STEMM,Engineering,Mechanical Engineering,9,7,6
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,STEMM,Engineering,Mechanical Engineering,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,STEMM,Engineering,Mechanical Engineering,8,6,5
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,STEMM,Engineering,Mechanical Engineering,1,1,0
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,STEMM,Engineering,Chemical Engineering,13,10,8
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,STEMM,Engineering,Chemical Engineering,1,1,0
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,STEMM,Engineering,Chemical Engineering,13,10,9
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,STEMM,Engineering,Chemical Engineering,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,STEMM,Engineering,Electrical Engineering,11,8,7
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,STEMM,Engineering,Electrical Engineering,1,1,0
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,STEMM,Engineering,Electrical Engineering,11,9,8
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,STEMM,Engineering,Electrical Engineering,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,STEMM,Engineering,Mechatronics Engineering,14,12,11
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,STEMM,Engineering,Mechatronics Engineering,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,STEMM,Engineering,Mechatronics Engineering,13,11,9
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,STEMM,Engineering,Mechatronics Engineering,1,1,0
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,STEMM,Mathematics / Statistics,Applied Mathematics,11,9,8
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,STEMM,Mathematics / Statistics,Applied Mathematics,1,1,0
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,STEMM,Mathematics / Statistics,Applied Mathematics,13,10,9
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,STEMM,Mathematics / Statistics,Applied Mathematics,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,STEMM,Mathematics / Statistics,Actuarial Science,11,9,7
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,STEMM,Mathematics / Statistics,Actuarial Science,1,1,0
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,STEMM,Mathematics / Statistics,Actuarial Science,12,9,9
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,STEMM,Mathematics / Statistics,Actuarial Science,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,STEMM,Mathematics / Statistics,Mathematics,10,7,6
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,STEMM,Mathematics / Statistics,Mathematics,1,1,0
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,STEMM,Mathematics / Statistics,Mathematics,11,8,7
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,STEMM,Mathematics / Statistics,Mathematics,1,1,0
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,STEMM,Mathematics / Statistics,Statistics,10,8,7
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,STEMM,Mathematics / Statistics,Statistics,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,STEMM,Mathematics / Statistics,Statistics,12,8,7
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,STEMM,Mathematics / Statistics,Statistics,1,1,0
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,STEMM,Mathematics / Statistics,Operations Research,17,13,11
