session,zone,state,lga,ward,gender,disability,school_type,school_level,class_grade,student_count,school_count,classroom_count,computer_count,infrastructure_score,key_entry_level,is_o_level_student,school
2021/2022,South South,Bayelsa,Nembe,Bassambiri II,Female,Disabled,Private,SSS,SSS2,5,3,1,1,62.9,,0,"Government Secondary School, Bassambiri II | Community Secondary School, Bassambiri II | Unity College, Nembe | Comprehensive High School, Bassambiri II"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Disabled,Private,Pre-Primary/Primary,Primary 1,32,5,1,1,76.3,Primary 1,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,1066,5,22,14,76.3,Primary 1,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Disabled,Private,Pre-Primary/Primary,Primary 1,28,5,1,1,76.3,Primary 1,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,957,5,20,13,76.3,Primary 1,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Disabled,Public,Pre-Primary/Primary,Primary 1,145,18,3,2,76.3,Primary 1,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,4228,18,86,55,76.3,Primary 1,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Disabled,Public,Pre-Primary/Primary,Primary 1,143,18,3,2,76.3,Primary 1,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,4178,18,85,55,76.3,Primary 1,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Disabled,Private,Pre-Primary/Primary,Primary 2,27,4,1,1,76.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,946,4,19,12,76.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Disabled,Private,Pre-Primary/Primary,Primary 2,25,4,1,1,76.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,851,4,17,11,76.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Disabled,Public,Pre-Primary/Primary,Primary 2,129,19,3,2,76.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,3756,19,77,50,76.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Disabled,Public,Pre-Primary/Primary,Primary 2,128,19,3,2,76.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,3710,19,76,49,76.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Disabled,Private,Pre-Primary/Primary,Primary 3,25,5,1,1,76.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,851,5,17,11,76.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Disabled,Private,Pre-Primary/Primary,Primary 3,22,5,1,1,76.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,764,5,16,10,76.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Disabled,Public,Pre-Primary/Primary,Primary 3,116,18,2,1,76.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,3377,18,69,44,76.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Disabled,Public,Pre-Primary/Primary,Primary 3,115,18,2,1,76.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,3336,18,68,44,76.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Disabled,Private,Pre-Primary/Primary,Primary 4,23,4,1,1,76.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,777,4,16,10,76.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Disabled,Private,Pre-Primary/Primary,Primary 4,20,4,1,1,76.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,698,4,14,9,76.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Disabled,Public,Pre-Primary/Primary,Primary 4,106,19,2,1,76.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,3086,19,63,41,76.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Disabled,Public,Pre-Primary/Primary,Primary 4,105,19,2,1,76.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,3049,19,62,40,76.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Disabled,Private,Pre-Primary/Primary,Primary 5,22,4,1,1,76.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,728,4,15,10,76.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Disabled,Private,Pre-Primary/Primary,Primary 5,18,4,1,1,76.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,654,4,13,8,76.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Disabled,Public,Pre-Primary/Primary,Primary 5,99,18,2,1,76.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,2890,18,59,38,76.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Disabled,Public,Pre-Primary/Primary,Primary 5,98,18,2,1,76.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,2855,18,58,37,76.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Disabled,Private,Pre-Primary/Primary,Primary 6,19,4,1,1,76.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 6,659,4,13,8,76.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Disabled,Private,Pre-Primary/Primary,Primary 6,18,4,1,1,76.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 6,591,4,12,8,76.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Disabled,Public,Pre-Primary/Primary,Primary 6,90,19,2,1,76.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,2612,19,53,34,76.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Disabled,Public,Pre-Primary/Primary,Primary 6,88,19,2,1,76.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,2580,19,53,34,76.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Disabled,Private,SSS,SSS1,8,4,1,1,80.3,SSS1,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Non-Disabled,Private,SSS,SSS1,431,4,8,5,80.3,SSS1,1,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Disabled,Private,SSS,SSS1,9,4,1,1,80.3,SSS1,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Non-Disabled,Private,SSS,SSS1,445,4,8,5,80.3,SSS1,1,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Disabled,Public,SSS,SSS1,14,7,1,1,80.3,SSS1,1,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Non-Disabled,Public,SSS,SSS1,756,7,14,9,80.3,SSS1,1,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Disabled,Public,SSS,SSS1,15,7,1,1,80.3,SSS1,1,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Non-Disabled,Public,SSS,SSS1,800,7,15,10,80.3,SSS1,1,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Disabled,Private,SSS,SSS2,7,4,1,1,80.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Non-Disabled,Private,SSS,SSS2,347,4,7,5,80.3,,1,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Disabled,Private,SSS,SSS2,7,4,1,1,80.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Non-Disabled,Private,SSS,SSS2,358,4,7,5,80.3,,1,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Disabled,Public,SSS,SSS2,11,7,1,1,80.3,,1,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Non-Disabled,Public,SSS,SSS2,610,7,12,8,80.3,,1,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Disabled,Public,SSS,SSS2,12,7,1,1,80.3,,1,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Non-Disabled,Public,SSS,SSS2,645,7,12,8,80.3,,1,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Disabled,Private,SSS,SSS3,4,4,1,1,80.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Non-Disabled,Private,SSS,SSS3,270,4,5,3,80.3,,1,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Disabled,Private,SSS,SSS3,4,4,1,1,80.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Non-Disabled,Private,SSS,SSS3,278,4,5,3,80.3,,1,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Disabled,Public,SSS,SSS3,8,7,1,1,80.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Non-Disabled,Public,SSS,SSS3,473,7,9,6,80.3,,1,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Disabled,Public,SSS,SSS3,9,7,1,1,80.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Non-Disabled,Public,SSS,SSS3,501,7,9,6,80.3,,1,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Disabled,Private,Vocational,Vocational Year 1,0,2,1,1,77.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Non-Disabled,Private,Vocational,Vocational Year 1,18,2,1,1,77.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Disabled,Private,Vocational,Vocational Year 1,1,2,1,1,77.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Non-Disabled,Private,Vocational,Vocational Year 1,42,2,1,1,77.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Disabled,Public,Vocational,Vocational Year 1,1,3,1,1,77.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Non-Disabled,Public,Vocational,Vocational Year 1,20,3,1,1,77.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Disabled,Public,Vocational,Vocational Year 1,1,3,1,1,77.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Non-Disabled,Public,Vocational,Vocational Year 1,60,3,2,1,77.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Disabled,Private,Vocational,Vocational Year 2,0,2,1,1,77.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Non-Disabled,Private,Vocational,Vocational Year 2,15,2,1,1,77.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Disabled,Private,Vocational,Vocational Year 2,1,2,1,1,77.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Non-Disabled,Private,Vocational,Vocational Year 2,36,2,1,1,77.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Disabled,Public,Vocational,Vocational Year 2,1,3,1,1,77.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Non-Disabled,Public,Vocational,Vocational Year 2,17,3,1,1,77.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Disabled,Public,Vocational,Vocational Year 2,1,3,1,1,77.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Non-Disabled,Public,Vocational,Vocational Year 2,51,3,2,1,77.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Disabled,Private,Vocational,Vocational Year 3,0,2,1,1,77.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Non-Disabled,Private,Vocational,Vocational Year 3,11,2,1,1,77.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Disabled,Private,Vocational,Vocational Year 3,0,2,1,1,77.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Non-Disabled,Private,Vocational,Vocational Year 3,26,2,1,1,77.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Disabled,Public,Vocational,Vocational Year 3,0,3,1,1,77.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Female,Non-Disabled,Public,Vocational,Vocational Year 3,13,3,1,1,77.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Disabled,Public,Vocational,Vocational Year 3,1,3,1,1,77.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko East,Male,Non-Disabled,Public,Vocational,Vocational Year 3,37,3,1,1,77.3,,0,"Government Secondary School, Gboko East | Community Secondary School, Gboko East | Unity College, Gboko | Comprehensive High School, Gboko East"
2022/2023,North Central,Benue,Gboko,Gboko North West,Female,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,1,1,1,1,72.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Female,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,82,1,3,2,72.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Male,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,2,1,1,1,72.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Male,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,110,1,4,3,72.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Female,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,3,1,1,1,72.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Female,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,132,1,4,3,72.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,4,1,1,1,72.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Male,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,174,1,6,4,72.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Female,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,1,1,1,1,72.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Female,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,65,1,2,1,72.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Male,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,2,1,1,1,72.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Male,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,85,1,3,2,72.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Female,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,2,2,1,1,72.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Female,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,102,2,3,2,72.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
