session,zone,state,lga,ward,gender,disability,school_type,school_level,class_grade,student_count,school_count,classroom_count,computer_count,infrastructure_score,key_entry_level,is_o_level_student,school
2024/2025,South West,Ekiti,Efon,Efon II,Female,Disabled,Public,JSS,JSS3,13,7,1,1,56.2,,0,"Government Secondary School, Efon II | Community Secondary School, Efon II | Unity College, Efon | Comprehensive High School, Efon II"
2019/2020,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Private,JSS,JSS3,10,0,0,0,53.0,,0,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Public,JSS,JSS3,1,1,0,0,53.0,,0,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Public,JSS,JSS3,30,1,1,0,53.0,,0,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Private,SSS,SSS1,0,0,0,0,55.0,SSS1,0,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Private,SSS,SSS1,12,0,0,0,55.0,SSS1,1,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Public,SSS,SSS1,1,1,0,0,55.0,SSS1,0,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Public,SSS,SSS1,34,1,1,1,55.0,SSS1,1,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Private,SSS,SSS2,0,0,0,0,55.0,,0,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Private,SSS,SSS2,10,0,0,0,55.0,,1,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Public,SSS,SSS2,1,1,0,0,55.0,,0,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Public,SSS,SSS2,27,1,1,1,55.0,,1,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Private,SSS,SSS3,0,0,0,0,55.0,,0,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Private,SSS,SSS3,8,0,0,0,55.0,,1,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Public,SSS,SSS3,1,1,0,0,55.0,,0,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Public,SSS,SSS3,21,1,1,0,55.0,,1,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Private,SSS,SSS1,0,0,0,0,55.0,SSS1,0,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Private,SSS,SSS1,14,0,0,0,55.0,SSS1,1,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Public,SSS,SSS1,1,1,0,0,55.0,SSS1,0,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Public,SSS,SSS1,35,1,1,1,55.0,SSS1,1,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Private,SSS,SSS2,0,0,0,0,55.0,,0,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Private,SSS,SSS2,11,0,0,0,55.0,,1,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Public,SSS,SSS2,1,0,0,0,55.0,,0,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Public,SSS,SSS2,28,0,1,1,55.0,,1,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Private,SSS,SSS3,0,0,0,0,55.0,,0,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Private,SSS,SSS3,8,0,0,0,55.0,,1,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Public,SSS,SSS3,1,1,0,0,55.0,,0,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Public,SSS,SSS3,22,1,1,0,55.0,,1,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Private,Vocational,Vocational Year 1,0,0,0,0,52.0,,0,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Private,Vocational,Vocational Year 1,1,1,0,0,52.0,,0,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Public,Vocational,Vocational Year 1,0,1,0,0,52.0,,0,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Public,Vocational,Vocational Year 1,1,0,0,0,52.0,,0,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Private,Vocational,Vocational Year 2,0,0,0,0,52.0,,0,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Private,Vocational,Vocational Year 2,0,0,0,0,52.0,,0,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Public,Vocational,Vocational Year 2,0,0,0,0,52.0,,0,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Public,Vocational,Vocational Year 2,1,0,0,0,52.0,,0,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Private,Vocational,Vocational Year 3,0,0,0,0,52.0,,0,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Private,Vocational,Vocational Year 3,0,0,0,0,52.0,,0,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Public,Vocational,Vocational Year 3,0,0,0,0,52.0,,0,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Public,Vocational,Vocational Year 3,0,0,0,0,52.0,,0,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Private,Vocational,Vocational Year 1,0,0,0,0,52.0,,0,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Private,Vocational,Vocational Year 1,2,0,0,0,52.0,,0,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Public,Vocational,Vocational Year 1,0,0,0,0,52.0,,0,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Public,Vocational,Vocational Year 1,2,0,1,1,52.0,,0,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Private,Vocational,Vocational Year 2,0,0,0,0,52.0,,0,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Private,Vocational,Vocational Year 2,2,0,0,0,52.0,,0,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Public,Vocational,Vocational Year 2,0,0,0,0,52.0,,0,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Public,Vocational,Vocational Year 2,2,0,0,0,52.0,,0,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Private,Vocational,Vocational Year 3,0,0,0,0,52.0,,0,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Private,Vocational,Vocational Year 3,1,0,0,0,52.0,,0,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Public,Vocational,Vocational Year 3,0,0,0,0,52.0,,0,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Public,Vocational,Vocational Year 3,1,0,0,0,52.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Private,JSS,JSS1,0,0,0,0,56.0,JSS1,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Private,JSS,JSS1,17,0,1,0,56.0,JSS1,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Public,JSS,JSS1,1,1,0,0,56.0,JSS1,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Public,JSS,JSS1,58,1,2,1,56.0,JSS1,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Private,JSS,JSS2,0,0,0,0,56.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Private,JSS,JSS2,14,0,1,0,56.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Public,JSS,JSS2,1,1,0,0,56.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Public,JSS,JSS2,48,1,1,1,56.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Private,JSS,JSS3,0,0,0,0,56.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Private,JSS,JSS3,11,0,0,0,56.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Public,JSS,JSS3,1,0,0,0,56.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Public,JSS,JSS3,38,0,1,1,56.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Private,JSS,JSS1,0,0,0,0,56.0,JSS1,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Private,JSS,JSS1,15,0,1,0,56.0,JSS1,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Public,JSS,JSS1,1,1,0,0,56.0,JSS1,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Public,JSS,JSS1,52,1,2,1,56.0,JSS1,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Private,JSS,JSS2,0,0,0,0,56.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Private,JSS,JSS2,12,0,0,0,56.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Public,JSS,JSS2,1,1,0,0,56.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Public,JSS,JSS2,43,1,1,1,56.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Private,JSS,JSS3,0,0,0,0,56.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Private,JSS,JSS3,10,0,0,0,56.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Public,JSS,JSS3,1,0,0,0,56.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Public,JSS,JSS3,34,0,1,1,56.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Private,SSS,SSS1,0,0,0,0,58.0,SSS1,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Private,SSS,SSS1,14,0,1,0,58.0,SSS1,1,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Public,SSS,SSS1,1,1,0,0,58.0,SSS1,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Public,SSS,SSS1,36,1,1,1,58.0,SSS1,1,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Private,SSS,SSS2,0,0,0,0,58.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Private,SSS,SSS2,11,0,0,0,58.0,,1,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Public,SSS,SSS2,1,1,0,0,58.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Public,SSS,SSS2,29,1,1,1,58.0,,1,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Private,SSS,SSS3,0,0,0,0,58.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Private,SSS,SSS3,9,0,0,0,58.0,,1,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Public,SSS,SSS3,0,1,0,0,58.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Public,SSS,SSS3,23,1,1,0,58.0,,1,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Private,SSS,SSS1,0,0,0,0,58.0,SSS1,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Private,SSS,SSS1,16,0,1,0,58.0,SSS1,1,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Public,SSS,SSS1,1,0,0,0,58.0,SSS1,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Public,SSS,SSS1,41,0,1,1,58.0,SSS1,1,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Private,SSS,SSS2,0,0,0,0,58.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Private,SSS,SSS2,13,0,0,0,58.0,,1,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Public,SSS,SSS2,1,1,0,0,58.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Public,SSS,SSS2,33,1,1,1,58.0,,1,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Private,SSS,SSS3,0,0,0,0,58.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Private,SSS,SSS3,10,0,0,0,58.0,,1,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Public,SSS,SSS3,1,1,0,0,58.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Public,SSS,SSS3,25,1,1,0,58.0,,1,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Private,Vocational,Vocational Year 1,0,0,0,0,55.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Private,Vocational,Vocational Year 1,1,0,0,0,55.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Public,Vocational,Vocational Year 1,0,0,0,0,55.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Public,Vocational,Vocational Year 1,1,0,0,0,55.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Private,Vocational,Vocational Year 2,0,0,0,0,55.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Private,Vocational,Vocational Year 2,1,0,0,0,55.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Public,Vocational,Vocational Year 2,0,0,0,0,55.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Public,Vocational,Vocational Year 2,1,0,0,0,55.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Private,Vocational,Vocational Year 3,0,0,0,0,55.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Private,Vocational,Vocational Year 3,0,0,0,0,55.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Public,Vocational,Vocational Year 3,0,0,0,0,55.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Public,Vocational,Vocational Year 3,1,0,0,0,55.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Private,Vocational,Vocational Year 1,0,0,0,0,55.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Private,Vocational,Vocational Year 1,2,0,0,0,55.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Public,Vocational,Vocational Year 1,0,0,0,0,55.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Public,Vocational,Vocational Year 1,2,0,0,0,55.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Private,Vocational,Vocational Year 2,0,0,0,0,55.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Private,Vocational,Vocational Year 2,1,0,0,0,55.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Public,Vocational,Vocational Year 2,0,0,0,0,55.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Public,Vocational,Vocational Year 2,2,0,1,1,55.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Private,Vocational,Vocational Year 3,0,0,0,0,55.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Private,Vocational,Vocational Year 3,1,0,0,0,55.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Public,Vocational,Vocational Year 3,0,0,0,0,55.0,,0,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Public,Vocational,Vocational Year 3,2,0,0,0,55.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Private,JSS,JSS1,1,0,0,0,59.0,JSS1,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Private,JSS,JSS1,25,0,1,0,59.0,JSS1,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Public,JSS,JSS1,1,1,0,0,59.0,JSS1,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Public,JSS,JSS1,52,1,2,1,59.0,JSS1,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Private,JSS,JSS2,1,0,0,0,59.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Private,JSS,JSS2,20,0,1,0,59.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Public,JSS,JSS2,1,1,0,0,59.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Public,JSS,JSS2,43,1,1,1,59.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Private,JSS,JSS3,0,0,0,0,59.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Private,JSS,JSS3,16,0,1,0,59.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Public,JSS,JSS3,1,0,0,0,59.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Public,JSS,JSS3,34,1,1,1,59.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Private,JSS,JSS1,1,0,0,0,59.0,JSS1,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Private,JSS,JSS1,20,0,1,0,59.0,JSS1,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Public,JSS,JSS1,1,0,0,0,59.0,JSS1,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Public,JSS,JSS1,52,0,2,1,59.0,JSS1,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Private,JSS,JSS2,0,0,0,0,59.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Private,JSS,JSS2,17,0,1,0,59.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Public,JSS,JSS2,1,0,0,0,59.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Public,JSS,JSS2,42,0,1,1,59.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Private,JSS,JSS3,0,0,0,0,59.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Private,JSS,JSS3,13,0,0,0,59.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Public,JSS,JSS3,1,0,0,0,59.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Public,JSS,JSS3,34,0,1,1,59.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Private,SSS,SSS1,1,0,0,0,61.0,SSS1,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Private,SSS,SSS1,22,0,1,0,61.0,SSS1,1,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Public,SSS,SSS1,1,0,0,0,61.0,SSS1,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Public,SSS,SSS1,37,0,1,1,61.0,SSS1,1,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Private,SSS,SSS2,1,0,0,0,61.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Private,SSS,SSS2,17,0,1,0,61.0,,1,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Public,SSS,SSS2,1,0,0,0,61.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Public,SSS,SSS2,30,0,1,0,61.0,,1,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Private,SSS,SSS3,0,0,0,0,61.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Private,SSS,SSS3,13,0,0,0,61.0,,1,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Public,SSS,SSS3,0,0,0,0,61.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Public,SSS,SSS3,23,0,1,0,61.0,,1,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Private,SSS,SSS1,1,0,0,0,61.0,SSS1,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Private,SSS,SSS1,22,0,1,0,61.0,SSS1,1,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Public,SSS,SSS1,1,0,0,0,61.0,SSS1,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Public,SSS,SSS1,36,0,1,1,61.0,SSS1,1,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Private,SSS,SSS2,1,0,0,0,61.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Private,SSS,SSS2,18,0,1,0,61.0,,1,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Public,SSS,SSS2,1,0,0,0,61.0,,0,"Junior Secondary School, Chiromawa"
