session,zone,state,lga,institution_type,tertiary_institution,gender,disability,programme_cluster,discipline_group,programme
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,Education,Educational Technology
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,Education,Educational Technology
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,Education,Curriculum Studies
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,Education,Curriculum Studies
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,Education,Curriculum Studies
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,Education,Curriculum Studies
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,ART,Linguistics
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,ART,Linguistics
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,ART,Linguistics
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,ART,Linguistics
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,ART,Arabic Studies
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,ART,Arabic Studies
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,ART,Arabic Studies
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,ART,Arabic Studies
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,ART,English Language
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,ART,English Language
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,ART,English Language
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,ART,English Language
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,ART,Hausa
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,ART,Hausa
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,ART,Hausa
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,ART,Hausa
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,ART,English and Literary Studies
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,ART,English and Literary Studies
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,ART,English and Literary Studies
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,ART,English and Literary Studies
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,ART,Theatre Arts
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,ART,Theatre Arts
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,ART,Theatre Arts
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,ART,Theatre Arts
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,ART,History and International Studies
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,ART,History and International Studies
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,ART,History and International Studies
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,ART,History and International Studies
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,ART,Fine and Applied Arts
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,ART,Fine and Applied Arts
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,ART,Fine and Applied Arts
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,ART,Fine and Applied Arts
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,Social Sciences,Economics
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,Social Sciences,Economics
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,Social Sciences,Economics
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,Social Sciences,Economics
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,Social Sciences,Psychology
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,Social Sciences,Psychology
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,Social Sciences,Psychology
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,Social Sciences,Psychology
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,Social Sciences,Geography
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,Social Sciences,Geography
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,Social Sciences,Geography
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,Social Sciences,Geography
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,Social Sciences,Sociology
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,Social Sciences,Sociology
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,Social Sciences,Sociology
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,Social Sciences,Sociology
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,Social Sciences,Political Science
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,Social Sciences,Political Science
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,Social Sciences,Political Science
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,Social Sciences,Political Science
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,Social Sciences,Broadcasting
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,Social Sciences,Broadcasting
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,Social Sciences,Broadcasting
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,Social Sciences,Broadcasting
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,Social Sciences,Mass Communication
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,Social Sciences,Mass Communication
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,Social Sciences,Mass Communication
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,Social Sciences,Mass Communication
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,Social Sciences,Accounting
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,Social Sciences,Accounting
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,Social Sciences,Accounting
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,Social Sciences,Accounting
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,Social Sciences,Marketing
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,Social Sciences,Marketing
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,Social Sciences,Marketing
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,Social Sciences,Marketing
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,Social Sciences,Business Administration
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,Social Sciences,Business Administration
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,Social Sciences,Business Administration
2021/2022,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,Social Sciences,Business Administration
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,Education,Adult Education
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,Education,Adult Education
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,Education,Adult Education
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,Education,Adult Education
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,Education,Primary Education Studies
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,Education,Primary Education Studies
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,Education,Primary Education Studies
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,Education,Primary Education Studies
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,Education,Guidance and Counselling
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,Education,Guidance and Counselling
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,Education,Guidance and Counselling
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,Education,Guidance and Counselling
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,Education,Educational Technology
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,Education,Educational Technology
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,Education,Educational Technology
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,Education,Educational Technology
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,Education,Curriculum Studies
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,Education,Curriculum Studies
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,Education,Curriculum Studies
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,Education,Curriculum Studies
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,ART,Linguistics
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,ART,Linguistics
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,ART,Linguistics
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,ART,Linguistics
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,ART,Arabic Studies
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,ART,Arabic Studies
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,ART,Arabic Studies
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,ART,Arabic Studies
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,ART,English Language
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,ART,English Language
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,ART,English Language
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,ART,English Language
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,ART,Hausa
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,ART,Hausa
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,ART,Hausa
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,ART,Hausa
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,ART,English and Literary Studies
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,ART,English and Literary Studies
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,ART,English and Literary Studies
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,ART,English and Literary Studies
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,ART,Theatre Arts
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,ART,Theatre Arts
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,ART,Theatre Arts
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,ART,Theatre Arts
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,ART,History and International Studies
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,ART,History and International Studies
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,ART,History and International Studies
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,ART,History and International Studies
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,ART,Fine and Applied Arts
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,ART,Fine and Applied Arts
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,ART,Fine and Applied Arts
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,ART,Fine and Applied Arts
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,Social Sciences,Economics
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,Social Sciences,Economics
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,Social Sciences,Economics
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,Social Sciences,Economics
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,Social Sciences,Psychology
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,Social Sciences,Psychology
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,Social Sciences,Psychology
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,Social Sciences,Psychology
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,Social Sciences,Geography
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,Social Sciences,Geography
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,Social Sciences,Geography
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,Social Sciences,Geography
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,Social Sciences,Sociology
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,Social Sciences,Sociology
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,Social Sciences,Sociology
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,Social Sciences,Sociology
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,Social Sciences,Political Science
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,Social Sciences,Political Science
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,Social Sciences,Political Science
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,Social Sciences,Political Science
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,Social Sciences,Broadcasting
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,Social Sciences,Broadcasting
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,Social Sciences,Broadcasting
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,Social Sciences,Broadcasting
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,Social Sciences,Mass Communication
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,Social Sciences,Mass Communication
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,Social Sciences,Mass Communication
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,Social Sciences,Mass Communication
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,Social Sciences,Accounting
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,Social Sciences,Accounting
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,Social Sciences,Accounting
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,Social Sciences,Accounting
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,Social Sciences,Marketing
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,Social Sciences,Marketing
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,Social Sciences,Marketing
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,Social Sciences,Marketing
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,Social Sciences,Business Administration
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,Social Sciences,Business Administration
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,Social Sciences,Business Administration
2022/2023,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,Social Sciences,Business Administration
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,Education,Adult Education
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,Education,Adult Education
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,Education,Adult Education
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,Education,Adult Education
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,Education,Primary Education Studies
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,Education,Primary Education Studies
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,Education,Primary Education Studies
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,Education,Primary Education Studies
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,Education,Guidance and Counselling
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,Education,Guidance and Counselling
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,Education,Guidance and Counselling
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,Education,Guidance and Counselling
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,Education,Educational Technology
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,Education,Educational Technology
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,Education,Educational Technology
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,Education,Educational Technology
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,Education,Curriculum Studies
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,Education,Curriculum Studies
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,Education,Curriculum Studies
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,Education,Curriculum Studies
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,ART,Linguistics
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,ART,Linguistics
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,ART,Linguistics
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,ART,Linguistics
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,ART,Arabic Studies
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,ART,Arabic Studies
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,ART,Arabic Studies
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,ART,Arabic Studies
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,ART,English Language
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,ART,English Language
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,ART,English Language
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,ART,English Language
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,ART,Hausa
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,ART,Hausa
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,ART,Hausa
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,ART,Hausa
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,ART,English and Literary Studies
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,ART,English and Literary Studies
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,ART,English and Literary Studies
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,ART,English and Literary Studies
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,ART,Theatre Arts
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,ART,Theatre Arts
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,ART,Theatre Arts
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Disabled,Non-STEMM,ART,Theatre Arts
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Non-Disabled,Non-STEMM,ART,History and International Studies
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Male,Disabled,Non-STEMM,ART,History and International Studies
2023/2024,South South,Cross River,Abi,College of Education,"College of Education, Abi",Female,Non-Disabled,Non-STEMM,ART,History and International Studies
