school
Ali Ado Memorial Nursery And Primary School
"Banda Kado Primary School, Banda Kado"
"Danadama Primary School, Danadama"
"Dantuwo Primary School, Dantuwo"
"Garin Goshi Primary School, Garin Goshi"
Gwandagwaro Primary School
"Hardo Gambo Nomadic Primary School, Fulani Hardo Gambo"
"Kakudi Babba Primary School, Kakudi Babba"
"Kyara Primary School, Kyara"
"Maimazari Primary School, Maimazari"
"Mosege Nomadic Primary School, Mosege"
"Takatsaba Primary School, Takatsaba"
"Takure Primary School, Takure"
"Umarni Primary School, Umarni"
Unguwar Kiwo
"Bango Primary School, Bango"
"Danbanki Primary School, Danbanki"
Dangoriba Primary School
"Danyarda Primary School, Danyarda"
"Garin Haro Nomadic Primary School, Garin Haro"
Hardo Bai Nomadic Primary School
"Hardo Kwaine Nomadic Primary School, Hardo Kwaine"
"Kakudi Tsuru Primary School, Kakudi Tsuru"
"Lageniya Primary School, Lageniya"
"Mairago Nomadic Primary School, Mai Rago"
"Nazau Primary School, Nazau"
"Tarika Primary School, Tarika"
"Unguwar Kiwo Primary School, Unguwar Kiwo"
"Yandamo Primary School, Yandamo"
"Afitawa Primary School, Afitawa"
"Ajaura Primary School, Ajaura"
"Bardo Primary School, Bardo"
Buturanawa Nomadic Primary School
"Fulatan Primary School, Fuatan"
"Gurjawa Primary School, Gurjawa"
"Kundu Primary School, Kundu"
"Nomi Primary School, Nomo"
"Yangayami Primary School, Yangayami"
"Akasan Islamiya Primary School, Akasan"
"Barnawa Nomadic Primary School, Barnawa"
"Chakwaikwaiwa Primary School, Chakwaikwaiwa"
"Chiwasu Primary School, Chiwasu"
"G/Kiliya Primary School, Gidan Kiliya"
Hawandu Primary School
Kauyan Mata Primary School
"Kwajali Islamiya Primary School, Kwajali"
"Rafin Kanya Primary School, Rafin Kanya"
"Yanyanga Primary School, Yanyanga"
"Atiyaye Primary School, Atiyaye"
"Bidawa Primary School, Bidawa"
"Chukuto Primary School, Chukuto"
Dakawar Dinya Primary School
Dandalla Nomadic Primary School
"Idan Zakara Primary School, Idan Zakara"
"Kwajali Primary School, Kwajali"
"Shirinya Nomadic Primary School, Shrinya"
"Zarga Primary School, Zarga"
Asayaya Primary School
Dakawar Kuka Primary School
Gamakauye Primary School
Gujungu Islamiyya
Gujungu Kuou Primary School
"Gujungu Primary School, Gujungu"
"K/Gilima Primary School, Kaura Gilma"
"M/Maizuwo Primary School, Malamawar Maizuwo"
"T/Kwajali Primary School, Tofar Kwajali"
"Dankaraye Primary School, Dankaraye"
Ganyawa Islamiyya Primary School
Gidan Ganji Primary School
"K/Mato Primary School, Koran Mato"
"Kiri Islamiya Primary School, Kiri"
"Kiri Primary School, Kiri"
"Mahoni Primary School, Mahoni"
"Tsadawa Primary School, Tsadawa"
Domawa Primary School
"Gidan Naruwa Primary School, Gidan Naruwa"
"Kangal Primary School, Kangal"
"Kwalam Central Primary School, Kwalam"
"Kwalam Islamiya Primary School, Kwalam"
"Maiyadiya Primary School, Maiyadiya"
"Tsinaho Primary School, Tsanaho"
Yanfari Primary School
Gilima Islamiyya Primary School
"Kayar Gazara Primary School, Kayar Gazara"
"Maje Central Primary School, Maje"
"Maje Islamiya Primary School, Maje"
"Majia Central Primary School, Majia"
"Walawa Primary School, Walawa"
"Zangon Maje Primary School, Zangon Maje"
"Abakura Primary School, Abakura"
"Bandani Nomadic Primary School, Bandani"
"Dukunu Nomadic Primary School, Dugunu Fulani"
"Gilima Primary School, Gilima"
Katarika Primary School
"Kokochi Primary School, Kokochi"
"Majia Islamiya Primary School, Majia"
Majiya Tasha Primary School
"Wayu Primary School, Wayu"
"Gurgunya Primary School, Gurgunya"
Imam Jibrin Sabon Garin Yaya Primary School
Kokoci Yadda Primary School
"Kukui Primary School, Kukui"
"Rigar S/Fada Nomadic Primary School, Rigar Sarkin Fada"
Sabongari  Yaya Central Primary School
"Sabongari Islamiyya Primary School, Sabon Garin Yaya"
"Yaldewo Nomadicprimary School, Yaldewo"
Aliyu  Bin Abidalib Acadamic Taura Jarkasa
Amina Tahfizul Quran Islamiyya School Sabon Garir Yaya
"Daurawa Primary School, Daurawa"
"Digawar Yan Bukudu Nomadic Primary School, Digawar Yanbukudu"
Garba Halliru Primary School
Hazak Nursery And Primary School
"Jarkasa Islamiya Primary School, Taura"
Kwalam Kudu Primary School
"M/Taura Primary School, Malamawar Taura"
Madinatul Ahabab Littahafizul Quran Nursery And Primary School
Takai Nomadic Primary School
"Taura Islamiya Primary School, Taura"
"Taura Science Model Primary School, Taura"
"Taura Science Special Primary School, Taura"
Taura Tahfizul Quran Islamiya School
"Furji Primary School, Firji Gabas"
Jallawa Nomadic Primary School
"Mallam Ado Yassa Tsangaya School, Achilafiya"
"Mallam Lawan Tsangaya School, Sada"
Nurul Islam Islamiyya Primary School Achilafiya
"S/Garin Murde Primary School, S G Murde"
"Addani Primary School, Addani"
Bugaje Nomadic Primary School
"Dumbu Primary School, Dumbu"
Jamaar Gabas Nomadic Primary School
Kanawa Primary School
"Mallam Nura Tsangaya School, Dankama"
"Sada Primary School, Sada"
"Bandawa Primary School, Bandawa"
"Dankama Primary School, Damkama"
Dumna Community Nomdic Primary Schiool
"Jeka Fada Primary School I, Jekafada"
"Mallam Sani Tsangaya School, Ruruma"
Rauda Waidu Nomadic Primary School
"Shadamai Primary School, Shadamai"
Gurjiya Tsangaya Primary School
"Kudu Sabuwa Primary School, K Sabuwa"
"Kwarin Kalgo Primary School, Gurjiya"
"R/Yangandu Primary School, Rauda Yan Gandu"
"U/Magaji Primary School, Umagaji"
Yawara Islamiyya Primary School
"Gwarta Primary School I, Gawta"
"Gwarta Primary School Ii, Gwarta"
"Jekafada Primary School Ii, Jekafada"
"R/Dirbe Primary School, Dirbe"
Sankarawa Nomadic Primary School
"Tsangaya School, Jekafada"
"Ali Makeri Gabas Primary School, Karkarna"
"Hedanyatul Adfan Tsangaya School, Yanman Karkarna"
"Karkarna Model Primary School, Karkarna"
"Karkarna Sprimary School, Karkarna"
"Mallam Buhari Tsangaya School, Karkarna"
"Tsangaya Primary School, Karkarna"
"Tsngaya Islammiya Karkarnaprimary School, Karkarna"
Jaar Malan Bala Nomadic P.S
"Kuda Primary School, Kuda"
Kuda Tsangaya Primary School
Kuda Walawa Primary School
Tsangaya   Islamiyya Primary School Kuda
GOLDEN STONE INTERNATIONAL PRIMARY SCHOOL UMUOGIRIEZE IMUFU
KING OF KINGS PRIMARY SCHOOL IMUFU
MOTHER OF THE REDEEMER NURSARY/PRIMARY SCHOOL UDA
ST PATRICKS NURSARY/PRIMARY SCHOOL AMACHALLA
"UNION PRIMARY SCHOOL, UMUONEHE AJI"
"CENTRAL SCHOOL, ONICHA ENUGU EZIKE"
"COMMUNITY PRIMARY SCHOOL, I AMACHALA"
"COMMUNITY PRIMARY SCHOOL, UMACHI"
"COMMUNITY PRIMARY SCHOOL, UMUAGAMA"
EVANGELPRIMARY SCHOOL IMUFU
GOODNEWS PRIMARY SCHOOL UMUOGBO NKPOYI AGU
LAUREL CITY ACADEMY NURSERY AND PRIMARY SCHOOL UMUADOGWA
MOUNT ZION PRIMARY SCHOOL UGWU ATTAMA
ST. ADREWS NURSARY/PRIMARY SCHOOL UROSHI
ST. MARYS NURSARY AND PRIMARY SCHOOL UMUAGAMA
"UNION PRIMARY SCHOOL, UMUOPE ENUGU EZIKE"
"CENTRAL SCHOOL, UMACHI"
"COMMUNITY PRIMARY SCHOOL, IGBELLE ENUGU EZIKE"
"COMMUNITY PRIMARY SCHOOL, UMUODEJE AJI"
"COMMUNITY UNITY PRIMARY SCHOOL, UMUOPU AGU"
LIVING GOD NURSARY/PRIMARY SCHOOL IGBELLE
NEW NIGERIA NURSERY AND PRIMARY SCHOOL
QUEEN OF PEACE NURSARY AND PRIMARY SCHOOL IMUFU
ST CATHERINES PRIMARY SCHOOL
ST. BARTHOLOMEW NURSARY/PRIMARY SCHOOL AMACHALLA
ST. MARK AND FRANK NURSARY/PRIMARY UMUIDA SCHOOL
"UNITY PRIMARY SCHOOL, OLIDO"
CHRIST THE SAVOUR NURSARY AND PRIMARY SCHOOL OGRUTE
CITY OF WISDOM PRIMARY SCHOOL
"COMMUNITY PRIMARY SCHOOL, IYIONU"
"COMMUNITY PRIMARY SCHOOL, UMUOPU UMUEZE"
"DYNAMIC MISSION PRIMARY SCHOOL, OGRUTE"
HOLY TRINITY PRIMARY SCHOOL UGBAIKE
"MIGRANT FARMERS CHILDREN SCHOOL, AMAEZE UGBAIKE"
"RHEMA PRIMARY SCHOOL, IMUFU"
SAINT JOHNS PRIMARY SCHOOL ISIUGWU
SEAT OF WISDOM PRIMARY SCHOOL
STRONGHOLD PRIMARY SCHOOL
"CENTRAL SCHOOL, UMUAGAMA ENUGU EZIKE"
"COMMUNITY PRIMARY SCHOOL, IKPAMODO"
"COMMUNITY PRIMARY SCHOOL, UMUODUMEGWU AGUIBEJE"
DIVINE MERCY ACADEMY
KEN JESSY NURSERY AND PRIMARY SCHOOL IGOGORO
LIVING PROOF ACADEMY AJI
MARANATHA NURSERY AND PRIMARY SCHOOL NKPAMUTE ULO
"OGENE PRIMARY SCHOOL, UMUIDA"
ST. LUKESS NURSARY/PRIMARY SCHOOL AMIFIE
ST. THERESA NURSARYAND PRIMARY SCHOOL UMUOSHENE UMUIDA
UCHECHUKWU PRIMARY SCHOOL INYI
UP BRINGING PRIMARY SCHOOL IKPU - IGA
"CENTRAL SCHOOL, UMUIDA"
"COMMUNITY PRIMARY SCHOOL, IKPUIGA"
"COMMUNITY PRIMARY SCHOOL, UMUOGBO ULO"
DIVINE PEACE ACCADEMY         NKPAMUTE
"MIGRANT FARMERS CHILDREN SCHOOL, AGU IBEJE"
OUR MOTHER OF PERPETUAL HELP NURSARY AND PRIMARY SCHOOL AJI
OXFORD NURSERY PRIMARY SCHOOL
SAINT MARYS PRIMARY SCHOOL UMUOGBO AGU
ST. KENETH NURSERY AND PRIMARY SCHOOL
ST. PAULS NURSAY AND PRIMARY SCHOOL UDA
"WISDOM GATE ACADEMY, OGRUTE"
"CENTRAL SCHOOL, UMUOGBOAGU"
COMMUNITY PRIMARY SCHOOL UGWUEZE MKPUME
"COMMUNITY PRIMARY SCHOOL, IMUFU"
"COMMUNITY PRIMARY SCHOOL, UMUOGBOAGU"
DIVINE FAVOUR NURSARY AND PRIMARY SCHOOL UMUAGAMA
DIVINE WOUND PRIMARY SCHOOL AMACHALLA
"MIGRANT FARMERS CHILDREN SCHOOL, AJI"
PASVOBIS PRIMARY SCHOOL UDA
"SAINT JOHNS PRIMARY SCHOOL, UDA"
"SAINT MARY NURSERY AND PRIMARY SCHOOL, UMUONEHE AJI"
ST. PHILIPS NURSARY AND PRIMARY SCHOOL UMUIDA
"CENTRAL SCHOOL, UMUOPU"
"COMMUNITY PRIMARY SCHOOL, INYI"
"COMMUNITY PRIMARY SCHOOL, UMUOPU"
CORNERSTONE PRIMARY SCHOOL UMUOGBO
DESTINY NURSARY AND PRIMARY SCHOOL OGRUTE
DOMINION INTERNATIONAL PRIMARY SCHOOL OGRUTE
"MIGRANT FARMERS CHILDREN SCHOOL, AKPATULU UMUIDA"
RHEMA PRIMARY SCHOOL UMUFIE ISIOBELE
ST CATHERINES PRIMARY SCHOOLS
ST. THOMAS NURSARY AND PRIMARY SCHOOL UMUIDA
ZION MISSION PRIMARY SCHOOL UMUEZE UMUOPU
CLEMENT AJI MEMORIAL PRIMARY SCHOOL ODORU  UMUOGBO-ULO
"COMMUNITY PRIMARY SCHOOL, MBOSHI AJI"
"COMMUNITY PRIMARY SCHOOL, MKPOYI"
"COMMUNITY PRIMARY SCHOOL, UMUSHENE UMUIDA"
EMMAMAUEL AND EMMANUELLA NURSARY/PRIMARY SCHOOL UMUAGAMA
"MIGRANT FARMERS CHILDREN SCHOOL, IGOGORO"
ODEZEMISSION ACCADEMY ISIUGWU
ROCK FOUNDATION PRIMARY SCHOOL OGRUTE
ST GLADYS NURSARY AND PRIMARY SCHOOL UMUAGAMA
ST. JOHN NURSERY AND PRIMARY SCHOOL
"TOWNSHIP PRIMARY SCHOOL I, OGRUTE"
"CENTRAL SCHOOL, IBAGWA AKA"
"COMMUNITY PRIMARY SCHOOL I, ALOR AGU"
"COMMUNITY PRIMARY SCHOOL II, ALOR AGU"
"EAGLES NEST NURSERY/PRIMARY  SCHOOL, ALOR - AGU"
"POWERLINE PRIMARY SCHOOL, ALOR- AGU"
"ST. JAMESS NURSERY  AND PRIMARY SCHOOL, ALOR-AGU"
"CENTRAL SCHOOL, ISIAGU IBAGWA ?AKA"
"COMMUNITY UNITY PRIMARY SCHOOL, IMILIKE IBEGWA AKA"
"GOSPEL FOUNDATION INTERNATIONAL NURSERY/PRIMARY  SCHOOL, AMEBO NDADI IBAGWA - AKA"
"TOWNSHIP SCHOOL II, IBAGWA AKA"
"BEST FOUNDATION PRIMARY SCHOOL, IBAGWA AKA AMAGU ECHARA IBAGWA"
"BETHEL METHODIST ACADEMY NURSERY/PRIMARY SCHOOL, IBAGWA - AKA"
ST CATHERINE PRIMARY SCHOOL IBAGWA AKA
"COMMUNITY PRIMARY SCHOOL, AGUOGBARA IBEAGWA AKA"
"GOOD  SHEPHERED NURSERY/PRIMARY SCHOOL, ALAOHA EBURUMIRI, IBAGWA - AKA"
"QUEENS PRIMARY  SCHOOL, ISIAGU IBAGWA - AKA"
"COMMUNITY PRIMARY SCHOOL, EBURUMIRI IBAGWA ?AKA"
OJI POWER PRIME TREASURE PRI SCH IGBO-EZE SOUTH
"ST.  ANDREWS NURSERY/PRIMARY SCHOOL, IBAGWA - AKA"
"Best Foundation Nursery Primary School, IHEAKA"
"CENTRAL SCHOOL, IHEAKA"
COMMUNITY PRIMARY SCHOOL EKOYI IHEAKA
"COMMUNITY PRIMARY SCHOOL II, IHEAKA"
"COMMUNITY PRIMARY SCHOOL, UGO IHEAKA"
"COMMUNITY UNITY PRIMARY SCHOOL 1, IHEAKA"
DIVINE LIGHT ACADEMY PRIMARY SCHOOL IHEAKA
EL-SHADDAI ACADEMY IHEAKA
EXCELLENT ACHIVERS PRIMARY SCHOOL IHEAKA
Emmanuel Nursery Primary Schoo IHEAKA
FASTBACK INTERNATIONAL PRIMARY SCHOOL IHEAKA
HOLY FAMILY NURSARY &amp; PRIMARY
"HOLY TRINITY NURSERY AND PRIMARY SCHOOL, IHEAKA"
"MODERN PRIMARY  SCHOOL, ABULEGWU LIKKE IHEAKA"
"MODERN PRIMARY SCHOOL, OGBA - IHEAKA"
"ONWARD NURSERY, PRIMARY SCHOOL, LIKKE IHEAKA"
"COMMUNITY PRIMARY SCHOOL, I IBAGWA ?AKA"
"ST. JUDES PRIMARY SCHOOL, EBURUMIRI IBAGWA - AKA"
"AWKA N OBARA PRIMARY SCHOOL, II IHEAKPU ? AWKA"
"AWKA NOBARA PRIMARY SCHOOL, IHEAKPU"
"BRAINY CHILDREN SMART SCHOOL, AMAJIOGE IHEAKPU - AWKA"
"COMMUNITY PRIMARY SCHOOL, IHEAKPU - AWKA"
FAVOURED KIDS ACADEMY
"MODERN PRIMARY SCHOOL, EZZI IHEAKPU - AWKA"
"SHEPHERD OF KIDS NURSERY AND PRIMARY SCHOOL,UMUAROJI"
"ST. PATRICK PRIMARY SCHOOL, IHEAKPU AWKA"
"COMMUNITY PRIMARY SCHOOL II, ITCHI"
"COMMUNITY PRIMARY SCHOOL III, ITCHI"
"COMMUNITY PRIMARY SCHOOL, ITCHI AGU"
"COMMUNITY UNITY PRIMARY SCHOOL I, ITCHI"
"MIGRANT FARMER CHILDREN SCHOOL, OKWAA ITCHI"
ST JOHNS PRIMARY SCHOOL ITCHI
"ST JOSEPHS NURSERY AND PRIMARY  SCHOOL, ITCH."
"UNION PRIMARY SCHOOL, ITCHI ?OHE"
"COMMUNITY PRIMARY SCHOOL, ISIAGU IBAGWA"
"TOWNSHIP SCHOOL I, IBAGWA AKA"
"ASUMPTA PRIMARY/NURSERY SCHOOL, NKALAGU OBUKPA"
"COMMUNITY PRIMARY SCHOOL, NKALAGU OBUKPA"
EBENEZER INTERNATIONAL ACADEMY NKALAGU
"ELUOHE PRIMARY SCHOOL, NKALAGU OBUKPA"
COMMUNITY PRIMARY SCHOOL AJUONA OVOKO
"TOWNSHIP SCHOOL III, IBEAGWA AKA"
BLESSED ANGELS PRIMARY SCHOOL OVOKO
BRAINCHILD ACADEMY OVOKO
"CENTRAL SCHOOL, OVOKO"
"CHRIST THE KING PRIMARY SCHOOL,UMUOGENE OVOKO"
"COMMUNITY  PRIMARY SCHOOL, MKPUNASE OVOKO"
COMMUNITY PRIMARY SCHOOL OVOKO ?AGU
"COMMUNITY PRIMARY SCHOOL, OVOKO ? IHEAKA"
"COMMUNITY PRIMARY SCHOOL, OVOKO ?ULO"
"COMMUNITY PRIMARY SCHOOL, ULUNYA OVOKO"
"COMMUNITY PRIMARY SCHOOL, UMUEZEAVURU OVOKO"
DANIEL AND FELICIA PRIMARY SCHOOL OVOKO
"DANIEL AND FELICIA SMART SCHOOL, AMAJA OVOKO"
DIVINE PRESSENCE PRIMARY SCHOOL
DIVINE WISDOM NURSARY AND PRIMARY SCHOOL AMAGU OVOKO
GARDEN OF KIDS PRIMARY SCHOOL OVOKO
ST FRANCIS PRIMARY SCHOOL OVOKO
ST PETERS PRIMARY SCHOOL OVOKO
"ST. GEORGE INTERNATIONAL SCHOOL, OVOKO"
"St Judes Primary School, OVOKO"
"UNION PRIMARY SCHOOL, UMUJIOHA OVOKO"
"VICTORIOUS FOUNDATION SCHOOL, AMACHARA OVOKO"
"WISDOM NURSERY/PRIMARY SCHOOL, OVOKO"
"COMMUNITY PRIMARY SCHOOL, UHUNDOWERRE"
ST JOHN PRIMARY SCHOOL IBAGWA
"ALL SAINTS PRIMARY SCHOOL, UHUNOWERRE"
"COMMUNITY PRIMARY SCHOOL, UHUNOWERRE II"
HOLY FAMILY SEC SCHOOL IHEAKA
ST MARYS PRIMARY SCHOOL IBAGWA AKA
"COMMUNITY PRIMARY SCHOOL I, UNADU"
"COMMUNITY PRIMARY SCHOOL II, UNADU"
"EMMANUEL ANGLICAN PRIMARY SCHOOL, UNADU"
BRAIN FIELD INTERNATIONAL SCHOOL EHA AMUFU
"CENTRAL SCHOOL, AGUAMEDE EHA-AMUFU"
"COMMUNITY UNITY PRIMARY SCHOOL, OKPOKWU MGBUJI EHA AMUFU"
GLOVISA NURSERY AND PRIMARY SCHOOLS ABOR
"HOLY CROSS PRIMARY SCHOOL, EHA-AMUFU"
"NGENE AGUIYI PRIMARY SCHOOL, EHA-AMUFU"
"OKPOKWU PRIMARY SCHOOL, AGUAMEDE EHA"
"ST MATTHEWS NURSERY AND PRIMARY SCHOOL, EHA-AMUFU"
ST. PAULS NURSERY AND PRIMARY SCHOOL IHENYI EHA-AMUFU
CHILD KINGDOM SCHOOL EHA-AMUFU
"COOMUNITY PRIMARY SCHOOL, UMUHU EHA-AMUFU"
Divine Favour Anorogical Foundation of Education
LIVING ACADEMY NURSERY AND PRIMARY SCHOOL EHA AMUFU
"OCHIN COMMUNITY PRIMARY SCHOOL, EHA-AMUFU"
"OVER RAIL PRIMARY SCHOOL, EHA-AMUFU"
ST PAULS NURSERY AND PRIMARY SCHOOL IKPAKPARA AGUAMEDE
ST THOMAS NURSERY AND PRIMARY SCHOOL ABOR EHA-AMUFU
ST. PHILIPS NURSERY AND PRIMARY SCHOOL EHA-AMUFU
ALL SAINTS ANGLICAN PRIMARY SCHOOL OGBUZOR
"COMMUNITY PRIMARY SCHOOL, ISI-ENYI AGU-AMEDE EHA."
"EHA-OHUALA CENTRAL SCHOOL, EHA-AMUFU"
"EMANCIPATION  HIGH  SCHOOL , EHA-AMUFU"
"MGBEDE PRIMARY SCHOOL, EHA-AMUFU"
"ODENIGBO PRIMARY SCHOOL, EHA-AMUFU"
PRESBYTERIAN PRIMARY SCHOOL OROKORO
ST PETERS NURSERY AND PRIMARY SCHOOL UMUHU EHA-AMUFU
"COMMUNITY PRIMARY SCHOOL, ISU EHA-AMUFU"
"EHA-OHUALA COMMUNITY PRIMARY SCHOOL, EHA-AMUFU"
GODS KINGDOM PRIMARY SCHOOL EHA AMUFU
"MIGRANT FARMERS CHILDREN SCHOOL, ONUMGBEDE EHA AMUFU"
"OFIOLU PRIMARY SCHOOL, EHA-AMUFU"
"PRIMARY SCHOOL EHA-OHUALA, EHA-AMUFU"
STANDARD  INTERNATIONAL  NURSERY  AND  PRIMARY  SCHOOL ISU
"THE PRESBYTERIAN NURSERY AND PRIMARY SCHOOL, EHA-AMUFU"
AGUAMEDE FARM SETLER PRIMARY SCHOOL AGUAMEDE
"AKAANUGU UMUEJE PRIMARY SCHOOL, IKEM"
BED ROCK NURSERY AND PRIMARY SCHOOL IKEM
"BISHOP OKOYE MEMORIAL NURSERY AND PRIMARY SCHOOL,IKEM"
"CENTRAL SCHOOL, IKEM NKWO"
"COMMUNITY CENTRAL SCHOOL, AMUDAM IKEM"
"COMMUNITY CENTRAL SCHOOL, IKEM UNO"
"COMMUNITY PRIMARY SCHOOL, UGWUAGBATU IKEM"
DESTINY KIDDIES INTERNATIONAL NURSERY AND PRIMARY SCHOOL IKEM
"DIVINE GIFT NURSERY AND PRIMARY SCHOOL, IKEM"
"GOD&#39;SWILL CHILDREN&#39;S NURSERY AND PRIMARY SCHOOL,IKEM"
HILL TOP PRIMARY SCHOOL IKEM-UNO
"MIGRANT FARMERS CHILDREN SCHOOL, ADAMA IKEM"
"MIGRANT FARMERS CHILDREN SCHOOL, ISHIOLU IKEM"
"MIGRANT FARMERS CHILDREN SCHOOL, OJESHI IKEM NKWO"
"MIGRANT FARMERS CHILDREN SCHOOL, ONICHA EBIA IKEM"
"MKPUNATOROGOR PRIMARY SCHOOL, IKEM"
"PRIMARY SCHOOL, AKPUGO IKEM NKWO"
"PRIMARY SCHOOL, IKEM UMUEJE"
"PRIMARY SCHOOL, ISIOROTO IKEM"
ST THERESAS NURSERY AND PRIMARY SCHOOL
"UMUARAM CENTRAL SCHOOL, IKEM"
"AKAS/UZAM PRIMARY SCHOOL, IHENYI EHA-AMUFU"
ALL SAINTS METHODIST NURSERY AND PRIMARY SCHOOL EHA-AMUFU
"COMMUNITY UNITY PRIMARY SCHOOL, IHENYI EHA AMUFU"
"EHA-TOWNSHIP SCHOOL, EHA-AMUFU"
"ISU COMMUNITY SEC. SCHOOL EHA-AGU, EHA-AMUFU"
"MIGRANT FARMERS CHILDREN SCHOOL, UKWUEKWU"
"OGBETE PRIMARY SCHOOL, OGBETE"
"PRESBYTERIAN  NURSERY AND PRIMARY SCHOOL, UMUHU"
"PRIMARY SCHOOL, APE MGBUJI"
"UGWUODUMA PRIMARY SCHOOL, AGUAMEDE"
"AGUDENE MBU PRIMARY SCHOOL, AGUDENE MBU"
"AHURU PRIMARY SCHOOL, MBU AKPOTI"
"BRUAMANYI PRIMARY SCHOOL, MBU AMON"
"CENTRAL SCHOOL, MBU AMON"
CENTURY PRIMARY SCHOOL MBU AKPOTI
"COMMUNITY PRIMARY SCHOOL, AKPOGA MBU"
"COMMUNITY PRIMARY SCHOOL, MBU AKPOTI"
GINARS NURSERY AND PRIMARY SCHOOL MBU
ILLONIA MUSTARD SEED SCHOOL MBU-AMON
"ISIEDEM PRIMARY SCHOOL, MBU AMON"
"MIGRANT FARMERS CHILDREN SCHOOL, AKANUGU MBU"
"MIGRANT FARMERS CHILDREN SCHOOL, IYIAKWA MBU AMON"
MIRACLE ACADEMY MBU-AMON
"PRIMARY SCHOOL, UGWUNAMA MBU AMON"
ST FRANCIS NURSERY AND PRIMARY SCHOOL MBU-AMON
"UKPOKA PRIMARY SCHOOL, MBU AKPOTI"
"AMEDE PRIMARY SCHOOL, EHA-AMUFU"
"COMMUNITY UNITY PRIMARY SCHOOL, OKPIRIGWU MGBUJI EHA AMUFU"
"FUTURE HOPE FOUNDATION MGBUJI, EHA-AMUFU"
HOLY CROSS NURSERY AND PRIMARY SCHOOL II ISU EHA AMUFU
MOUNT ZION PRIMARY SCHOOL
"NGENE ? IKPA PRIMARY SCHOOL, AMEDE EHA-AMUFU"
"OGOMUGO PRIMARY SCHOOL, ABOR EHA-AMUFU"
"ST JOHNS NURSERY/PRIMARY SCHOOL, AGUAMEDE,EHA-AMUFU"
VICTORY INTERNATIONAL NURSERY AND  PRIMARY SCHOOL
"AGUDENE PRIMARY SCHOOL, NEKE"
"COMMUNITY UNITY PRIMARY SCHOOL, NEKE"
"COMMUNITY UNITY PRIMARY SCHOOL, ONUEME EMEORA NEKE"
"COMMUNITY UNITY PRIMARY SCHOOL, UGWUADAKA"
"ISIAMA NGENEADUBA PRIMARY SCHOOL, NEKE"
"IYIOKU PRIMARY SCHOOL, NEKE"
NATIVITY ACADEMY PRIMARY SCHOOL NEKE
"NEKE PUBLIC SCHOOL, NEKE"
"NGENEFI ECHIKI PRIMARY SCHOOL, NEKE"
PRIMARY SCHOOL EMUMA-AMARU ISU EHA-AMUFU
ROYAL KINGDOM KIDS ACADEMY
ST STEPHENS NURSERY AND PRIMARY SCHOOL NEKE
"UGWUAKPARATA PRIMARY SCHOOL, NEKE"
ALL SAINTS METHODIST PRIMARY SCHOOL
"COMMUNITY UNITY PRIMARY SCHOOL, ODOBA/UZAM EHA AMUFU"
"EMMANUEL NURSERY AND PRIMARY SCHOOL IHENYI, EHA-AMUFU"
FUTURE GLORY ACADEMY NURSERY AND PRIMARY SCHOOL IKPAKPARA AGUAMEDE
"GREAT LEADERS INTERNATIONAL NURSERY AND PRIMARY SCHOOL, EHA-AMUFU"
"MIGRANT FARMERS CHILDREN SCHOOL, USEREKE EHA-AMUFU"
"OGBUZOR PRIMARY SCHOOL, EHA-AMUFU"
"PRIMARY SCHOOL, IKPAKPARA EHE AMUFU"
"UNION CENTRAL SCHOOL, EHA-AMUFU (ST PHILIPS CMS)"
"AMOFIA PRIMARY SCHOOL, EHA-AMUFU"
"CENTRAL SCHOOL, UMUALOR"
"EZEOGBU COMMUNITY PRIMARY SCHOOL, UMUALOR"
"EZUBOKE PRIMARY SCHOOL, UMUALOR"
"MIGRANT FARMERS CHILDREN SCHOOL, AGUDELE ALIYI"
"MIGRANT FARMERS CHILDREN SCHOOL, AGUDELE EZEOGBU"
"MIGRANT FARMERS CHILDREN SCHOOL, ATORI ALIYI"
"MIGRANT FARMERS CHILDREN SCHOOL, IKEAGWU UMUALOR"
"MIGRANT FARMERS CHILDREN SCHOOL, OKPARIGBO UMUALOR"
"ODOBIDO PRIMARY SCHOOL, UMUALOR"
"ONODU PRIMARY SCHOOL, UMUALOR"
REVIVAL CHILDREN SCHOOL  UMUALOR
ST ANTHONY&#39;S PRIMARY SCHOOL UMUALOR
COMMUNITY PRIMARY SCHOOL UMUODE
"COMMUNITY SCHOOL I, AKPAWFU"
"COMMUNITY SCHOOL II, AKPAWFU"
COMMUNITY SEC SCHOOL AKPAWFU
"GROUP SCHOOL, AGUDENE AKPAWFU"
"PRIMARY SCHOOL, AKPAWFU"
ST PHILIPS NURSERY AND PRIMARY SCHOOL AKPAWFU
SUNRISE EDUCATION CENTRE NURSERY AND PRIMARY SCHOOL AKPAWFU
AGAPE NURSERY /PRIMARY ISIENU AMAGUNZE
"AGUIDUMA PRIMARY SCHOOL, ANIYI AMAGUNZE"
"AJIMA PRIMARY SCHOOL, UKWOKANI AMAGUNZE"
"AMAUZAM PRIMARY SCHOOL, AMAGUNZE"
CENTRAL SCHOOL UMUNEVO AMAGUNZE
"COMMUNITY PRIMARY SCHOOL, ISIENU AMAGUNZE"
"COMMUNITY SCHOOL, ANIYI AMAGUNZE"
HOLY INNOCENT JUNIOR SECONDAERY SCHOOL AMAGUNZE
HOLY INNOCENT NURSERY AND PRIMARY SCHOOL AMAGUNZE
