zone,state,lga,ward,school
North East,Bauchi,Tafawa-Balewa,Wai,Wuro Tafare Nomadic Primary School
North East,Bauchi,Tafawa-Balewa,Wai,Yala Nomadic Primary School
North East,Bauchi,Tafawa-Balewa,Wai,Yolan Bappate Primary School
North East,Bauchi,Toro,Jama'A / Zaranda,Baradau Primary School
North East,Bauchi,Toro,Jama'A / Zaranda,Bishiwai Primary School
North East,Bauchi,Toro,Jama'A / Zaranda,Chediya Primary School
North East,Bauchi,Toro,Jama'A / Zaranda,Dabzai Primary School
North East,Bauchi,Toro,Jama'A / Zaranda,Dinga Primary School
North East,Bauchi,Toro,Jama'A / Zaranda,Dokan Zakshi Primary School
North East,Bauchi,Toro,Jama'A / Zaranda,Ecwa Academy Danka
North East,Bauchi,Toro,Jama'A / Zaranda,Fishere Primary School
North East,Bauchi,Toro,Jama'A / Zaranda,Gada Biyu Primary School
North East,Bauchi,Toro,Jama'A / Zaranda,Gafanchu Primary School
North East,Bauchi,Toro,Jama'A / Zaranda,Garin Jama`A Primary School
North East,Bauchi,Toro,Jama'A / Zaranda,Gingin Primary School
North East,Bauchi,Toro,Jama'A / Zaranda,Gondo Primary School
North East,Bauchi,Toro,Jama'A / Zaranda,Gurbin Kawo Tudu A Primary School
North East,Bauchi,Toro,Jama'A / Zaranda,Gurdum Baka Primary School
North East,Bauchi,Toro,Jama'A / Zaranda,Gurdum Kufai Nomadic Primary School
North East,Bauchi,Toro,Jama'A / Zaranda,Iyaka Primary School
North East,Bauchi,Toro,Jama'A / Zaranda,Jalo Academy Kara
North East,Bauchi,Toro,Jama'A / Zaranda,Jantsauni Primary School
North East,Bauchi,Toro,Jama'A / Zaranda,Kere
North East,Bauchi,Toro,Jama'A / Zaranda,Loro Nomadic Primary School
North East,Bauchi,Toro,Jama'A / Zaranda,Masbaka Primary School
North East,Bauchi,Toro,Jama'A / Zaranda,Nasarawa Samanja Primary School
North East,Bauchi,Toro,Jama'A / Zaranda,Pangudu Primary School
North East,Bauchi,Toro,Jama'A / Zaranda,Pengel Primary School
North East,Bauchi,Toro,Jama'A / Zaranda,Rinjin Tattu Nomadic Primary School
North East,Bauchi,Toro,Jama'A / Zaranda,Sabon Garin Jarawa Primary School
North East,Bauchi,Toro,Jama'A / Zaranda,Sabon Garin Zaranda Primary School
North East,Bauchi,Toro,Jama'A / Zaranda,Shana Primary School
North East,Bauchi,Toro,Jama'A / Zaranda,Takadilbu Primary School
North East,Bauchi,Toro,Jama'A / Zaranda,Unguwan Chiroma Primary School
North East,Bauchi,Toro,Jama'A / Zaranda,Unguwan Rimi Primary School
North East,Bauchi,Toro,Jama'A / Zaranda,Ungwan Arewa Primary School
North East,Bauchi,Toro,Jama'A / Zaranda,Unity Academy Magama
North East,Bauchi,Toro,Jama'A / Zaranda,Yalwan Kufai Primary School
North East,Bauchi,Toro,Jama'A / Zaranda,Yaram Primary School
North East,Bauchi,Toro,Jama'A / Zaranda,Yarwa Primary School
North East,Bauchi,Toro,Jama'A / Zaranda,Zaranda Pilot Primary School
North East,Bauchi,Toro,Jama'A / Zaranda,Zirya Primary School
North East,Bauchi,Toro,Lame,Al Hilal Private School
North East,Bauchi,Toro,Lame,Bakaduguru Primary School
North East,Bauchi,Toro,Lame,Dababe Primary School
North East,Bauchi,Toro,Lame,Dafasu Primary School
North East,Bauchi,Toro,Lame,Dini Primary School
North East,Bauchi,Toro,Lame,Dori Primary School
North East,Bauchi,Toro,Lame,Gadan Toro Primary School
North East,Bauchi,Toro,Lame,Galagam Primary School
North East,Bauchi,Toro,Lame,Girsilli Primary School
North East,Bauchi,Toro,Lame,Gurungu Primary School
North East,Bauchi,Toro,Lame,Jamaare Primary School
North East,Bauchi,Toro,Lame,Jambil Primary School
North East,Bauchi,Toro,Lame,Jigawan Zari Primary School
North East,Bauchi,Toro,Lame,Kufai Primary Schhol
North East,Bauchi,Toro,Lame,Kwagga Primary School
North East,Bauchi,Toro,Lame,Lame Primary School
North East,Bauchi,Toro,Lame,"Lubayya B,Primary School"
North East,Bauchi,Toro,Lame,Magama Gumau Primary School
North East,Bauchi,Toro,Lame,Makana Primary School
North East,Bauchi,Toro,Lame,Margi Primary School
North East,Bauchi,Toro,Lame,Matari Primary School
North East,Bauchi,Toro,Lame,Nasarawan Lame Primary School
North East,Bauchi,Toro,Lame,Polchin Asali Primary School
North East,Bauchi,Toro,Lame,Rafin Gora Lame
North East,Bauchi,Toro,Lame,Ririwan Dalma Primary School
North East,Bauchi,Toro,Lame,Royal Ambassador Nursery And Primary School
North East,Bauchi,Toro,Lame,Ruhu Primary School
North East,Bauchi,Toro,Lame,Sabon Gida Primary School
North East,Bauchi,Toro,Lame,Salarma Primary School
North East,Bauchi,Toro,Lame,Sarkin Yaki Primary School Rinjin Gaini
North East,Bauchi,Toro,Lame,Shau Primary School
North East,Bauchi,Toro,Lame,Shifa Primary School
North East,Bauchi,Toro,Lame,Takandan Giwa Primary School
North East,Bauchi,Toro,Lame,Umaru Turaki Primary School
North East,Bauchi,Toro,Lame,Unguwan Aka Nomadic Primary School
North East,Bauchi,Toro,Lame,Unguwan Baka Primary School
North East,Bauchi,Toro,Lame,Unguwan Baraya Primary School
North East,Bauchi,Toro,Lame,Unguwan Jinkai Primary School
North East,Bauchi,Toro,Lame,Yeltin Primary School
North East,Bauchi,Toro,Lame,Zuku Primary School
North East,Bauchi,Toro,Mara / Palama,Abubakar Maiyaki Primary School
North East,Bauchi,Toro,Mara / Palama,Babujaye Primary School
North East,Bauchi,Toro,Mara / Palama,Bakin Ruwa Primary
North East,Bauchi,Toro,Mara / Palama,Bargan Kanawa Primary School
North East,Bauchi,Toro,Mara / Palama,Buga Primary School
North East,Bauchi,Toro,Mara / Palama,Burku Primary School
North East,Bauchi,Toro,Mara / Palama,Daiya Primary School
North East,Bauchi,Toro,Mara / Palama,Dinya Primary School
North East,Bauchi,Toro,Mara / Palama,Doya Primary School
North East,Bauchi,Toro,Mara / Palama,Durje Primary School
North East,Bauchi,Toro,Mara / Palama,Galda Primary School
North East,Bauchi,Toro,Mara / Palama,Goskayi Nomadic Primary School
North East,Bauchi,Toro,Mara / Palama,Gwalfada Primary School
North East,Bauchi,Toro,Mara / Palama,Jange Primary School
North East,Bauchi,Toro,Mara / Palama,Jaugan Hardo Balam Primary School
North East,Bauchi,Toro,Mara / Palama,Jimfi Primary School
North East,Bauchi,Toro,Mara / Palama,Koseyel Nomadic Primary School
North East,Bauchi,Toro,Mara / Palama,Kulfana Primary School
North East,Bauchi,Toro,Mara / Palama,Kurin Daji Primary School
North East,Bauchi,Toro,Mara / Palama,Kwarinta Primary School
North East,Bauchi,Toro,Mara / Palama,Lukshi Primary School
North East,Bauchi,Toro,Mara / Palama,Magamagari Primary School
North East,Bauchi,Toro,Mara / Palama,Mara Primary School
North East,Bauchi,Toro,Mara / Palama,Matawai Primary School
North East,Bauchi,Toro,Mara / Palama,Mollega Nursery And Primary School
North East,Bauchi,Toro,Mara / Palama,Musab Bn Umar Academy
North East,Bauchi,Toro,Mara / Palama,Palama Primary School
North East,Bauchi,Toro,Mara / Palama,Polchin Kanawa Primary School
North East,Bauchi,Toro,Mara / Palama,Rawa Primary School
North East,Bauchi,Toro,Mara / Palama,Rumana Ube Primary School
North East,Bauchi,Toro,Mara / Palama,Sabon Garin Takandan Giwa Primary School
North East,Bauchi,Toro,Mara / Palama,Sagere Primary School
North East,Bauchi,Toro,Mara / Palama,Sukuye Primary School
North East,Bauchi,Toro,Mara / Palama,Tashan Durumi Primary School
North East,Bauchi,Toro,Mara / Palama,Toji Primary School
North East,Bauchi,Toro,Mara / Palama,Ultra Modern Academy
North East,Bauchi,Toro,Mara / Palama,Unguwan Waziri Central Primary School Gumau
North East,Bauchi,Toro,Mara / Palama,Unguwan/ Danbiram Primary School
North East,Bauchi,Toro,Mara / Palama,Yola Universal Basic Primary School
North East,Bauchi,Toro,Mara / Palama,Zangafira Primary School
North East,Bauchi,Toro,Mara / Palama,Zigau Dangara Primary School
North East,Bauchi,Toro,Mara / Palama,Zul Primary School
North East,Bauchi,Toro,Rauta / Geji,Abu Abdurrahman Islamic S Hool
North East,Bauchi,Toro,Rauta / Geji,Agwaru Primary School
North East,Bauchi,Toro,Rauta / Geji,Babujayi Primary School
North East,Bauchi,Toro,Rauta / Geji,Bakarfa Primary
North East,Bauchi,Toro,Rauta / Geji,Balla Primary School
North East,Bauchi,Toro,Rauta / Geji,Bari Primary School
North East,Bauchi,Toro,Rauta / Geji,Bayan Dutsen Kufai Upper Basic Junior School School
North East,Bauchi,Toro,Rauta / Geji,Billeji Primary School
North East,Bauchi,Toro,Rauta / Geji,Buptum Primary School
North East,Bauchi,Toro,Rauta / Geji,Dandore Primary School
North East,Bauchi,Toro,Rauta / Geji,Dita Goyeni Primary School
North East,Bauchi,Toro,Rauta / Geji,Dogon Awu Nomadic Primary School
North East,Bauchi,Toro,Rauta / Geji,Dur Katanga Primary School
North East,Bauchi,Toro,Rauta / Geji,Gandi Primary School
North East,Bauchi,Toro,Rauta / Geji,Gukka Primary School
North East,Bauchi,Toro,Rauta / Geji,Gum Primary School
North East,Bauchi,Toro,Rauta / Geji,Gwambaki Primary School
North East,Bauchi,Toro,Rauta / Geji,Hayin Panshanu School
North East,Bauchi,Toro,Rauta / Geji,Jugan Bakunawa Primaryschool
North East,Bauchi,Toro,Rauta / Geji,Kadagen Galmade Primary School
North East,Bauchi,Toro,Rauta / Geji,Kwacciyel Primary School
North East,Bauchi,Toro,Rauta / Geji,Mai Allo Primary School
North East,Bauchi,Toro,Rauta / Geji,Munaye Primary School
North East,Bauchi,Toro,Rauta / Geji,Muntsira Primary School
North East,Bauchi,Toro,Rauta / Geji,Rafin Gora Primary School
North East,Bauchi,Toro,Rauta / Geji,Rauta Primary School
North East,Bauchi,Toro,Rauta / Geji,Sabon Garin Nabordo Nomadic Primary School
North East,Bauchi,Toro,Rauta / Geji,Sabon Gidan Ganye Primary School
North East,Bauchi,Toro,Rauta / Geji,Sarkin Yaki Primary School
North East,Bauchi,Toro,Rauta / Geji,Suda Primary School
North East,Bauchi,Toro,Rauta / Geji,Tashar Badiko Nomadic Primary School
North East,Bauchi,Toro,Rauta / Geji,Tsakani Mangona Primary School
North East,Bauchi,Toro,Rauta / Geji,Unguwan Kanya Primary School
North East,Bauchi,Toro,Rauta / Geji,Unguwar Hardo / Zuna Primary School
North East,Bauchi,Toro,Rauta / Geji,Vobla Primary School
North East,Bauchi,Toro,Rauta / Geji,Wurno Nomadic Primary School
North East,Bauchi,Toro,Rauta / Geji,Wuro Nai Nomadic Primary School
North East,Bauchi,Toro,Rauta / Geji,Yalwan Buga Primary School
North East,Bauchi,Toro,Rauta / Geji,Yalwan Gadam Primary School
North East,Bauchi,Toro,Rauta / Geji,Zangon Folchi Primary School
North East,Bauchi,Toro,Ribina,Anguware Primary School
North East,Bauchi,Toro,Ribina,Bayanga Primary School
North East,Bauchi,Toro,Ribina,Bela Primary School
North East,Bauchi,Toro,Ribina,Darbuje Primary School
North East,Bauchi,Toro,Ribina,Daura Primary School
North East,Bauchi,Toro,Ribina,Dawarde Primary School
North East,Bauchi,Toro,Ribina,Dogon Maje Primary School
North East,Bauchi,Toro,Ribina,Euga Primary Primary School
North East,Bauchi,Toro,Ribina,Evangel Mission Academy School Gumau
North East,Bauchi,Toro,Ribina,Gagati Nomadic Primary School
North East,Bauchi,Toro,Ribina,Gandu Primary School
North East,Bauchi,Toro,Ribina,Gumau Sanga Primary School
North East,Bauchi,Toro,Ribina,Gwal Primary School
North East,Bauchi,Toro,Ribina,Gyamzo Central Primary School
North East,Bauchi,Toro,Ribina,Jidda Memorial Academy
North East,Bauchi,Toro,Ribina,Kanwaya Primary S Chool
North East,Bauchi,Toro,Ribina,Kauran Dole
North East,Bauchi,Toro,Ribina,Kwambo Primary School
North East,Bauchi,Toro,Ribina,Lubayya Primary School
North East,Bauchi,Toro,Ribina,Mai Ganga Primary School
North East,Bauchi,Toro,Ribina,Manni Primary School
North East,Bauchi,Toro,Ribina,Musa A. Ibrahim Primary School Bauda
North East,Bauchi,Toro,Ribina,Nabaka Primary School
North East,Bauchi,Toro,Ribina,Ragi Primary School
North East,Bauchi,Toro,Ribina,Ribina Central Primary School
North East,Bauchi,Toro,Ribina,Riga Primary School
North East,Bauchi,Toro,Ribina,Sabon Garin Zumbul Primary School
North East,Bauchi,Toro,Ribina,Shehu Primary School
North East,Bauchi,Toro,Ribina,Shibi Primary School
North East,Bauchi,Toro,Ribina,Tashan Mairijiya Primary School
North East,Bauchi,Toro,Ribina,Tudun Wadan Ribina Primary School
North East,Bauchi,Toro,Ribina,Tukurkuje Primary School
North East,Bauchi,Toro,Ribina,Unguwan Mallam Sa`Adu Primary School
North East,Bauchi,Toro,Ribina,Unguwan Rana Farfaru Primary School
North East,Bauchi,Toro,Ribina,Upper Basic Zigau Dangara
North East,Bauchi,Toro,Ribina,Wundi Primary School
North East,Bauchi,Toro,Ribina,Zarandan Asali Primary School
North East,Bauchi,Toro,Ribina,Zumbul Primary School
North East,Bauchi,Toro,Tilden Fulani,Al Iklas Academy
North East,Bauchi,Toro,Tilden Fulani,Aliya Model Nursery And Primary School
North East,Bauchi,Toro,Tilden Fulani,Alkali Idris Memorial
North East,Bauchi,Toro,Tilden Fulani,Asas Nursery And Primary School
North East,Bauchi,Toro,Tilden Fulani,Ashura Primary School
North East,Bauchi,Toro,Tilden Fulani,Assalam Academy Magama
North East,Bauchi,Toro,Tilden Fulani,Bargan Fulani Primary School
North East,Bauchi,Toro,Tilden Fulani,Dabura Memorial Academy
North East,Bauchi,Toro,Tilden Fulani,Dogon Jejin Fulani Primary School
North East,Bauchi,Toro,Tilden Fulani,Dokan Kufai Primary School
North East,Bauchi,Toro,Tilden Fulani,Duguza Magama Primary School
North East,Bauchi,Toro,Tilden Fulani,Ecwa Dan Bauchi Nursery And Primary School
North East,Bauchi,Toro,Tilden Fulani,Evangel Nursery And Primary School Kwana Uku
North East,Bauchi,Toro,Tilden Fulani,Garwan Fulani Nomadic Primary School
North East,Bauchi,Toro,Tilden Fulani,Goskayi Gusawa Primary School
North East,Bauchi,Toro,Tilden Fulani,Guraka Yayaka Primary School
North East,Bauchi,Toro,Tilden Fulani,Hanam Academy Nursery And Primary
North East,Bauchi,Toro,Tilden Fulani,"Jibwis Science Academy,Tulu"
North East,Bauchi,Toro,Tilden Fulani,Kadagen Fulani Primary School
North East,Bauchi,Toro,Tilden Fulani,Kadaura Nomadic Primary School
North East,Bauchi,Toro,Tilden Fulani,Kayauri Bayan Dutse Primary School
North East,Bauchi,Toro,Tilden Fulani,Kogin Sallah Primary School
North East,Bauchi,Toro,Tilden Fulani,Mele Primary School
North East,Bauchi,Toro,Tilden Fulani,Millenium Academy Tilde
North East,Bauchi,Toro,Tilden Fulani,Rahaman Tilde Primary School
North East,Bauchi,Toro,Tilden Fulani,Sabon Gidan Dita Goyani Primary School
North East,Bauchi,Toro,Tilden Fulani,Sarkin Yamma Abubakar Primary School Tilden Fulani
North East,Bauchi,Toro,Tilden Fulani,School For Higher Islamic Studies
North East,Bauchi,Toro,Tilden Fulani,Siyayel Nomadic Primary School
North East,Bauchi,Toro,Tilden Fulani,Tilden Fulani Central Primary School
North East,Bauchi,Toro,Tilden Fulani,Unguwan Ardo Primary School
North East,Bauchi,Toro,Tilden Fulani,Upper Basic Jss Gwalfada
North East,Bauchi,Toro,Toro / Tulai,Al Ihsan Mallawa Academy
North East,Bauchi,Toro,Toro / Tulai,Brilliant Science Academy
North East,Bauchi,Toro,Toro / Tulai,Bukka Tulai Primary School
North East,Bauchi,Toro,Toro / Tulai,Chalingere Primary School
North East,Bauchi,Toro,Toro / Tulai,Dan Mallam Islamic School
North East,Bauchi,Toro,Toro / Tulai,Dandudu Memorial Academy
North East,Bauchi,Toro,Toro / Tulai,Ecwa Salama
North East,Bauchi,Toro,Toro / Tulai,Fadan Gundi Primary School
North East,Bauchi,Toro,Toro / Tulai,Fadan Toro Primary School
North East,Bauchi,Toro,Toro / Tulai,Fomwan Model Academy
North East,Bauchi,Toro,Toro / Tulai,Gadan Doka Nursery And Primary School
North East,Bauchi,Toro,Toro / Tulai,Gana Primary School
North East,Bauchi,Toro,Toro / Tulai,Himma Academy
North East,Bauchi,Toro,Toro / Tulai,Jauru Nomadic Primary School
North East,Bauchi,Toro,Toro / Tulai,Kadau Science Academy
North East,Bauchi,Toro,Toro / Tulai,Kanda Primary School
North East,Bauchi,Toro,Toro / Tulai,Rafin Chiwo Nomadic Primary School
North East,Bauchi,Toro,Toro / Tulai,Sabon Garin Tukurkuje Primary School
North East,Bauchi,Toro,Toro / Tulai,Samanja Primary School
North East,Bauchi,Toro,Toro / Tulai,Staff School Gss Toro
North East,Bauchi,Toro,Toro / Tulai,Tarkunberu Primary School
North East,Bauchi,Toro,Toro / Tulai,Tile Bali Nomadic Priamry School
North East,Bauchi,Toro,Toro / Tulai,Tudun Wadan Toro Primary School
North East,Bauchi,Toro,Toro / Tulai,Unguwan Maaji Primary School
North East,Bauchi,Toro,Toro / Tulai,Unguwan Tafida Primary School
North East,Bauchi,Toro,Toro / Tulai,Upper Basic Yakubun Bauchi Toro
North East,Bauchi,Toro,Toro / Tulai,Yadabango Primary School
North East,Bauchi,Toro,Toro / Tulai,Yakubun Bauch Primary School Toro
North East,Bauchi,Toro,Toro / Tulai,Yalwan Gandi Primary School
North East,Bauchi,Toro,Toro / Tulai,Zayam Toroji Primary School
North East,Bauchi,Toro,Toro / Tulai,Zomo Makoyo Primary School
North East,Bauchi,Toro,Wonu,Abdullahi Memorial Academy Gumau
North East,Bauchi,Toro,Wonu,Abu Nuseb Special School Gumau
North East,Bauchi,Toro,Wonu,Arewa Rinji Primary
North East,Bauchi,Toro,Wonu,Bakin Kogi Universal Basic Education Primary School
North East,Bauchi,Toro,Wonu,Bangon Zari Primary School
North East,Bauchi,Toro,Wonu,Bayan Dutsen Kufai Primary School
North East,Bauchi,Toro,Wonu,Biciki Primary School
North East,Bauchi,Toro,Wonu,Bode Primary School
North East,Bauchi,Toro,Wonu,Bokolan Primary School
North East,Bauchi,Toro,Wonu,Bududel Nomadic Primary School
North East,Bauchi,Toro,Wonu,Chalin Kanawa Primary School
North East,Bauchi,Toro,Wonu,Dadinkowa Primary School
North East,Bauchi,Toro,Wonu,Deho Primary School
North East,Bauchi,Toro,Wonu,Dokan Auwalu Primary School
North East,Bauchi,Toro,Wonu,Dokan Wonu Primary School
North East,Bauchi,Toro,Wonu,Faunde Gamki Nomadic Primary School
North East,Bauchi,Toro,Wonu,Geji Primary School
North East,Bauchi,Toro,Wonu,Gunda Primary School
North East,Bauchi,Toro,Wonu,Hayin Kamfani Primary School
North East,Bauchi,Toro,Wonu,Hiltop Private School
North East,Bauchi,Toro,Wonu,Idris Memorial Academy
North East,Bauchi,Toro,Wonu,Jonga Primary School
North East,Bauchi,Toro,Wonu,Kabul Nomadic Primary School
North East,Bauchi,Toro,Wonu,Kadade Primary School
North East,Bauchi,Toro,Wonu,Kambel Primary School
South East,Enugu,Aninri,Aninri Ward 1,Aninri Ward 1 School 1
South East,Enugu,Aninri,Aninri Ward 1,Aninri Ward 1 School 2
South East,Enugu,Aninri,Aninri Ward 1,Aninri Ward 1 School 3
South East,Enugu,Aninri,Aninri Ward 2,Aninri Ward 2 School 1
South East,Enugu,Aninri,Aninri Ward 2,Aninri Ward 2 School 2
South East,Enugu,Aninri,Aninri Ward 2,Aninri Ward 2 School 3
South East,Enugu,Aninri,Aninri Ward 3,Aninri Ward 3 School 1
South East,Enugu,Aninri,Aninri Ward 3,Aninri Ward 3 School 2
South East,Enugu,Aninri,Aninri Ward 3,Aninri Ward 3 School 3
South East,Enugu,Awgu,Awgu Ward 1,Awgu Ward 1 School 1
South East,Enugu,Awgu,Awgu Ward 1,Awgu Ward 1 School 2
South East,Enugu,Awgu,Awgu Ward 1,Awgu Ward 1 School 3
South East,Enugu,Awgu,Awgu Ward 2,Awgu Ward 2 School 1
South East,Enugu,Awgu,Awgu Ward 2,Awgu Ward 2 School 2
South East,Enugu,Awgu,Awgu Ward 2,Awgu Ward 2 School 3
South East,Enugu,Awgu,Awgu Ward 3,Awgu Ward 3 School 1
South East,Enugu,Awgu,Awgu Ward 3,Awgu Ward 3 School 2
South East,Enugu,Awgu,Awgu Ward 3,Awgu Ward 3 School 3
South East,Enugu,Enugu East,Enugu East Ward 1,Enugu East Ward 1 School 1
South East,Enugu,Enugu East,Enugu East Ward 1,Enugu East Ward 1 School 2
South East,Enugu,Enugu East,Enugu East Ward 1,Enugu East Ward 1 School 3
South East,Enugu,Enugu East,Enugu East Ward 2,Enugu East Ward 2 School 1
South East,Enugu,Enugu East,Enugu East Ward 2,Enugu East Ward 2 School 2
South East,Enugu,Enugu East,Enugu East Ward 2,Enugu East Ward 2 School 3
South East,Enugu,Enugu East,Enugu East Ward 3,Enugu East Ward 3 School 1
South East,Enugu,Enugu East,Enugu East Ward 3,Enugu East Ward 3 School 2
South East,Enugu,Enugu East,Enugu East Ward 3,Enugu East Ward 3 School 3
South East,Enugu,Enugu North,Enugu North Ward 1,Enugu North Ward 1 School 1
South East,Enugu,Enugu North,Enugu North Ward 1,Enugu North Ward 1 School 2
South East,Enugu,Enugu North,Enugu North Ward 1,Enugu North Ward 1 School 3
South East,Enugu,Enugu North,Enugu North Ward 2,Enugu North Ward 2 School 1
South East,Enugu,Enugu North,Enugu North Ward 2,Enugu North Ward 2 School 2
South East,Enugu,Enugu North,Enugu North Ward 2,Enugu North Ward 2 School 3
South East,Enugu,Enugu North,Enugu North Ward 3,Enugu North Ward 3 School 1
South East,Enugu,Enugu North,Enugu North Ward 3,Enugu North Ward 3 School 2
South East,Enugu,Enugu North,Enugu North Ward 3,Enugu North Ward 3 School 3
South East,Enugu,Enugu South,Enugu South Ward 1,Enugu South Ward 1 School 1
South East,Enugu,Enugu South,Enugu South Ward 1,Enugu South Ward 1 School 2
South East,Enugu,Enugu South,Enugu South Ward 1,Enugu South Ward 1 School 3
South East,Enugu,Enugu South,Enugu South Ward 2,Enugu South Ward 2 School 1
South East,Enugu,Enugu South,Enugu South Ward 2,Enugu South Ward 2 School 2
South East,Enugu,Enugu South,Enugu South Ward 2,Enugu South Ward 2 School 3
South East,Enugu,Enugu South,Enugu South Ward 3,Enugu South Ward 3 School 1
South East,Enugu,Enugu South,Enugu South Ward 3,Enugu South Ward 3 School 2
South East,Enugu,Enugu South,Enugu South Ward 3,Enugu South Ward 3 School 3
South East,Enugu,Ezeagu,Ezeagu Ward 1,Ezeagu Ward 1 School 1
South East,Enugu,Ezeagu,Ezeagu Ward 1,Ezeagu Ward 1 School 2
South East,Enugu,Ezeagu,Ezeagu Ward 1,Ezeagu Ward 1 School 3
South East,Enugu,Ezeagu,Ezeagu Ward 2,Ezeagu Ward 2 School 1
South East,Enugu,Ezeagu,Ezeagu Ward 2,Ezeagu Ward 2 School 2
South East,Enugu,Ezeagu,Ezeagu Ward 2,Ezeagu Ward 2 School 3
South East,Enugu,Ezeagu,Ezeagu Ward 3,Ezeagu Ward 3 School 1
South East,Enugu,Ezeagu,Ezeagu Ward 3,Ezeagu Ward 3 School 2
South East,Enugu,Ezeagu,Ezeagu Ward 3,Ezeagu Ward 3 School 3
South East,Enugu,Igbo-Etiti,Igbo-Etiti Ward 1,Igbo-Etiti Ward 1 School 1
South East,Enugu,Igbo-Etiti,Igbo-Etiti Ward 1,Igbo-Etiti Ward 1 School 2
South East,Enugu,Igbo-Etiti,Igbo-Etiti Ward 1,Igbo-Etiti Ward 1 School 3
South East,Enugu,Igbo-Etiti,Igbo-Etiti Ward 2,Igbo-Etiti Ward 2 School 1
South East,Enugu,Igbo-Etiti,Igbo-Etiti Ward 2,Igbo-Etiti Ward 2 School 2
South East,Enugu,Igbo-Etiti,Igbo-Etiti Ward 2,Igbo-Etiti Ward 2 School 3
South East,Enugu,Igbo-Etiti,Igbo-Etiti Ward 3,Igbo-Etiti Ward 3 School 1
South East,Enugu,Igbo-Etiti,Igbo-Etiti Ward 3,Igbo-Etiti Ward 3 School 2
South East,Enugu,Igbo-Etiti,Igbo-Etiti Ward 3,Igbo-Etiti Ward 3 School 3
South East,Enugu,Igbo-Eze North,Igbo-Eze North Ward 1,Igbo-Eze North Ward 1 School 1
South East,Enugu,Igbo-Eze North,Igbo-Eze North Ward 1,Igbo-Eze North Ward 1 School 2
South East,Enugu,Igbo-Eze North,Igbo-Eze North Ward 1,Igbo-Eze North Ward 1 School 3
South East,Enugu,Igbo-Eze North,Igbo-Eze North Ward 2,Igbo-Eze North Ward 2 School 1
South East,Enugu,Igbo-Eze North,Igbo-Eze North Ward 2,Igbo-Eze North Ward 2 School 2
South East,Enugu,Igbo-Eze North,Igbo-Eze North Ward 2,Igbo-Eze North Ward 2 School 3
South East,Enugu,Igbo-Eze North,Igbo-Eze North Ward 3,Igbo-Eze North Ward 3 School 1
South East,Enugu,Igbo-Eze North,Igbo-Eze North Ward 3,Igbo-Eze North Ward 3 School 2
South East,Enugu,Igbo-Eze North,Igbo-Eze North Ward 3,Igbo-Eze North Ward 3 School 3
South East,Enugu,Igbo-Eze South,Igbo-Eze South Ward 1,Igbo-Eze South Ward 1 School 1
South East,Enugu,Igbo-Eze South,Igbo-Eze South Ward 1,Igbo-Eze South Ward 1 School 2
South East,Enugu,Igbo-Eze South,Igbo-Eze South Ward 1,Igbo-Eze South Ward 1 School 3
South East,Enugu,Igbo-Eze South,Igbo-Eze South Ward 2,Igbo-Eze South Ward 2 School 1
South East,Enugu,Igbo-Eze South,Igbo-Eze South Ward 2,Igbo-Eze South Ward 2 School 2
South East,Enugu,Igbo-Eze South,Igbo-Eze South Ward 2,Igbo-Eze South Ward 2 School 3
South East,Enugu,Igbo-Eze South,Igbo-Eze South Ward 3,Igbo-Eze South Ward 3 School 1
South East,Enugu,Igbo-Eze South,Igbo-Eze South Ward 3,Igbo-Eze South Ward 3 School 2
South East,Enugu,Igbo-Eze South,Igbo-Eze South Ward 3,Igbo-Eze South Ward 3 School 3
South East,Enugu,Isi-Uzo,Isi-Uzo Ward 1,Isi-Uzo Ward 1 School 1
South East,Enugu,Isi-Uzo,Isi-Uzo Ward 1,Isi-Uzo Ward 1 School 2
South East,Enugu,Isi-Uzo,Isi-Uzo Ward 1,Isi-Uzo Ward 1 School 3
South East,Enugu,Isi-Uzo,Isi-Uzo Ward 2,Isi-Uzo Ward 2 School 1
South East,Enugu,Isi-Uzo,Isi-Uzo Ward 2,Isi-Uzo Ward 2 School 2
South East,Enugu,Isi-Uzo,Isi-Uzo Ward 2,Isi-Uzo Ward 2 School 3
South East,Enugu,Isi-Uzo,Isi-Uzo Ward 3,Isi-Uzo Ward 3 School 1
South East,Enugu,Isi-Uzo,Isi-Uzo Ward 3,Isi-Uzo Ward 3 School 2
South East,Enugu,Isi-Uzo,Isi-Uzo Ward 3,Isi-Uzo Ward 3 School 3
South East,Enugu,Nkanu East,Nkanu East Ward 1,Nkanu East Ward 1 School 1
South East,Enugu,Nkanu East,Nkanu East Ward 1,Nkanu East Ward 1 School 2
South East,Enugu,Nkanu East,Nkanu East Ward 1,Nkanu East Ward 1 School 3
South East,Enugu,Nkanu East,Nkanu East Ward 2,Nkanu East Ward 2 School 1
South East,Enugu,Nkanu East,Nkanu East Ward 2,Nkanu East Ward 2 School 2
South East,Enugu,Nkanu East,Nkanu East Ward 2,Nkanu East Ward 2 School 3
South East,Enugu,Nkanu East,Nkanu East Ward 3,Nkanu East Ward 3 School 1
South East,Enugu,Nkanu East,Nkanu East Ward 3,Nkanu East Ward 3 School 2
South East,Enugu,Nkanu East,Nkanu East Ward 3,Nkanu East Ward 3 School 3
