session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years,gap_band
2024/2025,Female,ALL,NABTEB,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,2,1,1,1,0,0,1,0,0,2.1,5+ years
2024/2025,Female,Disabled,WAEC,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,37,27,11,10,1,0,10,16,1,2.1,1 year
2024/2025,Female,Disabled,WAEC,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,16,12,5,4,0,0,4,7,1,2.1,2 years
2024/2025,Female,Disabled,WAEC,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,8,6,3,2,0,0,2,3,1,2.1,3-5 years
2024/2025,Female,Disabled,WAEC,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,3,2,1,1,0,0,1,1,0,2.1,5+ years
2024/2025,Female,Disabled,WAEC,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,17,12,5,5,0,0,5,7,0,2.1,1 year
2024/2025,Female,Disabled,WAEC,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,7,5,2,2,0,0,2,3,0,2.1,2 years
2024/2025,Female,Disabled,WAEC,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,4,3,1,1,0,0,1,2,0,2.1,3-5 years
2024/2025,Female,Disabled,WAEC,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2024/2025,Female,Disabled,WAEC,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,13,10,4,4,0,0,3,6,0,2.1,1 year
2024/2025,Female,Disabled,WAEC,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,6,4,2,2,0,0,2,2,0,2.1,2 years
2024/2025,Female,Disabled,WAEC,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,3,2,1,1,0,0,1,1,0,2.1,3-5 years
2024/2025,Female,Disabled,WAEC,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2024/2025,Female,Disabled,NECO,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,17,12,5,5,0,0,5,7,0,2.1,1 year
2024/2025,Female,Disabled,NECO,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,7,5,2,2,0,0,2,3,0,2.1,2 years
2024/2025,Female,Disabled,NECO,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,4,3,1,1,0,0,1,2,0,2.1,3-5 years
2024/2025,Female,Disabled,NECO,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2024/2025,Female,Disabled,NECO,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,8,6,2,2,0,0,2,4,0,2.1,1 year
2024/2025,Female,Disabled,NECO,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,3,2,1,1,0,0,1,1,0,2.1,2 years
2024/2025,Female,Disabled,NECO,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,2,1,1,0,0,0,1,0,1,2.1,3-5 years
2024/2025,Female,Disabled,NECO,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,1,0,0,0,0,0,1,0,0,2.1,5+ years
2024/2025,Female,Disabled,NECO,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,6,5,2,2,0,0,1,3,0,2.1,1 year
2024/2025,Female,Disabled,NECO,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,3,2,1,1,0,0,1,1,0,2.1,2 years
2024/2025,Female,Disabled,NECO,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,1,1,0,0,0,0,0,1,0,2.1,3-5 years
2024/2025,Female,Disabled,NECO,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2024/2025,Female,Disabled,NABTEB,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,5,4,2,2,0,0,1,2,0,2.1,1 year
2024/2025,Female,Disabled,NABTEB,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,2,2,1,1,0,0,0,1,0,2.1,2 years
2024/2025,Female,Disabled,NABTEB,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,1,1,0,0,0,0,0,1,0,2.1,3-5 years
2024/2025,Female,Disabled,NABTEB,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2024/2025,Female,Disabled,NABTEB,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,2,2,1,1,0,0,0,1,0,2.1,1 year
2024/2025,Female,Disabled,NABTEB,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,1,1,0,0,0,0,0,1,0,2.1,2 years
2024/2025,Female,Disabled,NABTEB,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,1,0,0,0,0,0,1,0,0,2.1,3-5 years
2024/2025,Female,Disabled,NABTEB,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2024/2025,Female,Disabled,NABTEB,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,2,1,1,1,0,0,1,0,0,2.1,1 year
2024/2025,Female,Disabled,NABTEB,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,1,1,0,0,0,0,0,1,0,2.1,2 years
2024/2025,Female,Disabled,NABTEB,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,0,0,0,0,0,0,0,0,0,2.1,3-5 years
2024/2025,Female,Disabled,NABTEB,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2024/2025,Male,ALL,WAEC,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,353,256,109,100,8,0,97,147,9,2.1,1 year
2024/2025,Male,ALL,WAEC,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,152,110,47,43,4,0,42,63,4,2.1,2 years
2024/2025,Male,ALL,WAEC,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,79,57,24,22,2,0,22,33,2,2.1,3-5 years
2024/2025,Male,ALL,WAEC,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,24,18,8,7,1,0,6,10,1,2.1,5+ years
2024/2025,Male,ALL,WAEC,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,161,117,50,46,4,0,44,67,4,2.1,1 year
2024/2025,Male,ALL,WAEC,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,69,50,21,20,2,0,19,29,1,2.1,2 years
2024/2025,Male,ALL,WAEC,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,36,26,11,10,1,0,10,15,1,2.1,3-5 years
2024/2025,Male,ALL,WAEC,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,11,8,3,3,0,0,3,5,0,2.1,5+ years
2024/2025,Male,ALL,WAEC,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,128,93,40,36,3,0,35,53,4,2.1,1 year
2024/2025,Male,ALL,WAEC,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,55,40,17,16,1,0,15,23,1,2.1,2 years
2024/2025,Male,ALL,WAEC,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,29,21,9,8,1,0,8,12,1,2.1,3-5 years
2024/2025,Male,ALL,WAEC,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,9,6,3,3,0,0,3,3,0,2.1,5+ years
2024/2025,Male,ALL,NECO,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,165,120,51,47,4,0,45,69,4,2.1,1 year
2024/2025,Male,ALL,NECO,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,71,52,22,20,2,0,19,30,2,2.1,2 years
2024/2025,Male,ALL,NECO,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,37,27,11,11,1,0,10,16,0,2.1,3-5 years
2024/2025,Male,ALL,NECO,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,11,8,4,3,0,0,3,4,1,2.1,5+ years
2024/2025,Male,ALL,NECO,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,75,54,23,21,2,0,21,31,2,2.1,1 year
2024/2025,Male,ALL,NECO,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,32,23,10,9,1,0,9,13,1,2.1,2 years
2024/2025,Male,ALL,NECO,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,17,12,5,5,0,0,5,7,0,2.1,3-5 years
2024/2025,Male,ALL,NECO,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,5,4,2,1,0,0,1,2,1,2.1,5+ years
2024/2025,Male,ALL,NECO,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,60,44,19,17,1,0,16,25,2,2.1,1 year
2024/2025,Male,ALL,NECO,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,26,19,8,7,1,0,7,11,1,2.1,2 years
2024/2025,Male,ALL,NECO,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,13,10,4,4,0,0,3,6,0,2.1,3-5 years
2024/2025,Male,ALL,NECO,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,4,3,1,1,0,0,1,2,0,2.1,5+ years
2024/2025,Male,ALL,NABTEB,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,51,37,16,15,1,0,14,21,1,2.1,1 year
2024/2025,Male,ALL,NABTEB,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,22,16,7,6,1,0,6,9,1,2.1,2 years
2024/2025,Male,ALL,NABTEB,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,11,8,4,3,0,0,3,4,1,2.1,3-5 years
2024/2025,Male,ALL,NABTEB,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,4,3,1,1,0,0,1,2,0,2.1,5+ years
2024/2025,Male,ALL,NABTEB,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,23,17,7,7,1,0,6,10,0,2.1,1 year
2024/2025,Male,ALL,NABTEB,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,10,7,3,3,0,0,3,4,0,2.1,2 years
2024/2025,Male,ALL,NABTEB,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,5,4,2,1,0,0,1,2,1,2.1,3-5 years
2024/2025,Male,ALL,NABTEB,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,2,1,0,0,0,0,1,1,0,2.1,5+ years
2024/2025,Male,ALL,NABTEB,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,19,14,6,5,0,0,5,8,1,2.1,1 year
2024/2025,Male,ALL,NABTEB,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,8,6,2,2,0,0,2,4,0,2.1,2 years
2024/2025,Male,ALL,NABTEB,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,4,3,1,1,0,0,1,2,0,2.1,3-5 years
2024/2025,Male,ALL,NABTEB,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2024/2025,Male,Disabled,WAEC,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,23,17,7,7,1,0,6,10,0,2.1,1 year
2024/2025,Male,Disabled,WAEC,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,10,7,3,3,0,0,3,4,0,2.1,2 years
2024/2025,Male,Disabled,WAEC,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,5,4,2,1,0,0,1,2,1,2.1,3-5 years
2024/2025,Male,Disabled,WAEC,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,2,1,0,0,0,0,1,1,0,2.1,5+ years
2024/2025,Male,Disabled,WAEC,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,10,8,3,3,0,0,2,5,0,2.1,1 year
2024/2025,Male,Disabled,WAEC,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,4,3,1,1,0,0,1,2,0,2.1,2 years
2024/2025,Male,Disabled,WAEC,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,2,2,1,1,0,0,0,1,0,2.1,3-5 years
2024/2025,Male,Disabled,WAEC,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2024/2025,Male,Disabled,WAEC,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,8,6,3,2,0,0,2,3,1,2.1,1 year
2024/2025,Male,Disabled,WAEC,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,4,3,1,1,0,0,1,2,0,2.1,2 years
2024/2025,Male,Disabled,WAEC,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,2,1,1,1,0,0,1,0,0,2.1,3-5 years
2024/2025,Male,Disabled,WAEC,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,1,0,0,0,0,0,1,0,0,2.1,5+ years
2024/2025,Male,Disabled,NECO,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,11,8,3,3,0,0,3,5,0,2.1,1 year
2024/2025,Male,Disabled,NECO,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,5,3,1,1,0,0,2,2,0,2.1,2 years
2024/2025,Male,Disabled,NECO,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,2,2,1,1,0,0,0,1,0,2.1,3-5 years
2024/2025,Male,Disabled,NECO,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2024/2025,Male,Disabled,NECO,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,5,4,2,1,0,0,1,2,1,2.1,1 year
2024/2025,Male,Disabled,NECO,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,2,2,1,1,0,0,0,1,0,2.1,2 years
2024/2025,Male,Disabled,NECO,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,1,1,0,0,0,0,0,1,0,2.1,3-5 years
2024/2025,Male,Disabled,NECO,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2024/2025,Male,Disabled,NECO,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,4,3,1,1,0,0,1,2,0,2.1,1 year
2024/2025,Male,Disabled,NECO,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,2,1,1,0,0,0,1,0,1,2.1,2 years
2024/2025,Male,Disabled,NECO,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,1,1,0,0,0,0,0,1,0,2.1,3-5 years
2024/2025,Male,Disabled,NECO,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2024/2025,Male,Disabled,NABTEB,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,3,2,1,1,0,0,1,1,0,2.1,1 year
2024/2025,Male,Disabled,NABTEB,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,1,1,0,0,0,0,0,1,0,2.1,2 years
2024/2025,Male,Disabled,NABTEB,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,1,1,0,0,0,0,0,1,0,2.1,3-5 years
2024/2025,Male,Disabled,NABTEB,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2024/2025,Male,Disabled,NABTEB,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,2,1,0,0,0,0,1,1,0,2.1,1 year
2024/2025,Male,Disabled,NABTEB,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,1,0,0,0,0,0,1,0,0,2.1,2 years
2024/2025,Male,Disabled,NABTEB,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,0,0,0,0,0,0,0,0,0,2.1,3-5 years
2024/2025,Male,Disabled,NABTEB,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2024/2025,Male,Disabled,NABTEB,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,1,1,0,0,0,0,0,1,0,2.1,1 year
2024/2025,Male,Disabled,NABTEB,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,1,0,0,0,0,0,1,0,0,2.1,2 years
2024/2025,Male,Disabled,NABTEB,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,0,0,0,0,0,0,0,0,0,2.1,3-5 years
2024/2025,Male,Disabled,NABTEB,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2024/2025,Male,ALL,WAEC,University,lga,Okene,North Central,Kogi,Okene,,,0,250,182,77,71,6,0,68,105,6,2.1,1 year
2024/2025,Male,ALL,WAEC,University,lga,Okene,North Central,Kogi,Okene,,,0,108,78,33,31,3,0,30,45,2,2.1,2 years
2024/2025,Male,ALL,WAEC,University,lga,Okene,North Central,Kogi,Okene,,,0,56,41,17,16,1,0,15,24,1,2.1,3-5 years
2024/2025,Male,ALL,WAEC,University,lga,Okene,North Central,Kogi,Okene,,,0,17,13,5,5,0,0,4,8,0,2.1,5+ years
2024/2025,Male,ALL,WAEC,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,114,83,35,32,3,0,31,48,3,2.1,1 year
2024/2025,Male,ALL,WAEC,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,49,36,15,14,1,0,13,21,1,2.1,2 years
2024/2025,Male,ALL,WAEC,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,26,18,8,7,1,0,8,10,1,2.1,3-5 years
2024/2025,Male,ALL,WAEC,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,8,6,2,2,0,0,2,4,0,2.1,5+ years
2024/2025,Male,ALL,WAEC,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,91,66,28,26,2,0,25,38,2,2.1,1 year
2024/2025,Male,ALL,WAEC,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,39,28,12,11,1,0,11,16,1,2.1,2 years
2024/2025,Male,ALL,WAEC,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,20,15,6,6,1,0,5,9,0,2.1,3-5 years
2024/2025,Male,ALL,WAEC,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,6,5,2,2,0,0,1,3,0,2.1,5+ years
2024/2025,Male,ALL,NECO,University,lga,Okene,North Central,Kogi,Okene,,,0,117,85,36,33,3,0,32,49,3,2.1,1 year
2024/2025,Male,ALL,NECO,University,lga,Okene,North Central,Kogi,Okene,,,0,50,37,16,14,1,0,13,21,2,2.1,2 years
2024/2025,Male,ALL,NECO,University,lga,Okene,North Central,Kogi,Okene,,,0,26,19,8,7,1,0,7,11,1,2.1,3-5 years
2024/2025,Male,ALL,NECO,University,lga,Okene,North Central,Kogi,Okene,,,0,8,6,2,2,0,0,2,4,0,2.1,5+ years
2024/2025,Male,ALL,NECO,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,53,39,16,15,1,0,14,23,1,2.1,1 year
2024/2025,Male,ALL,NECO,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,23,17,7,7,1,0,6,10,0,2.1,2 years
2024/2025,Male,ALL,NECO,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,12,9,4,3,0,0,3,5,1,2.1,3-5 years
2024/2025,Male,ALL,NECO,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,4,3,1,1,0,0,1,2,0,2.1,5+ years
2024/2025,Male,ALL,NECO,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,43,31,13,12,1,0,12,18,1,2.1,1 year
2024/2025,Male,ALL,NECO,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,18,13,6,5,0,0,5,7,1,2.1,2 years
2024/2025,Male,ALL,NECO,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,10,7,3,3,0,0,3,4,0,2.1,3-5 years
2024/2025,Male,ALL,NECO,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,3,2,1,1,0,0,1,1,0,2.1,5+ years
2024/2025,Male,ALL,NABTEB,University,lga,Okene,North Central,Kogi,Okene,,,0,36,26,11,10,1,0,10,15,1,2.1,1 year
2024/2025,Male,ALL,NABTEB,University,lga,Okene,North Central,Kogi,Okene,,,0,16,11,5,4,0,0,5,6,1,2.1,2 years
2024/2025,Male,ALL,NABTEB,University,lga,Okene,North Central,Kogi,Okene,,,0,8,6,3,2,0,0,2,3,1,2.1,3-5 years
2024/2025,Male,ALL,NABTEB,University,lga,Okene,North Central,Kogi,Okene,,,0,3,2,1,1,0,0,1,1,0,2.1,5+ years
2024/2025,Male,ALL,NABTEB,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,17,12,5,5,0,0,5,7,0,2.1,1 year
2024/2025,Male,ALL,NABTEB,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,7,5,2,2,0,0,2,3,0,2.1,2 years
2024/2025,Male,ALL,NABTEB,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,4,3,1,1,0,0,1,2,0,2.1,3-5 years
2024/2025,Male,ALL,NABTEB,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2024/2025,Male,ALL,NABTEB,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,13,10,4,4,0,0,3,6,0,2.1,1 year
2024/2025,Male,ALL,NABTEB,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,6,4,2,2,0,0,2,2,0,2.1,2 years
2024/2025,Male,ALL,NABTEB,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,3,2,1,1,0,0,1,1,0,2.1,3-5 years
2024/2025,Male,ALL,NABTEB,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2024/2025,Male,Disabled,WAEC,University,lga,Okene,North Central,Kogi,Okene,,,0,16,12,5,5,0,0,4,7,0,2.1,1 year
2024/2025,Male,Disabled,WAEC,University,lga,Okene,North Central,Kogi,Okene,,,0,7,5,2,2,0,0,2,3,0,2.1,2 years
2024/2025,Male,Disabled,WAEC,University,lga,Okene,North Central,Kogi,Okene,,,0,4,3,1,1,0,0,1,2,0,2.1,3-5 years
2024/2025,Male,Disabled,WAEC,University,lga,Okene,North Central,Kogi,Okene,,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2024/2025,Male,Disabled,WAEC,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,7,5,2,2,0,0,2,3,0,2.1,1 year
2024/2025,Male,Disabled,WAEC,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,3,2,1,1,0,0,1,1,0,2.1,2 years
2024/2025,Male,Disabled,WAEC,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,2,1,1,0,0,0,1,0,1,2.1,3-5 years
2024/2025,Male,Disabled,WAEC,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,1,0,0,0,0,0,1,0,0,2.1,5+ years
2024/2025,Male,Disabled,WAEC,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,6,4,2,2,0,0,2,2,0,2.1,1 year
2024/2025,Male,Disabled,WAEC,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,3,2,1,1,0,0,1,1,0,2.1,2 years
2024/2025,Male,Disabled,WAEC,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,1,1,0,0,0,0,0,1,0,2.1,3-5 years
2024/2025,Male,Disabled,WAEC,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2024/2025,Male,Disabled,NECO,University,lga,Okene,North Central,Kogi,Okene,,,0,8,6,2,2,0,0,2,4,0,2.1,1 year
2024/2025,Male,Disabled,NECO,University,lga,Okene,North Central,Kogi,Okene,,,0,3,2,1,1,0,0,1,1,0,2.1,2 years
2024/2025,Male,Disabled,NECO,University,lga,Okene,North Central,Kogi,Okene,,,0,2,1,1,0,0,0,1,0,1,2.1,3-5 years
2024/2025,Male,Disabled,NECO,University,lga,Okene,North Central,Kogi,Okene,,,0,1,0,0,0,0,0,1,0,0,2.1,5+ years
2024/2025,Male,Disabled,NECO,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,3,3,1,1,0,0,0,2,0,2.1,1 year
2024/2025,Male,Disabled,NECO,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,1,1,0,0,0,0,0,1,0,2.1,2 years
2024/2025,Male,Disabled,NECO,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,1,1,0,0,0,0,0,1,0,2.1,3-5 years
2024/2025,Male,Disabled,NECO,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2024/2025,Male,Disabled,NECO,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,3,2,1,1,0,0,1,1,0,2.1,1 year
2024/2025,Male,Disabled,NECO,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,1,1,0,0,0,0,0,1,0,2.1,2 years
2024/2025,Male,Disabled,NECO,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,1,0,0,0,0,0,1,0,0,2.1,3-5 years
2024/2025,Male,Disabled,NECO,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2024/2025,Male,Disabled,NABTEB,University,lga,Okene,North Central,Kogi,Okene,,,0,2,2,1,1,0,0,0,1,0,2.1,1 year
2024/2025,Male,Disabled,NABTEB,University,lga,Okene,North Central,Kogi,Okene,,,0,1,1,0,0,0,0,0,1,0,2.1,2 years
2024/2025,Male,Disabled,NABTEB,University,lga,Okene,North Central,Kogi,Okene,,,0,1,0,0,0,0,0,1,0,0,2.1,3-5 years
2024/2025,Male,Disabled,NABTEB,University,lga,Okene,North Central,Kogi,Okene,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2024/2025,Male,Disabled,NABTEB,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,1,1,0,0,0,0,0,1,0,2.1,1 year
2024/2025,Male,Disabled,NABTEB,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,0,0,0,0,0,0,0,0,0,2.1,2 years
2024/2025,Male,Disabled,NABTEB,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,0,0,0,0,0,0,0,0,0,2.1,3-5 years
2024/2025,Male,Disabled,NABTEB,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2024/2025,Male,Disabled,NABTEB,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,1,1,0,0,0,0,0,1,0,2.1,1 year
2024/2025,Male,Disabled,NABTEB,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,0,0,0,0,0,0,0,0,0,2.1,2 years
2024/2025,Male,Disabled,NABTEB,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,0,0,0,0,0,0,0,0,0,2.1,3-5 years
2024/2025,Male,Disabled,NABTEB,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
