"session","gender","disability_scope","exam_body","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated","median_time_to_matriculation_years"
"2023/2024","Female","all","NABTEB","College of Education","state","Taraba","North East","Taraba","","","","2254","2220","1517","550","477","75","34","703","967","75","1.458340902210112"
"2023/2024","Female","all","NABTEB","College of Education","state","Yobe","North East","Yobe","","","","1591","1567","1168","454","398","56","24","399","714","56","1.458340902210112"
"2023/2024","Female","all","NABTEB","College of Education","state","Jigawa","North West","Jigawa","","","","2150","2117","1598","580","525","64","33","519","1018","64","1.458340902210112"
"2023/2024","Female","all","NABTEB","College of Education","state","Kaduna","North West","Kaduna","","","","2802","2762","1964","745","679","78","40","798","1219","78","1.458340902210112"
"2023/2024","Female","all","NABTEB","College of Education","state","Kano","North West","Kano","","","","2916","2873","1808","629","559","77","43","1065","1178","77","1.458340902210112"
"2023/2024","Female","all","NABTEB","College of Education","state","Katsina","North West","Katsina","","","","2435","2400","1409","498","470","47","35","991","911","47","1.458340902210112"
"2023/2024","Female","all","NABTEB","College of Education","state","Kebbi","North West","Kebbi","","","","1421","1398","853","324","310","22","23","545","528","22","1.458340902210112"
"2023/2024","Female","all","NABTEB","College of Education","state","Sokoto","North West","Sokoto","","","","2186","2154","1477","562","522","49","32","677","915","49","1.458340902210112"
"2023/2024","Female","all","NABTEB","College of Education","state","Zamfara","North West","Zamfara","","","","2579","2543","1874","672","607","74","36","669","1202","74","1.458340902210112"
"2023/2024","Female","all","NABTEB","College of Education","state","Abia","South East","Abia","","","","2593","2555","1933","643","564","79","38","622","1290","79","1.458340902210112"
"2023/2024","Female","all","NABTEB","College of Education","state","Anambra","South East","Anambra","","","","2234","2200","1552","527","462","65","34","648","1025","65","1.458340902210112"
"2023/2024","Female","all","NABTEB","College of Education","state","Ebonyi","South East","Ebonyi","","","","981","966","607","196","172","24","15","359","411","24","1.458340902210112"
"2023/2024","Female","all","NABTEB","College of Education","state","Enugu","South East","Enugu","","","","1988","1959","1167","393","336","57","29","792","774","57","1.458340902210112"
"2023/2024","Female","all","NABTEB","College of Education","state","Imo","South East","Imo","","","","2051","2021","1248","446","380","66","30","773","802","66","1.458340902210112"
"2023/2024","Female","all","NABTEB","College of Education","state","Akwa Ibom","South South","Akwa Ibom","","","","1897","1869","1281","480","434","49","28","588","800","49","1.458340902210112"
"2023/2024","Female","all","NABTEB","College of Education","state","Bayelsa","South South","Bayelsa","","","","2368","2336","1720","618","544","74","32","616","1102","74","1.458340902210112"
"2023/2024","Female","all","NABTEB","College of Education","state","Cross River","South South","Cross River","","","","1784","1757","1340","431","394","39","27","417","909","39","1.458340902210112"
"2023/2024","Female","all","NABTEB","College of Education","state","Delta","South South","Delta","","","","1877","1850","1301","434","385","53","27","549","867","53","1.458340902210112"
"2023/2024","Female","all","NABTEB","College of Education","state","Edo","South South","Edo","","","","2446","2412","1531","560","477","84","34","881","971","84","1.458340902210112"
"2023/2024","Female","all","NABTEB","College of Education","state","Rivers","South South","Rivers","","","","2114","2084","1248","397","344","56","30","836","851","56","1.458340902210112"
"2023/2024","Female","all","NABTEB","College of Education","state","Ekiti","South West","Ekiti","","","","2621","2583","1599","597","534","66","38","984","1002","66","1.458340902210112"
"2023/2024","Female","all","NABTEB","College of Education","state","Lagos","South West","Lagos","","","","1825","1796","1219","461","403","58","29","577","758","58","1.458340902210112"
"2023/2024","Female","all","NABTEB","College of Education","state","Ogun","South West","Ogun","","","","2936","2897","2154","773","686","90","39","743","1381","90","1.458340902210112"
"2023/2024","Female","all","NABTEB","College of Education","state","Ondo","South West","Ondo","","","","1940","1912","1421","472","404","69","28","491","949","69","1.458340902210112"
"2023/2024","Female","all","NABTEB","College of Education","state","Osun","South West","Osun","","","","1649","1625","1121","420","369","54","24","504","701","54","1.458340902210112"
"2023/2024","Female","all","NABTEB","College of Education","state","Oyo","South West","Oyo","","","","2968","2926","1885","703","646","65","42","1041","1182","65","1.458340902210112"
"2023/2024","Female","all","NABTEB","Polytechnic","state","Benue","North Central","Benue","","","","2092","2061","1451","565","489","77","31","610","886","77","1.458340902210112"
"2023/2024","Female","all","NABTEB","Polytechnic","state","Abuja Federal Capital Territory","North Central","Abuja Federal Capital Territory","","","","2287","2254","1446","546","472","76","33","808","900","76","1.458340902210112"
"2023/2024","Female","all","NABTEB","Polytechnic","state","Kogi","North Central","Kogi","","","","1770","1742","1036","336","295","43","28","706","700","43","1.458340902210112"
"2023/2024","Female","all","NABTEB","Polytechnic","state","Kwara","North Central","Kwara","","","","2462","2428","1490","532","479","55","34","938","958","55","1.458340902210112"
"2023/2024","Female","all","NABTEB","Polytechnic","state","Nasarawa","North Central","Nasarawa","","","","1552","1528","1044","351","318","37","24","484","693","37","1.458340902210112"
"2023/2024","Female","all","NABTEB","Polytechnic","state","Niger","North Central","Niger","","","","2015","1986","1481","554","486","72","29","505","927","72","1.458340902210112"
"2023/2024","Female","all","NABTEB","Polytechnic","state","Plateau","North Central","Plateau","","","","1880","1851","1411","516","441","75","29","440","895","75","1.458340902210112"
"2023/2024","Female","all","NABTEB","Polytechnic","state","Adamawa","North East","Adamawa","","","","1902","1875","1326","518","447","78","27","549","809","76","1.458340902210112"
"2023/2024","Female","all","NABTEB","Polytechnic","state","Bauchi","North East","Bauchi","","","","1148","1132","733","292","267","27","16","399","440","27","1.458340902210112"
"2023/2024","Female","all","NABTEB","Polytechnic","state","Borno","North East","Borno","","","","2032","2001","1191","501","442","63","31","810","690","63","1.458340902210112"
"2023/2024","Female","all","NABTEB","Polytechnic","state","Gombe","North East","Gombe","","","","1766","1739","1071","366","338","34","27","668","705","34","1.458340902210112"
"2023/2024","Female","all","NABTEB","Polytechnic","state","Taraba","North East","Taraba","","","","2110","2080","1422","532","480","59","30","658","890","59","1.458340902210112"
"2023/2024","Female","all","NABTEB","Polytechnic","state","Yobe","North East","Yobe","","","","1937","1907","1418","558","491","67","30","489","860","67","1.458340902210112"
"2023/2024","Female","all","NABTEB","Polytechnic","state","Jigawa","North West","Jigawa","","","","1872","1844","1370","438","412","38","28","474","931","38","1.458340902210112"
"2023/2024","Female","all","NABTEB","Polytechnic","state","Kaduna","North West","Kaduna","","","","1153","1136","795","296","260","38","17","341","499","38","1.458340902210112"
"2023/2024","Female","all","NABTEB","Polytechnic","state","Kano","North West","Kano","","","","2273","2239","1440","482","418","70","34","799","958","70","1.458340902210112"
"2023/2024","Female","all","NABTEB","Polytechnic","state","Katsina","North West","Katsina","","","","2213","2180","1313","481","421","61","33","867","832","61","1.458340902210112"
"2023/2024","Female","all","NABTEB","Polytechnic","state","Kebbi","North West","Kebbi","","","","1748","1721","1062","387","337","51","27","659","675","51","1.458340902210112"
"2023/2024","Female","all","NABTEB","Polytechnic","state","Sokoto","North West","Sokoto","","","","1545","1523","1039","386","339","50","22","484","653","50","1.458340902210112"
"2023/2024","Female","all","NABTEB","Polytechnic","state","Zamfara","North West","Zamfara","","","","1884","1856","1412","531","472","64","28","444","881","64","1.458340902210112"
"2023/2024","Female","all","NABTEB","Polytechnic","state","Abia","South East","Abia","","","","1795","1767","1376","465","396","69","28","391","911","69","1.458340902210112"
"2023/2024","Female","all","NABTEB","Polytechnic","state","Anambra","South East","Anambra","","","","1605","1579","1123","368","332","36","26","456","755","36","1.458340902210112"
"2023/2024","Female","all","NABTEB","Polytechnic","state","Ebonyi","South East","Ebonyi","","","","1529","1507","980","323","296","30","22","527","657","30","1.458340902210112"
"2023/2024","Female","all","NABTEB","Polytechnic","state","Enugu","South East","Enugu","","","","2795","2753","1644","554","485","72","42","1109","1090","72","1.458340902210112"
"2023/2024","Female","all","NABTEB","Polytechnic","state","Imo","South East","Imo","","","","2220","2188","1345","481","415","66","32","843","864","66","1.458340902210112"
"2023/2024","Female","all","NABTEB","Polytechnic","state","Akwa Ibom","South South","Akwa Ibom","","","","1764","1739","1180","448","399","54","25","559","731","54","1.458340902210112"
"2023/2024","Female","all","NABTEB","Polytechnic","state","Bayelsa","South South","Bayelsa","","","","1781","1756","1332","470","405","65","25","424","862","65","1.458340902210112"
"2023/2024","Female","all","NABTEB","Polytechnic","state","Cross River","South South","Cross River","","","","2131","2098","1578","516","468","51","33","520","1062","51","1.458340902210112"
"2023/2024","Female","all","NABTEB","Polytechnic","state","Delta","South South","Delta","","","","2575","2536","1802","631","555","81","39","734","1171","81","1.458340902210112"
"2023/2024","Female","all","NABTEB","Polytechnic","state","Edo","South South","Edo","","","","1544","1521","966","346","318","31","23","555","620","31","1.458340902210112"
"2023/2024","Female","all","NABTEB","Polytechnic","state","Rivers","South South","Rivers","","","","2502","2465","1467","492","425","69","37","998","975","69","1.458340902210112"
"2023/2024","Female","all","NABTEB","Polytechnic","state","Ekiti","South West","Ekiti","","","","1177","1161","721","271","252","23","16","440","450","23","1.458340902210112"
"2023/2024","Female","all","NABTEB","Polytechnic","state","Lagos","South West","Lagos","","","","3845","3791","2606","959","843","117","54","1185","1647","117","1.458340902210112"
"2023/2024","Female","all","NABTEB","Polytechnic","state","Ogun","South West","Ogun","","","","2128","2098","1580","561","486","78","30","518","1019","78","1.458340902210112"
"2023/2024","Female","all","NABTEB","Polytechnic","state","Ondo","South West","Ondo","","","","2394","2360","1808","638","553","87","34","552","1170","87","1.458340902210112"
"2023/2024","Female","all","NABTEB","Polytechnic","state","Osun","South West","Osun","","","","2234","2200","1549","577","497","82","34","651","972","82","1.458340902210112"
"2023/2024","Female","all","NABTEB","Polytechnic","state","Oyo","South West","Oyo","","","","1271","1253","801","285","251","35","18","452","516","35","1.458340902210112"
"2023/2024","Female","all","NABTEB","University","state","Benue","North Central","Benue","","","","1906","1880","1345","485","421","67","26","535","859","67","1.458340902210112"
"2023/2024","Female","all","NABTEB","University","state","Abuja Federal Capital Territory","North Central","Abuja Federal Capital Territory","","","","1753","1727","1097","437","388","54","26","630","660","54","1.458340902210112"
"2023/2024","Female","all","NABTEB","University","state","Kogi","North Central","Kogi","","","","2454","2418","1434","488","433","56","36","984","946","56","1.458340902210112"
"2023/2024","Female","all","NABTEB","University","state","Kwara","North Central","Kwara","","","","2110","2080","1276","449","408","44","30","804","827","44","1.458340902210112"
"2023/2024","Female","all","NABTEB","University","state","Nasarawa","North Central","Nasarawa","","","","1609","1585","1078","365","322","44","24","507","713","44","1.458340902210112"
"2023/2024","Female","all","NABTEB","University","state","Niger","North Central","Niger","","","","1960","1934","1427","521","454","72","26","507","906","72","1.458340902210112"
"2023/2024","Female","all","NABTEB","University","state","Plateau","North Central","Plateau","","","","2475","2439","1834","657","562","95","36","605","1177","95","1.458340902210112"
"2023/2024","Female","all","NABTEB","University","state","Adamawa","North East","Adamawa","","","","2341","2308","1625","643","601","54","33","683","983","53","1.458340902210112"
"2023/2024","Female","all","NABTEB","University","state","Bauchi","North East","Bauchi","","","","1924","1894","1217","483","420","63","30","677","735","63","1.458340902210112"
"2023/2024","Female","all","NABTEB","University","state","Borno","North East","Borno","","","","2068","2037","1225","474","453","39","31","812","750","39","1.458340902210112"
"2023/2024","Female","all","NABTEB","University","state","Gombe","North East","Gombe","","","","1171","1153","700","229","210","22","18","453","471","22","1.458340902210112"
"2023/2024","Female","all","NABTEB","University","state","Taraba","North East","Taraba","","","","1131","1114","758","257","236","26","17","356","501","26","1.458340902210112"
"2023/2024","Female","all","NABTEB","University","state","Yobe","North East","Yobe","","","","1495","1474","1115","411","377","34","21","359","704","34","1.458340902210112"
"2023/2024","Female","all","NABTEB","University","state","Jigawa","North West","Jigawa","","","","1958","1929","1467","493","434","66","29","462","974","66","1.458340902210112"
"2023/2024","Female","all","NABTEB","University","state","Kaduna","North West","Kaduna","","","","3269","3222","2255","827","747","91","47","967","1429","91","1.458340902210112"
"2023/2024","Female","all","NABTEB","University","state","Kano","North West","Kano","","","","2833","2791","1781","676","597","84","42","1010","1106","84","1.458340902210112"
"2023/2024","Female","all","NABTEB","University","state","Katsina","North West","Katsina","","","","2093","2062","1227","420","389","40","31","835","807","40","1.458340902210112"
"2023/2024","Female","all","NABTEB","University","state","Kebbi","North West","Kebbi","","","","2385","2348","1437","529","458","72","37","911","909","72","1.458340902210112"
"2023/2024","Female","all","NABTEB","University","state","Sokoto","North West","Sokoto","","","","2902","2861","1938","738","660","86","41","923","1200","86","1.458340902210112"
"2023/2024","Female","all","NABTEB","University","state","Zamfara","North West","Zamfara","","","","1652","1630","1198","436","384","58","22","432","763","58","1.458340902210112"
"2023/2024","Female","all","NABTEB","University","state","Abia","South East","Abia","","","","2090","2060","1519","496","422","74","30","541","1023","74","1.458340902210112"
"2023/2024","Female","all","NABTEB","University","state","Anambra","South East","Anambra","","","","2120","2087","1464","480","416","65","33","623","983","65","1.458340902210112"
"2023/2024","Female","all","NABTEB","University","state","Ebonyi","South East","Ebonyi","","","","2823","2782","1751","566","502","68","41","1031","1185","68","1.458340902210112"
"2023/2024","Female","all","NABTEB","University","state","Enugu","South East","Enugu","","","","1623","1599","953","336","295","42","24","646","617","42","1.458340902210112"
"2023/2024","Female","all","NABTEB","University","state","Imo","South East","Imo","","","","1952","1923","1188","416","359","57","29","735","772","57","1.458340902210112"
"2023/2024","Female","all","NABTEB","University","state","Akwa Ibom","South South","Akwa Ibom","","","","2327","2295","1547","565","495","72","32","748","982","72","1.458340902210112"
"2023/2024","Female","all","NABTEB","University","state","Bayelsa","South South","Bayelsa","","","","849","837","631","238","204","34","12","206","393","34","1.458340902210112"
"2023/2024","Female","all","NABTEB","University","state","Cross River","South South","Cross River","","","","1598","1574","1179","372","333","40","24","395","807","40","1.458340902210112"
"2023/2024","Female","all","NABTEB","University","state","Delta","South South","Delta","","","","1883","1854","1317","458","400","60","29","537","859","60","1.458340902210112"
"2023/2024","Female","all","NABTEB","University","state","Edo","South South","Edo","","","","2507","2470","1569","571","481","92","37","901","998","91","1.458340902210112"
"2023/2024","Female","all","NABTEB","University","state","Rivers","South South","Rivers","","","","2204","2174","1303","421","390","41","30","871","882","41","1.458340902210112"
"2023/2024","Female","all","NABTEB","University","state","Ekiti","South West","Ekiti","","","","1973","1944","1171","433","404","37","29","773","738","37","1.458340902210112"
"2023/2024","Female","all","NABTEB","University","state","Lagos","South West","Lagos","","","","3434","3383","2335","838","739","100","51","1048","1497","100","1.458340902210112"
"2023/2024","Female","all","NABTEB","University","state","Ogun","South West","Ogun","","","","1620","1599","1174","408","356","54","21","425","766","54","1.458340902210112"
"2023/2024","Female","all","NABTEB","University","state","Ondo","South West","Ondo","","","","1961","1932","1465","497","437","61","29","467","968","61","1.458340902210112"
"2023/2024","Female","all","NABTEB","University","state","Osun","South West","Osun","","","","2090","2058","1483","552","488","68","32","575","931","68","1.458340902210112"
"2023/2024","Female","all","NABTEB","University","state","Oyo","South West","Oyo","","","","2426","2389","1505","517","464","58","37","884","988","58","1.458340902210112"
"2023/2024","Female","all","NECO","College of Education","state","Benue","North Central","Benue","","","","3641","3588","2554","974","867","108","53","1034","1579","108","1.458340902210112"
"2023/2024","Female","all","NECO","College of Education","state","Abuja Federal Capital Territory","North Central","Abuja Federal Capital Territory","","","","5177","5099","3289","1179","1029","151","78","1810","2110","151","1.458340902210112"
"2023/2024","Female","all","NECO","College of Education","state","Kogi","North Central","Kogi","","","","3583","3530","2110","749","679","70","53","1420","1361","70","1.458340902210112"
"2023/2024","Female","all","NECO","College of Education","state","Kwara","North Central","Kwara","","","","3171","3124","1878","683","601","82","47","1246","1196","82","1.458340902210112"
"2023/2024","Female","all","NECO","College of Education","state","Nasarawa","North Central","Nasarawa","","","","3330","3280","2220","859","772","88","50","1060","1360","88","1.458340902210112"
"2023/2024","Female","all","NECO","College of Education","state","Niger","North Central","Niger","","","","4638","4571","3353","1147","977","170","67","1218","2206","170","1.458340902210112"
"2023/2024","Female","all","NECO","College of Education","state","Plateau","North Central","Plateau","","","","3393","3342","2497","878","796","82","51","845","1619","82","1.458340902210112"
"2023/2024","Female","all","NECO","College of Education","state","Adamawa","North East","Adamawa","","","","3553","3502","2438","936","862","74","51","1064","1502","74","1.458340902210112"
"2023/2024","Female","all","NECO","College of Education","state","Bauchi","North East","Bauchi","","","","4355","4293","2712","922","852","70","62","1581","1791","70","1.458340902210112"
"2023/2024","Female","all","NECO","College of Education","state","Borno","North East","Borno","","","","3345","3293","1932","690","616","74","52","1361","1242","74","1.458340902210112"
"2023/2024","Female","all","NECO","College of Education","state","Gombe","North East","Gombe","","","","3717","3660","2251","882","796","86","57","1409","1369","86","1.458340902210112"
"2023/2024","Female","all","NECO","College of Education","state","Taraba","North East","Taraba","","","","4217","4154","2829","1115","971","144","63","1325","1714","144","1.458340902210112"
"2023/2024","Female","all","NECO","College of Education","state","Yobe","North East","Yobe","","","","2989","2945","2168","763","673","91","44","777","1404","91","1.458340902210112"
"2023/2024","Female","all","NECO","College of Education","state","Jigawa","North West","Jigawa","","","","4076","4014","3078","1118","989","130","62","936","1960","130","1.458340902210112"
"2023/2024","Female","all","NECO","College of Education","state","Kaduna","North West","Kaduna","","","","5199","5122","3624","1297","1185","112","77","1498","2327","112","1.458340902210112"
"2023/2024","Female","all","NECO","College of Education","state","Kano","North West","Kano","","","","5190","5112","3246","1093","924","169","78","1866","2153","169","1.458340902210112"
"2023/2024","Female","all","NECO","College of Education","state","Katsina","North West","Katsina","","","","4495","4426","2637","929","822","107","69","1789","1708","107","1.458340902210112"
"2023/2024","Female","all","NECO","College of Education","state","Kebbi","North West","Kebbi","","","","2640","2601","1592","649","555","95","39","1009","942","95","1.458340902210112"
"2023/2024","Female","all","NECO","College of Education","state","Sokoto","North West","Sokoto","","","","3941","3884","2625","1004","909","95","57","1259","1621","95","1.458340902210112"
"2023/2024","Female","all","NECO","College of Education","state","Zamfara","North West","Zamfara","","","","4735","4664","3432","1222","1101","121","71","1232","2210","121","1.458340902210112"
"2023/2024","Female","all","NECO","College of Education","state","Abia","South East","Abia","","","","4769","4696","3527","1367","1218","149","73","1169","2160","149","1.458340902210112"
"2023/2024","Female","all","NECO","College of Education","state","Anambra","South East","Anambra","","","","4199","4137","2917","1160","1033","127","62","1220","1758","127","1.458340902210112"
"2023/2024","Female","all","NECO","College of Education","state","Ebonyi","South East","Ebonyi","","","","1806","1780","1106","428","383","45","26","674","678","45","1.458340902210112"
"2023/2024","Female","all","NECO","College of Education","state","Enugu","South East","Enugu","","","","3700","3646","2145","823","738","85","54","1501","1322","85","1.458340902210112"
"2023/2024","Female","all","NECO","College of Education","state","Imo","South East","Imo","","","","3727","3673","2223","823","742","81","54","1450","1400","81","1.458340902210112"
"2023/2024","Female","all","NECO","College of Education","state","Akwa Ibom","South South","Akwa Ibom","","","","3549","3496","2368","887","803","84","53","1128","1481","84","1.458340902210112"
"2023/2024","Female","all","NECO","College of Education","state","Bayelsa","South South","Bayelsa","","","","4389","4323","3175","1086","996","91","66","1148","2088","91","1.458340902210112"
"2023/2024","Female","all","NECO","College of Education","state","Cross River","South South","Cross River","","","","3285","3237","2464","992","874","119","48","773","1472","119","1.458340902210112"
"2023/2024","Female","all","NECO","College of Education","state","Delta","South South","Delta","","","","3444","3392","2351","825","750","75","52","1041","1526","75","1.458340902210112"
"2023/2024","Female","all","NECO","College of Education","state","Edo","South South","Edo","","","","4592","4523","2838","980","859","121","69","1685","1858","121","1.458340902210112"
"2023/2024","Female","all","NECO","College of Education","state","Rivers","South South","Rivers","","","","3892","3835","2279","906","833","73","57","1556","1373","73","1.458340902210112"
"2023/2024","Female","all","NECO","College of Education","state","Ekiti","South West","Ekiti","","","","4891","4817","3022","1173","1030","143","74","1795","1850","143","1.458340902210112"
"2023/2024","Female","all","NECO","College of Education","state","Lagos","South West","Lagos","","","","3345","3295","2264","824","710","114","50","1031","1440","114","1.458340902210112"
"2023/2024","Female","all","NECO","College of Education","state","Ogun","South West","Ogun","","","","5414","5333","3982","1375","1219","156","81","1351","2607","156","1.458340902210112"
"2023/2024","Female","all","NECO","College of Education","state","Ondo","South West","Ondo","","","","3558","3506","2598","925","841","84","52","908","1673","84","1.458340902210112"
"2023/2024","Female","all","NECO","College of Education","state","Osun","South West","Osun","","","","2968","2923","2052","755","676","79","45","871","1297","79","1.458340902210112"
"2023/2024","Female","all","NECO","College of Education","state","Oyo","South West","Oyo","","","","5340","5261","3367","1369","1174","195","79","1894","1998","195","1.458340902210112"
"2023/2024","Female","all","NECO","Polytechnic","state","Benue","North Central","Benue","","","","3925","3866","2742","1030","915","115","59","1124","1713","115","1.458340902210112"
"2023/2024","Female","all","NECO","Polytechnic","state","Abuja Federal Capital Territory","North Central","Abuja Federal Capital Territory","","","","4303","4239","2680","933","806","127","64","1559","1747","127","1.458340902210112"
"2023/2024","Female","all","NECO","Polytechnic","state","Kogi","North Central","Kogi","","","","3239","3191","1897","669","599","70","48","1294","1228","70","1.458340902210112"
"2023/2024","Female","all","NECO","Polytechnic","state","Kwara","North Central","Kwara","","","","4560","4493","2748","1053","937","116","67","1745","1696","116","1.458340902210112"
"2023/2024","Female","all","NECO","Polytechnic","state","Nasarawa","North Central","Nasarawa","","","","2864","2824","1898","735","652","83","40","926","1163","83","1.458340902210112"
"2023/2024","Female","all","NECO","Polytechnic","state","Niger","North Central","Niger","","","","3675","3621","2692","949","823","126","54","929","1743","126","1.458340902210112"
"2023/2024","Female","all","NECO","Polytechnic","state","Plateau","North Central","Plateau","","","","3418","3368","2577","927","844","83","50","791","1650","83","1.458340902210112"
"2023/2024","Female","all","NECO","Polytechnic","state","Adamawa","North East","Adamawa","","","","3513","3461","2471","931","861","71","52","990","1540","71","1.458340902210112"
"2023/2024","Female","all","NECO","Polytechnic","state","Bauchi","North East","Bauchi","","","","2134","2106","1345","477","449","30","28","761","868","30","1.458340902210112"
"2023/2024","Female","all","NECO","Polytechnic","state","Borno","North East","Borno","","","","3863","3806","2278","822","734","88","57","1528","1456","88","1.458340902210112"
"2023/2024","Female","all","NECO","Polytechnic","state","Gombe","North East","Gombe","","","","3255","3208","1936","724","662","62","47","1272","1212","62","1.458340902210112"
"2023/2024","Female","all","NECO","Polytechnic","state","Taraba","North East","Taraba","","","","3820","3765","2527","976","849","128","55","1238","1550","128","1.458340902210112"
"2023/2024","Female","all","NECO","Polytechnic","state","Yobe","North East","Yobe","","","","3644","3590","2680","938","809","129","54","910","1742","129","1.458340902210112"
"2023/2024","Female","all","NECO","Polytechnic","state","Jigawa","North West","Jigawa","","","","3464","3412","2530","896","800","96","52","882","1634","96","1.458340902210112"
"2023/2024","Female","all","NECO","Polytechnic","state","Kaduna","North West","Kaduna","","","","2139","2108","1481","499","435","64","31","627","982","64","1.458340902210112"
"2023/2024","Female","all","NECO","Polytechnic","state","Kano","North West","Kano","","","","4092","4031","2562","889","769","120","61","1469","1673","120","1.458340902210112"
"2023/2024","Female","all","NECO","Polytechnic","state","Katsina","North West","Katsina","","","","4197","4135","2459","915","809","106","62","1676","1544","106","1.458340902210112"
"2023/2024","Female","all","NECO","Polytechnic","state","Kebbi","North West","Kebbi","","","","3207","3160","1931","739","644","95","47","1229","1192","95","1.458340902210112"
"2023/2024","Female","all","NECO","Polytechnic","state","Sokoto","North West","Sokoto","","","","2899","2857","1930","742","682","60","42","927","1188","60","1.458340902210112"
"2023/2024","Female","all","NECO","Polytechnic","state","Zamfara","North West","Zamfara","","","","3479","3430","2571","931","840","91","49","859","1640","91","1.458340902210112"
"2023/2024","Female","all","NECO","Polytechnic","state","Abia","South East","Abia","","","","3217","3169","2386","985","878","108","48","783","1401","108","1.458340902210112"
"2023/2024","Female","all","NECO","Polytechnic","state","Anambra","South East","Anambra","","","","3055","3011","2105","844","757","87","44","906","1262","87","1.458340902210112"
"2023/2024","Female","all","NECO","Polytechnic","state","Ebonyi","South East","Ebonyi","","","","2759","2718","1747","694","616","78","41","971","1053","78","1.458340902210112"
"2023/2024","Female","all","NECO","Polytechnic","state","Enugu","South East","Enugu","","","","5121","5045","2981","1179","1060","119","76","2064","1802","119","1.458340902210112"
"2023/2024","Female","all","NECO","Polytechnic","state","Imo","South East","Imo","","","","4129","4067","2494","968","871","97","62","1573","1525","97","1.458340902210112"
"2023/2024","Female","all","NECO","Polytechnic","state","Akwa Ibom","South South","Akwa Ibom","","","","3321","3273","2223","821","746","75","48","1050","1402","75","1.458340902210112"
"2023/2024","Female","all","NECO","Polytechnic","state","Bayelsa","South South","Bayelsa","","","","3256","3208","2386","832","760","72","48","822","1554","72","1.458340902210112"
"2023/2024","Female","all","NECO","Polytechnic","state","Cross River","South South","Cross River","","","","3873","3816","2870","1146","1020","126","57","946","1724","126","1.458340902210112"
"2023/2024","Female","all","NECO","Polytechnic","state","Delta","South South","Delta","","","","4881","4807","3369","1197","1076","121","74","1438","2172","121","1.458340902210112"
"2023/2024","Female","all","NECO","Polytechnic","state","Edo","South South","Edo","","","","2830","2788","1754","638","559","79","42","1034","1116","79","1.458340902210112"
"2023/2024","Female","all","NECO","Polytechnic","state","Rivers","South South","Rivers","","","","4611","4541","2666","1014","906","108","70","1875","1652","108","1.458340902210112"
"2023/2024","Female","all","NECO","Polytechnic","state","Ekiti","South West","Ekiti","","","","2157","2123","1292","493","432","61","34","831","799","61","1.458340902210112"
"2023/2024","Female","all","NECO","Polytechnic","state","Lagos","South West","Lagos","","","","7117","7010","4779","1704","1484","221","107","2231","3075","221","1.458340902210112"
"2023/2024","Female","all","NECO","Polytechnic","state","Ogun","South West","Ogun","","","","4001","3941","2942","1031","907","124","60","999","1911","124","1.458340902210112"
"2023/2024","Female","all","NECO","Polytechnic","state","Ondo","South West","Ondo","","","","4306","4243","3223","1269","1140","129","63","1020","1954","129","1.458340902210112"
"2023/2024","Female","all","NECO","Polytechnic","state","Osun","South West","Osun","","","","4156","4094","2854","1035","945","90","62","1240","1819","90","1.458340902210112"
"2023/2024","Female","all","NECO","Polytechnic","state","Oyo","South West","Oyo","","","","2342","2308","1434","561","478","83","34","874","874","83","1.458340902210112"
"2023/2024","Female","all","NECO","University","state","Benue","North Central","Benue","","","","3589","3538","2468","928","834","94","51","1070","1540","94","1.458340902210112"
"2023/2024","Female","all","NECO","University","state","Abuja Federal Capital Territory","North Central","Abuja Federal Capital Territory","","","","3061","3014","1914","686","587","99","47","1100","1228","99","1.458340902210112"
"2023/2024","Female","all","NECO","University","state","Kogi","North Central","Kogi","","","","4490","4423","2624","926","835","91","67","1799","1698","91","1.458340902210112"
"2023/2024","Female","all","NECO","University","state","Kwara","North Central","Kwara","","","","3795","3736","2269","874","762","112","59","1467","1395","112","1.458340902210112"
"2023/2024","Female","all","NECO","University","state","Nasarawa","North Central","Nasarawa","","","","3018","2974","1999","777","706","71","44","975","1222","71","1.458340902210112"
"2023/2024","Female","all","NECO","University","state","Niger","North Central","Niger","","","","3648","3595","2688","940","808","132","53","907","1748","132","1.458340902210112"
"2023/2024","Female","all","NECO","University","state","Plateau","North Central","Plateau","","","","4580","4512","3431","1230","1121","109","68","1081","2201","109","1.458340902210112"
"2023/2024","Female","all","NECO","University","state","Adamawa","North East","Adamawa","","","","4334","4271","3060","1110","1006","104","63","1211","1950","104","1.458340902210112"
"2023/2024","Female","all","NECO","University","state","Bauchi","North East","Bauchi","","","","3571","3518","2222","786","721","66","53","1296","1435","66","1.458340902210112"
"2023/2024","Female","all","NECO","University","state","Borno","North East","Borno","","","","3828","3774","2247","814","719","95","54","1527","1434","95","1.458340902210112"
"2023/2024","Female","all","NECO","University","state","Gombe","North East","Gombe","","","","2193","2160","1304","492","445","47","33","856","812","47","1.458340902210112"
"2023/2024","Female","all","NECO","University","state","Taraba","North East","Taraba","","","","2096","2065","1407","543","473","71","31","658","863","71","1.458340902210112"
