session,gender,disability_scope,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2023/2024,Female,disabled,NABTEB,1-year,University,state,Akwa Ibom,South South,Akwa Ibom,,,,0,132,78,98,110,0,0,55,3,0,1.5
2023/2024,Female,disabled,NABTEB,1-year,University,state,Bayelsa,South South,Bayelsa,,,,0,55,33,46,48,1,0,22,0,1,1.5
2023/2024,Female,disabled,NABTEB,1-year,University,state,Cross River,South South,Cross River,,,,0,91,51,68,68,0,0,40,0,0,1.5
2023/2024,Female,disabled,NABTEB,1-year,University,state,Delta,South South,Delta,,,,0,106,68,85,89,1,0,38,4,1,1.5
2023/2024,Female,disabled,NABTEB,1-year,University,state,Edo,South South,Edo,,,,0,161,80,115,115,0,0,81,0,0,1.5
2023/2024,Female,disabled,NABTEB,1-year,University,state,Rivers,South South,Rivers,,,,0,151,80,84,86,0,0,71,0,0,1.5
2023/2024,Female,disabled,NABTEB,1-year,University,state,Ekiti,South West,Ekiti,,,,0,114,66,84,88,0,0,48,2,0,1.5
2023/2024,Female,disabled,NABTEB,1-year,University,state,Lagos,South West,Lagos,,,,0,207,115,161,164,0,0,92,0,0,1.5
2023/2024,Female,disabled,NABTEB,1-year,University,state,Ogun,South West,Ogun,,,,0,109,68,90,90,0,0,41,3,0,1.5
2023/2024,Female,disabled,NABTEB,1-year,University,state,Ondo,South West,Ondo,,,,0,105,71,79,85,0,0,34,3,0,1.5
2023/2024,Female,disabled,NABTEB,1-year,University,state,Osun,South West,Osun,,,,0,129,75,100,101,0,0,54,5,0,1.5
2023/2024,Female,disabled,NABTEB,1-year,University,state,Oyo,South West,Oyo,,,,0,132,73,105,110,0,0,59,0,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,College of Education,state,Benue,North Central,Benue,,,,0,69,80,0,0,0,0,6,80,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,College of Education,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,96,100,0,0,0,0,15,100,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,College of Education,state,Kogi,North Central,Kogi,,,,0,61,66,0,0,0,0,3,66,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,College of Education,state,Kwara,North Central,Kwara,,,,0,48,48,0,0,0,0,0,48,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,College of Education,state,Nasarawa,North Central,Nasarawa,,,,0,58,60,0,0,0,0,12,60,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,College of Education,state,Niger,North Central,Niger,,,,0,70,84,0,0,0,0,5,84,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,College of Education,state,Plateau,North Central,Plateau,,,,0,60,76,0,0,0,0,2,76,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,College of Education,state,Adamawa,North East,Adamawa,,,,0,60,76,0,0,0,0,2,76,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,College of Education,state,Bauchi,North East,Bauchi,,,,0,84,78,0,0,0,0,6,78,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,College of Education,state,Borno,North East,Borno,,,,0,60,54,0,0,0,0,6,54,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,College of Education,state,Gombe,North East,Gombe,,,,0,50,67,0,0,0,0,0,67,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,College of Education,state,Taraba,North East,Taraba,,,,0,76,82,0,0,0,0,3,82,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,College of Education,state,Yobe,North East,Yobe,,,,0,62,78,0,0,0,0,1,78,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,College of Education,state,Jigawa,North West,Jigawa,,,,0,66,84,0,0,0,0,2,84,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,College of Education,state,Kaduna,North West,Kaduna,,,,0,112,120,0,0,0,0,12,120,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,College of Education,state,Kano,North West,Kano,,,,0,96,101,0,0,0,0,8,101,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,College of Education,state,Katsina,North West,Katsina,,,,0,75,86,0,0,0,0,0,86,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,College of Education,state,Kebbi,North West,Kebbi,,,,0,56,54,0,0,0,0,2,54,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,College of Education,state,Sokoto,North West,Sokoto,,,,0,63,84,0,0,0,0,0,84,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,College of Education,state,Zamfara,North West,Zamfara,,,,0,81,96,0,0,0,0,6,96,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,College of Education,state,Abia,South East,Abia,,,,0,93,100,0,0,0,0,12,100,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,College of Education,state,Anambra,South East,Anambra,,,,0,78,69,0,0,0,0,9,69,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,College of Education,state,Ebonyi,South East,Ebonyi,,,,0,35,33,0,0,0,0,2,33,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,College of Education,state,Enugu,South East,Enugu,,,,0,60,54,0,0,0,0,6,54,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,College of Education,state,Imo,South East,Imo,,,,0,54,54,0,0,0,0,0,54,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,College of Education,state,Akwa Ibom,South South,Akwa Ibom,,,,0,60,63,0,0,0,0,3,63,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,College of Education,state,Bayelsa,South South,Bayelsa,,,,0,57,84,0,0,0,0,0,84,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,College of Education,state,Cross River,South South,Cross River,,,,0,57,57,0,0,0,0,2,57,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,College of Education,state,Delta,South South,Delta,,,,0,60,76,0,0,0,0,2,76,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,College of Education,state,Edo,South South,Edo,,,,0,78,81,0,0,0,0,10,81,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,College of Education,state,Rivers,South South,Rivers,,,,0,71,71,0,0,0,0,8,71,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,College of Education,state,Ekiti,South West,Ekiti,,,,0,88,78,0,0,0,0,10,78,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,College of Education,state,Lagos,South West,Lagos,,,,0,76,70,0,0,0,0,8,70,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,College of Education,state,Ogun,South West,Ogun,,,,0,86,111,0,0,0,0,3,111,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,College of Education,state,Ondo,South West,Ondo,,,,0,60,80,0,0,0,0,0,80,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,College of Education,state,Osun,South West,Osun,,,,0,54,56,0,0,0,0,3,56,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,College of Education,state,Oyo,South West,Oyo,,,,0,84,82,0,0,0,0,6,82,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,Polytechnic,state,Benue,North Central,Benue,,,,0,66,84,0,0,0,0,2,84,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,Polytechnic,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,67,76,0,0,0,0,6,76,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,Polytechnic,state,Kogi,North Central,Kogi,,,,0,58,56,0,0,0,0,4,56,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,Polytechnic,state,Kwara,North Central,Kwara,,,,0,78,72,0,0,0,0,6,72,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,Polytechnic,state,Nasarawa,North Central,Nasarawa,,,,0,44,57,0,0,0,0,2,57,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,Polytechnic,state,Niger,North Central,Niger,,,,0,61,76,0,0,0,0,3,76,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,Polytechnic,state,Plateau,North Central,Plateau,,,,0,57,72,0,0,0,0,2,72,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,Polytechnic,state,Adamawa,North East,Adamawa,,,,0,66,72,0,0,0,0,4,72,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,Polytechnic,state,Bauchi,North East,Bauchi,,,,0,42,42,0,0,0,0,0,42,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,Polytechnic,state,Borno,North East,Borno,,,,0,69,57,0,0,0,0,12,57,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,Polytechnic,state,Gombe,North East,Gombe,,,,0,48,55,0,0,0,0,5,55,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,Polytechnic,state,Taraba,North East,Taraba,,,,0,76,76,0,0,0,0,6,76,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,Polytechnic,state,Yobe,North East,Yobe,,,,0,67,80,0,0,0,0,2,80,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,Polytechnic,state,Jigawa,North West,Jigawa,,,,0,60,80,0,0,0,0,0,80,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,Polytechnic,state,Kaduna,North West,Kaduna,,,,0,36,45,0,0,0,0,0,45,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,Polytechnic,state,Kano,North West,Kano,,,,0,72,73,0,0,0,0,4,73,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,Polytechnic,state,Katsina,North West,Katsina,,,,0,55,59,0,0,0,0,4,59,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,Polytechnic,state,Kebbi,North West,Kebbi,,,,0,56,54,0,0,0,0,2,54,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,Polytechnic,state,Sokoto,North West,Sokoto,,,,0,39,52,0,0,0,0,0,52,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,Polytechnic,state,Zamfara,North West,Zamfara,,,,0,66,72,0,0,0,0,8,72,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,Polytechnic,state,Abia,South East,Abia,,,,0,57,68,0,0,0,0,3,68,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,Polytechnic,state,Anambra,South East,Anambra,,,,0,57,48,0,0,0,0,9,48,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,Polytechnic,state,Ebonyi,South East,Ebonyi,,,,0,57,51,0,0,0,0,6,51,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,Polytechnic,state,Enugu,South East,Enugu,,,,0,88,81,0,0,0,0,7,81,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,Polytechnic,state,Imo,South East,Imo,,,,0,75,72,0,0,0,0,3,72,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,Polytechnic,state,Akwa Ibom,South South,Akwa Ibom,,,,0,60,61,0,0,0,0,3,61,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,Polytechnic,state,Bayelsa,South South,Bayelsa,,,,0,46,63,0,0,0,0,2,63,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,Polytechnic,state,Cross River,South South,Cross River,,,,0,73,72,0,0,0,0,6,72,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,Polytechnic,state,Delta,South South,Delta,,,,0,81,96,0,0,0,0,6,96,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,Polytechnic,state,Edo,South South,Edo,,,,0,53,57,0,0,0,0,6,57,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,Polytechnic,state,Rivers,South South,Rivers,,,,0,80,74,0,0,0,0,12,74,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,Polytechnic,state,Ekiti,South West,Ekiti,,,,0,39,39,0,0,0,0,0,39,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,Polytechnic,state,Lagos,South West,Lagos,,,,0,119,115,0,0,0,0,8,115,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,Polytechnic,state,Ogun,South West,Ogun,,,,0,66,82,0,0,0,0,6,82,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,Polytechnic,state,Ondo,South West,Ondo,,,,0,81,92,0,0,0,0,8,92,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,Polytechnic,state,Osun,South West,Osun,,,,0,72,78,0,0,0,0,4,78,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,Polytechnic,state,Oyo,South West,Oyo,,,,0,39,43,0,0,0,0,2,43,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,University,state,Benue,North Central,Benue,,,,0,60,76,0,0,0,0,2,76,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,University,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,48,64,0,0,0,0,0,64,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,University,state,Kogi,North Central,Kogi,,,,0,81,77,0,0,0,0,11,77,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,University,state,Kwara,North Central,Kwara,,,,0,69,60,0,0,0,0,9,60,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,University,state,Nasarawa,North Central,Nasarawa,,,,0,47,63,0,0,0,0,2,63,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,University,state,Niger,North Central,Niger,,,,0,64,80,0,0,0,0,3,80,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,University,state,Plateau,North Central,Plateau,,,,0,75,92,0,0,0,0,4,92,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,University,state,Adamawa,North East,Adamawa,,,,0,75,92,0,0,0,0,4,92,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,University,state,Bauchi,North East,Bauchi,,,,0,64,60,0,0,0,0,4,60,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,University,state,Borno,North East,Borno,,,,0,72,69,0,0,0,0,3,69,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,University,state,Gombe,North East,Gombe,,,,0,31,36,0,0,0,0,2,36,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,University,state,Taraba,North East,Taraba,,,,0,44,49,0,0,0,0,4,49,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,University,state,Yobe,North East,Yobe,,,,0,57,72,0,0,0,0,0,72,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,University,state,Jigawa,North West,Jigawa,,,,0,63,76,0,0,0,0,4,76,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,University,state,Kaduna,North West,Kaduna,,,,0,115,135,0,0,0,0,5,135,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,University,state,Kano,North West,Kano,,,,0,96,97,0,0,0,0,10,97,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,University,state,Katsina,North West,Katsina,,,,0,66,60,0,0,0,0,9,60,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,University,state,Kebbi,North West,Kebbi,,,,0,80,72,0,0,0,0,8,72,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,University,state,Sokoto,North West,Sokoto,,,,0,94,104,0,0,0,0,12,104,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,University,state,Zamfara,North West,Zamfara,,,,0,57,72,0,0,0,0,2,72,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,University,state,Abia,South East,Abia,,,,0,62,72,0,0,0,0,6,72,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,University,state,Anambra,South East,Anambra,,,,0,72,63,0,0,0,0,9,63,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,University,state,Ebonyi,South East,Ebonyi,,,,0,100,96,0,0,0,0,4,96,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,University,state,Enugu,South East,Enugu,,,,0,45,45,0,0,0,0,0,45,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,University,state,Imo,South East,Imo,,,,0,57,54,0,0,0,0,3,54,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,University,state,Akwa Ibom,South South,Akwa Ibom,,,,0,72,76,0,0,0,0,4,76,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,University,state,Bayelsa,South South,Bayelsa,,,,0,23,33,0,0,0,0,0,33,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,University,state,Cross River,South South,Cross River,,,,0,50,51,0,0,0,0,2,51,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,University,state,Delta,South South,Delta,,,,0,54,68,0,0,0,0,2,68,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,University,state,Edo,South South,Edo,,,,0,73,83,0,0,0,0,2,83,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,University,state,Rivers,South South,Rivers,,,,0,77,81,0,0,0,0,5,81,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,University,state,Ekiti,South West,Ekiti,,,,0,69,63,0,0,0,0,6,63,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,University,state,Lagos,South West,Lagos,,,,0,112,115,0,0,0,0,4,115,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,University,state,Ogun,South West,Ogun,,,,0,55,65,0,0,0,0,5,65,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,University,state,Ondo,South West,Ondo,,,,0,57,68,0,0,0,0,4,68,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,University,state,Osun,South West,Osun,,,,0,66,68,0,0,0,0,2,68,0,1.5
2023/2024,Female,disabled,NABTEB,2-year,University,state,Oyo,South West,Oyo,,,,0,75,73,0,0,0,0,9,73,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,College of Education,state,Benue,North Central,Benue,,,,0,60,16,0,0,0,0,48,16,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,College of Education,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,77,16,0,0,0,0,64,16,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,College of Education,state,Kogi,North Central,Kogi,,,,0,57,8,0,0,0,0,51,8,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,College of Education,state,Kwara,North Central,Kwara,,,,0,48,12,0,0,0,0,36,12,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,College of Education,state,Nasarawa,North Central,Nasarawa,,,,0,40,24,0,0,0,0,24,24,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,College of Education,state,Niger,North Central,Niger,,,,0,63,16,0,0,0,0,51,16,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,College of Education,state,Plateau,North Central,Plateau,,,,0,57,20,0,0,0,0,42,20,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,College of Education,state,Adamawa,North East,Adamawa,,,,0,57,12,0,0,0,0,47,12,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,College of Education,state,Bauchi,North East,Bauchi,,,,0,78,6,0,0,0,0,72,6,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,College of Education,state,Borno,North East,Borno,,,,0,54,18,0,0,0,0,36,18,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,College of Education,state,Gombe,North East,Gombe,,,,0,50,6,0,0,0,0,46,6,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,College of Education,state,Taraba,North East,Taraba,,,,0,72,16,0,0,0,0,57,16,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,College of Education,state,Yobe,North East,Yobe,,,,0,60,4,0,0,0,0,57,4,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,College of Education,state,Jigawa,North West,Jigawa,,,,0,63,12,0,0,0,0,54,12,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,College of Education,state,Kaduna,North West,Kaduna,,,,0,96,20,0,0,0,0,80,20,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,College of Education,state,Kano,North West,Kano,,,,0,88,19,0,0,0,0,72,19,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,College of Education,state,Katsina,North West,Katsina,,,,0,75,4,0,0,0,0,72,4,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,College of Education,state,Kebbi,North West,Kebbi,,,,0,54,3,0,0,0,0,51,3,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,College of Education,state,Sokoto,North West,Sokoto,,,,0,63,4,0,0,0,0,60,4,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,College of Education,state,Zamfara,North West,Zamfara,,,,0,72,32,0,0,0,0,48,32,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,College of Education,state,Abia,South East,Abia,,,,0,78,20,0,0,0,0,63,20,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,College of Education,state,Anambra,South East,Anambra,,,,0,69,18,0,0,0,0,51,18,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,College of Education,state,Ebonyi,South East,Ebonyi,,,,0,33,3,0,0,0,0,30,3,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,College of Education,state,Enugu,South East,Enugu,,,,0,54,12,0,0,0,0,42,12,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,College of Education,state,Imo,South East,Imo,,,,0,54,6,0,0,0,0,48,6,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,College of Education,state,Akwa Ibom,South South,Akwa Ibom,,,,0,57,14,0,0,0,0,45,14,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,College of Education,state,Bayelsa,South South,Bayelsa,,,,0,58,0,0,0,0,0,58,0,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,College of Education,state,Cross River,South South,Cross River,,,,0,55,21,0,0,0,0,35,21,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,College of Education,state,Delta,South South,Delta,,,,0,57,12,0,0,0,0,48,12,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,College of Education,state,Edo,South South,Edo,,,,0,66,18,0,0,0,0,51,18,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,College of Education,state,Rivers,South South,Rivers,,,,0,68,14,0,0,0,0,54,14,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,College of Education,state,Ekiti,South West,Ekiti,,,,0,78,27,0,0,0,0,51,27,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,College of Education,state,Lagos,South West,Lagos,,,,0,67,15,0,0,0,0,52,15,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,College of Education,state,Ogun,South West,Ogun,,,,0,82,23,0,0,0,0,64,23,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,College of Education,state,Ondo,South West,Ondo,,,,0,60,12,0,0,0,0,51,12,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,College of Education,state,Osun,South West,Osun,,,,0,51,7,0,0,0,0,45,7,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,College of Education,state,Oyo,South West,Oyo,,,,0,78,16,0,0,0,0,63,16,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,Polytechnic,state,Benue,North Central,Benue,,,,0,63,4,0,0,0,0,60,4,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,Polytechnic,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,57,16,0,0,0,0,45,16,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,Polytechnic,state,Kogi,North Central,Kogi,,,,0,54,9,0,0,0,0,45,9,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,Polytechnic,state,Kwara,North Central,Kwara,,,,0,72,6,0,0,0,0,66,6,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,Polytechnic,state,Nasarawa,North Central,Nasarawa,,,,0,41,15,0,0,0,0,30,15,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,Polytechnic,state,Niger,North Central,Niger,,,,0,57,12,0,0,0,0,48,12,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,Polytechnic,state,Plateau,North Central,Plateau,,,,0,54,16,0,0,0,0,42,16,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,Polytechnic,state,Adamawa,North East,Adamawa,,,,0,54,16,0,0,0,0,38,16,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,Polytechnic,state,Bauchi,North East,Bauchi,,,,0,42,0,0,0,0,0,42,0,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,Polytechnic,state,Borno,North East,Borno,,,,0,57,21,0,0,0,0,36,21,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,Polytechnic,state,Gombe,North East,Gombe,,,,0,42,8,0,0,0,0,36,8,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,Polytechnic,state,Taraba,North East,Taraba,,,,0,69,13,0,0,0,0,57,13,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,Polytechnic,state,Yobe,North East,Yobe,,,,0,63,12,0,0,0,0,54,12,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,Polytechnic,state,Jigawa,North West,Jigawa,,,,0,60,4,0,0,0,0,57,4,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,Polytechnic,state,Kaduna,North West,Kaduna,,,,0,36,5,0,0,0,0,32,5,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,Polytechnic,state,Kano,North West,Kano,,,,0,68,9,0,0,0,0,60,9,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,Polytechnic,state,Katsina,North West,Katsina,,,,0,51,13,0,0,0,0,39,13,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,Polytechnic,state,Kebbi,North West,Kebbi,,,,0,54,21,0,0,0,0,33,21,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,Polytechnic,state,Sokoto,North West,Sokoto,,,,0,39,4,0,0,0,0,36,4,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,Polytechnic,state,Zamfara,North West,Zamfara,,,,0,54,28,0,0,0,0,33,28,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,Polytechnic,state,Abia,South East,Abia,,,,0,53,16,0,0,0,0,41,16,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,Polytechnic,state,Anambra,South East,Anambra,,,,0,48,15,0,0,0,0,33,15,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,Polytechnic,state,Ebonyi,South East,Ebonyi,,,,0,51,12,0,0,0,0,39,12,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,Polytechnic,state,Enugu,South East,Enugu,,,,0,81,24,0,0,0,0,57,24,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,Polytechnic,state,Imo,South East,Imo,,,,0,72,6,0,0,0,0,66,6,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,Polytechnic,state,Akwa Ibom,South South,Akwa Ibom,,,,0,57,6,0,0,0,0,51,6,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,Polytechnic,state,Bayelsa,South South,Bayelsa,,,,0,44,12,0,0,0,0,36,12,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,Polytechnic,state,Cross River,South South,Cross River,,,,0,65,12,0,0,0,0,55,12,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,Polytechnic,state,Delta,South South,Delta,,,,0,72,20,0,0,0,0,57,20,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,Polytechnic,state,Edo,South South,Edo,,,,0,45,11,0,0,0,0,35,11,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,Polytechnic,state,Rivers,South South,Rivers,,,,0,69,18,0,0,0,0,53,18,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,Polytechnic,state,Ekiti,South West,Ekiti,,,,0,39,3,0,0,0,0,36,3,0,1.5
