session,zone,state,lga,ward,school,gender,disability,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,infrastructure_score,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Comprehensive High School, Abuloma/Amadi-Ama",Female,ALL,Private,JSS,JSS1,JSS1,152,0,4,2,31.3,0,0.0,38.0,76.0,1,1,0,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Comprehensive High School, Abuloma/Amadi-Ama",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,243,0,6,1,30.3,0,0.0,40.5,243.0,3,1,1,2,5,2
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Comprehensive High School, Abuloma/Amadi-Ama",Female,ALL,Private,SSS,SSS1,SSS1,181,0,6,2,32.3,0,0.0,30.1667,90.5,1,2,1,2,5,2
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Comprehensive High School, Abuloma/Amadi-Ama",Female,ALL,Public,JSS,JSS1,JSS1,421,1,8,3,31.3,0,421.0,52.625,140.3333,2,3,1,3,10,4
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Comprehensive High School, Abuloma/Amadi-Ama",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,1147,2,24,23,30.3,0,573.5,47.7917,49.8696,13,4,3,8,23,9
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Comprehensive High School, Abuloma/Amadi-Ama",Female,ALL,Public,SSS,SSS1,SSS1,304,1,6,2,32.3,0,304.0,50.6667,152.0,1,3,1,3,9,3
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Comprehensive High School, Abuloma/Amadi-Ama",Female,Disabled,Private,JSS,JSS1,JSS1,14,0,1,1,15.65,0,0.0,14.0,14.0,0,0,0,0,1,0
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Comprehensive High School, Abuloma/Amadi-Ama",Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,16,0,1,1,15.15,0,0.0,16.0,16.0,0,0,0,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Comprehensive High School, Abuloma/Amadi-Ama",Female,Disabled,Private,SSS,SSS1,SSS1,15,0,1,1,16.15,0,0.0,15.0,15.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Comprehensive High School, Abuloma/Amadi-Ama",Female,Disabled,Public,JSS,JSS1,JSS1,29,0,1,1,15.65,0,0.0,29.0,29.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Comprehensive High School, Abuloma/Amadi-Ama",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,79,1,2,2,15.15,0,79.0,39.5,39.5,0,1,1,2,6,2
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Comprehensive High School, Abuloma/Amadi-Ama",Female,Disabled,Public,SSS,SSS1,SSS1,27,0,1,1,16.15,0,0.0,27.0,27.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Comprehensive High School, Abuloma/Amadi-Ama",Male,ALL,Private,JSS,JSS1,JSS1,136,0,4,2,31.3,0,0.0,34.0,68.0,1,1,0,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Comprehensive High School, Abuloma/Amadi-Ama",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,263,0,6,1,30.3,0,0.0,43.8333,263.0,3,1,1,2,5,2
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Comprehensive High School, Abuloma/Amadi-Ama",Male,ALL,Private,SSS,SSS1,SSS1,193,0,7,2,32.3,0,0.0,27.5714,96.5,1,2,1,2,5,2
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Comprehensive High School, Abuloma/Amadi-Ama",Male,ALL,Public,JSS,JSS1,JSS1,419,1,8,3,31.3,0,419.0,52.375,139.6667,2,3,1,3,10,4
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Comprehensive High School, Abuloma/Amadi-Ama",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,1228,2,26,25,30.3,0,614.0,47.2308,49.12,14,4,3,8,23,9
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Comprehensive High School, Abuloma/Amadi-Ama",Male,ALL,Public,SSS,SSS1,SSS1,317,1,7,2,32.3,0,317.0,45.2857,158.5,1,3,1,3,9,3
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Comprehensive High School, Abuloma/Amadi-Ama",Male,Disabled,Private,JSS,JSS1,JSS1,12,0,1,1,15.65,0,0.0,12.0,12.0,0,0,0,0,1,0
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Comprehensive High School, Abuloma/Amadi-Ama",Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,18,0,1,1,15.15,0,0.0,18.0,18.0,0,0,0,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Comprehensive High School, Abuloma/Amadi-Ama",Male,Disabled,Private,SSS,SSS1,SSS1,16,0,1,1,16.15,0,0.0,16.0,16.0,0,1,1,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Comprehensive High School, Abuloma/Amadi-Ama",Male,Disabled,Public,JSS,JSS1,JSS1,29,0,1,1,15.65,0,0.0,29.0,29.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Comprehensive High School, Abuloma/Amadi-Ama",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,85,1,2,2,15.15,0,85.0,42.5,42.5,0,1,1,2,6,2
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Comprehensive High School, Abuloma/Amadi-Ama",Male,Disabled,Public,SSS,SSS1,SSS1,27,0,1,1,16.15,0,0.0,27.0,27.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Government Secondary School, Abuloma/Amadi-Ama",Female,ALL,Private,JSS,JSS1,JSS1,152,0,3,1,31.3,0,0.0,50.6667,152.0,1,1,0,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Government Secondary School, Abuloma/Amadi-Ama",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,243,0,6,2,30.3,0,0.0,40.5,121.5,3,1,1,2,5,2
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Government Secondary School, Abuloma/Amadi-Ama",Female,ALL,Private,SSS,SSS1,SSS1,181,0,5,1,32.3,0,0.0,36.2,181.0,1,2,1,2,5,2
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Government Secondary School, Abuloma/Amadi-Ama",Female,ALL,Public,JSS,JSS1,JSS1,421,1,6,2,31.3,0,421.0,70.1667,210.5,2,3,1,3,10,4
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Government Secondary School, Abuloma/Amadi-Ama",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,1147,2,22,8,30.3,0,573.5,52.1364,143.375,13,4,3,8,23,9
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Government Secondary School, Abuloma/Amadi-Ama",Female,ALL,Public,SSS,SSS1,SSS1,304,1,5,1,32.3,0,304.0,60.8,304.0,1,3,1,3,9,3
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Government Secondary School, Abuloma/Amadi-Ama",Female,Disabled,Private,JSS,JSS1,JSS1,14,0,1,1,15.65,0,0.0,14.0,14.0,0,0,0,0,1,0
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Government Secondary School, Abuloma/Amadi-Ama",Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,16,0,1,1,15.15,0,0.0,16.0,16.0,0,0,0,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Government Secondary School, Abuloma/Amadi-Ama",Female,Disabled,Private,SSS,SSS1,SSS1,15,0,1,1,16.15,0,0.0,15.0,15.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Government Secondary School, Abuloma/Amadi-Ama",Female,Disabled,Public,JSS,JSS1,JSS1,29,0,1,1,15.65,0,0.0,29.0,29.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Government Secondary School, Abuloma/Amadi-Ama",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,79,1,2,1,15.15,0,79.0,39.5,79.0,0,1,1,2,6,2
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Government Secondary School, Abuloma/Amadi-Ama",Female,Disabled,Public,SSS,SSS1,SSS1,27,0,1,1,16.15,0,0.0,27.0,27.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Government Secondary School, Abuloma/Amadi-Ama",Male,ALL,Private,JSS,JSS1,JSS1,136,0,3,1,31.3,0,0.0,45.3333,136.0,1,1,0,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Government Secondary School, Abuloma/Amadi-Ama",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,263,0,7,2,30.3,0,0.0,37.5714,131.5,3,1,1,2,5,2
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Government Secondary School, Abuloma/Amadi-Ama",Male,ALL,Private,SSS,SSS1,SSS1,193,0,5,1,32.3,0,0.0,38.6,193.0,1,2,1,2,5,2
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Government Secondary School, Abuloma/Amadi-Ama",Male,ALL,Public,JSS,JSS1,JSS1,419,1,6,2,31.3,0,419.0,69.8333,209.5,2,3,1,3,10,4
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Government Secondary School, Abuloma/Amadi-Ama",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,1228,2,24,9,30.3,0,614.0,51.1667,136.4444,14,4,3,8,23,9
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Government Secondary School, Abuloma/Amadi-Ama",Male,ALL,Public,SSS,SSS1,SSS1,317,1,5,1,32.3,0,317.0,63.4,317.0,1,3,1,3,9,3
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Government Secondary School, Abuloma/Amadi-Ama",Male,Disabled,Private,JSS,JSS1,JSS1,12,0,1,1,15.65,0,0.0,12.0,12.0,0,0,0,0,1,0
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Government Secondary School, Abuloma/Amadi-Ama",Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,18,0,1,1,15.15,0,0.0,18.0,18.0,0,0,0,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Government Secondary School, Abuloma/Amadi-Ama",Male,Disabled,Private,SSS,SSS1,SSS1,16,0,1,1,16.15,0,0.0,16.0,16.0,0,1,1,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Government Secondary School, Abuloma/Amadi-Ama",Male,Disabled,Public,JSS,JSS1,JSS1,29,0,1,1,15.65,0,0.0,29.0,29.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Government Secondary School, Abuloma/Amadi-Ama",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,85,1,2,1,15.15,0,85.0,42.5,85.0,0,1,1,2,6,2
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Government Secondary School, Abuloma/Amadi-Ama",Male,Disabled,Public,SSS,SSS1,SSS1,27,0,1,1,16.15,0,0.0,27.0,27.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Unity College, Port Harcourt",Female,ALL,Private,JSS,JSS1,JSS1,152,0,4,1,31.3,0,0.0,38.0,152.0,1,1,0,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Unity College, Port Harcourt",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,243,0,7,1,30.3,0,0.0,34.7143,243.0,3,1,1,2,5,2
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Unity College, Port Harcourt",Female,ALL,Private,SSS,SSS1,SSS1,181,0,5,3,32.3,0,0.0,36.2,60.3333,1,2,1,2,5,2
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Unity College, Port Harcourt",Female,ALL,Public,JSS,JSS1,JSS1,421,1,8,2,31.3,0,421.0,52.625,210.5,2,3,1,3,10,4
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Unity College, Port Harcourt",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,1147,2,29,7,30.3,0,573.5,39.5517,163.8571,13,4,3,8,23,9
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Unity College, Port Harcourt",Female,ALL,Public,SSS,SSS1,SSS1,304,1,5,2,32.3,0,304.0,60.8,152.0,1,3,1,3,9,3
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Unity College, Port Harcourt",Female,Disabled,Private,JSS,JSS1,JSS1,14,0,1,1,15.65,0,0.0,14.0,14.0,0,0,0,0,1,0
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Unity College, Port Harcourt",Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,16,0,1,1,15.15,0,0.0,16.0,16.0,0,0,0,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Unity College, Port Harcourt",Female,Disabled,Private,SSS,SSS1,SSS1,15,0,1,1,16.15,0,0.0,15.0,15.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Unity College, Port Harcourt",Female,Disabled,Public,JSS,JSS1,JSS1,29,0,1,1,15.65,0,0.0,29.0,29.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Unity College, Port Harcourt",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,79,1,2,1,15.15,0,79.0,39.5,79.0,0,1,1,2,6,2
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Unity College, Port Harcourt",Female,Disabled,Public,SSS,SSS1,SSS1,27,0,1,1,16.15,0,0.0,27.0,27.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Unity College, Port Harcourt",Male,ALL,Private,JSS,JSS1,JSS1,136,0,3,1,31.3,0,0.0,45.3333,136.0,1,1,0,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Unity College, Port Harcourt",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,263,0,8,1,30.3,0,0.0,32.875,263.0,3,1,1,2,5,2
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Unity College, Port Harcourt",Male,ALL,Private,SSS,SSS1,SSS1,193,0,6,3,32.3,0,0.0,32.1667,64.3333,1,2,1,2,5,2
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Unity College, Port Harcourt",Male,ALL,Public,JSS,JSS1,JSS1,419,1,8,2,31.3,0,419.0,52.375,209.5,2,3,1,3,10,4
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Unity College, Port Harcourt",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,1228,2,31,7,30.3,0,614.0,39.6129,175.4286,14,4,3,8,23,9
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Unity College, Port Harcourt",Male,ALL,Public,SSS,SSS1,SSS1,317,1,5,2,32.3,0,317.0,63.4,158.5,1,3,1,3,9,3
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Unity College, Port Harcourt",Male,Disabled,Private,JSS,JSS1,JSS1,12,0,1,1,15.65,0,0.0,12.0,12.0,0,0,0,0,1,0
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Unity College, Port Harcourt",Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,18,0,1,1,15.15,0,0.0,18.0,18.0,0,0,0,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Unity College, Port Harcourt",Male,Disabled,Private,SSS,SSS1,SSS1,16,0,1,1,16.15,0,0.0,16.0,16.0,0,1,1,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Unity College, Port Harcourt",Male,Disabled,Public,JSS,JSS1,JSS1,29,0,1,1,15.65,0,0.0,29.0,29.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Unity College, Port Harcourt",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,85,1,2,1,15.15,0,85.0,42.5,85.0,0,1,1,2,6,2
2023/2024,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,"Unity College, Port Harcourt",Male,Disabled,Public,SSS,SSS1,SSS1,27,0,1,1,16.15,0,0.0,27.0,27.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Community Secondary School, Diobu",Female,ALL,Private,JSS,JSS1,JSS1,112,0,2,1,31.3,0,0.0,56.0,112.0,1,1,0,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Community Secondary School, Diobu",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,278,0,6,3,30.3,0,0.0,46.3333,92.6667,3,1,1,2,5,2
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Community Secondary School, Diobu",Female,ALL,Private,SSS,SSS1,SSS1,165,0,6,1,32.3,0,0.0,27.5,165.0,1,2,1,2,5,2
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Community Secondary School, Diobu",Female,ALL,Public,JSS,JSS1,JSS1,353,1,8,2,31.3,0,353.0,44.125,176.5,2,3,1,3,10,4
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Community Secondary School, Diobu",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,928,2,24,15,30.3,0,464.0,38.6667,61.8667,10,4,2,6,19,7
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Community Secondary School, Diobu",Female,ALL,Public,SSS,SSS1,SSS1,236,1,4,1,32.3,0,236.0,59.0,236.0,1,2,1,2,6,2
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Community Secondary School, Diobu",Female,Disabled,Private,JSS,JSS1,JSS1,8,0,1,1,15.65,0,0.0,8.0,8.0,0,0,1,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Community Secondary School, Diobu",Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,23,0,1,1,15.15,0,0.0,23.0,23.0,0,0,0,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Community Secondary School, Diobu",Female,Disabled,Private,SSS,SSS1,SSS1,14,0,1,1,16.15,0,0.0,14.0,14.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Community Secondary School, Diobu",Female,Disabled,Public,JSS,JSS1,JSS1,27,0,1,1,15.65,0,0.0,27.0,27.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Community Secondary School, Diobu",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,69,1,2,1,15.15,0,69.0,34.5,69.0,0,1,1,2,5,2
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Community Secondary School, Diobu",Female,Disabled,Public,SSS,SSS1,SSS1,22,0,1,1,16.15,0,0.0,22.0,22.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Community Secondary School, Diobu",Male,ALL,Private,JSS,JSS1,JSS1,108,0,2,1,31.3,0,0.0,54.0,108.0,1,1,0,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Community Secondary School, Diobu",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,264,0,6,3,30.3,0,0.0,44.0,88.0,3,1,1,2,5,2
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Community Secondary School, Diobu",Male,ALL,Private,SSS,SSS1,SSS1,183,0,6,1,32.3,0,0.0,30.5,183.0,1,2,1,2,5,2
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Community Secondary School, Diobu",Male,ALL,Public,JSS,JSS1,JSS1,363,1,8,2,31.3,0,363.0,45.375,181.5,2,3,1,3,10,4
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Community Secondary School, Diobu",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,922,2,24,15,30.3,0,461.0,38.4167,61.4667,10,4,2,6,19,7
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Community Secondary School, Diobu",Male,ALL,Public,SSS,SSS1,SSS1,242,1,4,1,32.3,0,242.0,60.5,242.0,1,2,1,2,6,2
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Community Secondary School, Diobu",Male,Disabled,Private,JSS,JSS1,JSS1,9,0,1,1,15.65,0,0.0,9.0,9.0,0,0,1,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Community Secondary School, Diobu",Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,21,0,1,1,15.15,0,0.0,21.0,21.0,0,0,0,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Community Secondary School, Diobu",Male,Disabled,Private,SSS,SSS1,SSS1,16,0,1,1,16.15,0,0.0,16.0,16.0,0,1,1,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Community Secondary School, Diobu",Male,Disabled,Public,JSS,JSS1,JSS1,27,0,1,1,15.65,0,0.0,27.0,27.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Community Secondary School, Diobu",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,69,1,2,1,15.15,0,69.0,34.5,69.0,0,1,1,2,6,2
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Community Secondary School, Diobu",Male,Disabled,Public,SSS,SSS1,SSS1,23,0,1,1,16.15,0,0.0,23.0,23.0,0,1,1,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Comprehensive High School, Diobu",Female,ALL,Private,JSS,JSS1,JSS1,112,0,2,1,31.3,0,0.0,56.0,112.0,1,1,0,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Comprehensive High School, Diobu",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,278,0,7,3,30.3,0,0.0,39.7143,92.6667,3,1,1,2,5,2
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Comprehensive High School, Diobu",Female,ALL,Private,SSS,SSS1,SSS1,165,0,4,4,32.3,0,0.0,41.25,41.25,1,2,1,2,5,2
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Comprehensive High School, Diobu",Female,ALL,Public,JSS,JSS1,JSS1,353,1,7,3,31.3,0,353.0,50.4286,117.6667,2,3,1,3,10,4
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Comprehensive High School, Diobu",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,928,2,19,5,30.3,0,464.0,48.8421,185.6,10,4,2,6,19,7
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Comprehensive High School, Diobu",Female,ALL,Public,SSS,SSS1,SSS1,236,1,4,2,32.3,0,236.0,59.0,118.0,1,2,1,2,6,2
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Comprehensive High School, Diobu",Female,Disabled,Private,JSS,JSS1,JSS1,8,0,1,1,15.65,0,0.0,8.0,8.0,0,0,1,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Comprehensive High School, Diobu",Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,23,0,1,1,15.15,0,0.0,23.0,23.0,0,0,0,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Comprehensive High School, Diobu",Female,Disabled,Private,SSS,SSS1,SSS1,14,0,1,1,16.15,0,0.0,14.0,14.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Comprehensive High School, Diobu",Female,Disabled,Public,JSS,JSS1,JSS1,27,0,1,1,15.65,0,0.0,27.0,27.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Comprehensive High School, Diobu",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,69,1,1,1,15.15,0,69.0,69.0,69.0,0,1,1,2,5,2
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Comprehensive High School, Diobu",Female,Disabled,Public,SSS,SSS1,SSS1,22,0,1,1,16.15,0,0.0,22.0,22.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Comprehensive High School, Diobu",Male,ALL,Private,JSS,JSS1,JSS1,108,0,2,1,31.3,0,0.0,54.0,108.0,1,1,0,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Comprehensive High School, Diobu",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,264,0,7,3,30.3,0,0.0,37.7143,88.0,3,1,1,2,5,2
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Comprehensive High School, Diobu",Male,ALL,Private,SSS,SSS1,SSS1,183,0,5,4,32.3,0,0.0,36.6,45.75,1,2,1,2,5,2
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Comprehensive High School, Diobu",Male,ALL,Public,JSS,JSS1,JSS1,363,1,7,4,31.3,0,363.0,51.8571,90.75,2,3,1,3,10,4
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Comprehensive High School, Diobu",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,922,2,19,5,30.3,0,461.0,48.5263,184.4,10,4,2,6,19,7
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Comprehensive High School, Diobu",Male,ALL,Public,SSS,SSS1,SSS1,242,1,5,2,32.3,0,242.0,48.4,121.0,1,2,1,2,6,2
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Comprehensive High School, Diobu",Male,Disabled,Private,JSS,JSS1,JSS1,9,0,1,1,15.65,0,0.0,9.0,9.0,0,0,1,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Comprehensive High School, Diobu",Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,21,0,1,1,15.15,0,0.0,21.0,21.0,0,0,0,1,2,1
