session,zone,state,lga,ward,school,gender,disability,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,infrastructure_score,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2024/2025,North West,Jigawa,Ringim,Tofa,"G/Maza Primary School, Gidan Maza",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Ringim,Tofa,"Gerawa Primary School, Gerawa",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Ringim,Tofa,Jangwano Primary School,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Ringim,Tofa,Kukuwa  Nomadic  Primary Schoool,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Ringim,Tofa,"Kwartawa Primary School, Kwartawa",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Ringim,Tofa,"Tofa Primary School, Tofa",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Ringim,Tofa,"Tsungur Primary School, Tsungur",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Ringim,Yandutse,Annur Nursery And Primary,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,23,0,2,1,36.41,0,24.1993,8.3008,24.1993,2,1,1,1,1,1
2024/2025,North West,Jigawa,Ringim,Ringim,Abubakar Sadiq Tahafizul Quran Islamiya Primary School,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,6,0,1,1,36.41,0,0,4.4697,6.5152,1,0,1,0,0,0
2024/2025,North West,Jigawa,Ringim,Ringim,Al-Ansar Academy Nursery And Primary School,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,6,0,1,1,36.41,0,0,4.4697,6.5152,1,0,1,0,0,0
2024/2025,North West,Jigawa,Ringim,Ringim,Al-Burham Academy,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,6,0,1,1,36.41,0,0,4.4697,6.5152,1,0,1,0,0,0
2024/2025,North West,Jigawa,Ringim,Ringim,Alislah Model School,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,6,0,1,1,36.41,0,0,4.4697,6.5152,1,0,1,0,0,0
2024/2025,North West,Jigawa,Ringim,Ringim,Amana Academy Nursery And Primary School,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,6,0,1,1,36.41,0,0,4.4697,6.5152,1,0,1,0,0,0
2024/2025,North West,Jigawa,Ringim,Ringim,Dan Mai Rigar Buzu  Islamiya Primary School,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,6,0,1,1,36.41,0,0,4.4697,6.5152,1,0,1,0,0,0
2024/2025,North West,Jigawa,Ringim,Ringim,Hajiya Zainab Tahfizul Quran,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,6,0,1,1,36.41,0,0,4.4697,6.5152,1,0,1,0,0,0
2024/2025,North West,Jigawa,Ringim,Ringim,Maahad Habu Mai Sugar Tahfizul Quran Wal Ulum,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,6,0,1,1,36.41,0,0,4.4697,6.5152,1,0,1,0,0,0
2024/2025,North West,Jigawa,Ringim,Ringim,Madarasatul Jannatul Firdausi Al-Ameen Islamiyya,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,6,0,1,1,36.41,0,0,4.4697,6.5152,1,0,1,0,0,0
2024/2025,North West,Jigawa,Ringim,Ringim,Madarasatul Tarbiyat Islamiya  Primary Schoool,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,6,0,1,1,36.41,0,0,4.4697,6.5152,1,0,1,0,0,0
2024/2025,North West,Jigawa,Ringim,Ringim,Madarasatul Usman Bn Affan Islamiyya  Primary Schoool,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,6,0,1,1,36.41,0,0,4.4697,6.5152,1,0,1,0,0,0
2024/2025,North West,Jigawa,Ringim,Ringim,Madinatul  Ahbab Primary Schoool,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,6,0,1,1,36.41,0,0,4.4697,6.5152,1,0,1,0,0,0
2024/2025,North West,Jigawa,Ringim,Ringim,Muhajirun Wal Ansar Police Barracks Islamiyya School,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,6,0,1,1,36.41,0,0,4.4697,6.5152,1,0,1,0,0,0
2024/2025,North West,Jigawa,Ringim,Ringim,Muhammad Raimi Center For Quranic Studies,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,6,0,1,1,36.41,0,0,4.4697,6.5152,1,0,1,0,0,0
2024/2025,North West,Jigawa,Ringim,Ringim,Qiraa Nus. And Primary School,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,5,0,1,1,36.41,0,0,3.8311,5.5844,1,0,1,0,0,0
2024/2025,North West,Jigawa,Ringim,Ringim,Ringim Model School,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,5,0,1,1,36.41,0,0,3.8311,5.5844,1,0,1,0,0,0
2024/2025,North West,Jigawa,Ringim,Ringim,"Unique Day Care Nursery And Primary School,Ringim",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,5,0,1,1,36.41,0,0,3.8311,5.5844,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Aujara,Madaratul Tahafizul Quran Aujara,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,24,0,2,1,36.41,0,25.13,8.6201,25.13,2,1,1,1,1,1
2024/2025,North West,Jigawa,Jahun,Gangawa,Markazul Ulumi Wattajawid Islamiyya Magama,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,12,0,1,1,36.41,0,13.0304,8.9393,13.0304,1,1,1,1,1,1
2024/2025,North West,Jigawa,Jahun,Gangawa,Tsangayar Malam Ibrahim Magama,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,11,0,1,1,36.41,0,12.0996,8.3008,12.0996,1,1,1,1,1,1
2024/2025,North West,Jigawa,Jahun,Gauza Tazara,Tsangayar Malam Shehu Liman Magama,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,24,0,2,1,36.41,0,25.13,8.6201,25.13,2,1,1,1,1,1
2024/2025,North West,Jigawa,Jahun,Jahun,Abubakar Sadiq Nursery And Primary School,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,4,0,1,1,36.41,0,0,3.1926,4.6537,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Jahun,Akram Nursery And Primary School,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,4,0,1,1,36.41,0,0,3.1926,4.6537,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Jahun,Albarka Comprehensive College (Nursery And Primary School),Female,ALL,Private,Pre-Primary/Primary,Primary 5,,4,0,1,1,36.41,0,0,3.1926,4.6537,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Jahun,Brighter Stars Academy,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,4,0,1,1,36.41,0,0,3.1926,4.6537,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Jahun,Imam Malik Al-Furqan Academy,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,4,0,1,1,36.41,0,0,3.1926,4.6537,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Jahun,Kadara Norsery $ Primary School,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,4,0,1,1,36.41,0,0,3.1926,4.6537,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Jahun,Mountain View Nursery And Primary School,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,4,0,1,1,36.41,0,0,3.1926,4.6537,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Jahun,Progressive Nursery And Primary School,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,4,0,1,1,36.41,0,0,3.1926,4.6537,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Jahun,Sheik Naibi Ahmad S. Nur. &Amp; Pri.,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,4,0,1,1,36.41,0,0,3.1926,4.6537,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Jahun,Sheikh Mahmud Nursery And Primary School,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,4,0,1,1,36.41,0,0,3.1926,4.6537,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Jahun,Tsangayar Madabo,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,4,0,1,1,36.41,0,0,3.1926,4.6537,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Jahun,Tsangayar Malam Mohammad Zannuna,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,4,0,1,1,36.41,0,0,3.1926,4.6537,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Jahun,Tsangayar Malam Yau,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,3,0,1,1,36.41,0,0,2.5541,3.723,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Jahun,Tsangayar Mallam Labiru,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,3,0,1,1,36.41,0,0,2.5541,3.723,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Jahun,Zainab Abubakar Memorial School,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,3,0,1,1,36.41,0,0,2.5541,3.723,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Gunka,Tsangayar Malam Tijjani Magama,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,22,0,2,1,36.41,0,23.2685,7.9815,23.2685,2,1,1,1,1,1
2024/2025,North West,Jigawa,Jahun,Harbo Sabuwa,Aminu Kano Memorial College Nursery And Primary School,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,22,0,2,1,36.41,0,23.2685,7.9815,23.2685,2,1,1,1,1,1
2024/2025,North West,Jigawa,Jahun,Harbo Tsohuwa,"Chambayi Primary School, Chambayi",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,3,0,1,1,36.41,0,0,1.9156,2.7922,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Harbo Tsohuwa,"Dinilhaq Islamiya Primary School, Harbo Tsohuwa",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,3,0,1,1,36.41,0,0,1.9156,2.7922,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Harbo Tsohuwa,"Dungun Garan Primary School, Dungungaran",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,3,0,1,1,36.41,0,0,1.9156,2.7922,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Harbo Tsohuwa,"Gidan Dango Primary School, Giban Dango",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,3,0,1,1,36.41,0,0,1.9156,2.7922,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Harbo Tsohuwa,"Harbo Tsohuwa Primary School, Harbo Tsohuwa",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Harbo Tsohuwa,"Kafinbaka Primary School, Kafin Baka",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Harbo Tsohuwa,"Kulluru Primary School, Kulluru",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Harbo Tsohuwa,"Rinde Primary School, Rinde",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Harbo Tsohuwa,"Tunfusa Nomadic Primary School, Tumfusa",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Harbo Tsohuwa,Wayakawoka Ps,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Idanduna,"Atawame Primary School, Atwame",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,3,0,1,1,36.41,0,0,1.9156,2.7922,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Idanduna,"Chambe Primary School, Chambe",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,3,0,1,1,36.41,0,0,1.9156,2.7922,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Idanduna,"Fagwalayi Primary School, Fagwalayi",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,3,0,1,1,36.41,0,0,1.9156,2.7922,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Idanduna,"Gidan Datti Primary School, Gidan Datti",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,3,0,1,1,36.41,0,0,1.9156,2.7922,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Idanduna,"Idanduna Primary School, Idanduna",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Idanduna,"Kargo Primary School, Kargo",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Idanduna,"Kwanjamawa Primary School, Kwanjamawa Villave",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Idanduna,Sadikawa Primary School,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Idanduna,"Tunubu Primary School, Tunubu",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Idanduna,Zarga Primary School,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Jabarna,"Abirakyau Nomadic Primary School, Abirakyau",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,3,0,1,1,36.41,0,0,1.9156,2.7922,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Jabarna,"Atuman Primary School, Atuman",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,3,0,1,1,36.41,0,0,1.9156,2.7922,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Jabarna,Chambayi Nomadic Primary School,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Jabarna,"Damutawa Primary School, Damutawa",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Jabarna,"Faranshi Primary School, Faranshi",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Jabarna,"Gidan Gona Primary School, Gidan Gona",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Jabarna,"Jabarna Primary School, Jabarna",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Jabarna,"Kargon Gulai Primary School, Kargon Gulai",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Jabarna,"Likindi Nomadic Primary School, Likindi",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Jabarna,"Shabbaburrasulillah Islamiya Primary School, Darai",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Jabarna,"Wurmawa Primary School, Wurmawa Village",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Kale,"Achau Primary School, Achau",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,3,0,1,1,36.41,0,0,1.9156,2.7922,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Kale,"Babancha Primary School, Babancha Village",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,3,0,1,1,36.41,0,0,1.9156,2.7922,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Kale,Billawa Primary School,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Kale,"Dina Primary School, Dina",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Kale,"Gabari Primary School, Gabari",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Kale,Gidan Zaki Primary School,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Kale,"Kale Primary School, Kale",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Kale,"Kawari Primary School, Kawari Village",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Kale,"Magama Primary School, Magama",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Kale,"Taraya Primary School, Tarayavillage",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Kale,"Yalleman Primary School, Yalleman",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Jahun,Kanwa,Nurulhuda Islamiyya Kanwa,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,10,0,1,1,36.41,0,11.1689,7.6623,11.1689,1,1,1,1,1,1
2024/2025,North West,Jigawa,Jahun,Kanwa,Tsangayar Malam Hamisu Hassan,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,10,0,1,1,36.41,0,11.1689,7.6623,11.1689,1,1,1,1,1,1
2024/2025,North West,Jigawa,Gagarawa,Gagarawa Gari,Ansaruddeen Islamiyya Gagarawa,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,3,0,1,1,36.41,0,0,1.9156,2.7922,1,0,1,0,0,0
2024/2025,North West,Jigawa,Gagarawa,Gagarawa Gari,Damaski Primary School,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,3,0,1,1,36.41,0,0,1.9156,2.7922,1,0,1,0,0,0
2024/2025,North West,Jigawa,Gagarawa,Gagarawa Gari,Dan Karfe Nomadic Primary School,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,3,0,1,1,36.41,0,0,1.9156,2.7922,1,0,1,0,0,0
2024/2025,North West,Jigawa,Gagarawa,Gagarawa Gari,"Gagarawa Gari Primary School, Gagarawa Gari",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,3,0,1,1,36.41,0,0,1.9156,2.7922,1,0,1,0,0,0
2024/2025,North West,Jigawa,Gagarawa,Gagarawa Gari,"Gagarawa Islamiya Primary School, Gagarawa",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,3,0,1,1,36.41,0,0,1.9156,2.7922,1,0,1,0,0,0
2024/2025,North West,Jigawa,Gagarawa,Gagarawa Gari,"Gagarawa Model Primary School, Gagarawa",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,3,0,1,1,36.41,0,0,1.9156,2.7922,1,0,1,0,0,0
2024/2025,North West,Jigawa,Gagarawa,Gagarawa Gari,"Jagindi Primary School, Jagindi",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,3,0,1,1,36.41,0,0,1.9156,2.7922,1,0,1,0,0,0
2024/2025,North West,Jigawa,Gagarawa,Gagarawa Gari,Kadeja Primary School,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Gagarawa,Gagarawa Gari,"Maishahada Primary School, Maishahada",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Gagarawa,Gagarawa Tasha,"Gagarawa Special Primary School, Gagarawa",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,3,0,1,1,36.41,0,0,1.9156,2.7922,1,0,1,0,0,0
2024/2025,North West,Jigawa,Gagarawa,Gagarawa Tasha,Ja Oji Nomadic Primary School,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,3,0,1,1,36.41,0,0,1.9156,2.7922,1,0,1,0,0,0
2024/2025,North West,Jigawa,Gagarawa,Gagarawa Tasha,"Kaki Aiki Primary School, Kaki Aiki",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,3,0,1,1,36.41,0,0,1.9156,2.7922,1,0,1,0,0,0
2024/2025,North West,Jigawa,Gagarawa,Gagarawa Tasha,"Makerabu Primary School, Makerabu",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Gagarawa,Gagarawa Tasha,Nasarawa Primary School,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Gagarawa,Gagarawa Tasha,New  Model  P.Rimary School,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Gagarawa,Gagarawa Tasha,Tsohon Asibiti Quranic Primary School,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Gagarawa,Gagarawa Tasha,"Tudun Fulani Nomadic Primary School, Tudunfulani",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Gagarawa,Garin Chiroma,"Garin Ciroma Primary School, Garinchiroma",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,3,0,1,1,36.41,0,0,1.9156,2.7922,1,0,1,0,0,0
2024/2025,North West,Jigawa,Gagarawa,Garin Chiroma,"Garin Dutse Primary School, Garin Dutse Fulani",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,3,0,1,1,36.41,0,0,1.9156,2.7922,1,0,1,0,0,0
2024/2025,North West,Jigawa,Gagarawa,Garin Chiroma,"Garin Gada Primary School, Garin Gada",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,3,0,1,1,36.41,0,0,1.9156,2.7922,1,0,1,0,0,0
2024/2025,North West,Jigawa,Gagarawa,Garin Chiroma,"Garin Goto Primary School, Garin Goto",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Gagarawa,Garin Chiroma,"Kangarwa Primary School, Kangarwa",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Gagarawa,Garin Chiroma,Kawari Nomadic Primary School,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Gagarawa,Garin Chiroma,Makwai Nomadic Primary School,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Gagarawa,Garin Chiroma,"Unguwar Liman Primary School, Unguwar Liman",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Gagarawa,Kore Balatu,"Dandidi Primary School, Andidi",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,3,0,1,1,36.41,0,0,1.9156,2.7922,1,0,1,0,0,0
2024/2025,North West,Jigawa,Gagarawa,Kore Balatu,"Gurfeli Primary School, Gurfeli",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,3,0,1,1,36.41,0,0,1.9156,2.7922,1,0,1,0,0,0
2024/2025,North West,Jigawa,Gagarawa,Kore Balatu,"Kanyu Primary School, Kanyu",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,3,0,1,1,36.41,0,0,1.9156,2.7922,1,0,1,0,0,0
2024/2025,North West,Jigawa,Gagarawa,Kore Balatu,"Kore Sabuwa Primary School, Kore Sabuwa",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,3,0,1,1,36.41,0,0,1.9156,2.7922,1,0,1,0,0,0
2024/2025,North West,Jigawa,Gagarawa,Kore Balatu,"Korebalatu Primary School, Kore Balatu",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,3,0,1,1,36.41,0,0,1.9156,2.7922,1,0,1,0,0,0
2024/2025,North West,Jigawa,Gagarawa,Kore Balatu,"Malam Ada Primary School, Malam Ada",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Gagarawa,Kore Balatu,Wadi Nomadic Primary School,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,2,0,1,1,36.41,0,0,1.277,1.8615,1,0,1,0,0,0
2024/2025,North West,Jigawa,Gagarawa,Madaka,"Akwai Allah Primary School, Akwai Allah",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,3,0,1,1,36.41,0,0,1.9156,2.7922,1,0,1,0,0,0
