session,zone,state,lga,institution_type,tertiary_institution,gender,disability_scope,programme_cluster,discipline_group,programme,admitted_count,matriculated_count
2024/2025,South East,Enugu,Enugu East,University,Other University Admissions - Enugu 4,Male,disabled,STEMM,Agriculture,Animal Science,4,4
2024/2025,South East,Enugu,Enugu East,University,Other University Admissions - Enugu 4,Male,disabled,STEMM,Health Sciences,Science Laboratory Technology,46,43
2024/2025,South East,Enugu,Enugu North,Polytechnic,Other Polytechnic Admissions - Enugu 1,Male,disabled,STEMM,Environmental Sciences,Architecture,66,60
2024/2025,South East,Enugu,Enugu North,Polytechnic,Other Polytechnic Admissions - Enugu 1,Male,disabled,STEMM,Medicine / Health Sciences,Radiography,10,9
2024/2025,South East,Enugu,Enugu North,School of Health,Other School of Health Admissions,Male,disabled,Non-STEMM,ART,Theology,1,1
2024/2025,South East,Enugu,Enugu South,College of Education,Other College of Education Admissions - Enugu 1,Male,disabled,Non-STEMM,ART,Theology,3,3
2024/2025,South East,Enugu,Enugu South,College of Education,Other College of Education Admissions - Enugu 1,Male,disabled,Non-STEMM,Education,Social Studies Education,27,24
2024/2025,South East,Enugu,Igbo-Eze South,Monotechnic,Other Monotechnic Admissions 1,Male,disabled,STEMM,Environmental Sciences,Quantity Surveying,4,4
2024/2025,South East,Enugu,Igbo-Eze South,Monotechnic,Other Monotechnic Admissions 2,Male,disabled,STEMM,Environmental Sciences,Quantity Surveying,4,4
2024/2025,South East,Enugu,Nkanu East,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Male,disabled,Non-STEMM,ART,Theology,1,1
2024/2025,South East,Enugu,Oji-River,University,"American University of Nigeria, Yola, Adamawa State",Male,disabled,STEMM,Medicine / Health Sciences,Physiology,2,2
2024/2025,International,Foreign,Foreign,University,Other Small Institution Admissions,Female,disabled,STEMM,Environmental Sciences,Estate Management,0,0
2024/2025,International,Foreign,Foreign,University,Other Small Institution Admissions,Male,disabled,STEMM,Environmental Sciences,Estate Management,0,0
2024/2025,North East,Gombe,Balanga,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Female,disabled,Non-STEMM,ART,Theology,1,1
2024/2025,North East,Gombe,Balanga,Monotechnic,Other Monotechnic Admissions 1,Female,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,2,2
2024/2025,North East,Gombe,Balanga,Monotechnic,Other Monotechnic Admissions 2,Female,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,2,2
2024/2025,North East,Gombe,Gombe,University,Other University Admissions - Gombe 1,Female,disabled,Non-STEMM,Social Sciences,International Relations,73,67
2024/2025,North East,Gombe,Gombe,University,Other University Admissions - Gombe 1,Female,disabled,STEMM,Health Sciences,Public Health,30,28
2024/2025,North East,Gombe,Gombe,University,Other University Admissions - Gombe 1,Female,disabled,STEMM,Physical Sciences,Industrial Chemistry,4,3
2024/2025,North East,Gombe,Gombe,University,Other University Admissions - Gombe 2,Female,disabled,Non-STEMM,Social Sciences,International Relations,72,67
2024/2025,North East,Gombe,Gombe,University,Other University Admissions - Gombe 2,Female,disabled,STEMM,Health Sciences,Public Health,30,28
2024/2025,North East,Gombe,Gombe,University,Other University Admissions - Gombe 2,Female,disabled,STEMM,Physical Sciences,Industrial Chemistry,4,3
2024/2025,North East,Gombe,Kaltungo,College of Education,Other College of Education Admissions - Gombe 1,Female,disabled,Non-STEMM,Education,Early Childhood Education,127,117
2024/2025,North East,Gombe,Yamaltu/Deba,Polytechnic,Other Polytechnic Admissions - Gombe 1,Female,disabled,STEMM,Engineering,Petroleum Engineering,31,28
2024/2025,North East,Gombe,Balanga,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Male,disabled,Non-STEMM,ART,Theology,1,1
2024/2025,North East,Gombe,Balanga,Monotechnic,Other Monotechnic Admissions 1,Male,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,4,3
2024/2025,North East,Gombe,Balanga,Monotechnic,Other Monotechnic Admissions 2,Male,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,4,3
2024/2025,North East,Gombe,Gombe,University,Other University Admissions - Gombe 1,Male,disabled,Non-STEMM,Social Sciences,International Relations,86,79
2024/2025,North East,Gombe,Gombe,University,Other University Admissions - Gombe 1,Male,disabled,STEMM,Health Sciences,Public Health,27,25
2024/2025,North East,Gombe,Gombe,University,Other University Admissions - Gombe 1,Male,disabled,STEMM,Physical Sciences,Industrial Chemistry,7,6
2024/2025,North East,Gombe,Gombe,University,Other University Admissions - Gombe 2,Male,disabled,Non-STEMM,Social Sciences,International Relations,86,79
2024/2025,North East,Gombe,Gombe,University,Other University Admissions - Gombe 2,Male,disabled,STEMM,Health Sciences,Public Health,26,24
2024/2025,North East,Gombe,Gombe,University,Other University Admissions - Gombe 2,Male,disabled,STEMM,Physical Sciences,Industrial Chemistry,6,5
2024/2025,North East,Gombe,Kaltungo,College of Education,Other College of Education Admissions - Gombe 1,Male,disabled,Non-STEMM,Education,Early Childhood Education,128,119
2024/2025,North East,Gombe,Yamaltu/Deba,Polytechnic,Other Polytechnic Admissions - Gombe 1,Male,disabled,STEMM,Engineering,Petroleum Engineering,53,49
2024/2025,South East,Imo,Okigwe,Monotechnic,Other Monotechnic Admissions 1,Female,disabled,STEMM,Medicine / Health Sciences,Physiology,19,17
2024/2025,South East,Imo,Okigwe,Monotechnic,Other Monotechnic Admissions 2,Female,disabled,STEMM,Medicine / Health Sciences,Physiology,19,17
2024/2025,South East,Imo,Orlu,College of Education,Other College of Education Admissions - Imo 1,Female,disabled,Non-STEMM,Education,Economics Education,140,128
2024/2025,South East,Imo,Orlu,Seminary/Theological College,Other Seminary/Theological College Admissions,Female,disabled,Non-STEMM,ART,Theology,2,2
2024/2025,South East,Imo,Owerri North,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Female,disabled,Non-STEMM,ART,Theology,4,5
2024/2025,South East,Imo,Owerri North,School of Health,Other School of Health Admissions,Female,disabled,STEMM,Medicine / Health Sciences,Anatomy,3,3
2024/2025,South East,Imo,Owerri North,University,Other University Admissions - Imo 1,Female,disabled,Non-STEMM,ART,Philosophy,7,6
2024/2025,South East,Imo,Owerri North,University,Other University Admissions - Imo 1,Female,disabled,Non-STEMM,Social Sciences,Accountancy/Accounting,259,238
2024/2025,South East,Imo,Owerri North,University,Other University Admissions - Imo 1,Female,disabled,STEMM,Computing / ICT,Software Engineering,32,29
2024/2025,South East,Imo,Owerri North,University,Other University Admissions - Imo 2,Female,disabled,Non-STEMM,ART,Philosophy,7,6
2024/2025,South East,Imo,Owerri North,University,Other University Admissions - Imo 2,Female,disabled,Non-STEMM,Social Sciences,Accountancy/Accounting,259,238
2024/2025,South East,Imo,Owerri North,University,Other University Admissions - Imo 2,Female,disabled,STEMM,Computing / ICT,Software Engineering,30,28
2024/2025,South East,Imo,Owerri North,University,Other University Admissions - Imo 3,Female,disabled,Non-STEMM,ART,Philosophy,6,5
2024/2025,South East,Imo,Owerri North,University,Other University Admissions - Imo 3,Female,disabled,Non-STEMM,Social Sciences,Accountancy/Accounting,257,237
2024/2025,South East,Imo,Owerri North,University,Other University Admissions - Imo 3,Female,disabled,STEMM,Computing / ICT,Software Engineering,30,28
2024/2025,South East,Imo,Owerri North,University,Other University Admissions - Imo 4,Female,disabled,Non-STEMM,ART,Philosophy,6,5
2024/2025,South East,Imo,Owerri North,University,Other University Admissions - Imo 4,Female,disabled,Non-STEMM,Social Sciences,Accountancy/Accounting,257,237
2024/2025,South East,Imo,Owerri North,University,Other University Admissions - Imo 4,Female,disabled,STEMM,Computing / ICT,Software Engineering,30,28
2024/2025,South East,Imo,Owerri North,University,Other University Admissions - Imo 5,Female,disabled,Non-STEMM,ART,Philosophy,6,5
2024/2025,South East,Imo,Owerri North,University,Other University Admissions - Imo 5,Female,disabled,Non-STEMM,Social Sciences,Accountancy/Accounting,257,237
2024/2025,South East,Imo,Owerri North,University,Other University Admissions - Imo 5,Female,disabled,STEMM,Computing / ICT,Software Engineering,30,28
2024/2025,South East,Imo,Owerri North,University,"University of Port Harcourt, Rivers State",Female,disabled,Non-STEMM,ART,Linguistics,156,144
2024/2025,South East,Imo,Owerri North,University,"University of Port Harcourt, Rivers State",Female,disabled,Non-STEMM,ART,Philosophy,35,32
2024/2025,South East,Imo,Owerri West,Polytechnic,Other Polytechnic Admissions - Imo 1,Female,disabled,Non-STEMM,Social Sciences,Entrepreneurship,169,156
2024/2025,South East,Imo,Owerri West,Polytechnic,Other Polytechnic Admissions - Imo 1,Female,disabled,STEMM,Engineering,Petroleum Engineering,51,46
2024/2025,South East,Imo,Okigwe,Monotechnic,Other Monotechnic Admissions 1,Male,disabled,STEMM,Medicine / Health Sciences,Physiology,11,11
2024/2025,South East,Imo,Okigwe,Monotechnic,Other Monotechnic Admissions 2,Male,disabled,STEMM,Medicine / Health Sciences,Physiology,11,11
2024/2025,South East,Imo,Orlu,College of Education,Other College of Education Admissions - Imo 1,Male,disabled,Non-STEMM,Education,Economics Education,99,91
2024/2025,South East,Imo,Orlu,Seminary/Theological College,Other Seminary/Theological College Admissions,Male,disabled,Non-STEMM,ART,Theology,1,1
2024/2025,South East,Imo,Owerri North,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Male,disabled,Non-STEMM,ART,Theology,4,4
2024/2025,South East,Imo,Owerri North,School of Health,Other School of Health Admissions,Male,disabled,STEMM,Medicine / Health Sciences,Anatomy,1,1
2024/2025,South East,Imo,Owerri North,University,Other University Admissions - Imo 1,Male,disabled,Non-STEMM,ART,Philosophy,5,4
2024/2025,South East,Imo,Owerri North,University,Other University Admissions - Imo 1,Male,disabled,Non-STEMM,Social Sciences,Accountancy/Accounting,216,198
2024/2025,South East,Imo,Owerri North,University,Other University Admissions - Imo 1,Male,disabled,STEMM,Computing / ICT,Software Engineering,38,35
2024/2025,South East,Imo,Owerri North,University,Other University Admissions - Imo 2,Male,disabled,Non-STEMM,ART,Philosophy,5,4
2024/2025,South East,Imo,Owerri North,University,Other University Admissions - Imo 2,Male,disabled,Non-STEMM,Social Sciences,Accountancy/Accounting,214,197
2024/2025,South East,Imo,Owerri North,University,Other University Admissions - Imo 2,Male,disabled,STEMM,Computing / ICT,Software Engineering,38,35
2024/2025,South East,Imo,Owerri North,University,Other University Admissions - Imo 3,Male,disabled,Non-STEMM,ART,Philosophy,5,4
2024/2025,South East,Imo,Owerri North,University,Other University Admissions - Imo 3,Male,disabled,Non-STEMM,Social Sciences,Accountancy/Accounting,214,197
2024/2025,South East,Imo,Owerri North,University,Other University Admissions - Imo 3,Male,disabled,STEMM,Computing / ICT,Software Engineering,38,35
2024/2025,South East,Imo,Owerri North,University,Other University Admissions - Imo 4,Male,disabled,Non-STEMM,ART,Philosophy,5,4
2024/2025,South East,Imo,Owerri North,University,Other University Admissions - Imo 4,Male,disabled,Non-STEMM,Social Sciences,Accountancy/Accounting,214,197
2024/2025,South East,Imo,Owerri North,University,Other University Admissions - Imo 4,Male,disabled,STEMM,Computing / ICT,Software Engineering,37,34
2024/2025,South East,Imo,Owerri North,University,Other University Admissions - Imo 5,Male,disabled,Non-STEMM,ART,Philosophy,5,4
2024/2025,South East,Imo,Owerri North,University,Other University Admissions - Imo 5,Male,disabled,Non-STEMM,Social Sciences,Accountancy/Accounting,214,197
2024/2025,South East,Imo,Owerri North,University,Other University Admissions - Imo 5,Male,disabled,STEMM,Computing / ICT,Software Engineering,36,33
2024/2025,South East,Imo,Owerri North,University,"University of Port Harcourt, Rivers State",Male,disabled,Non-STEMM,ART,Linguistics,119,110
2024/2025,South East,Imo,Owerri North,University,"University of Port Harcourt, Rivers State",Male,disabled,Non-STEMM,ART,Philosophy,26,24
2024/2025,South East,Imo,Owerri West,Polytechnic,Other Polytechnic Admissions - Imo 1,Male,disabled,Non-STEMM,Social Sciences,Entrepreneurship,141,129
2024/2025,South East,Imo,Owerri West,Polytechnic,Other Polytechnic Admissions - Imo 1,Male,disabled,STEMM,Engineering,Petroleum Engineering,60,55
2024/2025,North West,Jigawa,Dutse,University,Other University Admissions - Jigawa 1,Female,disabled,Non-STEMM,Social Sciences,Sociology,647,596
2024/2025,North West,Jigawa,Dutse,University,Other University Admissions - Jigawa 1,Female,disabled,STEMM,Mathematics / Statistics,Mathematics,90,82
2024/2025,North West,Jigawa,Gumel,College of Education,Other College of Education Admissions - Jigawa 1,Female,disabled,STEMM,Physical Sciences,Industrial Chemistry,157,143
2024/2025,North West,Jigawa,Hadejia,Polytechnic,Other Polytechnic Admissions - Jigawa 1,Female,disabled,STEMM,Engineering,Petroleum Engineering,162,148
2024/2025,North West,Jigawa,Maigatari,Monotechnic,Other Monotechnic Admissions 1,Female,disabled,STEMM,Environmental Sciences,Estate Management,10,10
2024/2025,North West,Jigawa,Maigatari,Monotechnic,Other Monotechnic Admissions 2,Female,disabled,STEMM,Environmental Sciences,Estate Management,5,5
2024/2025,North West,Jigawa,Dutse,University,Other University Admissions - Jigawa 1,Male,disabled,Non-STEMM,Social Sciences,Sociology,582,536
2024/2025,North West,Jigawa,Dutse,University,Other University Admissions - Jigawa 1,Male,disabled,STEMM,Mathematics / Statistics,Mathematics,112,101
2024/2025,North West,Jigawa,Gumel,College of Education,Other College of Education Admissions - Jigawa 1,Male,disabled,STEMM,Physical Sciences,Industrial Chemistry,188,173
2024/2025,North West,Jigawa,Hadejia,Polytechnic,Other Polytechnic Admissions - Jigawa 1,Male,disabled,STEMM,Engineering,Petroleum Engineering,211,192
2024/2025,North West,Jigawa,Maigatari,Monotechnic,Other Monotechnic Admissions 1,Male,disabled,STEMM,Environmental Sciences,Estate Management,9,10
2024/2025,North West,Jigawa,Maigatari,Monotechnic,Other Monotechnic Admissions 2,Male,disabled,STEMM,Environmental Sciences,Estate Management,9,9
2024/2025,North West,Kaduna,Kaduna North,Monotechnic,Other Monotechnic Admissions 1,Female,disabled,STEMM,Environmental Sciences,Quantity Surveying,11,9
2024/2025,North West,Kaduna,Kaduna North,Monotechnic,Other Monotechnic Admissions 2,Female,disabled,STEMM,Environmental Sciences,Quantity Surveying,11,9
2024/2025,North West,Kaduna,Kaduna North,University,Other University Admissions - Kaduna 1,Female,disabled,Non-STEMM,ART,History and International Studies,165,152
2024/2025,North West,Kaduna,Kaduna North,University,Other University Admissions - Kaduna 1,Female,disabled,Non-STEMM,Social Sciences,Entrepreneurship,113,104
2024/2025,North West,Kaduna,Kaduna North,University,Other University Admissions - Kaduna 1,Female,disabled,STEMM,Medicine / Health Sciences,Physiology,3,4
2024/2025,North West,Kaduna,Kaduna North,University,Other University Admissions - Kaduna 2,Female,disabled,Non-STEMM,ART,History and International Studies,165,153
2024/2025,North West,Kaduna,Kaduna North,University,Other University Admissions - Kaduna 2,Female,disabled,Non-STEMM,Social Sciences,Entrepreneurship,113,104
2024/2025,North West,Kaduna,Kaduna North,University,Other University Admissions - Kaduna 2,Female,disabled,STEMM,Medicine / Health Sciences,Physiology,3,4
2024/2025,North West,Kaduna,Kaduna South,Polytechnic,Other Polytechnic Admissions - Kaduna 1,Female,disabled,Non-STEMM,ART,Religious Studies,62,56
2024/2025,North West,Kaduna,Kaduna South,Polytechnic,Other Polytechnic Admissions - Kaduna 1,Female,disabled,STEMM,Engineering,Mechanical Engineering,127,117
2024/2025,North West,Kaduna,Kaduna South,Polytechnic,Other Polytechnic Admissions - Kaduna 1,Female,disabled,STEMM,Medicine / Health Sciences,Anatomy,12,11
2024/2025,North West,Kaduna,Kaduna South,Polytechnic,Other Polytechnic Admissions - Kaduna 2,Female,disabled,Non-STEMM,ART,Religious Studies,62,56
2024/2025,North West,Kaduna,Kaduna South,Polytechnic,Other Polytechnic Admissions - Kaduna 2,Female,disabled,STEMM,Engineering,Mechanical Engineering,125,115
2024/2025,North West,Kaduna,Kaduna South,Polytechnic,Other Polytechnic Admissions - Kaduna 2,Female,disabled,STEMM,Medicine / Health Sciences,Anatomy,12,11
2024/2025,North West,Kaduna,Kaduna South,School of Health,Other School of Health Admissions,Female,disabled,Non-STEMM,ART,Theology,2,2
2024/2025,North West,Kaduna,Kaduna South,Seminary/Theological College,Other Seminary/Theological College Admissions,Female,disabled,Non-STEMM,ART,Theology,2,2
2024/2025,North West,Kaduna,Soba,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Female,disabled,Non-STEMM,ART,Theology,3,4
2024/2025,North West,Kaduna,Zaria,College of Education,Other College of Education Admissions - Kaduna 1,Female,disabled,Non-STEMM,Education,Educational Management,213,196
2024/2025,North West,Kaduna,Zaria,College of Education,Other College of Education Admissions - Kaduna 1,Female,disabled,Non-STEMM,Education,Primary Education Studies,111,102
2024/2025,North West,Kaduna,Zaria,College of Education,Other College of Education Admissions - Kaduna 1,Female,disabled,STEMM,Physical Sciences,Industrial Chemistry,33,30
2024/2025,North West,Kaduna,Zaria,College of Education,Other College of Education Admissions - Kaduna 2,Female,disabled,Non-STEMM,Education,Educational Management,213,196
2024/2025,North West,Kaduna,Zaria,College of Education,Other College of Education Admissions - Kaduna 2,Female,disabled,Non-STEMM,Education,Primary Education Studies,109,100
2024/2025,North West,Kaduna,Zaria,College of Education,Other College of Education Admissions - Kaduna 2,Female,disabled,STEMM,Physical Sciences,Industrial Chemistry,33,30
2024/2025,North West,Kaduna,Kaduna North,Monotechnic,Other Monotechnic Admissions 1,Male,disabled,STEMM,Environmental Sciences,Estate Management,2,2
2024/2025,North West,Kaduna,Kaduna North,Monotechnic,Other Monotechnic Admissions 1,Male,disabled,STEMM,Environmental Sciences,Quantity Surveying,15,15
2024/2025,North West,Kaduna,Kaduna North,Monotechnic,Other Monotechnic Admissions 2,Male,disabled,STEMM,Environmental Sciences,Quantity Surveying,15,15
2024/2025,North West,Kaduna,Kaduna North,University,Other University Admissions - Kaduna 1,Male,disabled,Non-STEMM,ART,History and International Studies,163,150
2024/2025,North West,Kaduna,Kaduna North,University,Other University Admissions - Kaduna 1,Male,disabled,Non-STEMM,Social Sciences,Entrepreneurship,120,110
2024/2025,North West,Kaduna,Kaduna North,University,Other University Admissions - Kaduna 1,Male,disabled,STEMM,Medicine / Health Sciences,Physiology,4,4
2024/2025,North West,Kaduna,Kaduna North,University,Other University Admissions - Kaduna 2,Male,disabled,Non-STEMM,ART,History and International Studies,161,147
2024/2025,North West,Kaduna,Kaduna North,University,Other University Admissions - Kaduna 2,Male,disabled,Non-STEMM,Social Sciences,Entrepreneurship,118,108
2024/2025,North West,Kaduna,Kaduna North,University,Other University Admissions - Kaduna 2,Male,disabled,STEMM,Medicine / Health Sciences,Physiology,2,2
2024/2025,North West,Kaduna,Kaduna South,Polytechnic,Other Polytechnic Admissions - Kaduna 1,Male,disabled,Non-STEMM,ART,Religious Studies,60,56
2024/2025,North West,Kaduna,Kaduna South,Polytechnic,Other Polytechnic Admissions - Kaduna 1,Male,disabled,STEMM,Engineering,Mechanical Engineering,192,177
2024/2025,North West,Kaduna,Kaduna South,Polytechnic,Other Polytechnic Admissions - Kaduna 1,Male,disabled,STEMM,Medicine / Health Sciences,Anatomy,10,8
2024/2025,North West,Kaduna,Kaduna South,Polytechnic,Other Polytechnic Admissions - Kaduna 2,Male,disabled,Non-STEMM,ART,Religious Studies,60,56
2024/2025,North West,Kaduna,Kaduna South,Polytechnic,Other Polytechnic Admissions - Kaduna 2,Male,disabled,STEMM,Engineering,Mechanical Engineering,190,174
2024/2025,North West,Kaduna,Kaduna South,Polytechnic,Other Polytechnic Admissions - Kaduna 2,Male,disabled,STEMM,Medicine / Health Sciences,Anatomy,10,8
2024/2025,North West,Kaduna,Kaduna South,School of Health,Other School of Health Admissions,Male,disabled,Non-STEMM,ART,Theology,2,2
2024/2025,North West,Kaduna,Soba,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Male,disabled,Non-STEMM,ART,Theology,4,4
2024/2025,North West,Kaduna,Zaria,College of Education,Other College of Education Admissions - Kaduna 1,Male,disabled,Non-STEMM,Education,Educational Management,192,176
2024/2025,North West,Kaduna,Zaria,College of Education,Other College of Education Admissions - Kaduna 1,Male,disabled,Non-STEMM,Education,Primary Education Studies,99,91
2024/2025,North West,Kaduna,Zaria,College of Education,Other College of Education Admissions - Kaduna 1,Male,disabled,STEMM,Physical Sciences,Industrial Chemistry,47,44
2024/2025,North West,Kaduna,Zaria,College of Education,Other College of Education Admissions - Kaduna 2,Male,disabled,Non-STEMM,Education,Educational Management,190,174
2024/2025,North West,Kaduna,Zaria,College of Education,Other College of Education Admissions - Kaduna 2,Male,disabled,Non-STEMM,Education,Primary Education Studies,97,89
2024/2025,North West,Kaduna,Zaria,College of Education,Other College of Education Admissions - Kaduna 2,Male,disabled,STEMM,Physical Sciences,Industrial Chemistry,47,44
2024/2025,North West,Kano,Dala,College of Education,Other College of Education Admissions - Kano 1,Female,disabled,Non-STEMM,Education,Guidance and Counselling,450,416
2024/2025,North West,Kano,Dala,College of Education,Other College of Education Admissions - Kano 1,Female,disabled,Non-STEMM,Education,Social Studies Education,159,148
2024/2025,North West,Kano,Dala,College of Education,Other College of Education Admissions - Kano 1,Female,disabled,STEMM,Environmental Sciences,Estate Management,20,16
2024/2025,North West,Kano,Dala,College of Education,Other College of Education Admissions - Kano 2,Female,disabled,Non-STEMM,Education,Guidance and Counselling,445,410
2024/2025,North West,Kano,Dala,College of Education,Other College of Education Admissions - Kano 2,Female,disabled,Non-STEMM,Education,Social Studies Education,153,142
2024/2025,North West,Kano,Dala,College of Education,Other College of Education Admissions - Kano 2,Female,disabled,STEMM,Environmental Sciences,Estate Management,20,17
2024/2025,North West,Kano,Fagge,Monotechnic,Other Monotechnic Admissions 1,Female,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,26,22
2024/2025,North West,Kano,Fagge,Monotechnic,Other Monotechnic Admissions 2,Female,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,26,22
2024/2025,North West,Kano,Fagge,Polytechnic,Other Polytechnic Admissions - Kano 1,Female,disabled,STEMM,Agriculture,Animal Science,358,328
2024/2025,North West,Kano,Fagge,Polytechnic,Other Polytechnic Admissions - Kano 1,Female,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,20,16
2024/2025,North West,Kano,Fagge,Polytechnic,Other Polytechnic Admissions - Kano 1,Female,disabled,STEMM,Physical Sciences,Industrial Chemistry,220,202
2024/2025,North West,Kano,Gwale,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Female,disabled,Non-STEMM,ART,Theology,10,11
2024/2025,North West,Kano,Gwale,University,"Baba Ahmed University, Kano, Kano State",Female,disabled,STEMM,Medicine / Health Sciences,Radiography,31,27
2024/2025,North West,Kano,Kano Municipal,School of Health,Other School of Health Admissions,Female,disabled,Non-STEMM,ART,Theology,5,6
2024/2025,North West,Kano,Kano Municipal,University,Other University Admissions - Kano 1,Female,disabled,Non-STEMM,Social Sciences,Economics,506,464
2024/2025,North West,Kano,Kano Municipal,University,Other University Admissions - Kano 1,Female,disabled,Non-STEMM,Social Sciences,Psychology,348,317
2024/2025,North West,Kano,Kano Municipal,University,Other University Admissions - Kano 1,Female,disabled,STEMM,Medicine / Health Sciences,Radiography,15,16
2024/2025,North West,Kano,Kano Municipal,University,Other University Admissions - Kano 1,Female,disabled,STEMM,Physical Sciences,Chemistry,87,82
2024/2025,North West,Kano,Kano Municipal,University,Other University Admissions - Kano 2,Female,disabled,Non-STEMM,Social Sciences,Economics,501,459
2024/2025,North West,Kano,Kano Municipal,University,Other University Admissions - Kano 2,Female,disabled,Non-STEMM,Social Sciences,Psychology,343,317
2024/2025,North West,Kano,Kano Municipal,University,Other University Admissions - Kano 2,Female,disabled,STEMM,Medicine / Health Sciences,Radiography,15,16
2024/2025,North West,Kano,Kano Municipal,University,Other University Admissions - Kano 2,Female,disabled,STEMM,Physical Sciences,Chemistry,87,82
2024/2025,North West,Kano,Dala,College of Education,Other College of Education Admissions - Kano 1,Male,disabled,Non-STEMM,Education,Guidance and Counselling,354,327
2024/2025,North West,Kano,Dala,College of Education,Other College of Education Admissions - Kano 1,Male,disabled,Non-STEMM,Education,Social Studies Education,123,111
2024/2025,North West,Kano,Dala,College of Education,Other College of Education Admissions - Kano 1,Male,disabled,STEMM,Environmental Sciences,Estate Management,25,21
2024/2025,North West,Kano,Dala,College of Education,Other College of Education Admissions - Kano 2,Male,disabled,Non-STEMM,Education,Guidance and Counselling,349,322
2024/2025,North West,Kano,Dala,College of Education,Other College of Education Admissions - Kano 2,Male,disabled,Non-STEMM,Education,Social Studies Education,123,111
2024/2025,North West,Kano,Dala,College of Education,Other College of Education Admissions - Kano 2,Male,disabled,STEMM,Environmental Sciences,Estate Management,25,21
2024/2025,North West,Kano,Fagge,Monotechnic,Other Monotechnic Admissions 1,Male,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,34,32
2024/2025,North West,Kano,Fagge,Monotechnic,Other Monotechnic Admissions 2,Male,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,29,26
2024/2025,North West,Kano,Fagge,Polytechnic,Other Polytechnic Admissions - Kano 1,Male,disabled,STEMM,Agriculture,Animal Science,438,406
2024/2025,North West,Kano,Fagge,Polytechnic,Other Polytechnic Admissions - Kano 1,Male,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,30,26
2024/2025,North West,Kano,Fagge,Polytechnic,Other Polytechnic Admissions - Kano 1,Male,disabled,STEMM,Physical Sciences,Industrial Chemistry,271,248
2024/2025,North West,Kano,Gwale,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Male,disabled,Non-STEMM,ART,Theology,5,5
2024/2025,North West,Kano,Gwale,University,"Baba Ahmed University, Kano, Kano State",Male,disabled,STEMM,Medicine / Health Sciences,Radiography,20,16
2024/2025,North West,Kano,Kano Municipal,University,Other University Admissions - Kano 1,Male,disabled,Non-STEMM,Social Sciences,Economics,468,432
2024/2025,North West,Kano,Kano Municipal,University,Other University Admissions - Kano 1,Male,disabled,Non-STEMM,Social Sciences,Psychology,320,295
2024/2025,North West,Kano,Kano Municipal,University,Other University Admissions - Kano 1,Male,disabled,STEMM,Medicine / Health Sciences,Radiography,10,11
2024/2025,North West,Kano,Kano Municipal,University,Other University Admissions - Kano 1,Male,disabled,STEMM,Physical Sciences,Chemistry,108,100
2024/2025,North West,Kano,Kano Municipal,University,Other University Admissions - Kano 2,Male,disabled,Non-STEMM,Social Sciences,Economics,463,427
2024/2025,North West,Kano,Kano Municipal,University,Other University Admissions - Kano 2,Male,disabled,Non-STEMM,Social Sciences,Psychology,320,295
2024/2025,North West,Kano,Kano Municipal,University,Other University Admissions - Kano 2,Male,disabled,STEMM,Medicine / Health Sciences,Radiography,10,10
2024/2025,North West,Kano,Kano Municipal,University,Other University Admissions - Kano 2,Male,disabled,STEMM,Physical Sciences,Chemistry,103,95
2024/2025,North West,Katsina,Daura,Polytechnic,Other Polytechnic Admissions - Katsina 1,Female,disabled,STEMM,Environmental Sciences,Architecture,324,298
2024/2025,North West,Katsina,Daura,Polytechnic,Other Polytechnic Admissions - Katsina 1,Female,disabled,STEMM,Environmental Sciences,Quantity Surveying,61,56
2024/2025,North West,Katsina,Dutsin Ma,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Female,disabled,Non-STEMM,ART,Theology,4,4
2024/2025,North West,Katsina,Funtua,College of Education,Other College of Education Admissions - Katsina 1,Female,disabled,Non-STEMM,Education,Primary Education Studies,482,441
2024/2025,North West,Katsina,Funtua,College of Education,Other College of Education Admissions - Katsina 1,Female,disabled,STEMM,Medicine / Health Sciences,Anatomy,158,147
2024/2025,North West,Katsina,Katsina,Monotechnic,Other Monotechnic Admissions 1,Female,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,12,13
2024/2025,North West,Katsina,Katsina,Monotechnic,Other Monotechnic Admissions 2,Female,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,8,9
