session,zone,state,lga,institution_type,tertiary_institution,gender,disability_scope,programme_cluster,discipline_group,programme,loan_applications,loan_approved,loan_disbursed
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Female,disabled,STEMM,Mathematics / Statistics,Statistics,1,1,1
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Female,disabled,STEMM,Physical Sciences,Microbiology,1,1,1
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Female,disabled,STEMM,Science,Industrial Chemistry,1,1,1
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Female,disabled,STEMM,Science,Physics,1,1,1
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Female,disabled,STEMM,Science,Plant Science,1,1,1
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Female,disabled,STEMM,Technology / ICT,Data Science,1,1,1
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Female,disabled,STEMM,Technology / ICT,Information Systems,1,1,1
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,all,Non-STEMM,Arts,Law,20,15,14
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,all,Non-STEMM,Business / Administration / Law,Marketing,21,17,15
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,all,Non-STEMM,Communication / Media,Broadcasting,15,12,12
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,all,Non-STEMM,Communication / Media,Development Communication,20,16,15
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,all,Non-STEMM,Communication / Media,Public Relations,17,15,15
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,all,Non-STEMM,Social Sciences,Business Administration,19,15,14
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,all,Non-STEMM,Social Sciences,Mass Communication,13,12,11
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,all,STEMM,Biological Sciences,Biochemistry,18,15,14
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,all,STEMM,Computing / ICT,Computer Science,12,10,10
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,all,STEMM,Engineering,Civil Engineering,15,13,12
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,all,STEMM,Engineering,Electrical Engineering,18,15,14
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,all,STEMM,Engineering,Mechanical Engineering,13,10,10
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,all,STEMM,Engineering,Mechatronics Engineering,19,15,14
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,all,STEMM,Engineering,Petroleum Engineering,17,15,13
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,all,STEMM,Mathematics / Statistics,Applied Mathematics,16,13,12
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,all,STEMM,Mathematics / Statistics,Mathematics,15,12,11
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,all,STEMM,Mathematics / Statistics,Operations Research,19,15,15
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,all,STEMM,Mathematics / Statistics,Statistics,15,13,12
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,all,STEMM,Physical Sciences,Microbiology,15,12,12
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,all,STEMM,Science,Industrial Chemistry,18,14,13
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,all,STEMM,Science,Physics,15,12,11
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,all,STEMM,Science,Plant Science,16,14,13
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,all,STEMM,Technology / ICT,Data Science,20,16,14
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,all,STEMM,Technology / ICT,Information Systems,19,16,15
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,disabled,Non-STEMM,Arts,Law,2,1,1
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,disabled,Non-STEMM,Business / Administration / Law,Marketing,2,2,1
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,disabled,Non-STEMM,Communication / Media,Broadcasting,1,1,1
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,disabled,Non-STEMM,Communication / Media,Development Communication,1,1,1
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,disabled,Non-STEMM,Communication / Media,Public Relations,1,1,1
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,disabled,Non-STEMM,Social Sciences,Business Administration,1,1,1
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,disabled,Non-STEMM,Social Sciences,Mass Communication,1,1,1
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,disabled,STEMM,Biological Sciences,Biochemistry,1,1,1
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,disabled,STEMM,Computing / ICT,Computer Science,1,1,1
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,disabled,STEMM,Engineering,Civil Engineering,1,1,1
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,disabled,STEMM,Engineering,Electrical Engineering,1,1,1
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,disabled,STEMM,Engineering,Mechanical Engineering,1,1,1
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,disabled,STEMM,Engineering,Mechatronics Engineering,1,1,1
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,disabled,STEMM,Engineering,Petroleum Engineering,1,1,1
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,disabled,STEMM,Mathematics / Statistics,Applied Mathematics,1,1,1
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,disabled,STEMM,Mathematics / Statistics,Mathematics,1,1,1
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,disabled,STEMM,Mathematics / Statistics,Operations Research,1,1,1
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,disabled,STEMM,Mathematics / Statistics,Statistics,1,1,1
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,disabled,STEMM,Physical Sciences,Microbiology,1,1,1
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,disabled,STEMM,Science,Industrial Chemistry,1,1,1
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,disabled,STEMM,Science,Physics,1,1,1
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,disabled,STEMM,Science,Plant Science,1,1,1
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,disabled,STEMM,Technology / ICT,Data Science,1,1,1
2024/2025,North West,Zamfara,Kaura Namoda,Polytechnic,Zamfara State Polytechnic,Male,disabled,STEMM,Technology / ICT,Information Systems,1,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,all,Non-STEMM,Arts,English and Literary Studies,11,8,8
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,all,Non-STEMM,Arts,Law,16,13,12
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,all,Non-STEMM,Arts / Humanities,Fine and Applied Arts,15,12,11
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,all,Non-STEMM,Arts / Humanities,History and International Studies,10,8,7
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,all,Non-STEMM,Arts / Humanities,Philosophy,14,12,10
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,all,Non-STEMM,Arts / Humanities,Religious Studies,16,13,12
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,all,Non-STEMM,Business / Administration / Law,Insurance,16,12,12
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,all,Non-STEMM,Business / Administration / Law,Marketing,14,11,10
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,all,Non-STEMM,Communication / Media,Broadcasting,15,12,11
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,all,Non-STEMM,Communication / Media,Development Communication,14,11,10
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,all,Non-STEMM,Communication / Media,Journalism and Media Studies,12,10,9
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,all,Non-STEMM,Communication / Media,Public Relations,10,9,8
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,all,Non-STEMM,Education,Adult Education,16,12,11
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,all,Non-STEMM,Education,Curriculum Studies,16,13,12
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,all,Non-STEMM,Education,Educational Technology,15,12,12
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,all,Non-STEMM,Education,Guidance and Counselling,17,13,12
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,all,Non-STEMM,Education,Primary Education Studies,17,13,12
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,all,Non-STEMM,Languages,Arabic Studies,9,8,7
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,all,Non-STEMM,Languages,English Language,9,7,7
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,all,Non-STEMM,Languages,French,11,8,7
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,all,Non-STEMM,Languages,Hausa,13,12,10
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,all,Non-STEMM,Social Sciences,Economics,12,10,9
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,all,Non-STEMM,Social Sciences,International Relations,12,11,10
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,all,Non-STEMM,Social Sciences,Mass Communication,11,8,7
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,all,Non-STEMM,Social Sciences,Psychology,15,13,12
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,disabled,Non-STEMM,Arts,English and Literary Studies,1,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,disabled,Non-STEMM,Arts,Law,1,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,disabled,Non-STEMM,Arts / Humanities,Fine and Applied Arts,1,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,disabled,Non-STEMM,Arts / Humanities,History and International Studies,1,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,disabled,Non-STEMM,Arts / Humanities,Philosophy,1,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,disabled,Non-STEMM,Arts / Humanities,Religious Studies,1,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,disabled,Non-STEMM,Business / Administration / Law,Insurance,2,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,disabled,Non-STEMM,Business / Administration / Law,Marketing,1,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,disabled,Non-STEMM,Communication / Media,Broadcasting,1,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,disabled,Non-STEMM,Communication / Media,Development Communication,2,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,disabled,Non-STEMM,Communication / Media,Journalism and Media Studies,2,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,disabled,Non-STEMM,Communication / Media,Public Relations,1,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,disabled,Non-STEMM,Education,Adult Education,2,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,disabled,Non-STEMM,Education,Curriculum Studies,2,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,disabled,Non-STEMM,Education,Educational Technology,2,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,disabled,Non-STEMM,Education,Guidance and Counselling,2,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,disabled,Non-STEMM,Education,Primary Education Studies,2,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,disabled,Non-STEMM,Languages,Arabic Studies,1,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,disabled,Non-STEMM,Languages,English Language,2,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,disabled,Non-STEMM,Languages,French,2,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,disabled,Non-STEMM,Languages,Hausa,1,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,disabled,Non-STEMM,Social Sciences,Economics,2,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,disabled,Non-STEMM,Social Sciences,International Relations,1,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,disabled,Non-STEMM,Social Sciences,Mass Communication,2,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Female,disabled,Non-STEMM,Social Sciences,Psychology,2,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,all,Non-STEMM,Arts,English and Literary Studies,12,9,8
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,all,Non-STEMM,Arts,Law,19,16,15
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,all,Non-STEMM,Arts / Humanities,Fine and Applied Arts,15,12,11
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,all,Non-STEMM,Arts / Humanities,History and International Studies,10,8,8
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,all,Non-STEMM,Arts / Humanities,Philosophy,15,12,11
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,all,Non-STEMM,Arts / Humanities,Religious Studies,14,12,10
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,all,Non-STEMM,Business / Administration / Law,Insurance,16,13,12
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,all,Non-STEMM,Business / Administration / Law,Marketing,16,12,11
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,all,Non-STEMM,Communication / Media,Broadcasting,14,12,11
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,all,Non-STEMM,Communication / Media,Development Communication,18,15,14
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,all,Non-STEMM,Communication / Media,Journalism and Media Studies,13,10,10
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,all,Non-STEMM,Communication / Media,Public Relations,11,9,9
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,all,Non-STEMM,Education,Adult Education,16,12,12
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,all,Non-STEMM,Education,Curriculum Studies,16,13,13
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,all,Non-STEMM,Education,Educational Technology,17,13,13
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,all,Non-STEMM,Education,Guidance and Counselling,15,11,10
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,all,Non-STEMM,Education,Primary Education Studies,16,12,10
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,all,Non-STEMM,Languages,Arabic Studies,10,8,7
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,all,Non-STEMM,Languages,English Language,10,7,7
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,all,Non-STEMM,Languages,French,11,8,8
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,all,Non-STEMM,Languages,Hausa,13,12,11
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,all,Non-STEMM,Social Sciences,Economics,11,8,7
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,all,Non-STEMM,Social Sciences,International Relations,14,12,11
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,all,Non-STEMM,Social Sciences,Mass Communication,10,7,7
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,all,Non-STEMM,Social Sciences,Psychology,13,12,10
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,disabled,Non-STEMM,Arts,English and Literary Studies,1,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,disabled,Non-STEMM,Arts,Law,1,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,disabled,Non-STEMM,Arts / Humanities,Fine and Applied Arts,1,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,disabled,Non-STEMM,Arts / Humanities,History and International Studies,1,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,disabled,Non-STEMM,Arts / Humanities,Philosophy,1,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,disabled,Non-STEMM,Arts / Humanities,Religious Studies,1,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,disabled,Non-STEMM,Business / Administration / Law,Insurance,1,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,disabled,Non-STEMM,Business / Administration / Law,Marketing,2,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,disabled,Non-STEMM,Communication / Media,Broadcasting,1,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,disabled,Non-STEMM,Communication / Media,Development Communication,2,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,disabled,Non-STEMM,Communication / Media,Journalism and Media Studies,2,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,disabled,Non-STEMM,Communication / Media,Public Relations,1,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,disabled,Non-STEMM,Education,Adult Education,2,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,disabled,Non-STEMM,Education,Curriculum Studies,2,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,disabled,Non-STEMM,Education,Educational Technology,2,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,disabled,Non-STEMM,Education,Guidance and Counselling,2,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,disabled,Non-STEMM,Education,Primary Education Studies,2,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,disabled,Non-STEMM,Languages,Arabic Studies,2,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,disabled,Non-STEMM,Languages,English Language,2,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,disabled,Non-STEMM,Languages,French,2,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,disabled,Non-STEMM,Languages,Hausa,1,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,disabled,Non-STEMM,Social Sciences,Economics,2,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,disabled,Non-STEMM,Social Sciences,International Relations,1,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,disabled,Non-STEMM,Social Sciences,Mass Communication,2,1,1
2024/2025,North West,Zamfara,Talata Mafara,College of Education,"College of Education, Talata Mafara",Male,disabled,Non-STEMM,Social Sciences,Psychology,1,1,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,Non-STEMM,Arts,English and Literary Studies,21,16,16
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,Non-STEMM,Arts,Law,34,28,25
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,Non-STEMM,Arts / Humanities,Fine and Applied Arts,27,22,20
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,Non-STEMM,Arts / Humanities,History and International Studies,22,18,16
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,Non-STEMM,Arts / Humanities,Philosophy,23,19,17
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,Non-STEMM,Arts / Humanities,Religious Studies,35,30,27
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,Non-STEMM,Arts / Humanities,Theatre Arts,27,22,20
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,Non-STEMM,Business / Administration / Law,Marketing,31,26,23
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,Non-STEMM,Communication / Media,Broadcasting,25,20,19
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,Non-STEMM,Communication / Media,Development Communication,25,22,20
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,Non-STEMM,Communication / Media,Public Relations,25,19,18
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,Non-STEMM,Education,Adult Education,22,18,16
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,Non-STEMM,Education,Curriculum Studies,24,18,17
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,Non-STEMM,Education,Educational Management,18,14,12
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,Non-STEMM,Education,Educational Technology,29,26,24
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,Non-STEMM,Education,Guidance and Counselling,23,17,16
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,Non-STEMM,Languages,Arabic Studies,19,16,15
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,Non-STEMM,Languages,English Language,15,12,12
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,Non-STEMM,Languages,Hausa,25,20,18
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,Non-STEMM,Languages,Igbo,27,22,20
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,Non-STEMM,Languages,Linguistics,19,16,15
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,Non-STEMM,Languages,Yoruba,21,16,15
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,Non-STEMM,Social Sciences,Banking and Finance,27,23,22
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,Non-STEMM,Social Sciences,Criminology,25,19,18
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,Non-STEMM,Social Sciences,Geography,23,19,18
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,Non-STEMM,Social Sciences,Mass Communication,18,14,13
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,Non-STEMM,Social Sciences,Political Science,20,16,14
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,Non-STEMM,Social Sciences,Psychology,27,20,19
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,Non-STEMM,Social Sciences,Public Administration,24,20,19
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,Non-STEMM,Social Sciences,Sociology,20,17,17
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,STEMM,Biological Sciences,Biochemistry,21,18,16
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,STEMM,Computing / ICT,Computer Science,21,18,16
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,STEMM,Engineering,Chemical Engineering,28,23,21
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,STEMM,Engineering,Civil Engineering,26,20,19
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,STEMM,Engineering,Electrical Engineering,25,21,19
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,STEMM,Engineering,Mechanical Engineering,23,19,17
