zone,state,lga,ward,school
South East,Enugu,Enugu East,Ugwugo Nike,CLASSIC PRIMARY SCHOOL IBAGWA NIKE
South East,Enugu,Enugu East,Ugwugo Nike,"COMMUNITY PRIM SCHOOL II, UGWOGO NIKE"
South East,Enugu,Enugu East,Ugwugo Nike,COMMUNITY PRIMARY SCHOOL AMANKPAKA UGWOGO NIKE
South East,Enugu,Enugu East,Ugwugo Nike,"COMMUNITY PRIMARY SCHOOL, NEKE UNO UGWUOGO NIKE"
South East,Enugu,Enugu East,Ugwugo Nike,"COMMUNITY SECONDARY SCHOOL, UGWOGO NIKE"
South East,Enugu,Enugu East,Ugwugo Nike,"COMMUNITY UNITY MIGRANT PRIMARY SCHOOL, UGBA NIKE UJODO"
South East,Enugu,Enugu East,Ugwugo Nike,"COMMUNITY UNITY PRIMARY SCHOOL I, AKPUOGA NIKE"
South East,Enugu,Enugu East,Ugwugo Nike,"COMMUNITY UNITY PRIMARY SCHOOL, AGBOGAZI NIKE"
South East,Enugu,Enugu East,Ugwugo Nike,"COMMUNITY UNITY PRIMARY SCHOOL, AKO NIKE"
South East,Enugu,Enugu East,Ugwugo Nike,"COMMUNITY UNITY PRIMARY SCHOOL, AMOKPO NIKE"
South East,Enugu,Enugu East,Ugwugo Nike,"COMMUNITY UNITY PRIMARY SCHOOL, EZE AKPUOGA"
South East,Enugu,Enugu East,Ugwugo Nike,"COMMUNITY UNITY PRIMARY SCHOOL, IBEAGWA NIKE"
South East,Enugu,Enugu East,Ugwugo Nike,"COMMUNITY UNITY PRIMARY SCHOOL, NCHATANCHA NIKE"
South East,Enugu,Enugu East,Ugwugo Nike,"COMMUNITY UNITY PRIMARY SCHOOL, NIKE ODENIGBO"
South East,Enugu,Enugu East,Ugwugo Nike,"COMMUNITY UNITY PRIMARY SCHOOL, OBINAGU AMOKPO NIKE"
South East,Enugu,Enugu East,Ugwugo Nike,"COMMUNITY UNITY PRIMARY SCHOOL, OBINAGU NIKE"
South East,Enugu,Enugu East,Ugwugo Nike,"COMMUNITY UNITY PRIMARY SCHOOL, OBINAGU UGWUOMU NIKE"
South East,Enugu,Enugu East,Ugwugo Nike,"COMMUNITY UNITY PRIMARY SCHOOL, OGBEKE NIKE"
South East,Enugu,Enugu East,Ugwugo Nike,"COMMUNITY UNITY PRIMARY SCHOOL, ONUOGBA NIKE"
South East,Enugu,Enugu East,Ugwugo Nike,"COMMUNITY UNITY PRIMARY SCHOOL, UGWOGO NIKE"
South East,Enugu,Enugu East,Ugwugo Nike,DE VISION SCHOOL NIKE ENEUGU
South East,Enugu,Enugu East,Ugwugo Nike,DIVINE GREATNESS &amp; MORAL ACADEMY NCHATANCHA NIKE
South East,Enugu,Enugu East,Ugwugo Nike,DIVINE MAGNET NURSERY AND PRIMARY SCHOOL
South East,Enugu,Enugu East,Ugwugo Nike,DIVINE ULTIMATE  PRIMARY SCHOOL IBAGWA NIKE
South East,Enugu,Enugu East,Ugwugo Nike,DIVINE VISION PRIMARY SCHOOL NCHANTANCHA NIKE
South East,Enugu,Enugu East,Ugwugo Nike,DIVINE WISDOM NURRSERY AND PRIMARY SCHOOL
South East,Enugu,Enugu East,Ugwugo Nike,DONBROWNO ACADEMY
South East,Enugu,Enugu East,Ugwugo Nike,EMMANUEL NURS. AND PRI. SCH. IJI NIKE
South East,Enugu,Enugu East,Ugwugo Nike,EVANGEL NURSERY AND PRIMARY SCHOOL IJI NIKE
South East,Enugu,Enugu East,Ugwugo Nike,FAMOUS KIDS INTERNATIONAL
South East,Enugu,Enugu East,Ugwugo Nike,FUTURE KIDS ACADEMY SCHOOL AKPUOGA NIKE
South East,Enugu,Enugu East,Ugwugo Nike,FUTURE KIDS SCADEMY
South East,Enugu,Enugu East,Ugwugo Nike,"FUTURE LEADERS  PRIMARY SCHOOL, ALULU"
South East,Enugu,Enugu East,Ugwugo Nike,"GOD,S OWN PRIMARY SCHOOL UGBENE II"
South East,Enugu,Enugu East,Ugwugo Nike,GOD;S GIFT PRIMARY SCHOOL IBAGWA NIKE
South East,Enugu,Enugu East,Ugwugo Nike,GRACE CREST ACADEMY NCHATANCHA NIKE
South East,Enugu,Enugu East,Ugwugo Nike,GREAT FUTURE  NURSREY AND PRIMARY SCHOOL OBINAGU
South East,Enugu,Enugu East,Ugwugo Nike,HAVIRL INTERNATIONAL SCHOOL
South East,Enugu,Enugu East,Ugwugo Nike,HIS GRACE INTERNATIONAL NURSERY AND PRIMARY SCHOOL OGBEKE NIKE
South East,Enugu,Enugu East,Ugwugo Nike,INLAND INTERNATIONAL NURSERY AND PRIMARY SCHOOL IBAGWA NIKE
South East,Enugu,Enugu East,Ugwugo Nike,INLAND SECONDARY SCHOOL IBAGWA NIKE
South East,Enugu,Enugu East,Ugwugo Nike,LIFELINE EDUCATION CENTRE PRIMARY AKPUOGA NIKE
South East,Enugu,Enugu East,Ugwugo Nike,LIFELINE EDUCATIONAL CENTER SECONDARY SCHOOL AKPOGA NIKE
South East,Enugu,Enugu East,Ugwugo Nike,"MODEL PRIMARY SCHOOL I, IFO LAYOUT"
South East,Enugu,Enugu East,Ugwugo Nike,Notre Dame Primary School UGWUOMU NIKE EMENE
South East,Enugu,Enugu East,Ugwugo Nike,PECULIAR NURSERY AND PRIMARY SCHOOL
South East,Enugu,Enugu East,Ugwugo Nike,PNEUMALIFE MISSION ACADEMY
South East,Enugu,Enugu East,Ugwugo Nike,PNUUEMA LIFE MISSION PRIMARY SCHOOL ACADEMY IBAGWA NIKE
South East,Enugu,Enugu East,Ugwugo Nike,REPUBLLIC COMPREHENSIVE SECONDARY SCHOOL ABAKAPA NIKE
South East,Enugu,Enugu East,Ugwugo Nike,RHEMA D INTERNATIONAL SCHOOL
South East,Enugu,Enugu East,Ugwugo Nike,ROCK NURSERY AND PRIMARY SCHOOL
South East,Enugu,Enugu East,Ugwugo Nike,"SOLID FOUNDATION NURS. AND PRI, SCHOOL"
South East,Enugu,Enugu East,Ugwugo Nike,THE GREAT HOPE HIGH SCHOOL ENUGU
South East,Enugu,Enugu East,Ugwugo Nike,"TOPSTARS INTERNATIONAL SCHOOLS, UGWOGO- NIKE, ENUGU"
South East,Enugu,Enugu East,Ugwugo Nike,TRENDING BRAINS ACADEMY ENUGU
South East,Enugu,Enugu East,Ugwugo Nike,TRINITY KIDS PRIMARY SCHOOL AMAORJI NIKE
South East,Enugu,Enugu East,Ugwugo Nike,"UGBO ODOGWU PRIMARY SCHOOL I, ENUGU"
South East,Enugu,Enugu East,Ugwugo Nike,"UGBO-ODOGWU PRIMARY SCHOOL II, UGBO-ODOGWU"
South East,Enugu,Enugu East,Ugwugo Nike,"UNION PRIMARY SCHOOL, UGWUOMU NIKE"
South East,Enugu,Enugu East,Ugwugo Nike,UNITY ACADEMY
South East,Enugu,Enugu East,Ugwugo Nike,WISE VIEW NURSERY AND PRIMARY SCHOOL ENUGU
South East,Enugu,Enugu East,Ugwugo Nike,WORD OF FAITH NURSERY AND PRIMARY SCHOOL
South East,Enugu,Enugu East,Ugwugo Nike,ZION CHILDREN PRIMARY SCHOOL UGWOGO NIKE
South East,Enugu,Enugu East,Umuchigbo,ANGELIC CHILDRENS PRIMARY SCHOOL EMENE
South East,Enugu,Enugu East,Umuchigbo,BLESSED OSINACHI INTERNATIONAL ACADEMY
South East,Enugu,Enugu East,Umuchigbo,"COMMUNITY UNITY PRIMARY SCHOOL, NKOMORO ONUOGBA"
South East,Enugu,Enugu East,Umuchigbo,CORPORATE STANDARD INTERNATIONAL COLLEGE
South East,Enugu,Enugu East,Umuchigbo,Christ the King Primary School TRANS EKULU
South East,Enugu,Enugu East,Umuchigbo,DIVINE GRACE NUSERY AND PRIMARY SCHOOLS UMUCHIGBO NIKE
South East,Enugu,Enugu East,Umuchigbo,DIVINE VISION INTERNATIONAL SECONDARY SCHOOL NCHATANCHA
South East,Enugu,Enugu East,Umuchigbo,DUAL TREASURE  PRIMARY SCHOOL EMENE
South East,Enugu,Enugu East,Umuchigbo,Future Hope PrImary School TRANS EKULU
South East,Enugu,Enugu East,Umuchigbo,"GATEWAY SCHOOL, ENUGU"
South East,Enugu,Enugu East,Umuchigbo,"HILL-SIDE PRIMARY SCHOOL, AGU-ABOR"
South East,Enugu,Enugu East,Umuchigbo,HUMILITY PRIMARY SCHOOL TRANS EKULU
South East,Enugu,Enugu East,Umuchigbo,KINGS MISSION N/P SCHOOL SUN CITY LAYOUT
South East,Enugu,Enugu East,Umuchigbo,MODEL PRI. SCHOOL  1 UMUCHIGBO IJI NIKE
South East,Enugu,Enugu East,Umuchigbo,MODEL PRIMARY SCHOOL II
South East,Enugu,Enugu East,Umuchigbo,MODEL PRIMARY SCHOOL III
South East,Enugu,Enugu East,Umuchigbo,PEACH FIELD PRIMARY SCHOOL TRANS EKULU
South East,Enugu,Enugu East,Umuchigbo,ROCHAS FOUNDATION COLLEGE EMENE
South East,Enugu,Enugu East,Umuchigbo,SAPIENTIA PRIMAERY SCHOOL UGBENE II
South East,Enugu,Enugu East,Umuchigbo,SHINING STAR INTERNATIONAL PRIMARY SCHOOL UMUCHIGBO IJI NIKE
South East,Enugu,Enugu East,Umuchigbo,SMART ROYAL KIDDIES ACADEMY
South East,Enugu,Enugu East,Umuchigbo,THE LORDS VINEYARD NURSERY AND PRIMARY SCHOOL
South East,Enugu,Enugu East,Umuchigbo,"UMUCHIGBO COMMUNITY HIGH SCHOOL, IJI-NIKE"
South East,Enugu,Enugu East,Umuenwene,"AIRPORT PRIMARY SCHOOL I, EMENE"
South East,Enugu,Enugu East,Umuenwene,BASIC FOUNDATION SECONDARY SCHOOL
South East,Enugu,Enugu East,Umuenwene,BEVERLY KINGS COMPREHENSIVE SECONDARY SCHOOL EMENE ENUGU
South East,Enugu,Enugu East,Umuenwene,BRIGHT STAR  PRIMARY SCHOOL ABAPKA
South East,Enugu,Enugu East,Umuenwene,"CENTRAL SCHOOL III, EMENE"
South East,Enugu,Enugu East,Umuenwene,CLUSTER TREASURE INTERNATIONAL SCHOOL ENUGU
South East,Enugu,Enugu East,Umuenwene,COSTINA NURSERY AND PRIMARY
South East,Enugu,Enugu East,Umuenwene,Corner Stone Secondary School
South East,Enugu,Enugu East,Umuenwene,Dominion Primary School
South East,Enugu,Enugu East,Umuenwene,EXCELLENT EDUCATION NURSERY AND PRIMARY SCHOOL EMENE ENUGU
South East,Enugu,Enugu East,Umuenwene,FAVOUR PEOPLE KIDS ACADEMY EMENE ENUGU
South East,Enugu,Enugu East,Umuenwene,GODS TIME NURSERY AND PRIMARY SCHOOL UGWOGO
South East,Enugu,Enugu East,Umuenwene,IMPERIAL  FOUNDATION PRIMARY SCHOOS EKE OBINAGU
South East,Enugu,Enugu East,Umuenwene,INTERNATIONAL NURSERY AND PRIMARY SCHOOL
South East,Enugu,Enugu East,Umuenwene,MIKETERY COLLEGE
South East,Enugu,Enugu East,Umuenwene,NATHANS ACADEMY NURSERY AND PRIMARY SCHOOL FEDERAL HOUSING TRANS EKULU ENUGU
South East,Enugu,Enugu East,Umuenwene,NEW GENERATION FOUNTAIN SCHOOLS
South East,Enugu,Enugu East,Umuenwene,QUEENETH NURSERY AND PRIMARY
South East,Enugu,Enugu East,Umuenwene,ROYALE EXECELLENCE CHRISTIAN INTERNATIONAL SCHOOL
South East,Enugu,Enugu East,Umuenwene,SHEKINAH GLORY INTERNATIONAL SCHOOLS ENEGU
South East,Enugu,Enugu East,Umuenwene,SS PETER AND PAUL PRIMARY SCHOOL UGBENE I
South East,Enugu,Enugu East,Umuenwene,SUNRISE NURSERY AND PRIMARY SCHOOL
South East,Enugu,Enugu East,Umuenwene,VERTEX INTERNATIONAL NURSERY AND PRIMARY SCHOOL
South East,Enugu,Enugu East,Umuenwene,VERTEX PRIMARY SCHOOL EMENE
South East,Enugu,Enugu North,Asata Township,"ARTISAN QUARTERS PRIMARY SCHOOL, ASATA"
South East,Enugu,Enugu North,Asata Township,"ASATA PRIMARY SCHOOL, ASATA"
South East,Enugu,Enugu North,Asata Township,"CONSTRUCTION PRIMARY SCHOOL, ASATA"
South East,Enugu,Enugu North,Asata Township,HONSOOM PRIMARY SCHOOL ILUKWE ASATA
South East,Enugu,Enugu North,Asata Township,IVORY FOUNDATION PRIMARY SCHOOL PRESIDENTIAL ROAD ASATA
South East,Enugu,Enugu North,Asata Township,"O?CONNOR STREET PRIMARY SCHOOL II, ASATA"
South East,Enugu,Enugu North,Asata Township,"OCONNOR STREET PRIMARY SCHOOL I, ASATA"
South East,Enugu,Enugu North,Asata Township,"RICHARD STREET PRIMARY SCHOOL, ASATA"
South East,Enugu,Enugu North,Asata Township,ST. BATHOLOMEWS SECONDARY SCHOOL
South East,Enugu,Enugu North,Asata Township,TINKER BELLA PRIMARY SCHOOL CARR STREET ASATA
South East,Enugu,Enugu North,Asata Township,"UDI  PRIMARY SCHOOL I, ENUGU"
South East,Enugu,Enugu North,Asata Township,VICTORY NURSERY AND PRYMARY SCHOOL
South East,Enugu,Enugu North,Asata Township,WHOLESOME CHILD INTERNATIONAL SCHOOLS ENUGU
South East,Enugu,Enugu North,China Town,"ARIA  PRIMARY SCHOOL, GRA ENUGU"
South East,Enugu,Enugu North,China Town,"ARMY CHILDREN SCHOOL I, ENUGU"
South East,Enugu,Enugu North,China Town,"ARMY CHILDREN SCHOOL II, ENUGU"
South East,Enugu,Enugu North,China Town,"ARMY CHILDREN SCHOOL III, ENUGU"
South East,Enugu,Enugu North,China Town,BISHOP ENEJA MEMORIAL GROUP NURSERY AND PRIMARY SCHOOL
South East,Enugu,Enugu North,China Town,"BRICK STREET PRIMARY SCHOOL, BRICK"
South East,Enugu,Enugu North,China Town,BROOK LAURELS ACADEMY ENUGU
South East,Enugu,Enugu North,China Town,"CAITADEL OF EXCELLENCE COLLAGE, ENUGU"
South East,Enugu,Enugu North,China Town,CALVARY FOUNDATION INTERNATIONAL NURSERY AND PRIMARY SCHOOL
South East,Enugu,Enugu North,China Town,"CARTER STREET PRIMARY SCHOOL, CARTER STREET"
South East,Enugu,Enugu North,China Town,CHIAZO NURSERY AND PRIMARY SCOOL.
South East,Enugu,Enugu North,China Town,CHILDBASE INTERNATIONAL NURSERY PRIMARY SCHOOL.
South East,Enugu,Enugu North,China Town,"CHINA TOWN PRIMARY SCHOOL, ASATA"
South East,Enugu,Enugu North,China Town,CHRONICLE  SCHOOL ENUGU.
South East,Enugu,Enugu North,China Town,"CITY GIRLS SECONDARY SCHOOL, ENUGU"
South East,Enugu,Enugu North,China Town,"CITY PRIMARY SCHOOL, OGBETE"
South East,Enugu,Enugu North,China Town,"COAL CAMP PRIMARY SCHOOL, COAL CAMP"
South East,Enugu,Enugu North,China Town,"COAL CAMP SECONDARY SCHOOL, ENUGU"
South East,Enugu,Enugu North,China Town,COLLIERY PRIMARY SCHOOL IVA VALLEY
South East,Enugu,Enugu North,China Town,"COMMUNITY SECONDARY SCHOOL IVA-VALLEY, ENUGU"
South East,Enugu,Enugu North,China Town,DIVINE GLORY INTERNATIONL NURSERY AND PRIMARY SCHOOL ENUGU.
South East,Enugu,Enugu North,China Town,DIVINE PURPOSE NURSERY AND PRIMARY SCHOOL IVA VALLEY ENUGU
South East,Enugu,Enugu North,China Town,DIVINE REVELATION SCHOOL
South East,Enugu,Enugu North,China Town,"EKULU PRIMARY SCHOOL I, EKULU"
South East,Enugu,Enugu North,China Town,"EKULU PRIMARY SCHOOL II, EKULU"
South East,Enugu,Enugu North,China Town,"EKULU PRIMARY SCHOOL III, EKULU"
South East,Enugu,Enugu North,China Town,"EKULU PRIMARY SCHOOL IV, EKULU"
South East,Enugu,Enugu North,China Town,EVERGREEN SCHOOL BENUGU
South East,Enugu,Enugu North,China Town,FROEBEL NURSERY AND PRIMARY SCHOOL
South East,Enugu,Enugu North,China Town,FUTURE LEADERS NURSERY AND DAY CARE SCHOOL
South East,Enugu,Enugu North,China Town,"GODS BEST SECONDARY SCHOOL OLOGO, ENUGU"
South East,Enugu,Enugu North,China Town,GODS GIFT INTERNATIONAL SECONDARY SCHOOL
South East,Enugu,Enugu North,China Town,GODS WILL NURAERY AND PRIMARY SCHOO ENUGU
South East,Enugu,Enugu North,China Town,"GOVERNMENT TECHNICAL COLLEGE, ENUGU"
South East,Enugu,Enugu North,China Town,GRACE INTERNATIONAL SCHOOL ENUGU
South East,Enugu,Enugu North,China Town,GRACELAND  COLLEGE ENUGU
South East,Enugu,Enugu North,China Town,GRACELAND NURSERY AND PRIMARY SCHOOL.
South East,Enugu,Enugu North,China Town,HELIDA GROUP OF SCHOOL
South East,Enugu,Enugu North,China Town,HILL VIEW NURSERY AND PRIMARY SCHOOL
South East,Enugu,Enugu North,China Town,"HILLSIDE PRIMARY SCHOOL I, OGBETE ENUGU"
South East,Enugu,Enugu North,China Town,"HILLSIDE PRIMARY SCHOOL II, HILLSIDE"
South East,Enugu,Enugu North,China Town,"HILLTOP PRIMARY SCHOOL I, HILLTOP"
South East,Enugu,Enugu North,China Town,"HILLTOP PRIMARY SCHOOL II, HILLTOP"
South East,Enugu,Enugu North,China Town,HOLY HILL NURSERY AND PRIMARY SCHOOL COAL CAMP.
South East,Enugu,Enugu North,China Town,HOLYCHILD PREPARATORY SCHOOL
South East,Enugu,Enugu North,China Town,IDEAL FOUNDATION SCHOOL
South East,Enugu,Enugu North,China Town,INFANT JESUS NURSERY AND PRIMARY SCHOOL COAL CAMP.
South East,Enugu,Enugu North,China Town,"IVA VALLEY PRIMARY SCHOOL I, IVA VALLEY"
South East,Enugu,Enugu North,China Town,"IVA VALLEY PRIMARY SCHOOL II, IVA VALLY"
South East,Enugu,Enugu North,China Town,"IVA VALLEY PRIMARY SCHOOL III, IVA VALLEY"
South East,Enugu,Enugu North,China Town,KAYLA PRIMARY SCHOOL MARYLAND TOWN
South East,Enugu,Enugu North,China Town,MAGNET INTERNATIONAL HIGH SCHOOL CHINA TOWN ENUGU
South East,Enugu,Enugu North,China Town,MAGNET NURSERY AND PRIMARY SCHOOL
South East,Enugu,Enugu North,China Town,"MARKET  PRIMARY SCHOOL II, MARKET  ENUGU"
South East,Enugu,Enugu North,China Town,MARVELLOUS GRACE INTERNATIONAL SCHOOL
South East,Enugu,Enugu North,China Town,MERVELLOUS GRACE INTERNATIONAL SECONDARY SCHOOL ENUGU.
South East,Enugu,Enugu North,China Town,MUSTARD SEEDS OF GREATNESS SCHOOL GRA ENUGU
South East,Enugu,Enugu North,China Town,NEW GENERATION INTERNATIONAL SCHOOL
South East,Enugu,Enugu North,China Town,"OBINAGU  PRIMARY SCHOOL, OBINAGU"
South East,Enugu,Enugu North,China Town,"OGBETE PRIMARY SCHOOL I, COAL CAMP"
South East,Enugu,Enugu North,China Town,"OGBETE PRIMARY SCHOOL II, COAL CAMP"
South East,Enugu,Enugu North,China Town,"OGBETE RIVER PRIMARY SCHOOL I, OGBETE RIVER"
South East,Enugu,Enugu North,China Town,"OGBETE RIVER PRIMARY SCHOOL II, OGBETE RIVER"
South East,Enugu,Enugu North,China Town,OZOUGWU COMPREHENSIVE SECONDARY SCHOOL
South East,Enugu,Enugu North,China Town,"POTTER&#39;S HOUSE MONTESORRI SCHOOL,HILL-TOP ENUGU-LAWO"
South East,Enugu,Enugu North,China Town,PRECIOUS CHILD INTERNATIONAL SCHOOL ENUGU.
South East,Enugu,Enugu North,China Town,PRECIOUS INTERNATIONAL COLLEGE ENUGU.
South East,Enugu,Enugu North,China Town,PRIME ACADEMY NURSERY AND PRIMARY SCHOOL ENUGU.
South East,Enugu,Enugu North,China Town,REDEEMER INTERNATIONAL SCHOOL
South East,Enugu,Enugu North,China Town,SAINT PETERS NURSERY AND PRIMARY SCHOOL COAL CAMP OGBETE ENUGU.
South East,Enugu,Enugu North,China Town,SHALO D/C NURSERY AND PRIMARY SCHOOL
South East,Enugu,Enugu North,China Town,"SPECIAL EDUCATION CENTRE, ENUGU"
South East,Enugu,Enugu North,China Town,SPRING OF LIFE NURSERY AND PRIMARY SCHOOL
South East,Enugu,Enugu North,China Town,ST. STEPHENS ANG NURSERY AND PRIMARY SCHOOL UDISIDING ENUGU.
South East,Enugu,Enugu North,China Town,ST.PAULS ANGLICAN NURSERY AND PRIMARY SCHOOL CHINA TOWN ASATA ENUGU.
South East,Enugu,Enugu North,China Town,SYLVINA INTERNATIONAL SCHOOL
South East,Enugu,Enugu North,China Town,TWINKLES NEST SCHOOL
South East,Enugu,Enugu North,China Town,"UDI  PRIMARY SCHOOL II, ENUGU"
South East,Enugu,Enugu North,China Town,"WTC PRIMARY SCHOOL II, ENUGU"
South East,Enugu,Enugu North,China Town,"WTC PRIMARY SCHOOL III, ENUGU"
South East,Enugu,Enugu North,China Town,"WTC PRIMARY SCHOOL IV, ENUGU"
South East,Enugu,Enugu North,G.R.A,BRIGHTEYES MONTESORRI SCHOOL NUR/PRIMARY
South East,Enugu,Enugu North,G.R.A,CHILDREN OF COVENANT INTERNATIONAL SCHOOL
South East,Enugu,Enugu North,G.R.A,COAL CITY INTERNATIONAL SCHOOL
South East,Enugu,Enugu North,G.R.A,ECWA MODEL SCHOOLS
South East,Enugu,Enugu North,G.R.A,"FAVOURED SECONDARY SCHOOL , NO 1 CONCRETE AVENUE"
South East,Enugu,Enugu North,G.R.A,FIRST PARKVIRW MONTESSORI SCHOOL G.R.A.
South East,Enugu,Enugu North,G.R.A,"GOOD HOPE STARS SCHOOL, 9 BISHOP ONYEABO STREET G.R.A ENUGU"
South East,Enugu,Enugu North,G.R.A,SALEM CITY ACADEMY PRIMARY SCHOOL IVA ROAD GRA
South East,Enugu,Enugu North,G.R.A,STACEY EDUCATION FOUNDATION NURSERY AND PRIMARY SCHOOL. 18 CONCRETE AVENUE G.R.A
South East,Enugu,Enugu North,Ihewuzi,CHRIST THE KING OF KINGS PRIMARY SCHOOL WIRELESS AVENUE GRA
South East,Enugu,Enugu North,Ihewuzi,COLLIERY ANGLICAN NURSERY AND PRIAMRY SCHOOL NGWU
South East,Enugu,Enugu North,Ihewuzi,GOSHEN STARS GLOBAL COLLEGE
South East,Enugu,Enugu North,Ihewuzi,GOSHENCITY INTERNATIONAL PRIMARY SCHOOL LIVING SPRING OLOGO
South East,Enugu,Enugu North,Ihewuzi,M &amp; M FOUNDATION EARLY LEARNING SCHOOL
South East,Enugu,Enugu North,Ihewuzi,"METROPOLITAN GIRLS SECONDARY SCHOOL, ENUGU"
South East,Enugu,Enugu North,Ihewuzi,OUR LADY OF QUADALUPE PRIMARY SCHOOL CONSTITUTION CLOSE
South East,Enugu,Enugu North,Ihewuzi,PROMISE LAND ACADEMY HILL TOP
South East,Enugu,Enugu North,Ihewuzi,ST PATRICKS PRIMARY SCHOOL COAL CAMP
South East,Enugu,Enugu North,Ihewuzi,ST. MICHAEL DE ARCH. ANGEL SCHOOL
South East,Enugu,Enugu North,Independence Layout,ALEXANDER INTERNATIONAL NURSERY AND PRIMARY SCHOOL INDEPANDANCE LAYOUT
South East,Enugu,Enugu North,Independence Layout,ALEXANDRIA INTERNATIONAL SECONDARY SCHOOL
South East,Enugu,Enugu North,Independence Layout,"DAY SECONDARY SCHOOL INDEPENDENCE LAYOUT, ENUGU."
South East,Enugu,Enugu North,Independence Layout,EASTERN HILLS ACADEMY NO. 11 OGBARU STR. IND. LAYOUT ENUGU
South East,Enugu,Enugu North,Independence Layout,EL-GLORY SCHOOL
South East,Enugu,Enugu North,Independence Layout,"GENESIS INTERNATIONAL ACADEMY ENUGU, INDEPENDENCE LAYOUT"
South East,Enugu,Enugu North,Independence Layout,Good Shephered Anglican Seminary Independence Layout
South East,Enugu,Enugu North,Independence Layout,HARCHIN PRIMARY SCHOOL NWACHUKWU AKUBUE CLOSE OFF UMUOJI
South East,Enugu,Enugu North,Independence Layout,"INDEPENDENCE LAYOUT PRIMARY SCHOOL 3, ENUGU"
South East,Enugu,Enugu North,Independence Layout,"INDEPENDENCE LAYOUT PRIMARY SCHOOL 4, ENUGU"
South East,Enugu,Enugu North,Independence Layout,"INDEPENDENCE LAYOUT PRIMARY SCHOOL I, INDEPENDENT LAYOUT"
South East,Enugu,Enugu North,Independence Layout,"INDEPENDENCE LAYOUT PRIMARY SCHOOL II, INDEPENDENT LAYOUT"
South East,Enugu,Enugu North,Independence Layout,"JESMICA DAYCARE, NURSERY AND PRIMARY SCHOOL INTERNATIONAL"
South East,Enugu,Enugu North,Independence Layout,JOSEMARIA ACADEMY SECONDARY SCHOOL
South East,Enugu,Enugu North,Independence Layout,"JUSTINE THOMAS KG &amp; PRIMARY SCHOOL, 18 IHIALA SRT. IND/L ENUGU"
South East,Enugu,Enugu North,Independence Layout,"KING OF KINGS COMPREHENSIVE SCHOOL,  INDEPENDENCE LAYOUT ENUGU."
South East,Enugu,Enugu North,Independence Layout,"KINGDOM HERITAGE MODEL SCHOOL, ENUGU"
South East,Enugu,Enugu North,Independence Layout,KINGS OF KINGS COMPREHENSIVE SECONDARY SCHOOL INDEPENDENCE LAYOUT
South East,Enugu,Enugu North,Independence Layout,OUR LORDS SHEPHARD INTERNATIONAL SCHOOL
South East,Enugu,Enugu North,Independence Layout,PRAISELAND INTERNATIONAL SECONDARY SCHOOL
South East,Enugu,Enugu North,Independence Layout,SAFEHANDS PRIMARY SCHOOL NWAFIA STREET INDEPENDANCE L/OUT
South East,Enugu,Enugu North,Independence Layout,SALMA PRIVATE SCHOOL THE SAFEHANDS
South East,Enugu,Enugu North,Independence Layout,TEHILLAH NURSERY AND PRIMARY SHOOL
South East,Enugu,Enugu North,Independence Layout,TREASURE HEIGHTS MONTESSORI SCOOL
South East,Enugu,Enugu North,New Haven,ANASTESIA PRIMARY SCHOOL MBAISE NEW HAVEN
South East,Enugu,Enugu North,New Haven,CAROLS INTERNATIONAL COLLEGE ENUGU
South East,Enugu,Enugu North,New Haven,CAROLS INTERNATIONAL SCHOOL ENUGU
South East,Enugu,Enugu North,New Haven,CHILDS DESTINY PRIMARY SCHOOL UPPER CHIME NEW HAVEN
South East,Enugu,Enugu North,New Haven,IVORY SCIENCE ACADEMY PRIMARY SCHOOL AZIA CLOSE NEW HAVEN
South East,Enugu,Enugu North,New Haven,KELDILEY PRIMARY SCHOOL IFITE UGBO NEW HAVEN
South East,Enugu,Enugu North,New Haven,LILY PINNACLE INTERNATIONAL ACADEMY
South East,Enugu,Enugu North,New Haven,LILY PINNACLE SECONDARY SCHOOL UDUMA NEW HAVEN
South East,Enugu,Enugu North,New Haven,MARANATHA PRIMARY SCHOOL CHIME AVENUE
South East,Enugu,Enugu North,New Haven,"MARKET  PRIMARY SCHOOL I, MARKET"
South East,Enugu,Enugu North,New Haven,MARY GRACE SECONDARY SCHOOL CHIME AVENUE NEW HAVEN
South East,Enugu,Enugu North,New Haven,MYSTICAL ROSE PRIMARY SCHOOL EZEANI STREET NEW HAVEN
South East,Enugu,Enugu North,New Haven,NEW GENERATION International Nursery and PRIMARY SCHOOL NEW HAVEN
South East,Enugu,Enugu North,New Haven,"NEW HAVEN PRIMARY SCHOOL I, NEW HEAVEN"
South East,Enugu,Enugu North,New Haven,"NEW HAVEN PRIMARY SCHOOL II, NEW HEAVEN"
South East,Enugu,Enugu North,New Haven,"NEW HAVEN PRIMARY SCHOOL III, NEW HEAVEN"
South East,Enugu,Enugu North,New Haven,"NEW HAVEN PRIMARY SCHOOL IV, NEW HAVEN"
South East,Enugu,Enugu North,New Haven,ROSA VENERINI PRIMARY SCHOOL FIFTH AVENUE NEW HAVEN
South East,Enugu,Enugu North,New Haven,ROSE VILLE PRIMARY SCHOOL CHIME AVENUE
South East,Enugu,Enugu North,New Haven,ROSE VILLE SECONDARY SCHOOL CHIME AVENUE NEW HAVEN
South East,Enugu,Enugu North,New Haven,ST JUDE PRIMARY SCHOOL CHIS OKONKWO STREET
