school_key,school,ward_key,ward,lga_key,lga,state_key,state,zone,ownership,school_level
bauchi-ganjuwa-yali-duma-yala-primary-school,Duma Yala Primary School,bauchi-ganjuwa-yali,Yali,ganjuwa,Ganjuwa,bauchi,Bauchi,North East,Public,Primary
bauchi-ganjuwa-yali-filu-primary-school,Filu Primary School,bauchi-ganjuwa-yali,Yali,ganjuwa,Ganjuwa,bauchi,Bauchi,North East,Public,Primary
bauchi-ganjuwa-yali-ghali-primary-school,Ghali Primary School,bauchi-ganjuwa-yali,Yali,ganjuwa,Ganjuwa,bauchi,Bauchi,North East,Public,Primary
bauchi-ganjuwa-yali-goverment-junior-secondary-school-dauduwo,Goverment Junior Secondary School Dauduwo,bauchi-ganjuwa-yali,Yali,ganjuwa,Ganjuwa,bauchi,Bauchi,North East,Public,Secondary
bauchi-ganjuwa-yali-government-junior-secondary-school-loyi,Government Junior Secondary School Loyi,bauchi-ganjuwa-yali,Yali,ganjuwa,Ganjuwa,bauchi,Bauchi,North East,Public,Secondary
bauchi-ganjuwa-yali-government-junior-secondary-school-yali,Government Junior Secondary School Yali,bauchi-ganjuwa-yali,Yali,ganjuwa,Ganjuwa,bauchi,Bauchi,North East,Public,Secondary
bauchi-ganjuwa-yali-government-junior-secondry-school-soro,Government Junior Secondry School Soro,bauchi-ganjuwa-yali,Yali,ganjuwa,Ganjuwa,bauchi,Bauchi,North East,Public,Primary
bauchi-ganjuwa-yali-jimi-primary-school,Jimi Primary School,bauchi-ganjuwa-yali,Yali,ganjuwa,Ganjuwa,bauchi,Bauchi,North East,Public,Primary
bauchi-ganjuwa-yali-jurara-gulte-primary-school,Jurara Gulte Primary School,bauchi-ganjuwa-yali,Yali,ganjuwa,Ganjuwa,bauchi,Bauchi,North East,Public,Primary
bauchi-ganjuwa-yali-kargashiya-primary-school,Kargashiya Primary School,bauchi-ganjuwa-yali,Yali,ganjuwa,Ganjuwa,bauchi,Bauchi,North East,Public,Primary
bauchi-ganjuwa-yali-kensadi-primary-school,Kensadi Primary School,bauchi-ganjuwa-yali,Yali,ganjuwa,Ganjuwa,bauchi,Bauchi,North East,Public,Primary
bauchi-ganjuwa-yali-kwarba-nomadic-primary-school,Kwarba Nomadic Primary School,bauchi-ganjuwa-yali,Yali,ganjuwa,Ganjuwa,bauchi,Bauchi,North East,Public,Primary
bauchi-ganjuwa-yali-madan-kunda-primary-school,Madan Kunda Primary School,bauchi-ganjuwa-yali,Yali,ganjuwa,Ganjuwa,bauchi,Bauchi,North East,Public,Primary
bauchi-ganjuwa-yali-madarasatul-miftahul-dinil-islam-soro,Madarasatul Miftahul Dinil Islam Soro,bauchi-ganjuwa-yali,Yali,ganjuwa,Ganjuwa,bauchi,Bauchi,North East,Public,Primary
bauchi-ganjuwa-yali-mararraban-siri-babba-primary-school,Mararraban Siri Babba Primary School,bauchi-ganjuwa-yali,Yali,ganjuwa,Ganjuwa,bauchi,Bauchi,North East,Public,Primary
bauchi-ganjuwa-yali-sabuwar-kanaka-primary-school,Sabuwar Kanaka Primary School,bauchi-ganjuwa-yali,Yali,ganjuwa,Ganjuwa,bauchi,Bauchi,North East,Public,Primary
bauchi-ganjuwa-yali-tahfizul-quranin-karim-wailo-a,Tahfizul Quranin Karim Wailo A,bauchi-ganjuwa-yali,Yali,ganjuwa,Ganjuwa,bauchi,Bauchi,North East,Public,Primary
bauchi-ganjuwa-yali-taka-tabo-primary-school,Taka Tabo Primary School,bauchi-ganjuwa-yali,Yali,ganjuwa,Ganjuwa,bauchi,Bauchi,North East,Public,Primary
bauchi-ganjuwa-yali-tsagu-primary-school,Tsagu Primary School,bauchi-ganjuwa-yali,Yali,ganjuwa,Ganjuwa,bauchi,Bauchi,North East,Public,Primary
bauchi-ganjuwa-yali-unguwar-galadima-primary-school,Unguwar Galadima Primary School,bauchi-ganjuwa-yali,Yali,ganjuwa,Ganjuwa,bauchi,Bauchi,North East,Public,Primary
bauchi-ganjuwa-yali-wuro-wange-nomadic-primary-school,Wuro Wange Nomadic  Primary  School,bauchi-ganjuwa-yali,Yali,ganjuwa,Ganjuwa,bauchi,Bauchi,North East,Public,Primary
bauchi-ganjuwa-yali-yali-primary-school,Yali Primary School,bauchi-ganjuwa-yali,Yali,ganjuwa,Ganjuwa,bauchi,Bauchi,North East,Public,Primary
bauchi-ganjuwa-yali-yanda-primary-school,Yanda Primary School,bauchi-ganjuwa-yali,Yali,ganjuwa,Ganjuwa,bauchi,Bauchi,North East,Public,Primary
bauchi-ganjuwa-yali-yaram-primary-school,Yaram Primary School,bauchi-ganjuwa-yali,Yali,ganjuwa,Ganjuwa,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-chinkani-alako-primary-school,Alako Primary School,bauchi-giade-chinkani,Chinkani,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-chinkani-auyakari-primary-school,Auyakari Primary School,bauchi-giade-chinkani,Chinkani,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-chinkani-chinkani-primary-school,Chinkani Primary School,bauchi-giade-chinkani,Chinkani,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-chinkani-chinkani-tsohuwa-primary-school,Chinkani Tsohuwa Primary School,bauchi-giade-chinkani,Chinkani,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-chinkani-ganduha-primary-school,Ganduha Primary School,bauchi-giade-chinkani,Chinkani,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-chinkani-ganji-primary-school,Ganji Primary School,bauchi-giade-chinkani,Chinkani,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-chinkani-gjss-faguji,Gjss Faguji,bauchi-giade-chinkani,Chinkani,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-chinkani-gjunior-secondary-school-chinkani,Gjunior Secondary School Chinkani,bauchi-giade-chinkani,Chinkani,giade,Giade,bauchi,Bauchi,North East,Public,Secondary
bauchi-giade-chinkani-gusau-nomadic-primary-school,Gusau Nomadic Primary School,bauchi-giade-chinkani,Chinkani,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-chinkani-jarmawo-west-primary-school,Jarmawo West Primary School,bauchi-giade-chinkani,Chinkani,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-chinkani-katamba-primary-school,Katamba Primary School,bauchi-giade-chinkani,Chinkani,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-chinkani-lammuga,Lammuga,bauchi-giade-chinkani,Chinkani,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-chinkani-madarasatul-taadif-auladi-muhibul-musdafa,Madarasatul Taadif Auladi Muhibul Musdafa,bauchi-giade-chinkani,Chinkani,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-chinkani-nurul-huda-islamiya-katamba,Nurul Huda Islamiya Katamba,bauchi-giade-chinkani,Chinkani,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-chinkani-yalwa-nomadic-primary-school,Yalwa Nomadic Primary  School.,bauchi-giade-chinkani,Chinkani,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-sabon-sara-bulama-koko-nomadic,Bulama Koko Nomadic,bauchi-giade-sabon-sara,Sabon Sara,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-sabon-sara-dadiyari-primary-school,Dadiyari Primary School,bauchi-giade-sabon-sara,Sabon Sara,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-sabon-sara-faguji-primary-school,Faguji Primary School,bauchi-giade-sabon-sara,Sabon Sara,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-sabon-sara-garanya-primary-school,Garanya Primary School,bauchi-giade-sabon-sara,Sabon Sara,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-sabon-sara-gjss-sabon-sara,Gjss Sabon Sara,bauchi-giade-sabon-sara,Sabon Sara,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-sabon-sara-gjunior-secondary-school-gulbun,Gjunior Secondary School Gulbun,bauchi-giade-sabon-sara,Sabon Sara,giade,Giade,bauchi,Bauchi,North East,Public,Secondary
bauchi-giade-sabon-sara-imam-malik-littahfizul-quaran-gulbun,Imam Malik Littahfizul Quaran Gulbun,bauchi-giade-sabon-sara,Sabon Sara,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-sabon-sara-jada-nomadic-primary-school,Jada Nomadic Primary School,bauchi-giade-sabon-sara,Sabon Sara,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-sabon-sara-lafiya-nomadic-primary-school,Lafiya Nomadic Primary School,bauchi-giade-sabon-sara,Sabon Sara,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-sabon-sara-laila-primary-school,Laila Primary School,bauchi-giade-sabon-sara,Sabon Sara,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-sabon-sara-maina-malari-primary-school,Maina Malari Primary School,bauchi-giade-sabon-sara,Sabon Sara,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-sabon-sara-sabon-garin-kurba-eccde,Sabon Garin Kurba Eccde,bauchi-giade-sabon-sara,Sabon Sara,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-sabon-sara-sabon-sara-primary-school,Sabon Sara Primary School,bauchi-giade-sabon-sara,Sabon Sara,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-sabon-sara-sagi-primary-school,Sagi Primary School,bauchi-giade-sabon-sara,Sabon Sara,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-sabon-sara-tsangayar-mal-abdu-shagalli-kurba,Tsangayar Mal. Abdu Shagalli Kurba,bauchi-giade-sabon-sara,Sabon Sara,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-doguwa-central-baradawa-primary-school,Baradawa Primary School,bauchi-giade-doguwa-central,Doguwa Central,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-doguwa-central-boggel-bali-primary-school,Boggel-Bali Primary School,bauchi-giade-doguwa-central,Doguwa Central,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-doguwa-central-chafago-nomadic-primary-school,Chafago Nomadic Primary School,bauchi-giade-doguwa-central,Doguwa Central,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-doguwa-central-gabasmawo-primary-school,Gabasmawo Primary School,bauchi-giade-doguwa-central,Doguwa Central,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-doguwa-central-gawo-girls-primary-school-doguwa,Gawo Girls Primary School Doguwa,bauchi-giade-doguwa-central,Doguwa Central,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-doguwa-central-gjss-jawo,Gjss Jawo,bauchi-giade-doguwa-central,Doguwa Central,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-doguwa-central-gjunior-secondary-school-doguwa,Gjunior Secondary School Doguwa,bauchi-giade-doguwa-central,Doguwa Central,giade,Giade,bauchi,Bauchi,North East,Public,Secondary
bauchi-giade-doguwa-central-govt-girls-junior-secondary-school-doguwa,Govt. Girls Junior Secondary School Doguwa,bauchi-giade-doguwa-central,Doguwa Central,giade,Giade,bauchi,Bauchi,North East,Public,Secondary
bauchi-giade-doguwa-central-jbbelwo-primary-school,Jbbelwo Primary School,bauchi-giade-doguwa-central,Doguwa Central,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-doguwa-central-kadirawa-nomadic-primary-sch,Kadirawa Nomadic Primary Sch,bauchi-giade-doguwa-central,Doguwa Central,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-doguwa-central-mad-tarbiyatul-aulad-doguwa,Mad. Tarbiyatul Aulad Doguwa,bauchi-giade-doguwa-central,Doguwa Central,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-doguwa-central-minchika-primary-school,Minchika Primary School,bauchi-giade-doguwa-central,Doguwa Central,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-doguwa-central-nurul-islamiya-doguwa,Nurul Islamiya Doguwa,bauchi-giade-doguwa-central,Doguwa Central,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-doguwa-central-tsangayar-mal-saidu-kurba,Tsangayar Mal. Saidu Kurba,bauchi-giade-doguwa-central,Doguwa Central,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-doguwa-central-yandure-primary-school,Yandure Primary School,bauchi-giade-doguwa-central,Doguwa Central,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-doguwa-south-ahiyo-primary-school,Ahiyo Primary School,bauchi-giade-doguwa-south,Doguwa South,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-doguwa-south-alagarno-primary-school,Alagarno Primary School,bauchi-giade-doguwa-south,Doguwa South,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-doguwa-south-baduware-primary-school,Baduware Primary School,bauchi-giade-doguwa-south,Doguwa South,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-doguwa-south-galdimari-primary-school,Galdimari Primary School,bauchi-giade-doguwa-south,Doguwa South,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-doguwa-south-gjss-zirami,Gjss Zirami,bauchi-giade-doguwa-south,Doguwa South,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-doguwa-south-hidayatul-tahafizul-islamiya-kurba,Hidayatul Tahafizul Islamiya Kurba,bauchi-giade-doguwa-south,Doguwa South,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-doguwa-south-jarigo-primary-school,Jarigo Primary School,bauchi-giade-doguwa-south,Doguwa South,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-doguwa-south-kafin-hardo-primary-school,Kafin Hardo Primary School,bauchi-giade-doguwa-south,Doguwa South,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-doguwa-south-kaya-kaya-primary-school,Kaya Kaya Primary School,bauchi-giade-doguwa-south,Doguwa South,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-doguwa-south-kwayanti-primary-school,Kwayanti Primary School,bauchi-giade-doguwa-south,Doguwa South,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-doguwa-south-nurudden-islamiya-jugudu,Nurudden Islamiya Jugudu,bauchi-giade-doguwa-south,Doguwa South,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-doguwa-south-nurul-islamiyakafin-hardo,Nurul Islamiyakafin Hardo,bauchi-giade-doguwa-south,Doguwa South,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-doguwa-south-nyamari-nomadic-primary-school,Nyamari  Nomadic Primary School,bauchi-giade-doguwa-south,Doguwa South,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-doguwa-south-tazakkiratul-abdulkadir-islamiya-kurba,Tazakkiratul Abdulkadir Islamiya Kurba,bauchi-giade-doguwa-south,Doguwa South,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-doguwa-south-tsakuwa-primary-school,Tsakuwa Primary School,bauchi-giade-doguwa-south,Doguwa South,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-giade-atika-acadermy-primary-school,Atika Acadermy Primary School,bauchi-giade-giade,Giade,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-giade-babbaji-kafi-primary-school,Babbaji Kafi Primary School,bauchi-giade-giade,Giade,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-giade-college-for-arabic-and-islamic-st-giade,College For Arabic And Islamic St. Giade,bauchi-giade-giade,Giade,giade,Giade,bauchi,Bauchi,North East,Public,Secondary
bauchi-giade-giade-eccde-abubakar-shuaibu,Eccde Abubakar Shuaibu,bauchi-giade-giade,Giade,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-giade-giade-central-primary-school,Giade Central Primary School,bauchi-giade-giade,Giade,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-giade-giade-day-primary-school,Giade Day Primary School,bauchi-giade-giade,Giade,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-giade-gjunior-secondary-school-giade-central,Gjunior Secondary School Giade Central,bauchi-giade-giade,Giade,giade,Giade,bauchi,Bauchi,North East,Public,Secondary
bauchi-giade-giade-gjunior-secondary-school-giade-day,Gjunior Secondary School Giade Day,bauchi-giade-giade,Giade,giade,Giade,bauchi,Bauchi,North East,Public,Secondary
bauchi-giade-giade-kiliye-primary-school,Kiliye Primary School,bauchi-giade-giade,Giade,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-giade-madarasatu-muhajirina-wal-ansar-giade,Madarasatu Muhajirina Wal Ansar Giade,bauchi-giade-giade,Giade,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-giade-madarasatul-hajiya-aisha-tasallah-litahfizil-quran-waddirasatil-islamiyya-giade,Madarasatul Hajiya Aisha Tasallah Litahfizil Quran Waddirasatil Islamiyya Giade,bauchi-giade-giade,Giade,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-giade-madarasatul-ihayau-ulumiddini-islamiyya-gidan-shehi-giade,Madarasatul Ihayau Ulumiddini Islamiyya Gidan Shehi Giade,bauchi-giade-giade,Giade,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-giade-madarasatul-muazu-bin-jabal-litahfizul-quran-giade,Madarasatul Muazu Bin Jabal Litahfizul Quran Giade,bauchi-giade-giade,Giade,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-giade-madarasatul-nurul-haqqi-islamiya-giade,Madarasatul Nurul Haqqi Islamiya Giade,bauchi-giade-giade,Giade,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-giade-madarasatul-sabilul-najati-islamiya-giade,Madarasatul Sabilul Najati Islamiya Giade,bauchi-giade-giade,Giade,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-giade-nurul-imam-brilliant-academy,Nurul Imam Brilliant Academy,bauchi-giade-giade,Giade,giade,Giade,bauchi,Bauchi,North East,Private,Primary
bauchi-giade-giade-nurul-iman-briliant-academy-giade,Nurul Iman Briliant Academy Giade,bauchi-giade-giade,Giade,giade,Giade,bauchi,Bauchi,North East,Private,Primary
bauchi-giade-giade-sheik-aliyu-tahafizul-quran-giade,Sheik Aliyu Tahafizul Quran Giade,bauchi-giade-giade,Giade,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-giade-sule-shehuwa-memorial-academy,Sule Shehuwa Memorial Academy,bauchi-giade-giade,Giade,giade,Giade,bauchi,Bauchi,North East,Private,Primary
bauchi-giade-giade-tsangayar-mal-umar-dan-giade,Tsangayar Mal. Umar Dan Giade,bauchi-giade-giade,Giade,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-isawa-burku-primary-school-a-long-azare-road,Burku Primary School A Long Azare Road,bauchi-giade-isawa,Isawa,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-isawa-chakarewo-primary-school,Chakarewo Primary School,bauchi-giade-isawa,Isawa,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-isawa-dingashi-primary-school,Dingashi Primary School,bauchi-giade-isawa,Isawa,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-isawa-gadau-primary-school,Gadau Primary School,bauchi-giade-isawa,Isawa,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-isawa-gjss-isawa,Gjss Isawa,bauchi-giade-isawa,Isawa,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-isawa-gjunior-secondary-school-bombiyo,Gjunior Secondary School Bombiyo,bauchi-giade-isawa,Isawa,giade,Giade,bauchi,Bauchi,North East,Public,Secondary
bauchi-giade-isawa-isawa-primary,Isawa Primary,bauchi-giade-isawa,Isawa,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-isawa-juggari-primary-school,Juggari Primary School,bauchi-giade-isawa,Isawa,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-isawa-karewo-primary-school,Karewo Primary School,bauchi-giade-isawa,Isawa,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-isawa-kurba-primary-school,Kurba Primary School,bauchi-giade-isawa,Isawa,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-isawa-maibabba-primary,Maibabba Primary,bauchi-giade-isawa,Isawa,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-isawa-nurul-huda-islamiyya-isawa,Nurul-Huda Islamiyya Isawa,bauchi-giade-isawa,Isawa,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-isawa-nuruldeen-islamiyya-kurba,Nuruldeen Islamiyya Kurba,bauchi-giade-isawa,Isawa,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-isawa-rugar-durmi-primary-school,Rugar Durmi Primary School,bauchi-giade-isawa,Isawa,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-isawa-shark-usman-islamiya-kurba,Shark Usman Islamiya Kurba,bauchi-giade-isawa,Isawa,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-uzum-a-abbo-korawa-primary-school,Abbo Korawa Primary School,bauchi-giade-uzum-a,"Uzum ""A""",giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-uzum-a-gjunior-secondary-school-jarmawo,Gjunior Secondary School Jarmawo,bauchi-giade-uzum-a,"Uzum ""A""",giade,Giade,bauchi,Bauchi,North East,Public,Secondary
bauchi-giade-uzum-a-gulbun-primary-school,Gulbun Primary School,bauchi-giade-uzum-a,"Uzum ""A""",giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-uzum-a-jarmawo-east-primary-school,Jarmawo East Primary School,bauchi-giade-uzum-a,"Uzum ""A""",giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-uzum-a-jugudu-primary-school,Jugudu Primary School,bauchi-giade-uzum-a,"Uzum ""A""",giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-uzum-a-korawa-primary-school,Korawa Primary School,bauchi-giade-uzum-a,"Uzum ""A""",giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-uzum-a-lafiyaru-primary-school,Lafiyaru Primary School,bauchi-giade-uzum-a,"Uzum ""A""",giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-uzum-a-ligada-jula-primary-school,Ligada Jula Primary School,bauchi-giade-uzum-a,"Uzum ""A""",giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-uzum-a-madarasatul-jamiatul-khairat-islamiyya-baduware,Madarasatul Jamiatul Khairat Islamiyya Baduware,bauchi-giade-uzum-a,"Uzum ""A""",giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-uzum-a-mai-lemo-tahfizul-quaran-gulbun,Mai Lemo Tahfizul Quaran Gulbun,bauchi-giade-uzum-a,"Uzum ""A""",giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-uzum-a-mainari-primary-school,Mainari Primary School,bauchi-giade-uzum-a,"Uzum ""A""",giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-uzum-a-marewo-nomadic-primary-school,Marewo Nomadic Primary School,bauchi-giade-uzum-a,"Uzum ""A""",giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-uzum-a-sarki-sabiya-primary-school,Sarki Sabiya Primary School,bauchi-giade-uzum-a,"Uzum ""A""",giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-uzum-a-shaderi-primary-school,Shaderi Primary School,bauchi-giade-uzum-a,"Uzum ""A""",giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-uzum-a-yola-primary-school,Yola Primary School,bauchi-giade-uzum-a,"Uzum ""A""",giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-uzum-b-abba-jori-primary-school,Abba Jori Primary School,bauchi-giade-uzum-b,"Uzum ""B""",giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-uzum-b-bombiyo-primary-school,Bombiyo Primary School,bauchi-giade-uzum-b,"Uzum ""B""",giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-uzum-b-gjss-uzum,Gjss Uzum,bauchi-giade-uzum-b,"Uzum ""B""",giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-uzum-b-gjunior-secondary-school-jugudu,Gjunior Secondary School Jugudu,bauchi-giade-uzum-b,"Uzum ""B""",giade,Giade,bauchi,Bauchi,North East,Public,Secondary
bauchi-giade-uzum-b-government-junior-secondary-school-uzum,Government Junior Secondary School Uzum,bauchi-giade-uzum-b,"Uzum ""B""",giade,Giade,bauchi,Bauchi,North East,Public,Secondary
bauchi-giade-uzum-b-ihyauddinil-islam-gulbun,Ihyauddinil Islam Gulbun,bauchi-giade-uzum-b,"Uzum ""B""",giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-uzum-b-kogga-nomadic-primary-school,Kogga Nomadic Primary School,bauchi-giade-uzum-b,"Uzum ""B""",giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-uzum-b-ligada-primary-school,Ligada Primary School,bauchi-giade-uzum-b,"Uzum ""B""",giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-uzum-b-margiri-primary-school,Margiri Primary School,bauchi-giade-uzum-b,"Uzum ""B""",giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-uzum-b-rumbuna-primary-school,Rumbuna Primary School,bauchi-giade-uzum-b,"Uzum ""B""",giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-uzum-b-sabou-nomadic-primary-school,Sabou Nomadic Primary School,bauchi-giade-uzum-b,"Uzum ""B""",giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-uzum-b-uzum-primary-school,Uzum  Primary School,bauchi-giade-uzum-b,"Uzum ""B""",giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-uzum-b-uzum-primary-school,Uzum Primary School,bauchi-giade-uzum-b,"Uzum ""B""",giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-uzum-b-wuro-nange-primary-school,Wuro Nange Primary School,bauchi-giade-uzum-b,"Uzum ""B""",giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-uzum-b-zankan-primary-school,Zankan Primary School,bauchi-giade-uzum-b,"Uzum ""B""",giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-zabi-burkun-giade-primary-school,Burkun Giade Primary School,bauchi-giade-zabi,Zabi,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-zabi-fuddya-islamiya-zabi,Fuddya Islamiya Zabi,bauchi-giade-zabi,Zabi,giade,Giade,bauchi,Bauchi,North East,Public,Primary
bauchi-giade-zabi-gjunior-secondary-school-kurba,Gjunior Secondary School Kurba,bauchi-giade-zabi,Zabi,giade,Giade,bauchi,Bauchi,North East,Public,Secondary
bauchi-giade-zabi-gjunior-secondary-school-tsamiyar-zane,Gjunior Secondary School Tsamiyar Zane,bauchi-giade-zabi,Zabi,giade,Giade,bauchi,Bauchi,North East,Public,Secondary
